,pruning threshold,stopping probability,tile drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1249,3.0,0.001,0.14835,0.02,1.0,1.169,1.3333,0.30001,2.5,15.0,2.0749500000000003,Tile dropping,time pressure,4,5,,5.0
1250,8.0,0.001,0.2,0.01,0.98156,0.8,1.5,0.25849,2.5,15.0,1.7608899999999998,Tile dropping,time pressure,4,1,,10.0
1251,5.0,0.01,0.2,0.02249,0.25,1.2026,1.0,0.3,5.0564,15.0,2.23257,Tile dropping,time pressure,4,2,,10.0
1252,2.1072,0.0061668,0.2954,0.02,0.4895,1.0252,1.2503,0.13756,2.9379,13.001,1.50385,Tile dropping,time pressure,4,3,,10.0
1253,3.5,0.011667,0.2,0.020812,0.5,1.6,0.96322,-6.0555e-06,3.8277,96.929,1.89804,Tile dropping,time pressure,4,4,,10.0
1254,6.0821,0.001,0.22544,0.019551,1.1781,0.76213,0.95793,0.27265,2.5736,8.7809,1.8974499999999999,Tile dropping,time pressure,4,5,,10.0
1255,3.0,0.001,0.16667,0.020396,0.99999,1.1145,1.0,0.18767,2.1408,9.5319,1.4089800000000001,Tile dropping,time pressure,4,1,,20.0
1256,3.55,0.0055,0.13568,0.02302,0.87499,1.1071,1.0,0.3,2.874,15.0,1.74276,Tile dropping,time pressure,4,2,,20.0
1257,2.9376,0.99999,0.13182,0.013296,0.46019,1.1599,1.1705,0.1892,4.8085,20.179,1.6553499999999999,Tile dropping,time pressure,4,3,,20.0
1258,0.1,0.005,0.1,0.01,0.5,1.2052,1.0,0.3,3.4737,30.0,1.70003,Tile dropping,time pressure,4,4,,20.0
1259,3.2064,0.007259,0.10008,0.01,0.99952,1.1635,1.0002,0.00027477,2.499,14.996,1.56463,Tile dropping,time pressure,4,5,,20.0
1260,8.1835,0.0035639,0.2,0.01,1.0,0.27639,1.133,0.3,5.0838,13.333,1.9388400000000001,Tile dropping,time pressure,5,1,,5.0
1261,3.1509,0.001,0.21111,0.015,0.97949,0.42873,1.0,0.3,2.5,5.5006,2.4758699999999996,Tile dropping,time pressure,5,2,,5.0
1262,3.0,0.005,0.1393,0.02,1.0,0.4,1.0,0.6,2.5,20.0,2.0444000000000004,Tile dropping,time pressure,5,3,,5.0
1263,10.0,0.001,0.18273,0.020001,0.99997,0.6135,0.99996,0.59997,2.7531,10.0,1.6935499999999997,Tile dropping,time pressure,5,4,,5.0
1264,4.898,0.0038266,0.1,0.02,1.0,-0.0046988,1.0,0.3,2.7521,15.0,1.9803900000000003,Tile dropping,time pressure,5,5,,5.0
1265,3.6511,0.0043399,0.23619,0.019997,0.9777,0.4645,1.111,0.33543,3.1741,12.447,1.9615500000000001,Tile dropping,time pressure,5,1,,10.0
1266,3.1657,0.0044749,0.22631,0.021914,1.0251,0.51369,0.93435,0.11558,2.6149,15.525,2.22161,Tile dropping,time pressure,5,2,,10.0
1267,2.0333,0.001,0.2,0.01,0.58823,0.040861,1.0339,0.3,2.5,20.0,2.0030799999999997,Tile dropping,time pressure,5,3,,10.0
1268,3.0221,0.001,0.2497,0.017284,0.4888,0.48437,1.0058,0.31104,3.487,13.935,2.09435,Tile dropping,time pressure,5,4,,10.0
1269,3.0693,0.001,0.2231,0.019942,0.62437,0.71014,1.0029,0.21177,2.5051,14.977,2.0014200000000004,Tile dropping,time pressure,5,5,,10.0
1270,5.0,0.01,0.18925,0.018245,0.81695,-0.1099,1.5,0.19532,3.7428,20.916,2.29009,Tile dropping,time pressure,5,1,,20.0
1271,5.1355,0.0046325,0.28758,0.01,1.0402,0.43216,1.4463,0.32986,3.2279,15.367,1.75341,Tile dropping,time pressure,5,2,,20.0
1272,2.4994,0.01,0.1,0.02,1.1188,0.3629,1.0198,0.3,2.5,15.0,2.66271,Tile dropping,time pressure,5,3,,20.0
1273,5.2738,0.011667,0.2,0.017855,0.92299,0.31721,1.0667,0.74472,3.5,10.258,2.01543,Tile dropping,time pressure,5,4,,20.0
1274,2.6394,0.002635,0.19145,0.019656,1.0,-0.50836,1.3333,0.4077,2.5,15.0,2.0947800000000005,Tile dropping,time pressure,5,5,,20.0
1275,5.0,0.001,0.2,0.02638,0.64109,0.8,1.0,0.3,2.5876,15.0,1.7830399999999997,Tile dropping,time pressure,6,1,,5.0
1276,0.84433,0.0045342,0.11772,0.034948,0.25,0.80041,1.0003,0.30067,3.5023,15.008,1.93542,Tile dropping,time pressure,6,2,,5.0
1277,1.0783,0.001,0.082327,0.034212,0.25,0.69807,1.0953,0.30392,2.4894,19.937,1.9895800000000001,Tile dropping,time pressure,6,3,,5.0
1278,3.4541,0.0068673,0.075,0.0225,0.81616,0.76025,1.125,0.33104,2.2853,14.0,1.8133100000000002,Tile dropping,time pressure,6,4,,5.0
1279,0.41393,0.001,0.092902,0.020413,0.64352,0.8,0.93333,0.15224,2.5,15.0,1.69354,Tile dropping,time pressure,6,5,,5.0
1280,1.3608,0.010198,0.075575,0.016667,0.45269,0.80873,1.4844,0.39994,3.8219,14.9,1.4959,Tile dropping,time pressure,6,1,,10.0
1281,0.87671,0.001,0.099999,0.021111,0.55909,0.4,1.0,0.65108,3.5,18.333,1.96768,Tile dropping,time pressure,6,2,,10.0
1282,1.5199,0.0052762,0.094456,0.01,0.41667,0.69452,0.99984,0.39991,2.8337,15.001,1.4237600000000001,Tile dropping,time pressure,6,3,,10.0
1283,2.3207,0.002213,0.11774,0.01,0.60597,0.93754,1.3484,0.52644,4.2839,17.787,1.8078300000000003,Tile dropping,time pressure,6,4,,10.0
1284,6.059,0.001,0.11667,0.01,1.0,0.4,1.0,-0.028435,3.5,20.0,1.5819,Tile dropping,time pressure,6,5,,10.0
1285,9.5296,0.001,0.085238,0.019993,0.59194,0.80724,1.008,0.14859,2.7626,19.618,1.92134,Tile dropping,time pressure,6,1,,20.0
1286,8.0,0.005293,0.22053,0.019287,0.99839,0.80166,0.80166,0.3012,3.8847,15.015,2.1526,Tile dropping,time pressure,6,2,,20.0
1287,2.1349,0.0038968,0.25718,0.01,0.29831,1.1993,1.4437,0.018827,5.7764,10.893,2.16645,Tile dropping,time pressure,6,3,,20.0
1288,3.4259,0.0093438,0.19453,0.021667,0.92708,0.87501,0.88143,0.24583,3.3125,9.4688,2.19233,Tile dropping,time pressure,6,4,,20.0
1289,5.4501,0.0067715,0.21752,0.019289,0.30791,0.2932,1.3013,0.49917,3.5774,13.779,1.85439,Tile dropping,time pressure,6,5,,20.0
1290,7.3865,0.026667,0.2,0.03,2.0,0.65405,1.1208,0.3,2.5,15.0,2.5083800000000003,Tile dropping,time pressure,7,1,,5.0
1291,6.0,0.0066903,0.1,0.01,1.0,0.4,0.54148,0.39356,2.5,15.0,2.0910399999999996,Tile dropping,time pressure,7,2,,5.0
1292,3.2989,0.001,0.052986,0.036667,0.5625,0.35,0.5,0.75,3.375,19.0,2.25515,Tile dropping,time pressure,7,3,,5.0
1293,10.0,0.001,0.13746,0.021455,1.7835,0.49138,0.61175,0.58525,3.9214,11.464,2.4087199999999998,Tile dropping,time pressure,7,4,,5.0
1294,3.0,0.0066666,0.3,0.02,1.0,0.8,0.15629,0.3,2.5,15.0,2.41705,Tile dropping,time pressure,7,5,,5.0
1295,7.38,0.0047879,0.20546,0.019009,1.2122,0.098325,0.65238,0.64936,2.8553,29.985,2.7283700000000004,Tile dropping,time pressure,7,1,,10.0
1296,8.0,0.0067348,0.2,0.03,1.1883,0.51595,0.86666,0.3,2.8333,13.333,2.60865,Tile dropping,time pressure,7,2,,10.0
1297,3.9915,0.02,0.3,0.01482,0.38476,0.53333,1.0,0.37473,2.6628,13.322,2.11697,Tile dropping,time pressure,7,3,,10.0
1298,5.8133,0.0027685,0.4,0.02,1.0,0.3043,1.0,0.6,5.0,15.0,2.1712,Tile dropping,time pressure,7,4,,10.0
1299,5.6836,0.010235,0.20482,0.017046,1.5939,0.86119,0.49782,0.57958,2.6801,15.858,2.22013,Tile dropping,time pressure,7,5,,10.0
1300,10.0,0.0070872,0.1068,0.01,0.79976,0.3185,0.76699,0.55146,2.4614,13.828,2.54409,Tile dropping,time pressure,7,1,,20.0
1301,6.9998,0.010001,0.10001,0.016667,1.0,0.53835,0.65364,0.39995,2.5001,15.0,2.63091,Tile dropping,time pressure,7,2,,20.0
1302,5.5012,0.0054969,0.20677,0.020007,1.1668,0.16642,0.70049,0.39978,2.5006,15.003,2.1045000000000003,Tile dropping,time pressure,7,3,,20.0
1303,5.0,0.005,0.2,0.019977,0.625,0.51004,1.0,0.38747,5.0,15.0,2.09733,Tile dropping,time pressure,7,4,,20.0
1304,3.4239,0.010575,0.19624,0.025624,0.97206,0.11783,1.0869,1.0501,3.3892,19.665,2.1953300000000002,Tile dropping,time pressure,7,5,,20.0
1305,7.8478,0.001,0.3129,0.029888,0.75516,0.48095,0.66766,0.36455,2.2464,20.821,2.3486400000000005,Tile dropping,time pressure,8,1,,5.0
1306,5.0,0.001,0.3317,0.02,1.0,0.8,0.8,0.3,2.5,15.0,2.7115199999999997,Tile dropping,time pressure,8,2,,5.0
1307,9.9999,0.01,0.2,0.02,0.25,0.8,1.0,0.4,3.3333,20.0,2.45958,Tile dropping,time pressure,8,3,,5.0
1308,5.0,0.0058333,0.2,0.02,0.25,0.54602,1.0,0.3,2.5,15.0,2.23965,Tile dropping,time pressure,8,4,,5.0
1309,0.1,0.0058333,0.2,0.02,0.5,0.8,0.61985,0.4,2.5,15.0,2.3675800000000002,Tile dropping,time pressure,8,5,,5.0
1310,3.0,0.0069926,0.4,0.024026,1.0,0.8,0.092681,0.17571,3.3333,15.0,2.4458200000000003,Tile dropping,time pressure,8,1,,10.0
1311,3.5373,0.026831,0.4494,0.01,1.0584,0.89192,0.57663,0.49759,3.4928,22.194,2.46258,Tile dropping,time pressure,8,2,,10.0
1312,3.2845,0.011472,0.46667,0.02,0.41667,0.6408,0.69034,0.50661,7.0808,15.0,2.90062,Tile dropping,time pressure,8,3,,10.0
1313,8.911,0.0043333,0.3,0.021573,0.33333,0.40222,-0.08317,0.33333,1.3077,15.0,2.69801,Tile dropping,time pressure,8,4,,10.0
1314,7.5069,0.020632,0.27092,0.015815,0.72222,0.3409,0.37787,0.54735,3.567,19.97,2.7179100000000003,Tile dropping,time pressure,8,5,,10.0
1315,2.9463,0.001,0.2885,0.024306,1.0,0.25411,0.69022,0.3,3.5,20.0,2.35467,Tile dropping,time pressure,8,1,,20.0
1316,6.9356,0.0050974,0.20487,0.01,1.8424,0.78904,-0.067707,0.39208,3.5274,14.903,2.5000500000000003,Tile dropping,time pressure,8,2,,20.0
1317,5.0001,0.016137,0.10001,0.019999,0.99997,0.79996,0.0080473,0.18275,3.0827,8.5425,2.6550299999999996,Tile dropping,time pressure,8,3,,20.0
1318,5.0,0.001,0.2,0.02,0.25,-0.021783,0.99999,-6.0555e-06,2.5,15.0,2.29886,Tile dropping,time pressure,8,4,,20.0
1319,10.0,0.013476,0.1533,0.016417,1.2988,0.49031,0.44367,0.15064,6.2785,18.249,2.4329400000000003,Tile dropping,time pressure,8,5,,20.0
1320,4.2843,0.005214,0.094668,0.01,0.94072,0.82537,0.72989,0.33059,3.2127,20.034,2.57554,Tile dropping,time pressure,9,1,,5.0
1321,9.9999,0.0035919,0.10217,0.019945,1.2824,0.80664,0.40375,0.2967,2.1574,20.087,1.88414,Tile dropping,time pressure,9,2,,5.0
1322,5.0,0.01,0.2,0.02,1.0,0.94636,0.54714,0.4,2.5,15.0,2.10892,Tile dropping,time pressure,9,3,,5.0
1323,3.0,0.0014444,0.3,0.018617,1.0,0.8,1.0,0.4,2.5,15.0,3.04449,Tile dropping,time pressure,9,4,,5.0
1324,6.7716,0.001,0.2,0.03,0.25,0.98335,0.99999,0.4,2.5,8.9342,1.53135,Tile dropping,time pressure,9,5,,5.0
1325,3.4563,0.0041185,0.11001,0.022177,0.7676,0.87645,0.82474,0.35092,2.597,12.568,2.57565,Tile dropping,time pressure,9,1,,10.0
1326,3.0,0.005,0.2,0.02,0.5,0.8,1.0,0.3,2.5,15.0,2.3612499999999996,Tile dropping,time pressure,9,2,,10.0
1327,7.0,0.001,0.20167,0.02,0.5,0.8,1.0,0.3,2.1743,15.0,2.08903,Tile dropping,time pressure,9,3,,10.0
1328,7.0,0.005,0.19002,0.028147,0.25,0.8,0.8,0.4,3.5763,30.0,2.24664,Tile dropping,time pressure,9,4,,10.0
1329,5.3025,0.001,0.26755,0.013333,1.0,0.78825,0.54844,0.3,2.5926,15.556,1.7526999999999997,Tile dropping,time pressure,9,5,,10.0
1330,6.2179,0.003,0.2,0.02,0.77199,0.8,1.0,0.3,3.5,15.0,2.0817799999999997,Tile dropping,time pressure,9,1,,20.0
1331,1.9861,0.001,0.1,0.02,0.5,0.60058,1.0,0.6,2.5,10.0,1.67269,Tile dropping,time pressure,9,2,,20.0
1332,3.0981,0.001,0.20615,0.02,0.76016,0.95853,1.0,0.3,2.5,15.0,2.09314,Tile dropping,time pressure,9,3,,20.0
1333,5.0,0.0073684,0.2,0.02,1.1025,1.0667,1.0,0.4,3.3333,15.0,2.1473199999999997,Tile dropping,time pressure,9,4,,20.0
1334,2.8389,0.007,0.098148,0.017384,0.70229,0.73893,1.0,0.33333,2.8104,15.0,2.53172,Tile dropping,time pressure,9,5,,20.0
1335,3.3097,0.0090091,0.09986,0.02995,0.33312,0.80074,0.80113,0.50094,3.4972,20.01,2.3373,Tile dropping,time pressure,10,1,,5.0
1336,3.0057,0.0096903,0.21805,0.019886,0.77643,0.78451,0.98279,0.58882,4.9699,15.138,1.8943100000000002,Tile dropping,time pressure,10,2,,5.0
1337,2.7121,0.022223,0.12422,0.017137,0.55911,0.68481,0.97032,0.28301,3.9147,19.098,2.1802599999999996,Tile dropping,time pressure,10,3,,5.0
1338,6.1768,0.001,0.2,0.01,0.25,0.57616,0.94529,0.3,3.248,20.0,1.58815,Tile dropping,time pressure,10,4,,5.0
1339,2.1563,0.0099119,0.25961,0.023139,0.99443,0.79766,0.99273,0.29524,3.5164,17.289,2.10155,Tile dropping,time pressure,10,5,,5.0
1340,4.9941,0.007,0.17666,0.019956,0.25,0.80198,1.1689,0.13476,2.4962,14.982,2.6389199999999997,Tile dropping,time pressure,10,1,,10.0
1341,6.1278,0.02,0.17218,0.021524,0.25,0.8,0.9319,0.3,2.5,15.0,2.44192,Tile dropping,time pressure,10,2,,10.0
1342,9.7476,0.01,0.2,0.015,0.25,0.6812,1.0,0.3,2.5,9.3657,2.1914800000000003,Tile dropping,time pressure,10,3,,10.0
1343,8.0,0.001,0.3,0.01,0.5,0.4,1.1396,0.3,2.5,15.0,2.5147700000000004,Tile dropping,time pressure,10,4,,10.0
1344,7.0,0.01,0.2,0.02,0.25,0.69319,1.0,0.3,2.5,15.0,1.77315,Tile dropping,time pressure,10,5,,10.0
1345,5.0,0.0099999,0.2,0.049195,0.73818,0.4,0.60471,0.14446,5.0,30.0,2.13671,Tile dropping,time pressure,10,1,,20.0
1346,2.8264,0.0098843,0.32504,0.020128,1.0056,1.1047,1.1271,0.30412,6.299,15.051,2.5028099999999998,Tile dropping,time pressure,10,2,,20.0
1347,3.3386,0.0067358,0.20215,0.020741,0.47431,0.78074,0.60581,0.30046,7.0,30.0,1.79311,Tile dropping,time pressure,10,3,,20.0
1348,4.8157,0.0036406,0.21413,0.017999,1.0547,0.74375,0.74375,0.25937,5.1094,15.5,2.01842,Tile dropping,time pressure,10,4,,20.0
1349,4.9996,1.0,0.40006,0.020002,0.50006,0.30882,0.79989,0.60007,4.9998,14.999,2.29464,Tile dropping,time pressure,10,5,,20.0
1350,10.0,0.001,0.2,0.02,1.0,0.8,1.0,0.6,3.5,15.0,2.0666199999999995,Tile dropping,time pressure,11,1,,5.0
1351,3.8094,0.004316,0.25218,0.01,1.0326,0.49798,0.63232,0.5311,3.2063,18.229,1.5321,Tile dropping,time pressure,11,2,,5.0
1352,8.2854,0.001,0.19353,0.019546,0.53281,0.72694,-0.0083433,0.68953,3.7926,16.894,2.5193000000000003,Tile dropping,time pressure,11,3,,5.0
1353,6.0995,0.0070022,0.1611,0.024271,0.25,0.8,1.0,2.2703,2.5,16.911,1.2039000000000002,Tile dropping,time pressure,11,4,,5.0
1354,5.1486,0.001,0.10824,0.045,1.1667,0.8,0.8,0.53334,2.5,20.0,2.22473,Tile dropping,time pressure,11,5,,5.0
1355,2.1816,0.0099967,0.19993,0.019996,0.49993,0.88905,0.69766,0.99986,5.0003,21.022,1.7087400000000001,Tile dropping,time pressure,11,1,,10.0
1356,5.0058,0.001,0.17912,0.018955,0.57689,0.403,0.67185,0.57677,2.5929,16.88,1.46938,Tile dropping,time pressure,11,2,,10.0
1357,5.3451,0.0064999,0.10774,0.019934,1.0275,0.66229,0.76519,0.69568,4.1472,151.27,1.88277,Tile dropping,time pressure,11,3,,10.0
1358,2.55,0.001,0.1,0.035,0.67572,0.8,0.24988,0.4,2.5,20.0,2.0698499999999997,Tile dropping,time pressure,11,4,,10.0
1359,4.3169,0.0026908,0.19996,0.020342,0.81619,0.80007,0.1708,0.32726,2.9309,15.001,1.8797599999999999,Tile dropping,time pressure,11,5,,10.0
1360,2.0333,0.0050075,0.094924,0.020018,0.48418,0.37535,0.99902,1.1495,5.6356,16.674,1.6133300000000002,Tile dropping,time pressure,11,1,,20.0
1361,2.9895,0.001,0.14816,0.020363,0.50937,0.67163,0.96339,2.5328,5.0641,19.773,1.6422599999999998,Tile dropping,time pressure,11,2,,20.0
1362,1.4387,0.011077,0.042742,0.011446,0.311,0.25509,0.36973,1.2771,5.5493,35.185,2.0967399999999996,Tile dropping,time pressure,11,3,,20.0
1363,5.0,0.01,0.2,0.02,1.0,0.8,0.25447,1.1764,3.5,10.0,1.5821800000000001,Tile dropping,time pressure,11,4,,20.0
1364,7.5183,0.001,0.05,0.022599,1.0,0.8,0.20619,1.0,3.5,27.275,1.42324,Tile dropping,time pressure,11,5,,20.0
1365,10.0,0.001,0.50023,0.069973,1.4371,0.75031,0.35005,1.042,3.3758,18.996,2.41485,Tile dropping,time pressure,12,1,,5.0
1366,9.9999,0.32245,0.2074,0.028401,0.25,0.17863,1.2309,0.98651,2.5,12.746,2.6030100000000003,Tile dropping,time pressure,12,2,,5.0
1367,7.0,0.02,0.22998,0.02,1.0,1.0,0.037793,0.3,2.7114,10.0,2.72608,Tile dropping,time pressure,12,3,,5.0
1368,8.1086,0.01,0.4,0.019444,1.0,0.63373,1.0,0.3,2.5,15.0,2.89177,Tile dropping,time pressure,12,4,,5.0
1369,8.5449,0.021603,0.28868,0.01,1.0241,0.48719,0.70368,0.31163,2.5481,14.78,2.6074900000000003,Tile dropping,time pressure,12,5,,5.0
1370,7.0,0.01,0.4,0.01,1.0,0.4,0.38993,0.5,3.7077,8.9093,2.56551,Tile dropping,time pressure,12,1,,10.0
1371,6.8595,0.01,0.4,0.01,1.2899,0.8,-0.31167,0.3,2.5,5.6845,2.90362,Tile dropping,time pressure,12,2,,10.0
1372,5.0,0.013412,0.3,0.02,1.0,0.4,-0.56838,-0.12098,2.5,15.0,2.6729499999999997,Tile dropping,time pressure,12,3,,10.0
1373,5.3548,0.020768,0.20808,0.029192,1.0163,0.45758,0.45105,-0.071212,2.5354,9.8889,3.0845500000000006,Tile dropping,time pressure,12,4,,10.0
1374,6.7119,0.010721,0.2004,0.014883,1.1565,0.35122,0.38418,0.29242,2.4796,14.907,2.83312,Tile dropping,time pressure,12,5,,10.0
1375,5.1725,0.016702,0.3589,0.0176,0.91951,0.29218,0.93994,0.40107,2.2279,9.1709,2.3493000000000004,Tile dropping,time pressure,12,1,,20.0
1376,6.1215,0.014653,0.2,0.02,1.3287,0.37402,1.0131,0.3,1.4962,15.0,2.69095,Tile dropping,time pressure,12,2,,20.0
1377,3.0,0.02,0.4,0.035,1.1667,-0.014066,1.0,0.3,2.5,13.036,2.52375,Tile dropping,time pressure,12,3,,20.0
1378,3.0,0.018016,0.38897,0.02,1.0,0.8,0.78373,0.3,2.5,15.0,2.41158,Tile dropping,time pressure,12,4,,20.0
1379,10.0,0.01302,0.2,0.02,1.0,-0.262,1.0,1.0,3.5,15.0,2.7890300000000003,Tile dropping,time pressure,12,5,,20.0
1380,7.2225,0.0082222,0.26667,0.01,1.0198,0.8,0.30362,0.27964,3.2222,30.0,2.19598,Tile dropping,time pressure,13,1,,5.0
1381,9.1111,0.0065558,0.37811,0.0125,0.93876,1.1111,0.76219,0.64438,8.0002,20.679,2.2758000000000003,Tile dropping,time pressure,13,2,,5.0
1382,6.5999,0.0016011,0.27979,0.016011,0.25,0.62047,0.84801,0.099737,2.8491,16.596,2.0634,Tile dropping,time pressure,13,3,,5.0
1383,6.0,0.001,0.3,0.015,0.93374,0.55282,0.85172,0.3,3.6995,20.0,2.64567,Tile dropping,time pressure,13,4,,5.0
1384,7.0,0.001,0.28751,0.09,0.5,0.99999,0.8,0.089483,5.1136,20.0,2.37281,Tile dropping,time pressure,13,5,,5.0
1385,0.1,0.02,0.50268,0.04,0.5,0.8,1.0444,0.5,7.0,20.0,2.4805800000000002,Tile dropping,time pressure,13,1,,10.0
1386,2.364,0.001,0.3,0.01,0.25,0.88889,1.0,0.3,2.5,15.0,2.1130800000000005,Tile dropping,time pressure,13,2,,10.0
1387,2.546,0.0050444,0.39926,0.018227,0.66649,0.76828,1.0261,0.29586,2.8087,22.148,2.53243,Tile dropping,time pressure,13,3,,10.0
1388,2.17,0.0058413,0.31239,0.01,0.9323,0.70535,0.55953,0.36835,2.316,14.159,2.4772399999999997,Tile dropping,time pressure,13,4,,10.0
1389,2.5608,0.010935,0.2,0.02,0.25,0.93333,1.0,0.3,2.5,40.0,2.3130800000000002,Tile dropping,time pressure,13,5,,10.0
1390,7.0,0.001,0.34103,0.01,1.0,0.88069,1.0,0.3,3.5,15.0,2.0817900000000003,Tile dropping,time pressure,13,1,,20.0
1391,10.0,0.01,0.2,0.018062,1.0,0.8,0.56669,0.3,7.9481,15.0,2.7251999999999996,Tile dropping,time pressure,13,2,,20.0
1392,3.0,0.0047457,0.2,0.023333,0.25,0.46983,1.0,0.3,2.5,15.0,2.65527,Tile dropping,time pressure,13,3,,20.0
1393,3.0659,0.001,0.2249,0.019678,1.0,0.51325,0.64432,0.2,2.8333,13.889,2.2446,Tile dropping,time pressure,13,4,,20.0
1394,4.1888,0.0050051,0.26259,0.020056,0.25,0.70933,1.3361,0.29985,3.4937,15.009,2.3650299999999995,Tile dropping,time pressure,13,5,,20.0
1395,4.9757,0.009852,0.27927,0.020165,0.25,1.0082,1.1707,0.30535,6.9815,16.732,2.0416,Tile dropping,time pressure,14,1,,5.0
1396,2.55,0.001,0.2,0.019444,0.77742,0.8,0.99999,0.093611,5.0,30.0,2.00586,Tile dropping,time pressure,14,2,,5.0
1397,3.4766,0.0030445,0.38205,0.015111,0.94179,0.58001,0.91645,0.14112,5.4278,13.044,2.33256,Tile dropping,time pressure,14,3,,5.0
1398,0.1,0.014133,0.27385,0.039184,0.6148,0.79582,0.77041,0.15076,3.7351,13.163,2.3154,Tile dropping,time pressure,14,4,,5.0
1399,2.55,0.0075701,0.2,0.02,1.0,0.8,1.0,0.25153,2.5,15.0,2.1441500000000007,Tile dropping,time pressure,14,5,,5.0
1400,3.4665,0.005,0.2,0.015,0.5,0.8,0.99999,0.3,5.9982,20.0,1.6476600000000001,Tile dropping,time pressure,14,1,,10.0
1401,2.2708,0.0024993,0.2722,0.016096,1.0,0.80006,0.99993,0.30004,3.4999,15.001,1.9842799999999996,Tile dropping,time pressure,14,2,,10.0
1402,2.0826,0.001,0.19534,0.020005,0.41675,0.86722,1.1213,0.19688,5.0005,30.002,2.18561,Tile dropping,time pressure,14,3,,10.0
1403,7.0,0.001,0.2,0.02,0.25,0.8,1.0,0.25702,6.7437,15.0,1.60875,Tile dropping,time pressure,14,4,,10.0
1404,5.1118,0.0051827,0.26641,0.019381,0.51547,0.82785,1.397,0.65355,6.9525,30.248,2.35459,Tile dropping,time pressure,14,5,,10.0
1405,4.6781,0.0043333,0.2,0.02,0.60945,0.77615,1.178,0.3,2.9962,16.054,2.14635,Tile dropping,time pressure,14,1,,20.0
1406,1.2507,0.011021,0.19581,0.01,0.5,0.81255,1.0,0.33333,2.8009,20.0,1.9386700000000001,Tile dropping,time pressure,14,2,,20.0
1407,3.0,0.005,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.01826,Tile dropping,time pressure,14,3,,20.0
1408,1.7276,0.0088095,0.29089,0.019167,0.25,0.69583,1.3889,0.17917,5.8542,15.333,2.1281600000000003,Tile dropping,time pressure,14,4,,20.0
1409,2.1612,0.001,0.2,0.040946,0.375,0.8,1.3333,0.43333,3.3333,15.202,2.2410799999999997,Tile dropping,time pressure,14,5,,20.0
1410,3.0,0.0075,0.2,0.01,0.25,0.64127,1.0,0.4,4.5565,15.0,1.91478,Tile dropping,time pressure,15,1,,5.0
1411,0.1,0.005,0.2,0.01,0.5,0.8,1.0,0.5,3.6776,15.0,1.84574,Tile dropping,time pressure,15,2,,5.0
1412,4.9292,0.0072952,0.18888,0.018513,0.25,0.814,0.9839,0.16434,5.0486,7.0121,2.30194,Tile dropping,time pressure,15,3,,5.0
1413,3.4818,0.001,0.29032,0.02,0.25,0.73064,1.3333,0.3,2.5,15.0,1.93016,Tile dropping,time pressure,15,4,,5.0
1414,1.8484,0.001,0.2,0.022433,0.5,0.62055,1.0,0.5,2.5,15.0,2.22043,Tile dropping,time pressure,15,5,,5.0
1415,1.0413,0.001,0.12366,0.039503,0.25,-0.62283,2.0185,1.2319,4.2794,23.146,2.1514800000000003,Tile dropping,time pressure,15,1,,10.0
1416,4.954,0.0050219,0.13848,0.047,1.0675,0.18312,0.9228,0.35018,3.6737,10.425,2.2441400000000002,Tile dropping,time pressure,15,2,,10.0
1417,3.2754,0.001,0.19749,0.020072,1.0326,0.42866,0.99641,1.2731,3.3826,15.029,1.7086199999999998,Tile dropping,time pressure,15,3,,10.0
1418,4.9541,0.0097201,0.22933,0.020764,1.0415,0.84385,0.81627,0.31071,5.4826,20.124,2.0929200000000003,Tile dropping,time pressure,15,4,,10.0
1419,7.0,0.0073078,0.2,0.01,1.3624,0.50942,0.53278,0.6,3.5931,20.0,2.27849,Tile dropping,time pressure,15,5,,10.0
1420,7.0,0.001,0.21266,0.026667,1.4322,0.036362,0.71772,0.3,2.7909,15.0,1.92585,Tile dropping,time pressure,15,1,,20.0
1421,3.0007,0.012326,0.23321,0.019993,0.99968,0.15851,0.79967,0.59976,3.334,15.003,2.0000299999999998,Tile dropping,time pressure,15,2,,20.0
1422,3.3584,0.001,0.17789,0.027191,0.25,-0.077474,1.6777,0.17623,5.3212,18.454,2.29993,Tile dropping,time pressure,15,3,,20.0
1423,5.3096,0.001,0.21243,0.014649,0.25,0.26921,1.7896,0.6963,5.2442,32.222,1.9371200000000002,Tile dropping,time pressure,15,4,,20.0
1424,4.1513,0.0095094,0.041667,0.016667,0.94792,-0.030107,1.0569,0.66596,2.8958,13.0,2.133,Tile dropping,time pressure,15,5,,20.0
1425,4.3229,0.0058684,0.054093,0.039181,1.2008,1.0066,0.77046,0.4492,2.0983,16.836,1.99484,Tile dropping,time pressure,16,1,,5.0
1426,3.4022,0.010087,0.10748,0.019752,0.96726,0.83367,0.76633,0.11517,2.4345,14.76,2.21463,Tile dropping,time pressure,16,2,,5.0
1427,6.925,0.0051689,0.10403,0.022244,1.2748,0.8185,0.84884,0.26997,2.5397,15.169,2.1421099999999997,Tile dropping,time pressure,16,3,,5.0
1428,5.0,0.0034453,0.2,0.01,1.1954,0.8,0.86348,0.3309,2.5,30.0,2.18614,Tile dropping,time pressure,16,4,,5.0
