,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
604,4.9792,0.001,0.20095,0.019859,1.0062,0.61243,0.59542,2.6756,14.944,2.4242,No connected 2-in-a-row,learning,7,5,1.0,
605,5.0919,0.001,0.2,0.015747,1.0,0.8,0.3,3.3333,15.0,2.0838099999999997,No connected 2-in-a-row,learning,7,1,2.0,
606,4.08,0.001,0.2,0.021891,1.0,0.8,0.5,2.5,15.0,1.69559,No connected 2-in-a-row,learning,7,2,2.0,
607,3.7049,0.001,0.20763,0.01,1.0,1.182,0.5,2.5,15.0,1.8283299999999998,No connected 2-in-a-row,learning,7,3,2.0,
608,3.3382,0.001,0.14621,0.01,0.98611,0.8,0.5381,2.5,15.0,2.0605,No connected 2-in-a-row,learning,7,4,2.0,
609,3.0,0.0094321,0.2,0.02,1.0,0.8,0.3,2.5,15.0,2.04304,No connected 2-in-a-row,learning,7,5,2.0,
610,5.0157,0.001,2.0185e-06,0.016968,1.0452,1.0,0.3,2.5,13.333,2.19217,No connected 2-in-a-row,learning,7,1,3.0,
611,4.9208,0.001,0.15912,0.025,1.0147,0.978,0.434,3.2098,13.0,1.56531,No connected 2-in-a-row,learning,7,2,3.0,
612,4.8095,0.001,0.2,0.020322,1.0,1.0,0.17536,2.5,15.0,1.73399,No connected 2-in-a-row,learning,7,3,3.0,
613,5.5735,0.001,0.24986,0.02324,0.99988,1.3266,0.33348,2.5005,14.998,2.02729,No connected 2-in-a-row,learning,7,4,3.0,
614,6.4522,0.001,0.25783,0.027868,0.99626,1.322,0.24821,3.6835,21.601,1.4893800000000001,No connected 2-in-a-row,learning,7,5,3.0,
615,5.0,0.001,0.4,0.02,1.3588,0.87667,0.4,3.3333,15.0,1.8639199999999998,No connected 2-in-a-row,learning,7,1,4.0,
616,5.275,0.0038148,0.4,0.012222,1.0369,1.0412,0.53333,2.7778,15.0,1.99415,No connected 2-in-a-row,learning,7,2,4.0,
617,5.9546,0.0023333,0.2,0.021527,1.2766,0.8,0.5,2.5,15.0,1.7876100000000001,No connected 2-in-a-row,learning,7,3,4.0,
618,4.7102,0.0044661,0.2,0.021814,0.87899,0.8,0.6,2.5,15.0,1.88474,No connected 2-in-a-row,learning,7,4,4.0,
619,5.3956,0.001,0.2,0.01,1.0,1.1072,0.4,2.5,30.0,2.30657,No connected 2-in-a-row,learning,7,5,4.0,
620,8.0009,0.0015155,0.2,0.02,1.3333,0.8,0.4,2.5,15.0,2.15707,No connected 2-in-a-row,learning,7,1,5.0,
621,3.4624,0.001,0.2,0.02,1.1122,0.88889,0.6,3.3334,15.0,2.00791,No connected 2-in-a-row,learning,7,2,5.0,
622,5.7375,0.001,0.12646,0.01,1.5981,0.575,0.6875,2.5428,17.0,2.0628,No connected 2-in-a-row,learning,7,3,5.0,
623,5.0,0.005,0.3,0.022439,1.0,0.8,0.3,3.6123,15.0,2.0828699999999998,No connected 2-in-a-row,learning,7,4,5.0,
624,5.0,0.0038908,0.1934,0.01,1.4303,0.8,0.3,2.5,15.0,1.7564400000000002,No connected 2-in-a-row,learning,7,5,5.0,
625,5.275,0.011355,0.2,0.016667,1.0,0.39972,0.3,2.5,10.0,2.43078,No connected 2-in-a-row,learning,8,1,1.0,
626,5.0,0.01,0.2,0.01,1.0,0.4,0.3,2.5,15.0,2.60075,No connected 2-in-a-row,learning,8,2,1.0,
627,0.54219,0.001,0.4193,0.014337,0.25,-0.00016316,-0.058741,3.7034,22.425,2.54778,No connected 2-in-a-row,learning,8,3,1.0,
628,3.0,0.02,0.4,0.02,1.0,0.65713,0.3,2.5,15.0,2.6512,No connected 2-in-a-row,learning,8,4,1.0,
629,2.859,0.001,0.21868,0.051499,1.0,0.4,0.3,1.5,18.333,2.5708500000000005,No connected 2-in-a-row,learning,8,5,1.0,
630,2.9967,0.001,0.401,0.020033,0.93873,0.8015,0.30104,3.5038,18.317,2.1827900000000002,No connected 2-in-a-row,learning,8,1,2.0,
631,5.1125,0.0053711,0.19797,0.01,0.93498,0.72242,0.31222,3.2327,13.289,2.47605,No connected 2-in-a-row,learning,8,2,2.0,
632,3.712,0.001,0.40851,0.029433,0.99928,0.81276,0.30922,2.8107,14.887,2.25201,No connected 2-in-a-row,learning,8,3,2.0,
633,3.0809,0.004,0.16667,0.02,1.0,0.8,0.3,2.5,8.0216,2.06779,No connected 2-in-a-row,learning,8,4,2.0,
634,3.0,0.001,0.16667,0.071008,1.0156,0.8,0.4,2.5,6.9692,2.1767100000000004,No connected 2-in-a-row,learning,8,5,2.0,
635,0.125,0.0099557,0.20375,0.040054,0.95274,0.79914,0.84123,2.493,30.064,2.12846,No connected 2-in-a-row,learning,8,1,3.0,
636,2.3922,0.0075,0.16667,0.018388,0.80861,1.0,0.76413,2.5,26.667,1.9325699999999997,No connected 2-in-a-row,learning,8,2,3.0,
637,3.3183,0.005,0.2,0.02,0.47693,0.8,0.43816,2.7778,15.0,2.3946199999999997,No connected 2-in-a-row,learning,8,3,3.0,
638,0.66325,0.0084108,0.22084,0.01,0.93343,0.97521,0.79263,2.7675,13.412,2.03919,No connected 2-in-a-row,learning,8,4,3.0,
639,2.3801,0.001,0.28748,0.010762,0.9946,0.85064,0.82998,2.425,12.453,1.8307000000000002,No connected 2-in-a-row,learning,8,5,3.0,
640,4.0427,0.001,0.23183,0.02,0.98636,0.8829,1.4176,3.5,7.6705,1.7353499999999997,No connected 2-in-a-row,learning,8,1,4.0,
641,3.0,0.001,0.29999,0.012033,0.96148,0.9423,0.8878,2.7778,30.0,2.0342200000000004,No connected 2-in-a-row,learning,8,2,4.0,
642,4.7215,0.001,0.32517,0.01,0.70277,0.98864,1.8473,4.9401,7.831,1.7978099999999997,No connected 2-in-a-row,learning,8,3,4.0,
643,6.0935,0.0045756,0.2,0.02,0.95833,1.1111,1.4392,4.1754,30.0,2.0693799999999998,No connected 2-in-a-row,learning,8,4,4.0,
644,2.9681,0.0042858,0.13161,0.021602,0.8964,1.1769,1.1773,3.3253,26.401,1.91337,No connected 2-in-a-row,learning,8,5,4.0,
645,2.5553,0.0031757,0.18281,0.020878,0.80046,1.0052,0.67103,2.8991,8.7458,2.136,No connected 2-in-a-row,learning,8,1,5.0,
646,3.142,0.001,0.2,0.017119,1.0,0.8,0.73333,2.5,15.0,1.9803399999999995,No connected 2-in-a-row,learning,8,2,5.0,
647,3.0,0.0016678,0.2,0.013333,0.89059,0.8,0.6,2.5,11.555,1.83324,No connected 2-in-a-row,learning,8,3,5.0,
648,2.8156,0.0038875,0.18882,0.021118,0.99983,0.71874,1.3557,3.3179,7.2911,1.9367699999999999,No connected 2-in-a-row,learning,8,4,5.0,
649,3.9786,0.005,0.1,0.02048,1.0,0.8,0.6,2.5,6.3161,1.9277000000000002,No connected 2-in-a-row,learning,8,5,5.0,
650,4.9878,0.013437,0.28576,0.01,1.0135,0.8196,0.3229,2.5626,-20.461,2.21575,No connected 2-in-a-row,learning,9,1,1.0,
651,9.4734,0.001,0.15,0.02,1.0,0.91111,0.27578,2.7778,-50.0,2.40578,No connected 2-in-a-row,learning,9,2,1.0,
652,3.6576,0.004966,0.44263,0.018889,1.1659,0.8,0.4,2.85,-16.124,2.33371,No connected 2-in-a-row,learning,9,3,1.0,
653,3.5568,0.0078614,0.49455,0.01,1.3853,1.085,0.19455,2.6648,-133.7,2.72543,No connected 2-in-a-row,learning,9,4,1.0,
654,6.0,0.013667,0.4,0.01,2.4804,1.0,0.3,2.5,-54.263,2.7037199999999997,No connected 2-in-a-row,learning,9,5,1.0,
655,4.1215,0.001,0.40664,0.022859,1.0599,1.1625,0.32358,3.9425,-3.0114,1.82947,No connected 2-in-a-row,learning,9,1,2.0,
656,4.4622,0.0044789,0.29253,0.016339,1.3146,1.6,0.3,3.5,-5.3135,2.21199,No connected 2-in-a-row,learning,9,2,2.0,
657,3.0,0.005,0.28333,0.032871,1.158,1.1961,0.3,3.3333,-193.69,1.86668,No connected 2-in-a-row,learning,9,3,2.0,
658,10.0,0.001,0.27319,0.020485,1.014,1.449,0.18135,3.0728,-87.098,1.8683599999999998,No connected 2-in-a-row,learning,9,4,2.0,
659,2.5989,0.001,0.2,0.14018,0.91966,1.159,0.3,2.5,30.0,2.0157999999999996,No connected 2-in-a-row,learning,9,5,2.0,
660,1.9259,0.001,0.34755,0.01,0.25,1.7746,-0.10086,16.474,4.215,2.05044,No connected 2-in-a-row,learning,9,1,3.0,
661,3.9507,0.0013893,0.19758,0.01,0.28834,1.4177,0.14481,7.8724,-3.777,1.8956400000000002,No connected 2-in-a-row,learning,9,2,3.0,
662,3.0,0.001,0.40098,0.01,1.0,1.6,0.3,30.0,30.0,2.0668800000000003,No connected 2-in-a-row,learning,9,3,3.0,
663,3.1047,0.0034909,0.43696,0.021979,1.0288,1.4599,0.08496,3.4259,-72.133,1.97341,No connected 2-in-a-row,learning,9,4,3.0,
664,5.7705,0.0022472,0.26667,0.020497,1.1121,1.0585,0.3,3.459,-279.27,1.7776800000000001,No connected 2-in-a-row,learning,9,5,3.0,
665,5.0142,0.001,0.16191,0.023748,1.1673,0.67308,0.05476,3.4295,-1780.8,2.0119599999999997,No connected 2-in-a-row,learning,9,1,4.0,
666,4.2999,0.001,0.30005,0.027756,1.0165,0.84121,-0.028049,4.5404,-67.783,1.81891,No connected 2-in-a-row,learning,9,2,4.0,
667,8.8207,0.001,0.2,0.03,1.0724,0.8,0.36812,3.5,-30.674,1.7325700000000002,No connected 2-in-a-row,learning,9,3,4.0,
668,4.4373,0.001,0.12165,0.1198,0.93615,0.8,0.3,3.7721,10.0,2.12455,No connected 2-in-a-row,learning,9,4,4.0,
669,9.2849,0.001,0.2,0.042604,0.94146,0.8,0.3,3.3879,-8.5991,1.8867,No connected 2-in-a-row,learning,9,5,4.0,
670,7.7876,0.0016008,0.37304,0.013333,1.6119,0.66389,0.1375,2.9375,-20.905,2.07388,No connected 2-in-a-row,learning,9,1,5.0,
671,3.5338,0.0030871,0.20217,0.026147,0.99794,0.79284,0.3,4.0138,-568.58,2.01003,No connected 2-in-a-row,learning,9,2,5.0,
672,4.4993,0.001,0.32018,0.015269,0.65861,1.1199,0.35261,7.2542,-2412.5,1.72652,No connected 2-in-a-row,learning,9,3,5.0,
673,3.2533,0.001,0.30017,0.01,1.0854,0.83043,0.27801,4.0619,-22.908,1.67697,No connected 2-in-a-row,learning,9,4,5.0,
674,6.0077,0.0036667,0.32601,0.01,2.1664,0.69277,0.40172,2.7813,-204.98,2.2025099999999997,No connected 2-in-a-row,learning,9,5,5.0,
675,4.4611,0.001,0.38025,0.01,0.8723,0.76176,-0.69075,3.4845,24.323,1.70098,No connected 2-in-a-row,learning,10,1,1.0,
676,10.0,0.001,0.39845,0.030006,1.4375,1.245,-0.025039,3.3794,19.045,2.35255,No connected 2-in-a-row,learning,10,2,1.0,
677,4.8804,0.001,0.2,0.018333,1.0,0.82969,0.12325,2.5,15.0,1.88489,No connected 2-in-a-row,learning,10,3,1.0,
678,8.0,0.001,0.4,0.02,1.0,0.74075,0.3,3.3333,20.0,1.85102,No connected 2-in-a-row,learning,10,4,1.0,
679,8.2207,0.0049925,0.32361,0.01382,1.4046,1.0781,0.099139,3.8689,12.528,2.20202,No connected 2-in-a-row,learning,10,5,1.0,
680,7.0,0.01,0.12294,0.022324,1.113,1.4653,-0.29358,3.3333,15.0,2.08726,No connected 2-in-a-row,learning,10,1,2.0,
681,5.2728,0.001,0.26507,0.06,1.3468,1.2091,0.3,2.5,15.0,1.77137,No connected 2-in-a-row,learning,10,2,2.0,
682,5.1555,0.001,0.3,0.02,1.1897,1.0,0.045174,2.5,15.0,1.8599000000000003,No connected 2-in-a-row,learning,10,3,2.0,
683,4.8008,0.001,0.27049,0.01,1.0193,1.5073,-0.64648,3.2745,21.092,1.8438100000000002,No connected 2-in-a-row,learning,10,4,2.0,
684,5.0,0.001,0.4,0.02,1.2979,1.4934,0.4,2.5,15.0,1.6781300000000001,No connected 2-in-a-row,learning,10,5,2.0,
685,5.8684,0.001,0.31167,0.01674,1.2576,1.2944,0.49134,3.0151,17.355,1.81913,No connected 2-in-a-row,learning,10,1,3.0,
686,4.112,0.001,0.37682,0.015011,0.96425,1.0088,0.20135,2.5715,14.673,1.79728,No connected 2-in-a-row,learning,10,2,3.0,
687,5.407,0.005,0.13874,0.016361,1.2602,1.6,0.4,2.5,15.0,1.7981199999999997,No connected 2-in-a-row,learning,10,3,3.0,
688,6.8504,0.001,0.4401,0.01,1.4962,0.92416,0.30015,2.4368,14.996,1.83049,No connected 2-in-a-row,learning,10,4,3.0,
689,8.7963,0.0049985,0.29989,0.030007,2.0001,1.4199,0.6668,2.5003,10.0,1.93398,No connected 2-in-a-row,learning,10,5,3.0,
690,5.7347,0.001,0.12067,0.015784,1.6964,1.4004,-0.27701,2.1119,16.057,1.48943,No connected 2-in-a-row,learning,10,1,4.0,
691,8.648,0.001,0.52491,0.01,1.427,1.6825,0.092997,4.6235,32.147,1.63659,No connected 2-in-a-row,learning,10,2,4.0,
692,4.4386,0.001,0.20718,0.02,0.92727,1.1101,0.0,3.5,20.0,1.8038599999999998,No connected 2-in-a-row,learning,10,3,4.0,
693,7.6394,0.001,0.2,0.023333,1.0,1.1795,-0.37759,3.4581,40.0,1.75635,No connected 2-in-a-row,learning,10,4,4.0,
694,6.4245,0.001,0.30015,0.023375,0.95697,1.1991,-0.56719,3.5035,20.016,1.6991799999999997,No connected 2-in-a-row,learning,10,5,4.0,
695,5.2514,0.0025926,0.20327,0.02358,1.0199,0.75063,0.12302,3.3263,9.1938,1.6432300000000002,No connected 2-in-a-row,learning,10,1,5.0,
696,6.3697,0.0012854,0.19286,0.010714,1.4063,1.143,0.15176,3.3126,11.285,1.6572200000000001,No connected 2-in-a-row,learning,10,2,5.0,
697,4.3874,0.001,0.1,0.02,1.1667,1.0,-0.19476,2.5,20.0,1.53422,No connected 2-in-a-row,learning,10,3,5.0,
698,4.297,0.005,0.2,0.02,1.0625,0.8,0.3,3.3333,15.0,1.85165,No connected 2-in-a-row,learning,10,4,5.0,
699,7.2767,0.001,0.1666,0.021663,0.96764,0.87484,0.24572,5.1455,11.918,1.8347800000000003,No connected 2-in-a-row,learning,10,5,5.0,
700,4.4506,0.0040016,0.45821,0.021643,1.1094,0.49204,0.25843,2.4436,16.0,2.88503,No connected 2-in-a-row,learning,11,1,1.0,
701,1.8793,0.0079782,0.44905,0.019737,0.72013,0.23691,0.50819,2.6206,12.441,2.6102099999999995,No connected 2-in-a-row,learning,11,2,1.0,
702,2.9458,0.0095,0.29164,0.019444,0.54514,0.34575,0.41528,2.5486,14.778,2.7916,No connected 2-in-a-row,learning,11,3,1.0,
703,5.0,0.01,0.43359,0.02,1.0,-0.52216,0.3,2.5,15.0,2.6171800000000003,No connected 2-in-a-row,learning,11,4,1.0,
704,5.1588,0.015716,0.28765,0.03,1.0617,-0.28906,0.3,2.5,20.0,2.52022,No connected 2-in-a-row,learning,11,5,1.0,
705,3.8287,0.001,0.19659,0.019925,0.9983,0.89681,0.48145,2.4934,29.97,2.29919,No connected 2-in-a-row,learning,11,1,2.0,
706,5.4895,0.001,0.28077,0.031823,0.96012,0.95443,1.0012,3.1441,10.251,2.24159,No connected 2-in-a-row,learning,11,2,2.0,
707,10.0,0.001,0.55,0.02,1.0,1.0667,0.4,5.0,5.6657,2.0200400000000003,No connected 2-in-a-row,learning,11,3,2.0,
708,2.0333,0.0034384,0.2,0.02,0.35223,0.79999,0.67529,3.3333,15.0,2.03944,No connected 2-in-a-row,learning,11,4,2.0,
709,3.0667,0.001,0.16447,0.01,0.4843,0.8,0.3,2.804,13.357,1.9826599999999999,No connected 2-in-a-row,learning,11,5,2.0,
710,9.4383,0.0097817,0.28971,0.023896,1.9894,1.1694,0.43555,2.53,19.864,2.03514,No connected 2-in-a-row,learning,11,1,3.0,
711,5.0066,0.0050038,0.18072,0.023546,1.0004,1.1167,0.21572,2.4992,15.004,2.0709000000000004,No connected 2-in-a-row,learning,11,2,3.0,
712,4.3076,0.0023333,0.3,0.03,1.2037,1.0,0.4,2.5,10.0,2.19567,No connected 2-in-a-row,learning,11,3,3.0,
713,4.7397,0.001,0.31624,0.0195,1.2022,1.2521,0.38618,2.2067,16.145,2.2799400000000007,No connected 2-in-a-row,learning,11,4,3.0,
714,6.342,0.0055,0.4,0.02,1.0,0.74776,0.3,2.5,8.644,2.24386,No connected 2-in-a-row,learning,11,5,3.0,
715,5.0189,0.0013024,0.34179,0.02,1.3232,1.0956,-0.19976,2.5,15.0,1.7167199999999998,No connected 2-in-a-row,learning,11,1,4.0,
716,5.1872,0.001,0.40572,0.03024,0.87439,1.1148,0.4,2.7722,31.645,2.0626100000000003,No connected 2-in-a-row,learning,11,2,4.0,
717,5.1154,0.001,0.34868,0.014947,1.1599,1.0612,0.40347,2.4906,15.043,2.0562300000000002,No connected 2-in-a-row,learning,11,3,4.0,
718,6.4577,0.001,0.51541,0.029122,0.92391,1.155,-0.023268,4.4649,34.125,1.9621199999999999,No connected 2-in-a-row,learning,11,4,4.0,
719,6.6762,0.0029765,0.42612,0.014792,1.1546,1.3064,0.10081,2.8105,17.452,1.7882800000000003,No connected 2-in-a-row,learning,11,5,4.0,
720,4.3799,0.001,0.34956,0.029646,0.25,1.405,-0.013496,3.344,20.927,1.7882500000000001,No connected 2-in-a-row,learning,11,1,5.0,
721,3.0,0.010915,0.2,0.02,0.697,1.6,0.4,2.5,15.0,2.1826000000000003,No connected 2-in-a-row,learning,11,2,5.0,
722,4.2484,0.001,0.28429,0.040035,0.99961,1.6005,0.16696,3.3323,15.005,1.70841,No connected 2-in-a-row,learning,11,3,5.0,
723,1.9599,0.001,0.3,0.02,0.5141,1.6,0.3,4.6667,15.0,1.6024699999999998,No connected 2-in-a-row,learning,11,4,5.0,
724,7.8001,0.001,0.31421,0.0268,1.0744,1.3454,0.31685,3.8279,11.057,1.98189,No connected 2-in-a-row,learning,11,5,5.0,
725,6.3828,0.0022394,0.4,0.03,1.4375,1.219,0.625,3.375,19.0,1.7754100000000002,No connected 2-in-a-row,learning,12,1,1.0,
726,5.48,0.001,0.30001,0.027497,1.002,0.95151,0.14185,3.0555,14.999,2.09527,No connected 2-in-a-row,learning,12,2,1.0,
727,6.6126,0.001,0.34093,0.01,1.7892,0.775,0.34722,2.5486,15.222,1.9559299999999997,No connected 2-in-a-row,learning,12,3,1.0,
728,4.9744,0.001,0.2948,0.01,1.0914,0.78754,0.30564,2.4848,15.069,2.17578,No connected 2-in-a-row,learning,12,4,1.0,
729,5.0,0.005,0.2,0.01,1.0,0.8,0.3,3.5,15.0,2.0331599999999996,No connected 2-in-a-row,learning,12,5,1.0,
730,3.2253,0.001,0.31013,0.03,0.82361,0.8,0.4,2.5,4.8939,2.3503499999999997,No connected 2-in-a-row,learning,12,1,2.0,
731,4.9008,0.0026542,0.22272,0.02,1.2303,0.8,0.4,2.0808,15.0,2.13591,No connected 2-in-a-row,learning,12,2,2.0,
732,3.5,0.0023333,0.2,0.01,0.61334,1.0,0.3,3.3333,15.0,2.20855,No connected 2-in-a-row,learning,12,3,2.0,
733,4.5953,0.0023468,0.2,0.01,0.95939,0.8,0.3,2.5,15.0,2.3230600000000003,No connected 2-in-a-row,learning,12,4,2.0,
734,5.7281,0.0079627,0.2,0.02,1.0,0.8,0.3,2.7669,15.0,1.9929100000000002,No connected 2-in-a-row,learning,12,5,2.0,
735,1.2864,0.02,0.3,0.02,1.0,0.8406,0.3,2.5,15.0,2.0561199999999995,No connected 2-in-a-row,learning,12,1,3.0,
736,2.9445,0.001,0.30253,0.020569,1.0094,0.8256,0.31849,2.4502,15.228,2.52406,No connected 2-in-a-row,learning,12,2,3.0,
737,2.27,0.001,0.32729,0.01998,0.79309,0.79911,0.33393,2.7794,15.007,2.2145,No connected 2-in-a-row,learning,12,3,3.0,
738,2.4608,0.01,0.2,0.022428,1.0,0.8,0.33333,2.6853,22.507,2.17166,No connected 2-in-a-row,learning,12,4,3.0,
739,2.411,0.001,0.47802,0.02,1.1688,0.8,0.3,2.7895,15.0,2.2166,No connected 2-in-a-row,learning,12,5,3.0,
740,3.4171,0.001,0.10326,0.01,0.99992,0.79993,0.43328,2.5591,20.001,2.0212899999999996,No connected 2-in-a-row,learning,12,1,4.0,
741,4.1162,0.001,0.19946,0.020311,0.98637,0.81401,0.29225,2.7926,14.875,2.0201100000000003,No connected 2-in-a-row,learning,12,2,4.0,
742,5.3206,0.001,0.16461,0.019849,1.2117,1.0667,0.3,2.5,15.0,1.7570000000000001,No connected 2-in-a-row,learning,12,3,4.0,
743,2.8074,0.001,0.090869,0.035,1.0,0.8,0.3,2.5,20.0,2.07064,No connected 2-in-a-row,learning,12,4,4.0,
744,3.7638,0.001,0.075693,0.021352,1.1764,0.78879,0.625,2.5016,13.629,1.98596,No connected 2-in-a-row,learning,12,5,4.0,
745,2.3843,0.001,0.2,0.01,0.95833,0.8,0.4,2.5,6.624,2.35073,No connected 2-in-a-row,learning,12,1,5.0,
746,3.0828,0.001,0.28457,0.022487,0.87494,0.95548,0.30006,2.685,14.999,2.16184,No connected 2-in-a-row,learning,12,2,5.0,
747,1.4814,0.01,0.2,0.02,1.0,0.8,0.24551,2.5,15.0,2.01066,No connected 2-in-a-row,learning,12,3,5.0,
748,2.3814,0.001,0.28768,0.01,1.096,0.8,0.21528,2.5,15.0,2.26316,No connected 2-in-a-row,learning,12,4,5.0,
749,3.0022,0.001,0.24943,0.02057,1.001,1.0677,0.39926,3.4975,19.988,1.96403,No connected 2-in-a-row,learning,12,5,5.0,
750,4.0125,0.0081888,0.2,0.023713,0.25,0.66237,0.46817,2.5,15.0,2.67886,No connected 2-in-a-row,learning,13,1,1.0,
751,7.0,0.0048518,0.3,0.023365,0.5,0.78542,0.048742,2.737,14.111,2.22537,No connected 2-in-a-row,learning,13,2,1.0,
752,4.6667,0.0041741,0.13531,0.022241,0.25,0.42382,0.14062,2.4503,5.9693,1.66327,No connected 2-in-a-row,learning,13,3,1.0,
753,5.5057,0.001,0.375,0.028333,0.52083,0.64485,-1.9124,2.5729,6.3943,2.1017400000000004,No connected 2-in-a-row,learning,13,4,1.0,
754,10.0,0.005,0.2,0.03,0.5,0.4,0.3,2.5,15.0,2.34454,No connected 2-in-a-row,learning,13,5,1.0,
755,3.9765,0.0014444,0.30701,0.01,1.0,0.8,0.0,2.5,15.0,2.0560800000000006,No connected 2-in-a-row,learning,13,1,2.0,
756,5.85,0.001,0.4,0.01,1.6955,0.8,0.3,2.5,10.815,2.25184,No connected 2-in-a-row,learning,13,2,2.0,
757,4.7209,0.001,0.4,0.02,1.0,0.8,0.3,3.6537,16.667,2.05793,No connected 2-in-a-row,learning,13,3,2.0,
758,5.0,0.001,0.3,0.02,1.0,0.70044,0.0,3.5,30.0,2.0164699999999995,No connected 2-in-a-row,learning,13,4,2.0,
759,4.8524,0.002224,0.27669,0.017747,0.96656,0.76094,-0.19651,3.8444,32.182,2.16405,No connected 2-in-a-row,learning,13,5,2.0,
760,4.3069,0.001,0.16575,0.01813,1.0041,0.85214,0.018102,2.5034,15.0,1.9278300000000002,No connected 2-in-a-row,learning,13,1,3.0,
761,5.275,0.001,0.4,0.02,1.5,0.8,-1.0344,2.5,30.0,1.57958,No connected 2-in-a-row,learning,13,2,3.0,
762,5.6672,0.001,0.27374,0.017778,1.3024,1.0066,-0.87193,2.6224,7.8801,2.11861,No connected 2-in-a-row,learning,13,3,3.0,
763,5.1612,0.001,0.23025,0.01,1.0,0.9868,-0.46112,2.5,15.0,2.13838,No connected 2-in-a-row,learning,13,4,3.0,
764,3.2745,0.0014926,0.1231,0.02,0.99999,0.8,0.065097,2.5,15.0,2.11752,No connected 2-in-a-row,learning,13,5,3.0,
765,5.9587,0.001,0.30853,0.01,1.0133,0.85942,0.32596,2.821,14.818,1.82229,No connected 2-in-a-row,learning,13,1,4.0,
766,6.0875,0.001,0.26226,0.020581,0.96069,0.98731,0.32921,3.3625,15.359,1.6273799999999998,No connected 2-in-a-row,learning,13,2,4.0,
767,3.496,0.001,0.20149,0.01,1.0,1.1835,0.3,2.5,15.0,1.8143800000000003,No connected 2-in-a-row,learning,13,3,4.0,
768,4.307,0.001,0.29042,0.023333,1.0,1.1417,0.3,3.3333,180.0,1.66603,No connected 2-in-a-row,learning,13,4,4.0,
769,4.4515,0.001,0.23584,0.020003,1.1401,1.0007,0.30045,2.5005,15.006,1.7942,No connected 2-in-a-row,learning,13,5,4.0,
770,8.7645,0.001,0.18834,0.01,0.96011,1.3831,0.02489,2.886,15.0,1.33804,No connected 2-in-a-row,learning,13,1,5.0,
771,6.1002,0.001,0.25835,0.02,1.0,1.6,0.1701,3.7124,15.0,1.6285599999999998,No connected 2-in-a-row,learning,13,2,5.0,
772,6.255,0.001,0.1037,0.022663,0.99339,1.4385,-0.48582,3.1105,26.956,1.24979,No connected 2-in-a-row,learning,13,3,5.0,
773,7.0,0.0034661,0.2,0.02,0.91972,1.4674,-0.66418,2.8885,7.7781,1.60242,No connected 2-in-a-row,learning,13,4,5.0,
774,7.6749,0.001,0.24747,0.01,1.2569,1.5838,0.1816,3.4319,15.242,1.44634,No connected 2-in-a-row,learning,13,5,5.0,
775,4.5502,0.001,0.31875,0.015364,0.96466,0.94052,0.41859,2.5427,14.785,1.7148800000000002,No connected 2-in-a-row,learning,14,1,1.0,
776,4.245,0.001,0.30007,0.011743,0.72916,1.3247,-0.14858,4.0361,101.0,1.74939,No connected 2-in-a-row,learning,14,2,1.0,
777,7.0,0.001,0.21309,0.03,0.99999,1.1559,0.3,3.3333,20.0,1.9732399999999999,No connected 2-in-a-row,learning,14,3,1.0,
778,4.2348,0.001,0.47647,0.02,0.88237,0.8,0.3,2.8591,15.0,1.6232100000000003,No connected 2-in-a-row,learning,14,4,1.0,
779,4.0444,0.001,0.25897,0.02,0.94767,1.0,0.27144,3.4444,15.0,2.0329600000000005,No connected 2-in-a-row,learning,14,5,1.0,
780,5.1683,0.001,0.21667,0.032281,1.0582,0.74867,0.066495,2.5998,14.586,1.943,No connected 2-in-a-row,learning,14,1,2.0,
781,8.0616,0.001,0.45124,0.01,2.0,1.1898,0.5,2.5,15.0,1.86006,No connected 2-in-a-row,learning,14,2,2.0,
782,5.1612,0.0014873,0.15,0.02,1.044,0.8,0.3,3.6269,30.0,1.7171500000000002,No connected 2-in-a-row,learning,14,3,2.0,
783,3.2873,0.001,0.076257,0.014173,0.95373,0.90804,0.026441,2.4075,14.577,1.57225,No connected 2-in-a-row,learning,14,4,2.0,
784,7.2801,0.001,0.21998,0.01,1.8999,1.0243,0.30026,2.5143,16.663,1.8440199999999998,No connected 2-in-a-row,learning,14,5,2.0,
785,4.7416,0.001,0.15292,0.01,1.1086,0.78904,0.43612,2.5087,15.04,1.57845,No connected 2-in-a-row,learning,14,1,3.0,
786,9.5044,0.001,0.2003,0.01,1.0038,1.183,0.30283,3.1981,14.965,1.6631799999999999,No connected 2-in-a-row,learning,14,2,3.0,
787,5.9964,0.00163,0.077456,0.015,0.88191,1.0667,0.3,4.1793,20.0,1.8598100000000002,No connected 2-in-a-row,learning,14,3,3.0,
788,3.5098,0.001,0.096526,0.023067,1.002,0.93184,0.26587,2.7296,11.672,1.74863,No connected 2-in-a-row,learning,14,4,3.0,
789,6.475,0.001,0.2,0.01,1.4375,1.0139,0.625,3.375,11.0,1.73359,No connected 2-in-a-row,learning,14,5,3.0,
790,6.5026,0.001,0.32753,0.023134,0.9837,0.97222,-0.45008,4.1862,14.778,1.67866,No connected 2-in-a-row,learning,14,1,4.0,
