,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
417,4.025,0.001,0.4,0.01,1.0063,1.25,-0.025,3.6352,19.0,1.7567300000000003,No connected 2-in-a-row,eye tracking,4,3,,
418,3.0,0.001,0.22537,0.019212,1.0,0.8,0.20946,3.3333,16.667,2.1452,No connected 2-in-a-row,eye tracking,4,4,,
419,6.4608,0.001,0.070833,0.0325,1.1094,0.81138,0.060982,2.5678,16.0,2.42073,No connected 2-in-a-row,eye tracking,4,5,,
420,5.8219,0.001,0.20482,0.01,0.7245,0.26708,0.093821,2.4319,15.311,1.9886599999999999,No connected 2-in-a-row,eye tracking,5,1,,
421,4.1833,0.001,0.4,0.02,0.25,0.4,0.3,3.5,15.0,1.97315,No connected 2-in-a-row,eye tracking,5,2,,
422,5.2619,0.001,0.1575,0.01,0.98637,0.38954,0.21396,2.651,13.936,1.92924,No connected 2-in-a-row,eye tracking,5,3,,
423,5.7375,0.0047561,0.11133,0.0225,0.25,0.575,0.19076,5.4375,13.0,2.0718799999999997,No connected 2-in-a-row,eye tracking,5,4,,
424,5.0,0.001,0.2,0.015,0.43468,0.45834,0.4,3.3125,30.0,2.2329,No connected 2-in-a-row,eye tracking,5,5,,
425,5.327,0.001,0.050717,0.02,1.0567,1.1478,-0.9906,3.3292,12.025,1.09487,No connected 2-in-a-row,eye tracking,6,1,,
426,6.0,0.001,0.19938,0.01,1.0059,1.1639,-0.96533,3.5,23.333,1.047479,No connected 2-in-a-row,eye tracking,6,2,,
427,3.4268,0.006544,0.0,0.02917,0.80849,1.4084,0.16126,2.9737,16.751,1.45194,No connected 2-in-a-row,eye tracking,6,3,,
428,7.8626,0.001,0.0,0.027038,1.0094,1.1958,-0.73113,2.3841,14.47,1.5453500000000002,No connected 2-in-a-row,eye tracking,6,4,,
429,10.0,0.001,0.041852,0.01,0.735,1.4052,-1.7602,4.2151,13.0,1.73528,No connected 2-in-a-row,eye tracking,6,5,,
430,5.8858,0.001,0.3389,0.01806,1.1032,1.1111,0.25993,3.5,10.0,2.2784999999999997,No connected 2-in-a-row,eye tracking,7,1,,
431,3.9354,0.001,0.34378,0.020621,1.0732,1.013,0.30393,3.0957,9.8589,2.51455,No connected 2-in-a-row,eye tracking,7,2,,
432,5.487,0.001,0.19974,0.03,1.3371,0.66167,-0.00067186,2.4976,14.989,2.37797,No connected 2-in-a-row,eye tracking,7,3,,
433,3.5344,0.001,0.43999,0.020556,0.98342,0.6916,0.28194,2.4514,14.778,1.91541,No connected 2-in-a-row,eye tracking,7,4,,
434,6.1892,0.001,0.35397,0.011938,1.3527,1.4131,0.044776,2.6597,11.775,1.42387,No connected 2-in-a-row,eye tracking,7,5,,
435,3.0,0.01,0.2,0.02,1.0,0.8,0.3,2.5,15.0,2.6796499999999996,No connected 2-in-a-row,eye tracking,8,1,,
436,6.0,0.011667,0.3,0.02,1.0,0.8,0.25708,3.3333,13.333,2.6012800000000005,No connected 2-in-a-row,eye tracking,8,2,,
437,3.1113,0.01,0.26299,0.02,1.0,0.8,0.5,2.5,15.0,2.80801,No connected 2-in-a-row,eye tracking,8,3,,
438,6.0774,0.01,0.2,0.02,1.0,0.8,0.23638,2.5,15.0,2.25272,No connected 2-in-a-row,eye tracking,8,4,,
439,4.1842,0.0054973,0.4843,0.017459,0.99974,0.80418,-0.00015006,3.4993,15.002,2.14881,No connected 2-in-a-row,eye tracking,8,5,,
440,3.4764,0.001,0.19676,0.022778,1.0182,0.81875,0.31354,2.5365,10.016,1.9365100000000002,No connected 2-in-a-row,eye tracking,9,1,,
441,5.0516,0.0051399,0.2895,0.024818,0.98469,0.81574,-0.24603,3.3027,9.9038,2.0889499999999996,No connected 2-in-a-row,eye tracking,9,2,,
442,5.3215,0.001,0.29259,0.01,1.0,0.8,0.21607,2.5,10.0,2.11424,No connected 2-in-a-row,eye tracking,9,3,,
443,2.8976,0.0013937,0.19585,0.01,0.82085,0.57313,-0.063432,3.0216,5.7082,1.8145499999999999,No connected 2-in-a-row,eye tracking,9,4,,
444,3.0,0.001,0.2993,0.01,1.0,0.8,0.084989,3.3984,20.0,2.25421,No connected 2-in-a-row,eye tracking,9,5,,
445,3.566,0.001,0.14378,0.01,0.81505,0.35,-0.1388,3.375,19.0,2.0084500000000003,No connected 2-in-a-row,eye tracking,10,1,,
446,7.0,0.001,0.2,0.02,0.99999,0.8,-6.0554e-06,3.5,20.0,1.81646,No connected 2-in-a-row,eye tracking,10,2,,
447,7.027,0.001,0.20349,0.019796,0.99106,0.8092,0.22998,3.6218,19.918,1.8504,No connected 2-in-a-row,eye tracking,10,3,,
448,5.0,0.001,0.1,0.02,1.0,0.8,0.3,2.5,15.0,1.60781,No connected 2-in-a-row,eye tracking,10,4,,
449,7.0,0.0055856,0.10338,0.019277,1.0,0.8,0.22087,4.6667,20.0,1.9522000000000002,No connected 2-in-a-row,eye tracking,10,5,,
450,6.0216,0.001,0.28876,0.01,1.3625,0.44032,0.28943,2.4672,20.15,2.34616,No connected 2-in-a-row,learning,1,1,1.0,
451,3.0,0.0075,0.3,0.018808,1.0,-0.046887,0.15371,3.3333,30.0,2.2156499999999997,No connected 2-in-a-row,learning,1,2,1.0,
452,5.6326,0.0038214,0.33102,0.016865,1.4314,0.30641,0.39324,2.7277,17.746,2.5474400000000004,No connected 2-in-a-row,learning,1,3,1.0,
453,4.9044,0.0038982,0.28333,0.020555,1.0243,0.32773,0.41806,2.4514,14.778,1.9939,No connected 2-in-a-row,learning,1,4,1.0,
454,5.5414,0.001,0.60516,0.050186,1.4412,0.34528,0.61941,3.39,19.069,2.18738,No connected 2-in-a-row,learning,1,5,1.0,
455,4.6886,0.012777,0.45,0.023574,2.0417,0.45054,0.2,2.5,15.0,2.72614,No connected 2-in-a-row,learning,1,1,2.0,
456,5.0,0.02,0.3,0.02,1.0,0.55403,0.3,2.5,10.0,2.7026199999999996,No connected 2-in-a-row,learning,1,2,2.0,
457,5.0,0.02,0.2,0.02,1.0,0.33028,0.18126,2.5,15.0,2.51217,No connected 2-in-a-row,learning,1,3,2.0,
458,3.1861,0.0096341,0.59541,0.036663,0.98411,0.22004,0.41673,3.9733,16.3,2.70997,No connected 2-in-a-row,learning,1,4,2.0,
459,5.3793,0.018474,0.34525,0.02027,0.97348,0.40337,-0.067143,2.735,9.2614,2.52439,No connected 2-in-a-row,learning,1,5,2.0,
460,3.0,0.01,0.3,0.02,1.0,0.4,0.0,2.5,10.0,2.52008,No connected 2-in-a-row,learning,1,1,3.0,
461,5.9262,0.01,0.4,0.01,1.3507,-0.04492,0.16475,2.5,15.0,2.3683000000000005,No connected 2-in-a-row,learning,1,2,3.0,
462,2.9924,0.014304,0.1955,0.01,1.0864,0.20643,0.13154,2.5055,14.975,2.39305,No connected 2-in-a-row,learning,1,3,3.0,
463,5.3328,0.00653,0.22629,0.01,1.0952,0.32186,0.33516,3.5209,15.764,2.93874,No connected 2-in-a-row,learning,1,4,3.0,
464,5.0735,0.001,0.53153,0.046667,1.401,-0.19097,0.48721,3.5,21.045,2.48405,No connected 2-in-a-row,learning,1,5,3.0,
465,4.1828,0.0014489,0.36111,0.013186,1.4908,0.2517,-0.0074544,2.3603,11.148,2.4627399999999997,No connected 2-in-a-row,learning,1,1,4.0,
466,4.7728,0.0060386,0.47789,0.020815,1.0979,0.58228,0.38438,4.7728,31.039,2.14954,No connected 2-in-a-row,learning,1,2,4.0,
467,5.0,0.0061804,0.34982,0.018047,1.294,0.4,0.0,3.5,20.0,2.1223099999999997,No connected 2-in-a-row,learning,1,3,4.0,
468,5.0,0.010556,0.4,0.02,1.0,0.67154,0.3,4.6667,10.0,2.69142,No connected 2-in-a-row,learning,1,4,4.0,
469,2.8326,0.0099924,0.20017,0.019992,1.1663,0.65247,0.21728,2.4993,14.997,2.53361,No connected 2-in-a-row,learning,1,5,4.0,
470,4.7269,0.0065968,0.25656,0.036297,1.1378,0.60652,0.29519,3.0578,14.259,2.66664,No connected 2-in-a-row,learning,1,1,5.0,
471,3.3074,0.005,0.2,0.021923,1.0,0.56672,0.037134,2.5,4.8846,2.35391,No connected 2-in-a-row,learning,1,2,5.0,
472,3.0,0.005,0.2,0.02,1.0,0.4,0.3,2.5,15.0,2.63287,No connected 2-in-a-row,learning,1,3,5.0,
473,5.8707,0.0015714,0.62433,0.01,1.4453,0.32503,-0.0078565,3.7058,33.668,2.0497199999999998,No connected 2-in-a-row,learning,1,4,5.0,
474,4.3332,0.001,0.74817,0.015,0.95443,0.33801,0.5,5.4386,30.0,2.4621699999999995,No connected 2-in-a-row,learning,1,5,5.0,
475,7.0,0.001,0.4,0.04,1.8179,0.8,-0.17918,2.5,15.0,1.7280799999999998,No connected 2-in-a-row,learning,2,1,1.0,
476,7.0,0.001,0.4,0.022825,2.0,1.0,0.22923,2.5,15.0,1.8517499999999998,No connected 2-in-a-row,learning,2,2,1.0,
477,7.0822,0.005,0.3,0.02,1.4739,0.8,0.5,3.3333,15.0,1.71273,No connected 2-in-a-row,learning,2,3,1.0,
478,3.5539,0.001,0.21536,0.02,1.0,0.75959,0.3,2.5,15.0,1.9165199999999998,No connected 2-in-a-row,learning,2,4,1.0,
479,3.1173,0.0013616,0.2,0.02,1.0,0.8,0.0,2.5,15.0,1.8433499999999998,No connected 2-in-a-row,learning,2,5,1.0,
480,3.0,0.001,0.255,0.01,0.25,0.99526,0.0,5.0,14.139,1.60277,No connected 2-in-a-row,learning,2,1,2.0,
481,6.0249,0.001,0.28047,0.019882,0.9003,1.1264,-0.24502,3.7666,16.013,1.6604699999999997,No connected 2-in-a-row,learning,2,2,2.0,
482,4.4589,0.001,0.1,0.02,1.0,1.3333,0.5,2.5,6.591,1.47939,No connected 2-in-a-row,learning,2,3,2.0,
483,4.4632,0.001,0.19974,0.01,1.0783,1.3257,0.3009,2.8533,14.913,1.7945900000000001,No connected 2-in-a-row,learning,2,4,2.0,
484,5.2178,0.001,0.22336,0.021477,1.1021,1.0738,5.1462e-06,3.2041,6.3426,1.7579699999999998,No connected 2-in-a-row,learning,2,5,2.0,
485,3.0,0.0046255,0.24947,0.02,0.68695,1.2132,0.3,2.5,7.2985,1.53787,No connected 2-in-a-row,learning,2,1,3.0,
486,5.5298,0.001,0.25455,0.02,1.1667,1.6,0.4,2.5,20.0,1.69704,No connected 2-in-a-row,learning,2,2,3.0,
487,3.1624,0.001,0.32826,0.01,0.48305,1.2643,0.56247,3.3124,20.458,1.8367799999999999,No connected 2-in-a-row,learning,2,3,3.0,
488,7.991,0.001,0.42562,0.021323,0.9999,1.4542,0.49995,7.0005,20.001,1.5763200000000002,No connected 2-in-a-row,learning,2,4,3.0,
489,5.0129,0.001,0.29885,0.020087,1.023,1.5218,0.59716,2.5076,15.035,1.8489799999999998,No connected 2-in-a-row,learning,2,5,3.0,
490,5.6761,0.001,0.27343,0.019999,0.99998,1.2137,0.11266,3.3332,8.9366,1.48396,No connected 2-in-a-row,learning,2,1,4.0,
491,5.1628,0.00125,0.19666,0.017045,1.0025,1.4956,-6.0555e-06,3.6605,20.0,1.5504499999999999,No connected 2-in-a-row,learning,2,2,4.0,
492,7.4169,0.001,0.10223,0.01,1.0306,1.7915,0.1686,3.5,7.0791,2.03495,No connected 2-in-a-row,learning,2,3,4.0,
493,7.5449,0.001,0.3,0.035,1.0556,1.4967,0.0,3.5,15.0,1.4322000000000001,No connected 2-in-a-row,learning,2,4,4.0,
494,4.3365,0.001,0.19393,0.029937,1.0407,1.4271,0.12839,3.3366,20.02,1.7092499999999997,No connected 2-in-a-row,learning,2,5,4.0,
495,5.7407,0.001,0.28888,0.021111,1.0191,1.32,0.3,2.7778,7.8663,1.52647,No connected 2-in-a-row,learning,2,1,5.0,
496,5.8695,0.001,0.27647,0.01,1.0106,1.2146,-0.0062091,3.5514,12.709,1.31066,No connected 2-in-a-row,learning,2,2,5.0,
497,3.0,0.001,0.15893,0.01,0.50902,1.329,0.3,3.5,10.0,1.69523,No connected 2-in-a-row,learning,2,3,5.0,
498,6.1712,0.001,0.2,0.011976,0.95833,1.3724,0.067655,3.6155,15.0,1.7997400000000003,No connected 2-in-a-row,learning,2,4,5.0,
499,10.0,0.001,0.27362,0.040929,1.3498,1.7723,0.32005,4.1769,11.073,2.0284999999999997,No connected 2-in-a-row,learning,2,5,5.0,
500,3.1723,0.001,0.0,0.01,0.25,0.1161,0.78713,1.5617,10.963,2.03741,No connected 2-in-a-row,learning,3,1,1.0,
501,6.5254,0.005002,0.30074,0.023328,1.1664,-0.086828,0.62247,2.7778,14.998,2.2117899999999997,No connected 2-in-a-row,learning,3,2,1.0,
502,7.0,0.01,0.2,0.02,1.0,-0.61831,0.3,2.5,20.0,2.3147100000000003,No connected 2-in-a-row,learning,3,3,1.0,
503,3.2364,0.001,0.094444,0.020445,0.86257,0.11603,0.65278,2.4514,16.889,2.2817800000000004,No connected 2-in-a-row,learning,3,4,1.0,
504,4.092,0.005,0.24162,0.020247,1.0,-0.228,0.58533,3.0556,13.704,2.18262,No connected 2-in-a-row,learning,3,5,1.0,
505,3.6389,0.001,0.081727,0.040472,0.94064,0.20882,0.34341,2.3872,14.573,2.3646000000000003,No connected 2-in-a-row,learning,3,1,2.0,
506,10.0,0.0072132,0.15,0.014914,0.87245,0.1376,1.0447,4.3855,16.0,1.9897400000000005,No connected 2-in-a-row,learning,3,2,2.0,
507,3.9451,0.0023333,0.2,0.01,0.92413,0.40306,0.44679,3.5,15.0,2.3805000000000005,No connected 2-in-a-row,learning,3,3,2.0,
508,5.4157,0.0049245,0.1031,0.010494,0.97519,0.22745,0.72482,3.0257,30.136,2.3253600000000003,No connected 2-in-a-row,learning,3,4,2.0,
509,3.1239,0.001,0.19117,0.018178,0.96604,0.025345,0.53305,3.295,14.271,1.9401899999999999,No connected 2-in-a-row,learning,3,5,2.0,
510,3.2415,0.0038579,0.12673,0.01,0.96764,0.25892,0.55022,2.4514,16.912,2.3794600000000004,No connected 2-in-a-row,learning,3,1,3.0,
511,6.0,0.001,0.3,0.01,1.1139,0.4,0.66667,2.5,15.0,2.12925,No connected 2-in-a-row,learning,3,2,3.0,
512,5.0,0.001,0.26667,0.017642,1.0,0.4,0.5,2.5,15.0,2.0271999999999997,No connected 2-in-a-row,learning,3,3,3.0,
513,3.1852,0.001,0.19532,0.02617,1.0,0.67319,0.3,2.5,15.0,2.47331,No connected 2-in-a-row,learning,3,4,3.0,
514,4.9231,0.001,0.41521,0.02,1.1762,0.4,0.3,3.4936,15.0,2.31154,No connected 2-in-a-row,learning,3,5,3.0,
515,5.0,0.0014223,0.2,0.01,1.0,0.8,0.2016,2.7243,15.0,2.24655,No connected 2-in-a-row,learning,3,1,4.0,
516,3.0006,0.001,0.11638,0.020675,1.0064,0.79972,0.2998,1.6663,13.335,1.86967,No connected 2-in-a-row,learning,3,2,4.0,
517,4.87,0.001,0.2,0.018727,1.0249,0.8,0.3,2.5,15.0,2.3036900000000005,No connected 2-in-a-row,learning,3,3,4.0,
518,5.0,0.0016667,0.3,0.03,1.1261,0.8,0.3,2.5,15.0,2.11218,No connected 2-in-a-row,learning,3,4,4.0,
519,5.0,0.001,0.20546,0.04,1.0,0.8,0.3,2.5,15.0,1.8811900000000001,No connected 2-in-a-row,learning,3,5,4.0,
520,3.3909,0.001,0.36067,0.024009,1.0855,0.54033,0.34493,2.8508,16.604,1.96703,No connected 2-in-a-row,learning,3,1,5.0,
521,7.0,0.01,0.2,0.02,1.0,0.8,0.3,2.5,15.0,2.1692299999999998,No connected 2-in-a-row,learning,3,2,5.0,
522,7.0,0.005,0.2,0.02,1.3868,0.8,0.3,2.5,20.0,2.66495,No connected 2-in-a-row,learning,3,3,5.0,
523,8.0,0.007,0.2,0.02,1.2718,0.62289,0.3,2.5,30.0,2.5884799999999997,No connected 2-in-a-row,learning,3,4,5.0,
524,5.4559,0.001,0.39742,0.029937,1.2664,0.79614,0.29931,2.8393,14.966,2.19195,No connected 2-in-a-row,learning,3,5,5.0,
525,10.0,0.001,0.36586,0.022471,1.0,0.8,0.25861,3.5,9.5617,1.37581,No connected 2-in-a-row,learning,4,1,1.0,
526,8.2581,0.001,0.2,0.02,1.0,1.0,0.3,3.5021,12.182,1.58312,No connected 2-in-a-row,learning,4,2,1.0,
527,9.401,0.001,0.19485,0.019863,0.88628,1.0456,0.13397,3.2956,11.706,1.48475,No connected 2-in-a-row,learning,4,3,1.0,
528,6.457,0.001,0.19769,0.026667,1.1667,0.88889,0.3,2.5,4.747,1.5994499999999998,No connected 2-in-a-row,learning,4,4,1.0,
529,8.6083,0.001,0.2,0.01,0.87054,0.76259,0.30577,2.5,15.0,1.84968,No connected 2-in-a-row,learning,4,5,1.0,
530,7.9969,0.001,0.10961,0.020435,0.98338,0.79995,0.25463,3.9205,15.0,1.8141599999999998,No connected 2-in-a-row,learning,4,1,2.0,
531,10.0,0.001,0.12178,0.010035,0.56174,0.61589,0.016857,4.627,18.993,1.3657800000000002,No connected 2-in-a-row,learning,4,2,2.0,
532,5.85,0.001,0.14364,0.01,1.2901,0.8,0.25977,2.5,15.0,1.6919499999999998,No connected 2-in-a-row,learning,4,3,2.0,
533,6.0,0.001,0.1,0.02,1.5,0.8,0.33333,2.5,15.0,1.7974400000000004,No connected 2-in-a-row,learning,4,4,2.0,
534,3.3422,0.001,0.10116,0.022665,0.66151,0.76714,0.46632,4.0469,22.014,1.64671,No connected 2-in-a-row,learning,4,5,2.0,
535,4.1838,0.001,0.14933,0.015554,0.97914,0.80015,0.25487,3.3802,14.999,1.5164600000000001,No connected 2-in-a-row,learning,4,1,3.0,
536,4.1134,0.001,0.15,0.044478,1.1094,0.45204,-0.062494,3.3087,16.0,1.3146499999999999,No connected 2-in-a-row,learning,4,2,3.0,
537,4.1451,0.0037135,0.18131,0.01,1.1456,0.8,0.11111,3.2222,11.84,1.5213100000000002,No connected 2-in-a-row,learning,4,3,3.0,
538,5.8739,0.0014444,0.2,0.02,2.0,0.4,-0.25788,2.5,15.0,2.3644600000000002,No connected 2-in-a-row,learning,4,4,3.0,
539,8.1847,0.001,0.18221,0.061559,0.9734,0.52416,0.27215,5.4545,17.915,1.7545899999999999,No connected 2-in-a-row,learning,4,5,3.0,
540,5.0,0.001,0.099999,0.01,1.0,0.82646,0.3,3.3993,30.0,1.5468100000000002,No connected 2-in-a-row,learning,4,1,4.0,
541,6.4353,0.001,0.17858,0.021111,1.3232,0.66021,0.6,3.5,13.333,1.55937,No connected 2-in-a-row,learning,4,2,4.0,
542,4.4244,0.001,0.1015,0.01,1.0068,0.80465,0.43924,3.3204,29.943,1.75635,No connected 2-in-a-row,learning,4,3,4.0,
543,7.0,0.001,0.1,0.02,2.0,0.75456,0.5,2.5,15.0,1.6194099999999998,No connected 2-in-a-row,learning,4,4,4.0,
544,8.0006,0.001,0.15,0.029374,1.737,0.41078,0.5625,2.9375,17.0,1.82093,No connected 2-in-a-row,learning,4,5,4.0,
545,7.0248,0.0010833,0.086041,0.02151,1.5583,0.98626,0.70067,2.5532,2.3171,1.7430999999999996,No connected 2-in-a-row,learning,4,1,5.0,
546,5.85,0.001,0.066667,0.032271,1.1653,0.8,0.57778,2.5,15.0,1.42055,No connected 2-in-a-row,learning,4,2,5.0,
547,8.0,0.001,0.0,0.01,1.0,0.8,0.3,2.7287,-1.5345,1.6412400000000003,No connected 2-in-a-row,learning,4,3,5.0,
548,10.0,0.001,0.12672,0.02,1.0,0.8,0.4,2.5,7.6559,1.9497799999999998,No connected 2-in-a-row,learning,4,4,5.0,
549,5.7732,0.001,0.20421,0.015082,0.98944,0.79221,0.29719,3.4638,15.062,1.3498700000000001,No connected 2-in-a-row,learning,4,5,5.0,
550,4.8893,0.001,0.17619,0.02,0.99873,1.0667,0.3,3.3333,200.0,1.7029599999999998,No connected 2-in-a-row,learning,5,1,1.0,
551,8.1052,0.001,0.0,0.050788,1.0,0.8,0.3,3.4738,15.0,2.0409300000000004,No connected 2-in-a-row,learning,5,2,1.0,
552,5.1821,0.001,0.1,0.02,1.0,1.0667,0.3,2.5,15.0,1.91642,No connected 2-in-a-row,learning,5,3,1.0,
553,4.577,0.001,0.23333,0.02,0.72425,0.8,0.3,3.5,15.0,1.71185,No connected 2-in-a-row,learning,5,4,1.0,
554,3.1757,0.001,0.1,0.03,0.75765,0.8,0.0,2.5,10.0,1.50066,No connected 2-in-a-row,learning,5,5,1.0,
555,8.6889,0.001,0.31667,0.027462,0.95833,1.4344,-1.619,3.5,10.0,1.6287599999999998,No connected 2-in-a-row,learning,5,1,2.0,
556,5.4352,0.001,0.277,0.01,1.0,1.1582,0.0,2.9849,15.0,1.8792599999999997,No connected 2-in-a-row,learning,5,2,2.0,
557,4.1886,0.001,0.1,0.02,1.0556,1.1839,-0.063712,2.5,30.0,1.29093,No connected 2-in-a-row,learning,5,3,2.0,
558,7.2085,0.001,0.2669,0.019915,0.69692,1.1494,0.041164,4.6759,63.711,1.4637,No connected 2-in-a-row,learning,5,4,2.0,
559,5.0286,0.001,0.18634,0.01,0.98125,1.1082,0.02046,2.815,15.476,1.7874700000000001,No connected 2-in-a-row,learning,5,5,2.0,
560,5.0,0.001,0.1,0.023333,1.0,1.1702,0.3,2.5,15.0,1.5045600000000001,No connected 2-in-a-row,learning,5,1,3.0,
561,2.9367,0.001074,0.19023,0.02911,0.74845,1.0187,0.31792,5.1034,39.414,1.5977400000000002,No connected 2-in-a-row,learning,5,2,3.0,
562,2.976,0.001,0.18369,0.024128,0.96701,0.81009,0.19567,3.3498,15.09,1.31159,No connected 2-in-a-row,learning,5,3,3.0,
563,7.0,0.0014444,0.0,0.02,1.0,1.3058,0.0,2.5,6.6744,1.9153699999999998,No connected 2-in-a-row,learning,5,4,3.0,
564,2.7958,0.0012963,0.1143,0.023333,0.92458,1.1932,0.30641,2.7807,11.532,1.84266,No connected 2-in-a-row,learning,5,5,3.0,
565,8.5,0.001,0.1,0.02066,1.0,1.4303,0.0,2.5,20.0,1.8599399999999995,No connected 2-in-a-row,learning,5,1,4.0,
566,7.3333,0.0013001,0.1,0.01,1.0,1.4134,0.077608,3.7211,20.0,1.56297,No connected 2-in-a-row,learning,5,2,4.0,
567,5.9533,0.001,0.082539,0.01,0.97927,1.4384,0.34916,3.5,20.0,1.3814,No connected 2-in-a-row,learning,5,3,4.0,
568,9.5249,0.001,0.2,0.019602,1.0008,1.6,0.3,3.5,15.0,1.54483,No connected 2-in-a-row,learning,5,4,4.0,
569,7.2869,0.001,0.20815,0.01,1.0737,1.3037,-0.16248,2.8546,14.778,1.36559,No connected 2-in-a-row,learning,5,5,4.0,
570,6.5718,0.001,0.3,0.02,1.0505,1.0667,-0.26505,2.5,20.0,1.8255700000000001,No connected 2-in-a-row,learning,5,1,5.0,
571,5.7355,0.001,0.11356,0.020004,0.83111,0.99978,0.49996,3.4995,9.9988,1.9081299999999999,No connected 2-in-a-row,learning,5,2,5.0,
572,5.3694,0.001,0.2,0.02,1.0,1.0667,0.16043,3.9045,13.103,1.5441,No connected 2-in-a-row,learning,5,3,5.0,
573,6.3736,0.001,0.3,0.018333,1.0,1.0667,0.4,3.7888,8.0967,1.4784600000000003,No connected 2-in-a-row,learning,5,4,5.0,
574,6.6881,0.0014363,0.14391,0.01,1.0369,1.0003,0.25737,2.4766,16.664,1.6939800000000003,No connected 2-in-a-row,learning,5,5,5.0,
575,3.276,0.011048,0.21186,0.02,0.95833,0.8,0.6,2.5,15.0,2.13234,No connected 2-in-a-row,learning,6,1,1.0,
576,5.0,0.01,0.28765,0.03,0.95833,0.8,0.3,3.3333,15.0,2.05823,No connected 2-in-a-row,learning,6,2,1.0,
577,5.0792,0.001,0.53676,0.02609,1.4594,1.0671,0.30025,2.483,12.007,2.1367599999999998,No connected 2-in-a-row,learning,6,3,1.0,
578,4.7094,0.00698,0.26711,0.016644,1.2009,0.951,0.50905,2.2064,16.342,2.4374200000000004,No connected 2-in-a-row,learning,6,4,1.0,
579,3.7103,0.002211,0.57571,0.020012,1.0005,0.79945,0.2996,5.0011,30.005,2.6300999999999997,No connected 2-in-a-row,learning,6,5,1.0,
580,3.2517,0.001,0.20092,0.028801,0.90217,0.80198,0.31545,2.4959,10.012,2.24508,No connected 2-in-a-row,learning,6,1,2.0,
581,5.12,0.001,0.3,0.019684,0.97707,0.8,0.3,3.7403,30.0,1.8249000000000002,No connected 2-in-a-row,learning,6,2,2.0,
582,4.6502,0.001,0.27833,0.017198,0.99857,0.79758,0.50134,3.494,15.021,2.00135,No connected 2-in-a-row,learning,6,3,2.0,
583,4.7747,0.001,0.19942,0.037077,1.0721,0.86873,0.22017,2.743,19.198,1.99771,No connected 2-in-a-row,learning,6,4,2.0,
584,3.0,0.001,0.20059,0.02,1.0,0.8,0.5,2.5,15.0,2.1171200000000003,No connected 2-in-a-row,learning,6,5,2.0,
585,2.9865,0.001,0.16385,0.032132,0.25,1.1311,0.21476,4.3002,18.623,1.9956100000000003,No connected 2-in-a-row,learning,6,1,3.0,
586,5.0,0.001,0.2,0.01,1.0719,0.8,0.21676,3.5,10.0,1.9904100000000002,No connected 2-in-a-row,learning,6,2,3.0,
587,4.1839,0.001,0.39994,0.020009,1.189,1.0665,0.30003,2.9035,14.997,1.62561,No connected 2-in-a-row,learning,6,3,3.0,
588,3.6051,0.001,0.29972,0.01,1.1591,1.3356,0.34898,3.0142,17.35,1.85596,No connected 2-in-a-row,learning,6,4,3.0,
589,2.9144,0.0013454,0.25443,0.017279,0.66787,1.4775,0.21156,3.5714,16.089,1.8346399999999998,No connected 2-in-a-row,learning,6,5,3.0,
590,4.866,0.001,0.34694,0.018353,1.1357,1.107,0.23484,2.4851,20.003,1.8887699999999998,No connected 2-in-a-row,learning,6,1,4.0,
591,4.5901,0.0049909,0.33669,0.040107,1.0005,1.6005,0.40116,2.4969,14.986,1.79773,No connected 2-in-a-row,learning,6,2,4.0,
592,5.1113,0.001,0.34031,0.01,1.0,1.3333,0.3,2.8128,20.0,1.7411999999999999,No connected 2-in-a-row,learning,6,3,4.0,
593,5.0,0.001,0.4,0.02,1.0,1.2313,0.17145,2.1611,15.0,1.9285900000000002,No connected 2-in-a-row,learning,6,4,4.0,
594,3.0,0.0014444,0.4,0.02,0.5,1.3333,0.66667,5.2443,15.0,1.99054,No connected 2-in-a-row,learning,6,5,4.0,
595,5.1314,0.001,0.3771,0.021675,0.72379,1.3682,-0.14898,3.6048,26.629,1.54294,No connected 2-in-a-row,learning,6,1,5.0,
596,5.0,0.001,0.3,0.02,0.99999,1.0,0.4,3.9273,15.0,2.25088,No connected 2-in-a-row,learning,6,2,5.0,
597,3.6901,0.001,0.3,0.024381,1.0,1.1241,0.3,2.5,20.0,2.04222,No connected 2-in-a-row,learning,6,3,5.0,
598,2.5167,0.001,0.19158,0.017032,0.36352,1.2577,-0.17236,2.5,9.9999,1.98303,No connected 2-in-a-row,learning,6,4,5.0,
599,3.4613,0.001,0.24992,0.01,0.94812,0.88281,0.21708,2.3405,16.649,1.81009,No connected 2-in-a-row,learning,6,5,5.0,
600,4.6032,0.001,0.2,0.026667,1.0538,0.8,0.3,2.5,18.842,1.6781300000000001,No connected 2-in-a-row,learning,7,1,1.0,
601,3.2888,0.001,0.30943,0.011111,0.94689,0.88889,0.5,2.8475,16.667,1.98331,No connected 2-in-a-row,learning,7,2,1.0,
602,5.0827,0.001,0.25892,0.02,0.99999,0.78924,0.3,2.5,15.0,1.9219499999999996,No connected 2-in-a-row,learning,7,3,1.0,
603,5.2579,0.001,0.23279,0.01,1.0667,0.8,0.3,2.6509,13.333,2.2269300000000003,No connected 2-in-a-row,learning,7,4,1.0,
