,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1298,4.5312,0.020009,0.21902,0.058054,0.88824,0.7991,0.74652,3.3308,30.004,2.29283,No unconnected 2-in-a-row,time pressure,7,4,,10.0
1299,8.0066,0.001,0.59734,0.01,2.5042,0.16379,0.46419,2.4996,9.9775,2.27621,No unconnected 2-in-a-row,time pressure,7,5,,10.0
1300,6.5684,0.0025704,0.20421,0.031451,1.4978,0.48865,0.80746,2.4472,19.71,2.59818,No unconnected 2-in-a-row,time pressure,7,1,,20.0
1301,3.55,0.01,0.2,0.015998,0.73493,0.58313,1.0,2.5,15.0,2.8829800000000008,No unconnected 2-in-a-row,time pressure,7,2,,20.0
1302,7.0,0.001,0.30693,0.029243,1.0,0.61458,0.94295,3.3333,15.0,1.94591,No unconnected 2-in-a-row,time pressure,7,3,,20.0
1303,6.442,0.005,0.4,0.03,0.91268,0.18617,1.0,3.5,15.0,2.07077,No unconnected 2-in-a-row,time pressure,7,4,,20.0
1304,3.2592,0.0099999,0.2,0.01,0.25,-0.10888,1.0,3.6591,15.0,2.4186699999999997,No unconnected 2-in-a-row,time pressure,7,5,,20.0
1305,5.2577,0.017549,0.31415,0.021161,1.0146,0.7078,0.51658,5.4801,12.479,2.28769,No unconnected 2-in-a-row,time pressure,8,1,,5.0
1306,1.3839,0.001,0.3,0.02,0.5,0.56797,0.60541,3.3333,30.0,2.7018499999999994,No unconnected 2-in-a-row,time pressure,8,2,,5.0
1307,4.1833,0.001,0.2,0.24312,0.94613,0.8,1.0,2.5,10.0,2.64547,No unconnected 2-in-a-row,time pressure,8,3,,5.0
1308,7.0583,0.0051181,0.42034,0.01,1.4871,0.78672,0.47146,3.3592,14.882,2.25774,No unconnected 2-in-a-row,time pressure,8,4,,5.0
1309,10.0,0.01,0.6,0.02,1.0,0.8,1.0,2.5,-56.515,2.49032,No unconnected 2-in-a-row,time pressure,8,5,,5.0
1310,5.0,0.02,0.3,0.015,1.0528,0.70108,0.178,2.7998,15.0,2.36933,No unconnected 2-in-a-row,time pressure,8,1,,10.0
1311,3.0,0.001,0.51479,0.25492,1.0,0.4,0.99999,2.5,20.0,2.52177,No unconnected 2-in-a-row,time pressure,8,2,,10.0
1312,5.0986,0.02127,0.21958,0.037995,0.97076,0.20489,0.21798,2.4415,5.5859,2.8442600000000002,No unconnected 2-in-a-row,time pressure,8,3,,10.0
1313,5.6008,0.0098683,0.4191,0.019725,1.1312,0.50161,0.23344,3.3928,19.728,2.7702699999999996,No unconnected 2-in-a-row,time pressure,8,4,,10.0
1314,3.0563,0.02,0.2,0.02,0.64976,0.4,0.25522,2.0634,15.0,2.84285,No unconnected 2-in-a-row,time pressure,8,5,,10.0
1315,5.3848,0.0105,0.21611,0.019444,1.021,-0.18179,0.65479,3.2847,20.222,2.43942,No unconnected 2-in-a-row,time pressure,8,1,,20.0
1316,5.092,0.01,0.26667,0.04,1.0,0.60811,0.8,5.0,15.0,2.5911500000000003,No unconnected 2-in-a-row,time pressure,8,2,,20.0
1317,6.694,0.0053222,0.38831,0.01,1.0045,0.034123,0.44732,5.1355,19.574,2.4586,No unconnected 2-in-a-row,time pressure,8,3,,20.0
1318,5.0478,0.016184,0.36383,0.04005,1.0006,0.041717,0.88814,7.0012,50.23,2.1812899999999997,No unconnected 2-in-a-row,time pressure,8,4,,20.0
1319,10.0,0.013333,0.2,0.02,1.5,0.4,-0.043178,5.0,18.923,2.46742,No unconnected 2-in-a-row,time pressure,8,5,,20.0
1320,4.7961,0.005,0.2,0.01,0.53272,0.8,0.8,2.3663,15.0,2.6418,No unconnected 2-in-a-row,time pressure,9,1,,5.0
1321,6.5439,0.0049937,0.19968,0.019135,0.46498,0.73715,0.66242,3.168,16.673,1.69255,No unconnected 2-in-a-row,time pressure,9,2,,5.0
1322,8.5519,0.001,0.16667,0.04,1.0,1.0,0.53432,3.3333,30.0,2.30669,No unconnected 2-in-a-row,time pressure,9,3,,5.0
1323,10.0,0.0058334,0.20728,0.01,1.0,0.80003,1.0,2.8332,15.0,3.22936,No unconnected 2-in-a-row,time pressure,9,4,,5.0
1324,7.0,0.010746,0.24365,0.01,1.0556,0.67304,1.0,5.0,15.0,1.56772,No unconnected 2-in-a-row,time pressure,9,5,,5.0
1325,3.5381,0.001,0.25929,0.039107,1.0243,0.79872,0.82533,2.4514,19.704,2.59312,No unconnected 2-in-a-row,time pressure,9,1,,10.0
1326,10.0,0.010555,0.30001,0.021653,0.99999,0.79998,1.0,3.4977,-3.5637,2.4426,No unconnected 2-in-a-row,time pressure,9,2,,10.0
1327,2.9225,0.001,0.27761,0.01941,0.76874,0.70233,1.0714,2.5696,15.318,2.10053,No unconnected 2-in-a-row,time pressure,9,3,,10.0
1328,5.0,0.005,0.33047,0.015,0.94315,0.69634,0.69089,2.5,10.0,2.21758,No unconnected 2-in-a-row,time pressure,9,4,,10.0
1329,4.9999,0.0023199,0.46877,0.026669,1.0804,0.79995,0.56177,3.3334,15.0,1.77154,No unconnected 2-in-a-row,time pressure,9,5,,10.0
1330,3.0,0.01,0.2,0.02,1.0,0.8,1.0,2.5,15.0,2.23814,No unconnected 2-in-a-row,time pressure,9,1,,20.0
1331,8.1997,0.0036596,0.35278,0.01,0.88723,0.48298,0.64776,4.8512,17.818,1.8973300000000002,No unconnected 2-in-a-row,time pressure,9,2,,20.0
1332,5.9996,0.001,0.19993,0.023204,0.49999,0.80017,1.0702,2.5003,14.999,2.06282,No unconnected 2-in-a-row,time pressure,9,3,,20.0
1333,4.6069,0.0045649,0.33336,0.018896,1.005,0.79966,0.95592,3.334,14.997,2.0888099999999996,No unconnected 2-in-a-row,time pressure,9,4,,20.0
1334,5.8924,0.0081673,0.2,0.02,0.73277,0.67482,1.0,3.5,10.0,2.63838,No unconnected 2-in-a-row,time pressure,9,5,,20.0
1335,1.4455,0.0086739,0.20418,0.017579,0.67979,0.90895,0.90895,3.7724,15.21,2.64264,No unconnected 2-in-a-row,time pressure,10,1,,5.0
1336,6.0976,0.001,0.2,0.02,0.25,0.8,1.0,2.5,15.0,2.2473,No unconnected 2-in-a-row,time pressure,10,2,,5.0
1337,3.2303,0.0058333,0.2,0.02,1.0,0.8,1.0,5.0,26.783,2.2041200000000005,No unconnected 2-in-a-row,time pressure,10,3,,5.0
1338,1.5502,0.010002,0.3167,0.020023,0.74997,0.61835,1.3334,3.9997,15.001,1.6732900000000002,No unconnected 2-in-a-row,time pressure,10,4,,5.0
1339,3.1642,0.001,0.21908,0.01,0.97937,0.4,0.99999,5.0,15.0,2.11943,No unconnected 2-in-a-row,time pressure,10,5,,5.0
1340,5.2779,0.014258,0.39989,0.019985,0.62555,0.40051,1.0007,4.4686,14.994,2.5555200000000005,No unconnected 2-in-a-row,time pressure,10,1,,10.0
1341,7.0,0.01,0.3,0.02,1.0,0.8,1.0,2.5,15.0,2.5072,No unconnected 2-in-a-row,time pressure,10,2,,10.0
1342,5.2778,0.0038862,0.38357,0.02,1.0,0.30176,0.82789,2.5,6.6212,2.24508,No unconnected 2-in-a-row,time pressure,10,3,,10.0
1343,4.4092,0.001,0.34112,0.020077,0.98251,0.60286,1.0165,2.5042,5.4465,2.4064000000000005,No unconnected 2-in-a-row,time pressure,10,4,,10.0
1344,4.6168,0.015373,0.36041,0.023373,0.88567,0.62344,1.1007,3.766,18.943,1.75792,No unconnected 2-in-a-row,time pressure,10,5,,10.0
1345,4.1833,0.005,0.27531,0.01,0.625,0.4,0.8,7.0,20.0,2.1497800000000002,No unconnected 2-in-a-row,time pressure,10,1,,20.0
1346,3.0283,0.011342,0.2277,0.02,0.79086,0.7252,1.0,7.0,21.147,2.3678,No unconnected 2-in-a-row,time pressure,10,2,,20.0
1347,2.0668,0.00441,0.23329,0.033108,0.53085,0.4473,0.80008,4.9999,20.001,1.82007,No unconnected 2-in-a-row,time pressure,10,3,,20.0
1348,4.6978,0.005973,0.32728,0.041904,0.90502,0.43216,0.57634,4.7445,13.0,2.04483,No unconnected 2-in-a-row,time pressure,10,4,,20.0
1349,4.0573,0.010888,0.40191,0.023339,1.0012,0.79714,0.64432,6.9928,15.025,2.22085,No unconnected 2-in-a-row,time pressure,10,5,,20.0
1350,6.5876,0.001,0.32245,0.021692,1.0,0.4,0.66395,2.5,15.0,2.2946800000000005,No unconnected 2-in-a-row,time pressure,11,1,,5.0
1351,7.457,0.001,0.2,0.015,1.0,0.8,1.0,2.5,9.7413,1.60263,No unconnected 2-in-a-row,time pressure,11,2,,5.0
1352,7.4766,0.001,0.24492,0.018931,0.43375,0.44908,0.048853,6.1228,16.06,2.59451,No unconnected 2-in-a-row,time pressure,11,3,,5.0
1353,6.647,0.001,0.53465,0.02109,0.97963,0.59502,0.67208,3.7224,16.621,1.49208,No unconnected 2-in-a-row,time pressure,11,4,,5.0
1354,8.0134,0.001,0.30935,0.020235,0.99906,0.46769,-0.023442,2.8218,14.561,1.97416,No unconnected 2-in-a-row,time pressure,11,5,,5.0
1355,3.3157,0.001,0.24175,0.020001,0.54396,0.66667,0.57071,3.4144,26.666,1.8948399999999999,No unconnected 2-in-a-row,time pressure,11,1,,10.0
1356,4.4733,0.001,0.29471,0.02,1.0,0.72006,0.49934,2.5,15.0,1.57935,No unconnected 2-in-a-row,time pressure,11,2,,10.0
1357,7.0,0.001,0.19978,0.02,0.5,0.8,0.023542,5.0,15.0,1.9414499999999997,No unconnected 2-in-a-row,time pressure,11,3,,10.0
1358,5.4125,0.001,0.23515,0.021223,0.33143,0.76604,1.0,4.6667,15.0,2.35919,No unconnected 2-in-a-row,time pressure,11,4,,10.0
1359,5.6501,0.0028439,0.2,0.02,0.5909,0.68703,0.19875,5.0,15.0,1.87001,No unconnected 2-in-a-row,time pressure,11,5,,10.0
1360,6.1132,0.0012028,0.21265,0.019794,0.48014,0.75488,-0.15811,4.8561,17.471,1.7485199999999999,No unconnected 2-in-a-row,time pressure,11,1,,20.0
1361,8.6437,0.001,0.51739,0.01,0.49969,0.53012,0.7994,5.0014,29.993,1.8904,No unconnected 2-in-a-row,time pressure,11,2,,20.0
1362,6.3806,0.001,0.19024,0.017759,0.35438,0.2607,0.48736,5.3482,15.075,2.12164,No unconnected 2-in-a-row,time pressure,11,3,,20.0
1363,4.1474,0.0052822,0.20021,0.019152,0.49974,0.80048,0.417,3.8877,15.004,1.57035,No unconnected 2-in-a-row,time pressure,11,4,,20.0
1364,9.8345,0.003521,0.46314,0.015762,0.9225,0.83768,0.57343,5.3523,14.294,1.5111800000000002,No unconnected 2-in-a-row,time pressure,11,5,,20.0
1365,6.0203,0.019994,0.74231,0.021173,1.0552,0.46104,1.1413,3.5468,-8.954,2.3785299999999996,No unconnected 2-in-a-row,time pressure,12,1,,5.0
1366,3.8088,0.0010668,0.39375,0.050625,0.60494,0.4267,0.48438,3.1712,10.875,2.87648,No unconnected 2-in-a-row,time pressure,12,2,,5.0
1367,5.9573,0.014974,0.18889,0.03,1.1644,0.47833,1.0,2.5,-12.945,2.79687,No unconnected 2-in-a-row,time pressure,12,3,,5.0
1368,7.0,0.013333,0.7,0.01,2.273,0.70562,0.8,2.5,-59.988,2.75331,No unconnected 2-in-a-row,time pressure,12,4,,5.0
1369,8.9479,0.022416,0.58785,0.021262,1.3323,0.96493,0.88716,5.1104,-134.5,2.41062,No unconnected 2-in-a-row,time pressure,12,5,,5.0
1370,4.2064,0.040602,0.31144,0.01462,0.7979,0.62711,0.016815,5.437,13.152,2.80593,No unconnected 2-in-a-row,time pressure,12,1,,10.0
1371,9.0086,0.019971,0.095418,0.01,1.479,0.51606,0.44175,2.7661,10.544,3.06242,No unconnected 2-in-a-row,time pressure,12,2,,10.0
1372,5.0,0.016507,0.3,0.02,1.0,0.8,-0.2092,3.3333,15.0,2.3752099999999996,No unconnected 2-in-a-row,time pressure,12,3,,10.0
1373,4.7278,0.02,0.2,0.016544,1.0,0.30896,0.40533,2.8365,15.0,2.90712,No unconnected 2-in-a-row,time pressure,12,4,,10.0
1374,4.6886,0.019465,0.20507,0.019886,1.1775,0.81286,0.40394,2.5235,19.901,3.03016,No unconnected 2-in-a-row,time pressure,12,5,,10.0
1375,5.5658,0.010003,0.20006,0.019997,0.99993,-0.71822,1.0002,2.5003,-939.3,2.40387,No unconnected 2-in-a-row,time pressure,12,1,,20.0
1376,4.9763,0.001,0.57305,0.018217,1.5168,0.22908,0.84616,2.7766,-45.059,2.52641,No unconnected 2-in-a-row,time pressure,12,2,,20.0
1377,3.7939,0.001,0.55488,0.026667,1.4121,-0.091034,0.5,2.125,11.0,2.3977199999999996,No unconnected 2-in-a-row,time pressure,12,3,,20.0
1378,2.5423,0.0063692,0.34612,0.29549,1.0117,0.3894,0.98722,3.7479,12.769,2.28229,No unconnected 2-in-a-row,time pressure,12,4,,20.0
1379,2.7593,0.0087666,0.35728,0.020056,1.1674,0.19976,0.90577,2.5824,14.145,2.8321099999999997,No unconnected 2-in-a-row,time pressure,12,5,,20.0
1380,10.0,0.0098738,0.40137,0.02014,0.99387,0.79369,0.55334,5.0123,15.056,2.27712,No unconnected 2-in-a-row,time pressure,13,1,,5.0
1381,7.1418,0.0043333,0.55,0.02,1.138,1.1611,0.31241,5.0,15.0,2.4017799999999996,No unconnected 2-in-a-row,time pressure,13,2,,5.0
1382,5.0,0.01,0.43702,0.03,1.0,0.72911,1.0,2.5,15.0,2.2303,No unconnected 2-in-a-row,time pressure,13,3,,5.0
1383,7.0,0.005,0.49763,0.023333,1.0,0.88889,1.0,3.3333,15.0,2.7046,No unconnected 2-in-a-row,time pressure,13,4,,5.0
1384,2.1567,0.0083171,0.20612,0.031111,0.51029,0.67221,0.70447,3.0556,15.0,2.3827899999999995,No unconnected 2-in-a-row,time pressure,13,5,,5.0
1385,2.9999,0.0033775,0.50509,0.020963,0.25,0.79993,1.5569,2.8915,15.001,2.55124,No unconnected 2-in-a-row,time pressure,13,1,,10.0
1386,3.9264,0.001,0.55954,0.011111,0.78508,0.4,1.0556,3.3417,15.0,2.2443699999999995,No unconnected 2-in-a-row,time pressure,13,2,,10.0
1387,5.0009,0.0099999,0.55,0.02,1.9034,0.8,1.099,5.0,15.0,2.71874,No unconnected 2-in-a-row,time pressure,13,3,,10.0
1388,3.0,0.02,0.2,0.02,1.0,0.4,0.58432,3.3333,15.0,2.62044,No unconnected 2-in-a-row,time pressure,13,4,,10.0
1389,3.0,0.001,0.6,0.02,1.0,0.58712,1.0,2.5,15.0,2.2583300000000004,No unconnected 2-in-a-row,time pressure,13,5,,10.0
1390,5.3773,0.31748,0.1982,0.023999,1.0932,0.89324,1.0667,2.8499,13.4,2.19943,No unconnected 2-in-a-row,time pressure,13,1,,20.0
1391,3.0,0.01,0.29554,0.02,1.0,0.8,0.80875,5.0,15.0,2.5058499999999997,No unconnected 2-in-a-row,time pressure,13,2,,20.0
1392,4.1833,0.001,0.56323,0.02,1.1496,0.8,0.84824,3.3333,14.2,2.4953600000000002,No unconnected 2-in-a-row,time pressure,13,3,,20.0
1393,10.0,0.4315,0.17955,0.01,0.90497,0.81182,0.98715,5.7566,14.895,2.77829,No unconnected 2-in-a-row,time pressure,13,4,,20.0
1394,5.1645,0.014439,0.22249,0.020136,0.99407,0.65364,0.6109,2.5173,6.9862,2.5391000000000004,No unconnected 2-in-a-row,time pressure,13,5,,20.0
1395,3.3852,0.0099917,0.33184,0.019926,0.99674,1.0029,1.04,3.6967,19.97,2.0033600000000003,No unconnected 2-in-a-row,time pressure,14,1,,5.0
1396,2.8714,0.001,0.28157,0.023048,0.86663,0.55071,1.1518,2.7667,13.781,2.03104,No unconnected 2-in-a-row,time pressure,14,2,,5.0
1397,4.8965,0.0088135,0.32974,0.01,0.92272,0.72609,1.0368,4.8084,15.294,2.25263,No unconnected 2-in-a-row,time pressure,14,3,,5.0
1398,3.0,0.001,0.33082,0.02,1.1209,0.65224,0.8,2.5,3.7755,2.43773,No unconnected 2-in-a-row,time pressure,14,4,,5.0
1399,2.8438,0.0099999,0.23378,0.02,1.0,0.8,1.0,3.3333,15.0,2.08327,No unconnected 2-in-a-row,time pressure,14,5,,5.0
1400,1.5093,0.0036667,0.2,0.020416,0.62508,0.66667,1.0,2.8096,15.0,1.76932,No unconnected 2-in-a-row,time pressure,14,1,,10.0
1401,2.0848,0.001,0.25518,0.01,1.0,0.47542,1.0,2.5,15.0,1.9671599999999998,No unconnected 2-in-a-row,time pressure,14,2,,10.0
1402,2.3481,0.001,0.18773,0.02,0.86176,1.0,0.95112,3.3333,20.0,2.3064299999999998,No unconnected 2-in-a-row,time pressure,14,3,,10.0
1403,1.7663,0.009716,0.13659,0.056625,0.25,0.51918,1.0486,3.0181,17.21,1.88022,No unconnected 2-in-a-row,time pressure,14,4,,10.0
1404,3.4409,0.0013351,0.10429,0.019658,0.51029,0.55188,1.1763,4.0593,14.764,2.8012,No unconnected 2-in-a-row,time pressure,14,5,,10.0
1405,3.0,0.01,0.4,0.02117,1.0,0.38353,1.3333,5.0,30.0,2.04253,No unconnected 2-in-a-row,time pressure,14,1,,20.0
1406,0.1,0.0029855,0.28424,0.01,0.49874,0.79671,0.93111,3.4366,14.98,2.02056,No unconnected 2-in-a-row,time pressure,14,2,,20.0
1407,3.0,0.001,0.32724,0.015,1.0,0.61677,1.0,2.5,15.0,1.96334,No unconnected 2-in-a-row,time pressure,14,3,,20.0
1408,1.2324,0.013489,0.19976,0.015978,0.95699,0.51979,0.80392,3.0002,82.404,2.31318,No unconnected 2-in-a-row,time pressure,14,4,,20.0
1409,2.8373,0.001,0.44313,0.021322,1.0,0.8,0.88166,2.5,20.0,2.2188299999999996,No unconnected 2-in-a-row,time pressure,14,5,,20.0
1410,7.1855,0.0070543,0.15882,0.023267,0.25,0.51455,1.1633,2.7864,16.309,1.95729,No unconnected 2-in-a-row,time pressure,15,1,,5.0
1411,5.1701,0.010469,0.40653,0.01,0.94729,0.62017,1.0472,3.2509,15.377,2.12143,No unconnected 2-in-a-row,time pressure,15,2,,5.0
1412,2.8392,0.001,0.19997,0.020003,0.60223,0.56412,0.57813,2.4999,14.999,2.34109,No unconnected 2-in-a-row,time pressure,15,3,,5.0
1413,1.2257,0.001,0.2,0.02,0.5533,0.72247,0.8648,2.7778,15.0,1.9065800000000004,No unconnected 2-in-a-row,time pressure,15,4,,5.0
1414,3.0,0.01,0.2,0.02,1.0,0.8,1.0,2.5,15.0,2.43202,No unconnected 2-in-a-row,time pressure,15,5,,5.0
1415,6.9556,0.017201,0.39099,0.020225,1.2209,0.78993,1.1236,4.4706,20.09,2.20262,No unconnected 2-in-a-row,time pressure,15,1,,10.0
1416,5.1051,0.011941,0.27695,0.01,1.0421,0.31319,0.97515,4.0379,21.544,2.3545299999999996,No unconnected 2-in-a-row,time pressure,15,2,,10.0
1417,5.0,0.001,0.34052,0.020313,1.0774,0.4,0.8,3.5,107.5,1.6203400000000001,No unconnected 2-in-a-row,time pressure,15,3,,10.0
1418,5.0,0.001,0.2835,0.025739,1.0249,0.25039,0.85225,3.7778,15.0,2.0766600000000004,No unconnected 2-in-a-row,time pressure,15,4,,10.0
1419,10.0,0.001,0.41414,0.01,0.52348,0.025174,1.5355,5.1973,10.716,2.40079,No unconnected 2-in-a-row,time pressure,15,5,,10.0
1420,10.0,0.01225,0.52109,0.01,1.2677,-0.088822,0.99329,5.0117,15.054,1.9384299999999999,No unconnected 2-in-a-row,time pressure,15,1,,20.0
1421,3.6302,0.011841,0.42805,0.021306,0.95433,0.3714,0.81934,2.5715,10.206,1.9630599999999998,No unconnected 2-in-a-row,time pressure,15,2,,20.0
1422,7.3206,0.001,0.26129,0.01,1.0732,0.2014,0.76735,3.3271,14.074,2.40125,No unconnected 2-in-a-row,time pressure,15,3,,20.0
1423,4.6925,0.001,0.18203,0.011179,1.4375,0.20372,0.5,1.625,19.92,2.0218700000000003,No unconnected 2-in-a-row,time pressure,15,4,,20.0
1424,5.0,0.001,0.3,0.01,1.0,-0.087051,0.8,1.5,13.738,2.0528699999999995,No unconnected 2-in-a-row,time pressure,15,5,,20.0
1425,5.0,0.0071652,0.2,0.02,1.0,0.8,1.0,2.5,15.0,1.9358999999999997,No unconnected 2-in-a-row,time pressure,16,1,,5.0
1426,8.0005,0.009997,0.34259,0.029346,1.2972,1.0665,0.79985,3.333,15.001,2.10224,No unconnected 2-in-a-row,time pressure,16,2,,5.0
1427,9.0,0.009353,0.56164,0.018333,2.0387,0.88889,1.0,2.5,15.0,2.0239499999999997,No unconnected 2-in-a-row,time pressure,16,3,,5.0
1428,6.0,0.001,0.3,0.02,1.1649,0.88889,1.0,2.5,9.1948,2.1662399999999997,No unconnected 2-in-a-row,time pressure,16,4,,5.0
1429,8.9725,0.0046565,0.66182,0.037572,1.7271,1.4984,1.8786,4.0376,22.029,1.83568,No unconnected 2-in-a-row,time pressure,16,5,,5.0
1430,7.8558,0.001,0.34229,0.011389,1.0515,0.44679,0.43715,3.6685,13.173,1.9570699999999999,No unconnected 2-in-a-row,time pressure,16,1,,10.0
1431,7.2712,0.0092621,0.3841,0.018626,1.9399,0.86176,0.31356,3.2131,20.377,1.90462,No unconnected 2-in-a-row,time pressure,16,2,,10.0
1432,10.0,0.0094407,0.40074,0.019861,1.6859,0.79949,0.4738,3.4342,5.9724,1.42988,No unconnected 2-in-a-row,time pressure,16,3,,10.0
1433,8.7757,0.0063501,0.42307,0.018555,1.1029,0.37308,0.84376,5.7272,16.327,2.4902500000000005,No unconnected 2-in-a-row,time pressure,16,4,,10.0
1434,7.662,0.01,0.2,0.017727,1.2729,0.8,0.7071,5.0,30.0,2.23545,No unconnected 2-in-a-row,time pressure,16,5,,10.0
1435,10.0,0.0057545,0.5,0.019744,1.9271,0.75676,1.0833,5.1458,0.53933,1.8649099999999996,No unconnected 2-in-a-row,time pressure,16,1,,20.0
1436,5.9446,0.010296,0.4534,0.014901,0.97306,0.97509,1.0445,4.5937,20.865,2.2791,No unconnected 2-in-a-row,time pressure,16,2,,20.0
1437,8.568,0.0064488,0.32187,0.016667,1.5946,0.8,1.0,4.724,15.0,2.5212,No unconnected 2-in-a-row,time pressure,16,3,,20.0
1438,5.3586,0.856,0.25436,0.021698,0.25,0.79718,1.5376,3.3283,15.018,2.3917200000000003,No unconnected 2-in-a-row,time pressure,16,4,,20.0
1439,9.9999,0.0056938,0.59581,0.035072,1.11,0.68667,1.1263,5.2223,28.984,2.05957,No unconnected 2-in-a-row,time pressure,16,5,,20.0
1440,6.8083,0.013667,0.6,0.027793,3.0,0.8,0.4709,2.5,4.8871,2.26736,No unconnected 2-in-a-row,time pressure,17,1,,5.0
1441,5.0,0.0084983,0.44735,0.035,0.99999,0.26279,0.4728,4.2899,20.0,2.6807100000000004,No unconnected 2-in-a-row,time pressure,17,2,,5.0
1442,6.0,0.018496,0.42616,0.02,0.83768,0.46515,0.97316,6.8769,14.444,2.32856,No unconnected 2-in-a-row,time pressure,17,3,,5.0
1443,2.5167,0.001,0.3,0.02,0.64263,0.53333,0.61572,2.4725,30.0,2.8595099999999998,No unconnected 2-in-a-row,time pressure,17,4,,5.0
1444,6.7418,0.0081371,0.26973,0.020001,1.0001,0.39361,0.92375,5.0001,29.999,2.65618,No unconnected 2-in-a-row,time pressure,17,5,,5.0
1445,2.9979,0.0069893,0.2452,0.039699,0.50062,0.65695,0.73101,3.7564,23.288,2.26864,No unconnected 2-in-a-row,time pressure,17,1,,10.0
1446,7.0208,0.001,0.26141,0.021915,1.0047,0.79525,0.061123,3.3426,14.958,2.0973700000000006,No unconnected 2-in-a-row,time pressure,17,2,,10.0
1447,2.4683,0.01484,0.2,0.02,0.375,0.66759,1.0,3.5,15.0,1.8099599999999998,No unconnected 2-in-a-row,time pressure,17,3,,10.0
1448,1.9414,0.001,0.21358,0.02,0.5,0.48407,0.84942,2.5,15.0,2.84084,No unconnected 2-in-a-row,time pressure,17,4,,10.0
1449,5.9549,0.015281,0.3,0.024108,1.0,0.8,0.59675,3.3333,10.0,2.36098,No unconnected 2-in-a-row,time pressure,17,5,,10.0
1450,3.1909,0.01,0.2,0.019444,1.0,0.67142,1.0,2.5,20.0,3.08949,No unconnected 2-in-a-row,time pressure,17,1,,20.0
1451,5.0,0.0106,0.11111,0.01,1.0,0.79999,0.73982,2.5,9.1497,2.32385,No unconnected 2-in-a-row,time pressure,17,2,,20.0
1452,4.9396,0.001,0.67999,0.017093,0.50591,0.68918,1.0051,4.4807,12.864,2.4125799999999997,No unconnected 2-in-a-row,time pressure,17,3,,20.0
1453,5.6368,0.024421,0.2,0.02,1.1201,0.8,1.0,2.5,15.0,1.8991399999999998,No unconnected 2-in-a-row,time pressure,17,4,,20.0
1454,5.0466,0.007,0.34903,0.01,1.0,0.55585,1.0,3.3333,15.0,1.8095299999999999,No unconnected 2-in-a-row,time pressure,17,5,,20.0
1455,0.7465,0.0044987,0.33325,0.039993,1.6211,0.63616,0.53012,2.5003,14.999,2.68084,No unconnected 2-in-a-row,time pressure,18,1,,5.0
1456,4.7595,0.010015,0.51234,0.01,4.0,1.0656,0.99914,2.6441,19.991,2.40583,No unconnected 2-in-a-row,time pressure,18,2,,5.0
1457,0.1,0.01,0.45944,0.01,1.1507,0.56842,1.0,5.0,15.0,1.72866,No unconnected 2-in-a-row,time pressure,18,3,,5.0
1458,0.1,0.014444,0.20348,0.019588,1.1722,0.8,0.68858,3.0556,30.0,2.5334899999999996,No unconnected 2-in-a-row,time pressure,18,4,,5.0
1459,0.1,0.010229,0.23461,0.020255,1.2808,0.78854,0.57873,2.8919,12.624,1.69329,No unconnected 2-in-a-row,time pressure,18,5,,5.0
1460,2.135,0.02,0.3,0.01,1.9028,0.66406,0.64085,2.7821,20.0,2.2001700000000004,No unconnected 2-in-a-row,time pressure,18,1,,10.0
1461,6.9884,0.43812,0.35,0.021072,2.0,0.8,1.3333,4.0,17.083,2.4251899999999997,No unconnected 2-in-a-row,time pressure,18,2,,10.0
1462,3.001,0.0099815,0.29905,0.01,2.0014,0.59128,0.99898,2.4982,20.431,2.51337,No unconnected 2-in-a-row,time pressure,18,3,,10.0
1463,2.5737,0.0085556,0.44619,0.016667,2.0,0.861,1.1358,4.2099,106.67,2.1715299999999997,No unconnected 2-in-a-row,time pressure,18,4,,10.0
1464,0.7888,0.035778,0.20631,0.01,1.0055,0.30725,0.8,2.8333,15.0,2.1936,No unconnected 2-in-a-row,time pressure,18,5,,10.0
1465,8.0001,0.55944,0.4046,0.017159,0.88262,0.79468,0.85738,5.032,15.768,2.14942,No unconnected 2-in-a-row,time pressure,18,1,,20.0
1466,0.1,0.0096141,0.45102,0.016678,1.0283,0.62422,0.8768,5.5574,14.996,1.7672,No unconnected 2-in-a-row,time pressure,18,2,,20.0
1467,3.9749,0.02,0.050777,0.02,0.25,1.0,1.0667,2.685,15.0,2.3788899999999997,No unconnected 2-in-a-row,time pressure,18,3,,20.0
1468,0.90979,0.019557,0.42581,0.01,1.0,0.8,0.8,2.5,15.0,2.3316600000000003,No unconnected 2-in-a-row,time pressure,18,4,,20.0
1469,5.0638,0.0075979,0.3,0.041504,0.5,1.0233,0.8,3.5,10.0,2.55882,No unconnected 2-in-a-row,time pressure,18,5,,20.0
1470,4.1895,0.0048528,0.19877,0.01,0.97655,0.39696,0.99566,2.4924,19.965,2.26143,No unconnected 2-in-a-row,time pressure,19,1,,5.0
1471,4.5124,0.019758,0.20255,0.020005,0.99442,0.44721,0.48785,2.4888,15.051,2.5103999999999997,No unconnected 2-in-a-row,time pressure,19,2,,5.0
1472,7.7242,0.0051852,0.20569,0.02,1.0096,0.31468,1.1111,5.6238,20.0,2.46128,No unconnected 2-in-a-row,time pressure,19,3,,5.0
