,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,triangle weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
585,2.8389,0.001,0.2,0.02,1.0,1.0667,1.1859,0.19632,3.6616,20.326,0.33333,1.6582899999999998,Triangle,learning,6,1,3.0,
586,4.2396,0.001,0.078084,0.014845,0.77444,0.61955,1.2578,0.13244,3.1568,12.938,0.12889,1.86735,Triangle,learning,6,2,3.0,
587,0.58964,0.005,0.0,0.01,0.5,0.95426,1.0,0.4,2.8282,30.0,0.0,1.2848000000000002,Triangle,learning,6,3,3.0,
588,1.0667,0.005,0.2,0.02,0.5706,0.94178,1.5,0.4,3.5,13.317,-0.26128,1.7177700000000002,Triangle,learning,6,4,3.0,
589,2.5167,0.001,0.2,0.02,1.0,1.1197,0.92933,0.33333,2.5,30.0,0.0,1.7409200000000002,Triangle,learning,6,5,3.0,
590,4.5618,0.001,0.20029,0.01,1.0012,0.79871,0.99857,0.29922,2.4975,15.011,0.00070873,1.84331,Triangle,learning,6,1,4.0,
591,3.3606,0.0024006,0.20129,0.02084,0.81441,1.0091,1.1058,0.89615,2.7313,16.007,-0.058118,1.7863300000000002,Triangle,learning,6,2,4.0,
592,4.3196,0.001,0.39938,0.020021,0.99985,1.1596,0.86485,0.88906,3.0004,29.992,0.00051507,1.6636100000000003,Triangle,learning,6,3,4.0,
593,5.8251,0.0014343,0.30403,0.020229,1.01,0.99172,0.98856,0.30744,3.5257,108.11,-0.64801,1.8963100000000002,Triangle,learning,6,4,4.0,
594,5.275,0.001,0.28333,0.02,1.0,1.6,0.60834,0.4,3.5,15.0,0.0,1.97133,Triangle,learning,6,5,4.0,
595,2.8389,0.001,0.16032,0.02,0.70963,0.80298,0.85347,0.23246,2.5,15.0,0.0,1.4460099999999998,Triangle,learning,6,1,5.0,
596,5.164,0.0040756,0.10864,0.019998,0.64733,1.1206,1.0001,0.30007,2.8722,14.999,-0.15583,2.1127000000000002,Triangle,learning,6,2,5.0,
597,4.1261,0.001,0.098306,0.019524,0.84183,0.77856,0.82144,0.3153,2.5417,15.191,0.011909,1.9122,Triangle,learning,6,3,5.0,
598,4.6746,0.001,0.17282,0.021818,1.0,0.8,1.0,0.25103,2.5,15.0,0.0,1.8800900000000003,Triangle,learning,6,4,5.0,
599,5.3918,0.005003,0.0,0.019984,0.4077,0.79889,0.79888,0.6008,3.4972,13.41,-0.00061765,2.06787,Triangle,learning,6,5,5.0,
600,3.9257,0.001,0.31335,0.015,0.6559,0.62964,1.0667,1.7178,4.6667,20.0,2.0185e-06,1.5661200000000002,Triangle,learning,7,1,1.0,
601,5.1433,0.001,0.27273,0.015,1.0,0.70718,0.72163,0.21667,3.3333,15.0,0.0,2.04568,Triangle,learning,7,2,1.0,
602,4.9992,0.0030901,0.23014,0.01,1.0002,0.61125,0.75074,1.0002,3.4994,19.998,-6.0594e-06,1.7805900000000001,Triangle,learning,7,3,1.0,
603,5.275,0.001,0.51394,0.01,1.2422,0.51331,0.67256,0.6,5.0,15.0,0.0,2.19025,Triangle,learning,7,4,1.0,
604,5.0,0.001,0.2,0.02,1.0,0.5404,0.1219,0.3,2.5,7.0682,0.0,2.3686800000000003,Triangle,learning,7,5,1.0,
605,3.091,0.001,0.27973,0.030047,0.99897,0.80106,0.86495,0.40631,3.5027,30.009,0.00059042,1.9792900000000002,Triangle,learning,7,1,2.0,
606,4.1491,0.001,0.2784,0.012223,0.93983,0.51015,0.83358,0.2897,2.8335,29.999,4.3273e-05,1.67514,Triangle,learning,7,2,2.0,
607,3.1809,0.001,0.18722,0.01,0.98549,0.79858,0.80078,0.78273,3.502,13.882,-0.0004385,1.70175,Triangle,learning,7,3,2.0,
608,2.8815,0.001,0.2,0.01,1.0,0.8,1.0,0.79446,2.6977,12.314,2.0185e-06,1.9919999999999998,Triangle,learning,7,4,2.0,
609,1.9109,0.001,0.11331,0.018578,0.72331,0.86399,0.47939,0.40585,3.3552,41.138,0.0,1.8827399999999996,Triangle,learning,7,5,2.0,
610,7.7061,0.001,0.25084,0.015,1.0,0.8,1.0577,0.6,3.5,20.0,0.0,2.03001,Triangle,learning,7,1,3.0,
611,1.7546,0.001,0.33333,0.01,0.50001,0.8,0.70029,0.3,3.5,15.0,0.0,1.6880700000000002,Triangle,learning,7,2,3.0,
612,4.1799,0.001,0.21347,0.01,0.49974,1.0012,0.99883,0.29924,3.5026,14.991,-0.00058511,1.79154,Triangle,learning,7,3,3.0,
613,5.1917,0.001,0.2,0.013333,0.84159,0.8,1.0,0.66667,4.6667,15.0,0.33333,2.00919,Triangle,learning,7,4,3.0,
614,3.3583,0.0049096,0.22045,0.016667,0.9525,0.93074,0.5554,0.26471,2.595,15.434,-0.1177,1.5970499999999999,Triangle,learning,7,5,3.0,
615,2.5167,0.001,0.16667,0.02,0.73126,0.49242,0.69847,0.40091,2.5,20.0,-6.0554e-06,1.82587,Triangle,learning,7,1,4.0,
616,2.9458,0.0018558,0.20709,0.016472,0.51389,0.775,0.72513,0.35358,3.2847,15.222,-0.013889,2.03316,Triangle,learning,7,2,4.0,
617,5.0,0.001,0.24009,0.02,1.0,0.8,0.78103,0.3,2.5,58.703,0.0,1.82684,Triangle,learning,7,3,4.0,
618,2.8384,0.001,0.28338,0.020006,0.85164,0.68529,0.83882,0.77004,3.5007,15.002,0.15608,1.7912599999999999,Triangle,learning,7,4,4.0,
619,6.4908,0.001,0.44794,0.015556,1.0,0.95107,0.8,0.4,3.5,9.2785,1.3457e-06,2.2078200000000003,Triangle,learning,7,5,4.0,
620,2.6498,0.003289,0.1808,0.013542,0.88224,0.80939,0.69024,0.61357,2.5183,15.083,0.10298,2.18331,Triangle,learning,7,1,5.0,
621,5.2867,0.001,0.28062,0.01,1.5019,0.67689,0.52534,0.59794,2.7792,11.742,0.001989,1.9053999999999998,Triangle,learning,7,2,5.0,
622,3.2234,0.001,0.2,0.031556,1.0504,0.46641,0.2418,0.66667,3.3334,15.0,0.33333,1.8932100000000003,Triangle,learning,7,3,5.0,
623,3.0023,0.0099209,0.19974,0.015202,1.0027,0.80396,0.59367,0.86285,4.4342,20.035,0.11331,2.0411900000000003,Triangle,learning,7,4,5.0,
624,4.9053,0.0082322,0.22334,0.021918,1.0165,0.6823,0.8,0.55556,4.5112,16.064,0.18519,1.80496,Triangle,learning,7,5,5.0,
625,4.7278,0.02,0.46495,0.02,0.625,-0.080896,1.0,0.5,2.5,15.0,0.0,2.48662,Triangle,learning,8,1,1.0,
626,5.3106,0.01,0.7,0.03,1.0,0.54442,1.0,0.6,3.3333,-105.51,0.0,2.56831,Triangle,learning,8,2,1.0,
627,0.48649,0.012847,0.21109,0.04,0.5,0.28704,1.0,0.25443,2.7778,15.0,0.0,2.48975,Triangle,learning,8,3,1.0,
628,2.527,0.023894,0.22856,0.0168,0.43188,0.26891,0.89745,0.14988,3.0167,161.97,-0.13031,2.48564,Triangle,learning,8,4,1.0,
629,2.8375,0.19507,0.25782,0.018568,0.25,0.27394,0.77647,0.13911,3.7222,42.667,0.16667,2.3981299999999997,Triangle,learning,8,5,1.0,
630,0.57448,0.0057274,0.30374,0.020385,0.54129,0.53936,0.8119,1.2212,4.7063,20.117,0.0066103,2.03565,Triangle,learning,8,1,2.0,
631,3.0,0.0036785,0.2,0.02,0.77114,0.4,0.34811,0.3,2.5,15.0,0.33333,2.4368000000000003,Triangle,learning,8,2,2.0,
632,1.3841,0.0048621,0.19363,0.01725,0.46173,0.73111,0.86889,1.1148,4.8963,17.47,0.0,2.1459799999999998,Triangle,learning,8,3,2.0,
633,1.3681,0.0028505,0.20591,0.020006,0.49972,0.63236,0.8262,0.44407,5.296,17.298,0.22191,1.9218999999999997,Triangle,learning,8,4,2.0,
634,2.1417,0.0040484,0.29316,0.01944,1.0,0.4,0.85323,1.0,3.5,37.179,7.8939e-07,2.18181,Triangle,learning,8,5,2.0,
635,5.1596,0.0018918,0.33245,0.027837,0.49815,0.75132,0.94591,1.0406,2.4512,20.433,0.36038,2.11475,Triangle,learning,8,1,3.0,
636,0.1,0.0027824,0.10746,0.03418,0.67976,0.98303,0.4483,1.3396,3.8078,15.636,0.23748,1.8916899999999999,Triangle,learning,8,2,3.0,
637,5.8684,0.0032555,0.06853,0.013207,0.66434,0.97221,0.50419,0.84862,2.7582,16.549,0.49767,2.3054599999999996,Triangle,learning,8,3,3.0,
638,1.0687,0.0051049,0.31611,0.024635,0.72468,0.8005,0.42001,1.5077,5.5048,30.016,0.013151,1.8903199999999998,Triangle,learning,8,4,3.0,
639,0.78039,0.0024508,0.37491,0.01,0.43746,0.91263,0.91252,1.9695,7.2809,28.999,-9.5983e-05,1.77191,Triangle,learning,8,5,3.0,
640,1.2321,0.01,0.2,0.02,0.41175,1.0,0.44094,2.1694,4.8218,107.79,0.0,1.65077,Triangle,learning,8,1,4.0,
641,2.5167,0.001,0.20526,0.02,0.51328,0.8,0.99999,2.4399,5.0,30.0,-6.0555e-06,1.9552399999999999,Triangle,learning,8,2,4.0,
642,0.1,0.019389,0.28257,0.03,0.5,1.0,0.8,3.139,7.0,15.0,0.45572,1.79439,Triangle,learning,8,3,4.0,
643,0.1,0.0049815,0.29912,0.01,0.4997,1.1664,0.77487,2.6708,6.9948,29.982,0.4333,2.0121599999999997,Triangle,learning,8,4,4.0,
644,1.1226,0.001,0.20408,0.036447,0.55737,0.97107,0.85494,2.4155,4.9494,13.98,0.54094,1.75624,Triangle,learning,8,5,4.0,
645,2.0333,0.0055389,0.29048,0.02,0.5,0.8,0.99999,0.75747,5.0,20.0,0.0,2.14014,Triangle,learning,8,1,5.0,
646,1.6144,0.0073333,0.28142,0.01,0.49012,0.8344,0.73852,1.3117,3.7319,22.422,0.11082,1.9164800000000004,Triangle,learning,8,2,5.0,
647,0.1,0.0063648,0.10493,0.014753,0.51233,0.8222,0.7778,1.21,3.5555,14.803,0.012333,1.8072700000000002,Triangle,learning,8,3,5.0,
648,2.7086,0.001,0.20009,0.01,0.65506,0.80003,0.15896,0.99984,3.5005,15.002,0.00010798,1.80083,Triangle,learning,8,4,5.0,
649,2.5125,0.001,0.1,0.028014,0.46076,0.575,1.025,1.3963,3.9124,19.073,0.875,1.89968,Triangle,learning,8,5,5.0,
650,0.1,0.0043333,0.35,0.032513,0.49665,0.58008,0.91666,0.54583,2.979,15.667,0.33313,2.53029,Triangle,learning,9,1,1.0,
651,3.0,0.01,0.3,0.04,1.0,0.8,0.8,0.3,2.5,20.0,0.0,2.54346,Triangle,learning,9,2,1.0,
652,3.0721,0.019999,0.37712,0.030001,1.0,0.74547,1.0,0.31024,5.7766,5.0839,-5.5079e-05,2.39589,Triangle,learning,9,3,1.0,
653,3.4798,0.001,0.51987,0.01,1.004,0.69385,1.256,0.24976,4.8857,19.188,1.0386,2.57748,Triangle,learning,9,4,1.0,
654,2.1006,0.0099994,0.39873,0.019054,0.99478,0.71947,1.003,0.39803,3.5035,14.976,-0.14059,2.3971899999999997,Triangle,learning,9,5,1.0,
655,1.668,0.001,0.33508,0.016597,0.84588,1.0218,1.1763,0.46017,5.2211,-853.62,-0.039652,1.7446100000000002,Triangle,learning,9,1,2.0,
656,1.8673,0.005,0.3,0.03335,0.73324,1.0,1.0,0.4,4.455,-6.2554,0.074074,2.06365,Triangle,learning,9,2,2.0,
657,2.1689,0.0046667,0.39299,0.021915,1.0,1.0158,1.0,0.22222,4.6598,-192.79,0.074074,1.8138099999999997,Triangle,learning,9,3,2.0,
658,8.4432,0.001,0.22584,0.02,0.91063,1.0732,1.0,0.33334,3.3609,-22.244,0.11111,1.90286,Triangle,learning,9,4,2.0,
659,2.582,0.0097127,0.3,0.02,1.1668,1.2081,1.0,0.3,3.5,-12.762,-0.1126,1.77604,Triangle,learning,9,5,2.0,
660,0.93519,0.011636,0.4678,0.020441,0.77444,1.0857,0.95766,0.3183,10.063,9.5112,-0.11932,2.0964099999999997,Triangle,learning,9,1,3.0,
661,1.1726,0.0038437,0.4341,0.01,0.52479,1.0478,0.95557,0.32888,5.0778,4.0283,-0.46334,1.8535499999999998,Triangle,learning,9,2,3.0,
662,2.9961,0.0049844,0.30064,0.022067,1.0017,1.002,0.73646,0.15376,5.0035,-135.02,0.00099157,1.8710499999999999,Triangle,learning,9,3,3.0,
663,2.8478,0.01,0.3,0.03,0.5,0.8,1.0,0.3,37.557,15.0,0.0,1.8092400000000002,Triangle,learning,9,4,3.0,
664,1.517,0.001,0.32757,0.016667,0.76183,0.76297,1.3333,0.29259,4.6667,-46.667,0.0,1.89358,Triangle,learning,9,5,3.0,
665,1.55,0.0036746,0.3,0.03,0.74228,0.8,1.0,0.6,4.6667,0.0,0.0,1.90767,Triangle,learning,9,1,4.0,
666,0.1,0.0052711,0.20741,0.01963,0.60919,0.98149,0.89511,0.30809,5.875,7.2638,0.23148,1.86551,Triangle,learning,9,2,4.0,
667,2.5713,0.0058333,0.2,0.1391,0.85492,0.8,1.0299,0.3,3.5,15.0,0.0,1.82089,Triangle,learning,9,3,4.0,
668,2.5796,0.003097,0.11604,0.01,0.45105,0.65618,1.6094,0.47062,9.7458,2.7854,-0.47175,1.8993699999999998,Triangle,learning,9,4,4.0,
669,3.1821,0.001,0.38622,0.020279,1.0201,0.77933,0.97703,0.41493,5.0402,-134.82,-0.011483,1.7907500000000003,Triangle,learning,9,5,4.0,
670,2.8683,0.010681,0.23773,0.063872,1.1435,0.46876,1.0543,0.1772,4.7402,-35.977,0.19208,1.8661,Triangle,learning,9,1,5.0,
671,2.5069,0.0089259,0.2141,0.07093,0.68097,0.18982,1.8241,1.0347,5.9057,-131.07,-0.24537,1.8482899999999998,Triangle,learning,9,2,5.0,
672,0.1,0.004993,0.31723,0.043305,0.48351,0.69282,1.0009,0.29954,4.4425,-11.13,-2.0236e-06,1.7598499999999997,Triangle,learning,9,3,5.0,
673,3.5626,0.001,0.24587,0.01,0.5625,0.1094,0.59266,0.625,5.875,-278.16,0.071026,1.6560499999999998,Triangle,learning,9,4,5.0,
674,3.0028,0.0058124,0.30256,0.020029,1.1894,0.5382,1.3359,0.51436,4.661,-28.374,0.00099153,1.8307100000000003,Triangle,learning,9,5,5.0,
675,5.2328,0.001,0.2,0.023333,1.0,0.8,0.99999,0.3,2.5,15.0,0.0,1.59675,Triangle,learning,10,1,1.0,
676,10.0,0.0081533,0.24456,0.021584,1.0693,0.77039,1.1006,0.24851,3.472,4.1559,-0.020613,2.2707,Triangle,learning,10,2,1.0,
677,4.5508,0.0038494,0.089828,0.01,0.97307,0.58357,0.89631,0.46788,3.4332,20.343,0.0,1.69094,Triangle,learning,10,3,1.0,
678,5.0,0.010624,0.3,0.02,1.1667,0.8,1.0,0.3,3.3333,20.0,0.0,1.6808899999999998,Triangle,learning,10,4,1.0,
679,5.0,0.0050001,0.2,0.02,1.0,0.48325,1.0,0.30001,3.3333,18.333,5.0794e-06,2.1169000000000002,Triangle,learning,10,5,1.0,
680,2.8389,0.005,0.1,0.03,0.98093,1.1907,0.8,0.3,2.5,10.0,0.0,1.8690600000000004,Triangle,learning,10,1,2.0,
681,3.0,0.001,0.27173,0.02,0.72966,0.8,0.93622,0.0,3.4961,15.0,0.0,1.79204,Triangle,learning,10,2,2.0,
682,3.978,0.001,0.24196,0.01,0.89766,0.99693,1.0497,0.27412,2.5054,14.975,-0.0015372,1.76361,Triangle,learning,10,3,2.0,
683,5.6166,0.001,0.25145,0.015,0.99999,1.0667,1.0,0.3,3.3333,13.741,0.0,1.7686700000000002,Triangle,learning,10,4,2.0,
684,5.5633,0.001,0.29852,0.026966,1.0155,1.2493,1.0,0.3338,3.7037,30.0,0.0279,1.54459,Triangle,learning,10,5,2.0,
685,6.0,0.001,0.28953,0.02,1.0544,1.0833,1.3333,0.24804,2.5,15.0,0.33333,1.74518,Triangle,learning,10,1,3.0,
686,4.1935,0.010977,0.1,0.01,0.97436,0.8,1.0,0.508,2.5,15.0,0.0,1.66152,Triangle,learning,10,2,3.0,
687,3.2599,0.0041111,0.091842,0.02,0.96045,0.88237,1.0,0.33333,2.5,20.0,-2.0185e-06,1.53135,Triangle,learning,10,3,3.0,
688,3.0,0.001,0.23842,0.01,1.0,0.8,1.0,0.3,2.5,30.0,0.0,1.80778,Triangle,learning,10,4,3.0,
689,4.3163,0.0047778,0.15415,0.02,1.0,0.8,1.1834,0.5,2.5,5.6287,-0.20047,1.6976400000000003,Triangle,learning,10,5,3.0,
690,8.3333,0.0022453,0.1,0.019292,1.0324,0.90864,0.94943,0.0,3.6288,13.412,-0.085872,1.43017,Triangle,learning,10,1,4.0,
691,5.0,0.001,0.11029,0.03,0.99999,0.8,1.0495,-0.19989,2.5,15.0,0.0,1.51969,Triangle,learning,10,2,4.0,
692,10.0,0.0023467,0.19997,0.030166,0.96109,1.0712,1.005,0.30325,3.5113,14.96,0.0025037,1.70855,Triangle,learning,10,3,4.0,
693,5.7313,0.001,0.046795,0.01772,1.0,0.74793,0.99999,-0.32283,2.5,15.0,-0.13776,1.5285100000000003,Triangle,learning,10,4,4.0,
694,7.4756,0.001,0.1,0.01,1.1667,0.8,0.95604,0.1154,3.3333,21.29,0.0,1.6661100000000002,Triangle,learning,10,5,4.0,
695,8.6796,0.001,0.2,0.017571,1.1279,0.8,0.99999,0.33333,5.1101,15.0,4.037e-06,1.5759,Triangle,learning,10,1,5.0,
696,5.8969,0.0052378,0.13218,0.01,1.0876,1.0149,0.76674,0.33233,4.7917,19.5,0.29317,1.51058,Triangle,learning,10,2,5.0,
697,7.0,0.01,0.1,0.016034,1.0,0.8,1.0,0.6,5.0,15.0,0.47961,1.55616,Triangle,learning,10,3,5.0,
698,5.0,0.0047254,0.1,0.02,1.0,0.67218,1.0,0.22828,3.5,10.0,0.33333,1.62243,Triangle,learning,10,4,5.0,
699,3.5357,0.0054632,0.099568,0.030695,1.0379,0.82632,1.0053,0.45582,3.5032,12.265,0.037372,1.6492200000000001,Triangle,learning,10,5,5.0,
700,4.731,0.02,0.23781,0.018245,1.0277,0.23741,0.8,0.76954,2.2958,8.1735,0.073312,2.83447,Triangle,learning,11,1,1.0,
701,4.7277,0.010575,0.33082,0.016754,0.95671,-0.20707,0.8,0.5,2.5,15.0,0.0,2.3976200000000003,Triangle,learning,11,2,1.0,
702,3.2451,0.027957,0.13335,0.02,0.635,0.19368,0.87194,0.70055,1.6667,138.71,0.0,2.7985599999999997,Triangle,learning,11,3,1.0,
703,5.5599,0.013667,0.47056,0.10004,1.0721,0.30125,0.86667,0.33333,1.8333,15.0,0.33333,2.44719,Triangle,learning,11,4,1.0,
704,6.7595,0.023718,0.4098,0.020127,0.33958,0.031245,1.42,1.065,3.1817,-55.428,-0.043327,2.2953099999999997,Triangle,learning,11,5,1.0,
705,6.5621,0.004972,0.27189,0.032548,0.49565,1.0616,0.9965,1.7484,4.7674,7.9386,0.00025491,2.1212400000000002,Triangle,learning,11,1,2.0,
706,4.4434,0.001,0.30702,0.022053,0.5,0.76201,1.0,0.33959,3.3227,15.0,0.0,2.2975499999999998,Triangle,learning,11,2,2.0,
707,2.979,0.003627,0.25507,0.01,0.52035,0.80042,0.82937,0.74038,2.7787,14.15,-0.00023306,1.93765,Triangle,learning,11,3,2.0,
708,3.0,0.0067582,0.20592,0.02,0.5,0.8,1.0,1.921,4.6667,15.0,0.33333,1.9110099999999999,Triangle,learning,11,4,2.0,
709,3.1667,0.005,0.3,0.019815,0.53924,0.75461,1.0,1.0,4.4444,146.67,0.0,1.9639599999999997,Triangle,learning,11,5,2.0,
710,6.2703,0.0060271,0.14895,0.018921,0.80559,0.86994,0.60135,0.54346,3.7196,16.766,0.23373,2.0475800000000004,Triangle,learning,11,1,3.0,
711,2.6046,0.001,0.27653,0.01,0.40409,0.9284,0.54674,0.19681,2.5,15.556,6.7283e-07,1.9954299999999996,Triangle,learning,11,2,3.0,
712,4.5722,0.0074769,0.23457,0.059058,0.625,0.9775,0.94417,0.6,2.5,7.9252,0.0,2.07449,Triangle,learning,11,3,3.0,
713,6.9,0.006647,0.40108,0.025,1.0,1.0235,1.0,1.0,5.0,81.682,0.5009,2.09458,Triangle,learning,11,4,3.0,
714,2.6577,0.001,0.19282,0.021334,0.88419,0.81621,0.97954,0.68201,2.5358,9.8875,-0.01023,2.18778,Triangle,learning,11,5,3.0,
715,3.55,0.001,0.33005,0.01,0.79328,1.0,1.0919,0.6,3.2616,10.0,0.0,1.70522,Triangle,learning,11,1,4.0,
716,3.4997,0.0023958,0.19195,0.01,0.86271,1.0667,0.82663,0.3,2.7778,30.0,-0.31325,2.0214100000000004,Triangle,learning,11,2,4.0,
717,3.5,0.001,0.26738,0.022963,0.64352,0.98068,0.90063,0.3,3.4711,21.111,0.0,1.90092,Triangle,learning,11,3,4.0,
718,5.6111,0.001,0.3,0.03,0.62445,1.0,1.0631,0.25775,3.6937,20.0,0.0,1.8462399999999999,Triangle,learning,11,4,4.0,
719,7.2555,0.0043889,0.33706,0.020437,1.0,1.3333,0.9694,0.3,3.9478,12.778,-0.43209,1.75183,Triangle,learning,11,5,4.0,
720,2.5047,0.001,0.12228,0.032249,0.54296,1.3059,1.1797,0.41673,3.0959,152.67,-0.00017978,1.77115,Triangle,learning,11,1,5.0,
721,2.2962,0.0055,0.066969,0.02,0.41667,1.0,0.8,0.4,2.1959,15.0,0.0,2.0098000000000003,Triangle,learning,11,2,5.0,
722,5.0,0.001,0.2,0.02,1.0,0.8,1.3333,0.5,2.5,15.0,0.0,1.611,Triangle,learning,11,3,5.0,
723,6.425,0.005,0.2,0.02,0.625,1.1348,1.1986,0.4,3.6153,26.667,6.0555e-06,1.55168,Triangle,learning,11,4,5.0,
724,3.9642,0.0076114,0.16677,0.022283,0.95861,1.5997,0.99969,0.2998,3.3339,14.998,-0.00015501,1.6539000000000001,Triangle,learning,11,5,5.0,
725,7.0,0.01,0.2,0.02,1.0,0.8,1.0,0.25972,5.0,15.0,0.0,1.7034300000000002,Triangle,learning,12,1,1.0,
726,3.7877,0.010724,0.2079,0.020747,0.99981,0.79563,0.90005,0.48875,3.6874,44.223,-0.013292,2.0825,Triangle,learning,12,2,1.0,
727,4.2255,0.006889,0.20009,0.020441,0.57737,0.7998,0.9846,0.49983,3.5005,14.998,-0.00057843,1.9547600000000003,Triangle,learning,12,3,1.0,
728,5.0868,0.0086345,0.18435,0.02092,0.45916,0.725,1.0471,0.24583,4.8594,14.333,-0.041667,2.27145,Triangle,learning,12,4,1.0,
729,2.5125,0.007,0.1,0.01,1.1907,0.575,0.54411,0.47917,2.0625,17.0,-0.125,2.00181,Triangle,learning,12,5,1.0,
730,3.1815,0.0039921,0.2,0.030294,0.99279,0.8,0.8,0.77779,2.9373,15.0,0.11111,2.24296,Triangle,learning,12,1,2.0,
731,1.55,0.01,0.16542,0.01,0.70371,0.8,0.87754,0.66667,2.5,15.0,0.33333,2.1809199999999995,Triangle,learning,12,2,2.0,
732,2.9734,0.001,0.34161,0.02296,0.50669,0.70458,0.54758,0.29576,3.3572,14.891,0.0069389,2.13525,Triangle,learning,12,3,2.0,
733,3.2058,0.001,0.27134,0.017193,0.54358,0.71298,1.0,0.77778,3.3333,15.0,0.22222,2.2648099999999998,Triangle,learning,12,4,2.0,
734,2.7354,0.001,0.32953,0.03,0.88779,0.7849,0.92767,0.99469,2.7814,15.0,0.33333,1.8383200000000002,Triangle,learning,12,5,2.0,
735,1.9716,0.001,0.20235,0.03,0.48611,0.66185,0.8,0.3,3.5,20.0,0.33333,1.98875,Triangle,learning,12,1,3.0,
736,3.0,0.001,0.2,0.01,0.43443,0.8,0.8,0.3,3.5,15.0,-0.061803,2.67801,Triangle,learning,12,2,3.0,
737,0.7133,0.0089192,0.30898,0.015521,1.0229,0.8,0.37595,0.71851,2.8908,37.974,0.076398,2.2587500000000005,Triangle,learning,12,3,3.0,
738,4.8201,0.001,0.31826,0.045001,1.0534,0.85488,-0.32156,0.56036,3.2266,15.488,0.50746,2.1504899999999996,Triangle,learning,12,4,3.0,
739,3.3559,0.0060123,0.2458,0.018298,0.7564,0.8,0.76302,0.6,3.3333,13.554,0.33333,2.1902100000000004,Triangle,learning,12,5,3.0,
740,4.1199,0.001,0.20003,0.016377,0.77585,0.73011,1.0398,0.77783,4.7385,15.001,0.68388,1.9496899999999997,Triangle,learning,12,1,4.0,
741,2.9914,0.0013151,0.097072,0.034778,0.50222,0.84969,0.79829,0.49668,3.49,14.965,0.0022158,1.9496000000000002,Triangle,learning,12,2,4.0,
742,3.0,0.005,0.2,0.03,0.58333,0.8,1.0,0.3,5.0,15.0,0.32323,1.8010699999999997,Triangle,learning,12,3,4.0,
743,2.8671,0.0066667,0.2699,0.02,0.95025,0.8,1.0667,1.0,4.6667,13.333,0.33333,2.08139,Triangle,learning,12,4,4.0,
744,3.0,0.001,0.21111,0.01,0.99999,0.8,0.69909,0.66667,3.5,15.0,0.33333,1.81718,Triangle,learning,12,5,4.0,
745,3.1792,0.003747,0.11032,0.02,0.98164,0.8,0.76293,0.66667,2.668,20.0,-3.1932e-06,2.26723,Triangle,learning,12,1,5.0,
746,2.8389,0.001,0.4,0.02,0.65334,0.67652,1.0,0.3,5.0,15.0,0.0,2.1373699999999998,Triangle,learning,12,2,5.0,
747,0.1,0.0056967,0.18741,0.0125,0.76017,0.76733,0.73352,0.34613,4.0398,14.712,0.092236,1.7823800000000003,Triangle,learning,12,3,5.0,
748,0.73709,0.001,0.26768,0.01,0.99992,0.921,0.88081,0.99284,3.1358,15.87,0.054377,2.2369600000000007,Triangle,learning,12,4,5.0,
749,2.0633,0.005437,0.21213,0.020923,0.96344,0.76239,0.90859,0.857,3.9829,120.53,0.35526,1.8364699999999998,Triangle,learning,12,5,5.0,
750,7.0,0.01,0.2,0.02,0.5,0.8,1.0,0.3,3.5,10.0,0.0,2.3550999999999997,Triangle,learning,13,1,1.0,
751,7.2215,0.005,0.20817,0.02,0.41667,0.63925,0.88889,0.3,3.0778,15.021,0.0,2.11036,Triangle,learning,13,2,1.0,
752,8.3667,0.005,0.29948,0.02,0.5,0.25333,1.4573,0.36667,5.0,17.222,1.0,1.7630499999999998,Triangle,learning,13,3,1.0,
753,4.6074,0.0024521,0.26762,0.02963,0.50033,0.57461,1.0093,0.075237,3.3304,20.102,0.0046296,1.88152,Triangle,learning,13,4,1.0,
754,4.1833,0.0065564,0.15,0.02158,0.5,0.57778,0.88312,0.33704,2.5,15.0,0.0,2.0770500000000003,Triangle,learning,13,5,1.0,
755,3.0,0.005,0.29476,0.03,0.56834,0.65057,1.0,0.3,3.3333,13.333,0.0,1.9192399999999998,Triangle,learning,13,1,2.0,
756,0.9537,0.005,0.16667,0.03,0.5,0.4,1.0,0.3,5.5556,177.94,0.0,2.09355,Triangle,learning,13,2,2.0,
757,0.1,0.099719,0.20729,0.016749,0.49496,0.7836,1.0183,0.30087,4.2471,16.447,1.7193e-05,2.04718,Triangle,learning,13,3,2.0,
758,3.5356,0.0027878,0.16863,0.023333,0.72266,0.45339,1.0,0.3,3.9262,15.0,0.074074,1.9452500000000001,Triangle,learning,13,4,2.0,
759,4.8653,0.001,0.35821,0.030021,1.0005,0.24425,1.0005,0.29966,2.9552,13.336,-0.00026416,2.0484,Triangle,learning,13,5,2.0,
760,3.0,0.0056433,0.19033,0.01,0.50517,0.93152,1.1475,0.3,4.6667,15.0,0.0,1.8319799999999997,Triangle,learning,13,1,3.0,
761,3.0,0.021111,0.2,0.02,1.0,1.0,1.0,0.3,3.3333,6.0908,0.0,1.60113,Triangle,learning,13,2,3.0,
762,3.3946,0.0040349,0.1,0.01,0.97819,0.8,0.8,0.3,2.7778,11.157,-0.22267,1.91893,Triangle,learning,13,3,3.0,
