,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,triangle weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
817,2.5579,0.0046219,0.13289,0.021333,1.0,0.73503,0.8,0.33333,3.5,61.98,4.037e-06,1.6413600000000002,Triangle,learning,15,3,4.0,
818,2.5167,0.001,0.11469,0.015278,0.99999,0.4,1.0,0.53351,3.8889,16.667,0.0,1.95367,Triangle,learning,15,4,4.0,
819,2.3867,0.001,0.17658,0.01,0.96942,0.6142,1.0349,0.32271,3.8103,14.72,0.11931,1.4519199999999999,Triangle,learning,15,5,4.0,
820,3.1667,0.001,0.2,0.02,0.58334,0.67565,1.0804,0.5,3.9422,10.0,0.0,1.7520599999999997,Triangle,learning,15,1,5.0,
821,4.8565,0.0020053,0.10194,0.01,0.40492,0.8153,1.23,0.29886,3.6522,19.885,-0.013619,1.4708199999999998,Triangle,learning,15,2,5.0,
822,1.0271,0.0050247,0.060789,0.023423,0.50154,0.79722,0.89983,0.50231,5.4356,26.709,0.0015432,1.7188299999999999,Triangle,learning,15,3,5.0,
823,6.425,0.0058333,0.0,0.016667,0.375,1.0,1.1688,0.3,3.6013,20.0,-6.0555e-06,1.4454500000000001,Triangle,learning,15,4,5.0,
824,10.0,0.0014445,0.2,0.02,0.5,0.8,1.0845,0.28446,5.9855,10.0,0.0,1.7767799999999998,Triangle,learning,15,5,5.0,
825,6.5522,0.0032934,0.19366,0.026051,0.85808,0.54864,1.0429,0.60905,4.0406,20.617,-6.0555e-06,1.56077,Triangle,learning,16,1,1.0,
826,6.7712,0.01,0.2,0.01,0.5,0.4384,1.0667,0.3,4.6667,13.333,0.0,1.76167,Triangle,learning,16,2,1.0,
827,6.0,0.0043037,0.26953,0.02,0.5,0.66597,1.2871,0.3,5.0,15.0,-0.13303,1.98341,Triangle,learning,16,3,1.0,
828,8.92,0.001877,0.26141,0.02,0.25,0.4,1.3353,0.21345,5.6299,15.0,0.0,1.8145499999999999,Triangle,learning,16,4,1.0,
829,3.0,0.0099999,0.067684,0.04,0.5,0.4,1.0,0.3,4.4004,15.0,-6.0555e-06,1.8881899999999998,Triangle,learning,16,5,1.0,
830,2.1851,0.005,0.1,0.01,0.5,0.88889,1.0,1.0,8.0,152.33,0.0,1.71223,Triangle,learning,16,1,2.0,
831,2.0941,0.0048351,0.12646,0.01,0.78008,0.84221,0.69143,0.3703,3.7714,13.795,-0.060317,1.5876199999999998,Triangle,learning,16,2,2.0,
832,2.4811,0.001,0.13333,0.020196,0.55499,0.76669,0.8,0.6,4.6667,84.4,0.0,1.8135600000000003,Triangle,learning,16,3,2.0,
833,1.0846,0.011668,0.080764,0.026389,0.58413,0.73295,0.99872,0.4009,5.1891,19.162,-0.00063971,1.6042,Triangle,learning,16,4,2.0,
834,2.0494,0.001,0.10863,0.01,0.50011,0.53318,1.0198,0.30014,6.9995,15.002,0.00010672,1.53435,Triangle,learning,16,5,2.0,
835,5.1352,0.007,0.1561,0.01,0.7576,0.68914,1.0716,0.67328,4.1565,15.0,0.0,2.1776799999999996,Triangle,learning,16,1,3.0,
836,7.5897,0.001,0.16522,0.024493,0.80344,0.59782,1.2246,0.44602,4.2381,13.203,-0.48039,1.83546,Triangle,learning,16,2,3.0,
837,4.7453,0.008356,0.19108,0.01,0.25,0.62074,1.3393,0.30387,7.0134,18.83,-0.00077545,1.80382,Triangle,learning,16,3,3.0,
838,4.7489,0.003,0.2,0.01,0.6755,0.48451,1.0,0.3,3.3333,30.0,0.0,1.7709199999999998,Triangle,learning,16,4,3.0,
839,5.3675,0.0053958,0.16974,0.016663,0.49992,0.80022,1.0002,0.29984,3.6373,14.998,0.33321,1.7872700000000001,Triangle,learning,16,5,3.0,
840,3.4605,0.001,0.2,0.019445,0.5,0.8,1.0,0.23987,4.7703,16.667,0.0,1.8520800000000002,Triangle,learning,16,1,4.0,
841,5.5788,0.001,0.3,0.02,0.5,0.8,1.3197,0.4,4.2743,120.0,0.0,1.6612300000000002,Triangle,learning,16,2,4.0,
842,4.2366,0.0013648,0.27778,0.01,0.40972,0.81875,1.0479,0.31286,2.7546,14.833,-0.32961,1.6665800000000002,Triangle,learning,16,3,4.0,
843,3.3957,0.0067766,0.13811,0.029298,0.25,0.77512,1.0494,0.57989,5.3807,19.287,0.26794,1.8490300000000002,Triangle,learning,16,4,4.0,
844,5.321,0.001,0.21306,0.016667,0.64439,0.8065,1.426,0.4,3.5,9.3886,-0.37399,1.79803,Triangle,learning,16,5,4.0,
845,4.1466,0.0029544,0.097718,0.014886,0.31107,1.0301,1.0301,0.018669,2.8859,12.954,0.12785,1.56296,Triangle,learning,16,1,5.0,
846,3.5696,0.0047421,0.083157,0.025842,0.40965,0.86852,1.2921,0.11013,4.4888,17.337,-1.2111e-05,1.6581400000000002,Triangle,learning,16,2,5.0,
847,3.3615,0.001,0.1,0.023293,0.5,0.8,1.0,0.3,2.5,20.0,0.0,1.44898,Triangle,learning,16,3,5.0,
848,3.0,0.001,0.094698,0.027107,0.6976,0.8,1.0337,0.3,2.5975,20.0,0.0,1.69101,Triangle,learning,16,4,5.0,
849,2.4149,0.001,0.15981,0.015453,0.25,0.95566,0.97079,0.3,4.4878,78.757,0.037037,1.9261,Triangle,learning,16,5,5.0,
850,5.9562,0.001,0.14388,0.024868,0.90785,0.92536,0.84192,0.032725,3.6797,20.485,0.14809,1.0062650000000002,Triangle,learning,17,1,1.0,
851,9.9999,0.001,0.2,0.03,0.95833,0.8,1.0,0.3,3.6495,30.0,1.0,1.23482,Triangle,learning,17,2,1.0,
852,6.0,0.001,0.1,0.023333,1.1065,0.88889,1.0,0.3,2.5,8.5578,-6.0555e-06,1.6359400000000002,Triangle,learning,17,3,1.0,
853,10.0,0.001,0.10015,0.030031,0.99932,0.7993,1.0008,0.3005,2.4987,14.994,-6.0389e-06,1.26628,Triangle,learning,17,4,1.0,
854,8.9484,0.001,0.1,0.02,1.0,0.8,1.0,0.3,2.5,15.0,0.0,1.5425000000000002,Triangle,learning,17,5,1.0,
855,3.0,0.001,0.13549,0.029583,0.80583,0.8,1.0,0.43333,3.3333,15.0,2.0185e-06,1.8473399999999998,Triangle,learning,17,1,2.0,
856,3.2534,0.001,0.16687,0.022599,0.8863,0.68306,0.87007,0.38445,3.2745,13.961,1.0446,1.73433,Triangle,learning,17,2,2.0,
857,3.0,0.01,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,0.0,1.8864800000000002,Triangle,learning,17,3,2.0,
858,2.8034,0.0025275,0.06963,0.018032,0.79014,0.50322,1.2398,-0.054505,3.3028,15.277,0.30102,1.9810800000000004,Triangle,learning,17,4,2.0,
859,3.0,0.0038161,0.1,0.02,1.0,0.8,1.0,0.4,2.5,20.426,0.33333,1.74609,Triangle,learning,17,5,2.0,
860,3.0,0.005,0.1,0.02,0.5,0.8,1.0,0.3,3.5,200.0,0.0,1.44567,Triangle,learning,17,1,3.0,
861,3.3474,0.0014807,0.13488,0.01,1.0,0.8,1.0,0.3,3.5,15.0,0.0,1.32295,Triangle,learning,17,2,3.0,
862,6.0,0.001,0.2,0.02,1.0,0.43431,1.3333,0.3,2.7307,15.0,0.0,1.6811099999999999,Triangle,learning,17,3,3.0,
863,9.01,0.001,0.2,0.02,0.5,0.46455,1.5526,0.0,3.8889,15.0,0.0,1.90135,Triangle,learning,17,4,3.0,
864,3.0,0.001,0.1,0.022927,0.65757,0.8,1.1848,0.6,4.6667,15.0,-0.1448,1.6057000000000001,Triangle,learning,17,5,3.0,
865,9.1497,0.001,0.10002,0.01,0.95842,0.79999,0.99989,0.29993,3.4567,19.999,-5.0925e-05,1.49404,Triangle,learning,17,1,4.0,
866,2.8356,0.0044978,0.10556,0.01,0.6513,0.8,1.2043,0.3,5.0,19.588,-0.27778,1.4069699999999998,Triangle,learning,17,2,4.0,
867,3.4855,0.0014445,0.024012,0.01,0.99999,0.80001,0.95646,0.29999,3.3456,15.0,5.0869e-06,1.82504,Triangle,learning,17,3,4.0,
868,3.4371,0.001,0.052738,0.028715,0.95244,0.81987,1.0997,0.26107,3.388,20.0,0.0,1.3640200000000002,Triangle,learning,17,4,4.0,
869,3.1578,0.0020617,0.061429,0.01,0.78699,0.8,1.0,0.3,2.6912,15.0,0.0,1.4466100000000002,Triangle,learning,17,5,4.0,
870,2.9971,0.002003,0.028014,0.02003,0.49924,1.2031,1.1257,0.33258,2.5027,21.454,0.00075602,1.5377800000000001,Triangle,learning,17,1,5.0,
871,2.5167,0.005,0.1,0.01,0.8132,1.6,1.0,0.57575,3.5,15.0,0.0,1.5785399999999998,Triangle,learning,17,2,5.0,
872,3.3985,0.001,0.082062,0.015168,0.78989,1.3992,1.0932,0.35169,4.1573,16.921,0.12006,1.36657,Triangle,learning,17,3,5.0,
873,4.1851,0.0029473,0.08966,0.03,0.98611,0.91958,0.90741,0.3,3.5,40.0,0.0,1.58705,Triangle,learning,17,4,5.0,
874,4.7759,0.0017782,0.1685,0.01,1.0,1.4017,1.1186,0.3,3.3333,5.9238,0.0,1.1838,Triangle,learning,17,5,5.0,
875,5.0,0.01,0.4,0.018017,1.0299,0.44444,1.0,1.0,2.6337,40.0,0.0,2.5512,Triangle,learning,18,1,1.0,
876,4.1227,0.011228,0.19178,0.019589,1.0134,0.23749,0.33175,0.40837,2.464,15.164,-0.010278,2.1823099999999998,Triangle,learning,18,2,1.0,
877,7.1225,0.014871,0.49255,0.019902,1.004,0.60403,0.43417,0.66322,4.677,19.952,-0.42735,2.27522,Triangle,learning,18,3,1.0,
878,10.0,0.0042675,0.66464,0.030187,0.51535,0.40327,0.31724,0.046155,14.859,24.771,-0.4741,2.20351,Triangle,learning,18,4,1.0,
879,6.2052,0.0087121,0.25355,0.019621,1.046,0.37543,0.6987,1.1887,2.5921,21.532,-0.21167,2.48226,Triangle,learning,18,5,1.0,
880,4.4596,0.01,0.2,0.02,1.0,0.42109,0.8,0.4,3.3333,20.0,0.0,2.2015700000000002,Triangle,learning,18,1,2.0,
881,6.0,0.01,0.18023,0.02,0.69462,0.8,1.0,0.6,3.5,15.0,0.0,2.24418,Triangle,learning,18,2,2.0,
882,7.7191,0.0023333,0.33572,0.016667,0.47081,0.6446,1.1667,0.4197,4.8297,16.333,0.16667,2.1959799999999996,Triangle,learning,18,3,2.0,
883,4.1833,0.001,0.3,0.02,0.5139,0.28216,1.5,0.3,2.5,15.0,-0.50577,1.8307300000000002,Triangle,learning,18,4,2.0,
884,3.8971,0.010555,0.20001,0.02,0.97416,0.33051,0.99998,0.30001,3.5699,20.0,-0.077534,2.3439300000000003,Triangle,learning,18,5,2.0,
885,6.0125,0.0055,0.19385,0.04,0.78125,0.31004,1.25,0.4625,3.25,17.0,-0.125,1.9159100000000002,Triangle,learning,18,1,3.0,
886,9.9999,0.0073333,0.26865,0.020259,1.0866,-0.019012,1.2091,0.3,3.617,10.725,0.0,2.12432,Triangle,learning,18,2,3.0,
887,5.7864,0.0040886,0.23936,0.021467,1.0,0.60238,0.72115,0.3,2.5,12.575,0.0,2.3242,Triangle,learning,18,3,3.0,
888,9.9999,0.0049007,0.2,0.02,1.0,0.58263,1.0,0.3,3.7073,15.0,-0.29978,2.29905,Triangle,learning,18,4,3.0,
889,3.0,0.0043333,0.2,0.02,0.9808,0.50594,0.84407,0.5,2.5,15.0,0.0,1.8740199999999998,Triangle,learning,18,5,3.0,
890,4.7682,0.001,0.31415,0.02,1.0,0.23205,1.3333,0.4,2.7569,15.0,-0.002889,1.8391600000000001,Triangle,learning,18,1,4.0,
891,5.0,0.001,0.18889,0.020701,1.0,0.43816,0.6756,0.23116,2.5,15.0,0.0,2.16416,Triangle,learning,18,2,4.0,
892,6.1566,0.01,0.2,0.02,1.1667,0.61545,0.91398,0.3,2.5,15.0,0.0,1.7101399999999998,Triangle,learning,18,3,4.0,
893,5.0,0.001,0.26257,0.01,1.104,0.20828,1.0,0.4,2.5,15.0,0.0,1.9568,Triangle,learning,18,4,4.0,
894,4.8078,0.0033178,0.11596,0.032606,1.057,0.35439,1.0652,0.35765,2.568,14.479,-5.1916e-06,2.064,Triangle,learning,18,5,4.0,
895,4.2255,0.01,0.083333,0.02,1.0,0.66884,1.0,0.3,2.5,15.0,-0.29228,2.03723,Triangle,learning,18,1,5.0,
896,6.1639,0.011838,0.19822,0.01248,1.0309,0.92194,0.94138,0.30471,4.0942,15.058,-0.34103,1.8196100000000002,Triangle,learning,18,2,5.0,
897,4.5493,0.001,0.19423,0.020833,0.99479,0.80503,1.0417,0.32506,2.8366,15.333,0.020833,1.73198,Triangle,learning,18,3,5.0,
898,3.6371,0.0075289,0.11325,0.01601,0.87421,0.75322,0.95645,0.33382,3.3349,30.007,-2.012e-06,1.70203,Triangle,learning,18,4,5.0,
899,6.9991,0.001,0.28347,0.013333,1.1766,0.80017,0.99965,0.30023,2.8994,14.997,7.5145e-05,1.9780200000000001,Triangle,learning,18,5,5.0,
900,5.2128,0.0014134,0.2,0.01,0.5,0.78334,1.2357,0.6,3.6792,35.556,0.11111,1.74802,Triangle,learning,19,1,1.0,
901,4.4309,0.001,0.2,0.02,0.81616,0.96775,1.0,0.3,2.5,15.0,0.0,1.6234499999999996,Triangle,learning,19,2,1.0,
902,3.4454,0.001,0.13418,0.02,0.47558,0.8,1.0,0.3,2.5,20.85,-6.0555e-06,1.52593,Triangle,learning,19,3,1.0,
903,5.0,0.001,0.29538,0.02,0.72303,0.8,1.0,0.3,2.5,15.0,0.0,1.6659499999999998,Triangle,learning,19,4,1.0,
904,3.5,0.001,0.16667,0.02,0.28055,0.88889,1.0,0.4,3.5,40.0,0.25093,1.42158,Triangle,learning,19,5,1.0,
905,3.6717,0.001,0.21111,0.01,1.0202,1.1457,0.97222,0.38194,2.7056,15.222,0.013889,1.87877,Triangle,learning,19,1,2.0,
906,5.2319,0.0047778,0.2,0.01,1.0,1.0,1.0,0.18681,3.5,15.0,0.0,1.8175000000000001,Triangle,learning,19,2,2.0,
907,9.0525,0.001,0.4,0.01,1.3958,1.0659,0.30103,-0.70547,3.9467,19.0,0.25,1.8401599999999998,Triangle,learning,19,3,2.0,
908,3.9955,0.001,0.18106,0.020612,1.0,0.8,0.8,0.3,2.5,15.0,-6.0554e-06,1.69042,Triangle,learning,19,4,2.0,
909,4.3246,0.001,0.2,0.015,1.0,0.8,1.0,0.3,2.5,20.0,0.0,1.53993,Triangle,learning,19,5,2.0,
910,7.4153,0.001,0.2,0.01,1.0,1.0,0.85235,0.3,3.3041,10.0,-6.0555e-06,1.7144100000000002,Triangle,learning,19,1,3.0,
911,5.074,0.001,0.39542,0.02,0.62095,0.8,0.96585,0.24641,2.8757,15.0,0.0,1.51661,Triangle,learning,19,2,3.0,
912,8.3139,0.001,0.19953,0.020023,1.001,1.2058,0.79895,0.40101,2.696,30.018,-0.00058377,1.8627300000000002,Triangle,learning,19,3,3.0,
913,3.0,0.001,0.2,0.03,0.8476,0.8,0.8,0.3,2.5,15.0,0.0,1.39282,Triangle,learning,19,4,3.0,
914,7.003,0.001,0.30046,0.01,1.0381,1.0723,1.0008,0.2995,3.5017,15.006,0.33372,1.466,Triangle,learning,19,5,3.0,
915,6.887,0.001,0.22259,0.01,0.98071,1.0286,1.0701,0.52146,2.5501,14.771,0.014306,1.7904,Triangle,learning,19,1,4.0,
916,5.0,0.001,0.2588,0.017976,0.5,1.2968,1.4815,0.3,4.4874,16.126,0.11803,1.96135,Triangle,learning,19,2,4.0,
917,4.1695,0.001,0.19894,0.01,0.62146,0.99532,1.2851,0.086409,2.5082,15.021,-0.0018232,1.44082,Triangle,learning,19,3,4.0,
918,5.0,0.005,0.2,0.02291,0.64057,1.3333,0.93191,0.3,3.5,15.0,0.63359,1.37281,Triangle,learning,19,4,4.0,
919,3.5084,0.002,0.12402,0.02,1.0,1.0902,0.8195,0.27104,2.5,8.0299,0.0,1.6314600000000001,Triangle,learning,19,5,4.0,
920,9.2511,0.001,0.11124,0.01,0.66667,1.1826,1.1111,0.17066,3.5413,15.0,0.11111,1.46798,Triangle,learning,19,1,5.0,
921,7.3952,0.001,0.15972,0.03,0.56228,1.3333,1.0227,0.1,3.7061,30.0,0.0,1.5658699999999999,Triangle,learning,19,2,5.0,
922,7.6129,0.001,0.39311,0.016896,0.49864,0.93966,2.1552,0.19914,3.1509,16.241,-0.077588,1.37508,Triangle,learning,19,3,5.0,
923,2.1491,0.0015093,0.025464,0.011119,0.6182,1.4594,0.56366,0.58362,3.5791,11.509,0.11516,1.4102700000000001,Triangle,learning,19,4,5.0,
924,5.5847,0.001,0.10022,0.020007,0.49305,1.0817,1.0327,0.27877,2.4543,6.6926,0.38811,1.39253,Triangle,learning,19,5,5.0,
925,7.0149,0.001,0.20023,0.021622,0.80314,0.40041,0.99973,0.30038,3.5013,16.662,0.00029357,1.55226,Triangle,learning,20,1,1.0,
926,7.6244,0.001,0.4,0.02,0.25,0.8,1.1111,0.44444,8.0,16.431,0.0,1.60364,Triangle,learning,20,2,1.0,
927,7.5969,0.001,0.20632,0.019592,0.73555,0.38574,0.85099,0.28972,6.0476,26.381,0.10147,2.47866,Triangle,learning,20,3,1.0,
928,1.575,0.001,0.049335,0.01,0.48272,0.22457,0.5,0.725,2.8424,19.0,0.25,1.60517,Triangle,learning,20,4,1.0,
929,3.9987,0.001,0.20036,0.018931,0.50034,0.06589,0.99932,0.30044,3.8919,20.004,-0.00053753,2.04989,Triangle,learning,20,5,1.0,
930,0.1,0.36428,0.10009,0.019991,0.49978,0.80004,1.0004,0.29972,4.6657,14.24,-0.12815,1.50932,Triangle,learning,20,1,2.0,
931,7.0,0.001,0.2785,0.01,0.71451,0.8,1.0838,0.3,5.2143,30.0,0.0,1.7329300000000003,Triangle,learning,20,2,2.0,
932,5.2778,0.001,0.2,0.02,0.57365,0.8,1.1347,0.3,5.0,15.0,0.0,1.90705,Triangle,learning,20,3,2.0,
933,1.0585,0.001,0.13566,0.016123,0.50052,0.79621,1.1998,0.29727,3.5095,15.034,-0.0021032,1.5020799999999999,Triangle,learning,20,4,2.0,
934,1.55,0.005,0.026512,0.02,0.61616,0.59643,1.0,0.33333,3.395,10.0,0.0,1.7253699999999998,Triangle,learning,20,5,2.0,
935,9.5556,0.0066502,0.17706,0.02,0.44103,0.4,1.1252,0.3,3.5,10.0,0.0,2.0669999999999997,Triangle,learning,20,1,3.0,
936,10.0,0.001,0.2,0.03,0.95462,0.4171,0.73798,0.22531,5.0,15.0,0.0,1.8471,Triangle,learning,20,2,3.0,
937,7.5852,0.0083454,0.0,0.010066,0.5068,0.51767,0.98518,0.30723,4.3478,24.491,1.7691e-06,2.44767,Triangle,learning,20,3,3.0,
938,8.2164,0.001,0.30233,0.020085,0.97457,0.43269,0.99291,0.29722,3.3408,30.034,-0.0021361,1.8654,Triangle,learning,20,4,3.0,
939,4.3686,0.001,0.2,0.02,0.42409,0.51152,1.0,0.5,3.5,16.183,-0.46217,1.9024500000000004,Triangle,learning,20,5,3.0,
940,4.7606,0.0066637,0.1018,0.02172,0.45928,0.41049,0.98677,-0.0015604,6.2781,14.316,0.19386,1.9999299999999998,Triangle,learning,20,1,4.0,
941,10.0,0.005,0.1,0.014432,1.0,0.4,0.8,0.5,2.901,15.0,0.0,1.7302899999999997,Triangle,learning,20,2,4.0,
942,10.0,0.005,0.15684,0.01,1.0,0.4,1.0,0.3,3.5,30.0,0.0,1.7520399999999998,Triangle,learning,20,3,4.0,
943,6.274,0.001,0.2,0.02,0.95833,0.53819,1.08,0.6,3.5,20.0,6.0555e-06,1.8532999999999997,Triangle,learning,20,4,4.0,
944,3.0,0.01,0.12551,0.01,1.0,0.63843,1.0,0.3,3.5,15.0,-0.48821,2.0496399999999997,Triangle,learning,20,5,4.0,
945,1.046,0.01,0.099999,0.01,0.5,0.57546,0.83592,0.3,3.5,8.4006,0.11111,1.70061,Triangle,learning,20,1,5.0,
946,3.0,0.001,0.24462,0.023333,1.0,0.8,0.93372,0.50393,3.3333,30.0,-0.57334,2.0649100000000002,Triangle,learning,20,2,5.0,
947,2.6905,0.001,0.22776,0.01,0.25,0.80006,1.0606,0.29998,6.5424,16.414,-1.2178,1.9387,Triangle,learning,20,3,5.0,
948,3.0949,0.0039262,0.21038,0.01,0.85007,0.6624,0.95134,0.63163,3.6095,9.7323,-0.024332,1.8284499999999997,Triangle,learning,20,4,5.0,
949,3.1841,0.010454,0.14994,0.020004,1.0002,0.79986,0.99982,0.30007,3.5177,15.002,-0.37923,2.16997,Triangle,learning,20,5,5.0,
950,4.1086,0.001,0.47349,0.01,1.0,0.8,1.0,0.3,5.0,10.834,0.0,2.1683,Triangle,learning,21,1,1.0,
951,2.5699,0.0056966,0.27538,0.026058,0.99992,0.54636,0.94976,0.43089,2.6785,19.981,-0.00040657,2.22969,Triangle,learning,21,2,1.0,
952,4.753,0.0051695,0.41663,0.01572,1.2269,0.44139,0.6952,0.52766,3.8785,16.704,-0.002115,2.29632,Triangle,learning,21,3,1.0,
953,4.9068,0.010556,0.24463,0.020816,1.256,0.78921,0.72651,0.32618,2.9629,20.0,-0.26135,2.21521,Triangle,learning,21,4,1.0,
954,5.1314,0.0049259,0.45731,0.020894,0.9919,0.39352,0.80833,0.49306,4.9838,11.566,-0.42092,2.0974600000000003,Triangle,learning,21,5,1.0,
955,3.3489,0.001,0.19237,0.02,1.127,0.8,0.83855,0.33333,3.8889,11.111,0.0,2.0254199999999996,Triangle,learning,21,1,2.0,
956,5.0662,0.0069999,0.2,0.027781,0.99991,0.59813,0.9999,0.6666,4.6665,16.667,-0.17028,2.02192,Triangle,learning,21,2,2.0,
957,6.9739,0.001,0.29907,0.019258,0.75,0.51253,0.93087,0.60453,5.5175,15.914,0.082305,2.12077,Triangle,learning,21,3,2.0,
958,7.1548,0.005814,0.19962,0.03008,0.92656,0.61875,0.998,0.4985,5.0898,19.979,0.0010022,1.69873,Triangle,learning,21,4,2.0,
959,5.4176,0.001,0.24173,0.01,1.0,0.4,0.8,-0.24033,3.0571,10.0,0.0,2.1491100000000003,Triangle,learning,21,5,2.0,
960,3.0,0.001,0.2,0.04,0.95638,0.63335,1.4583,0.3,3.5756,20.0,-0.48066,1.89707,Triangle,learning,21,1,3.0,
961,3.0,0.005,0.153,0.02,1.002,0.8,1.0,0.3,4.6667,20.0,-0.45909,2.21231,Triangle,learning,21,2,3.0,
962,3.1694,0.005,0.2,0.02,1.0921,0.59577,0.85542,0.3,3.3284,30.0,0.0,1.5319399999999999,Triangle,learning,21,3,3.0,
963,2.8592,0.0056666,0.083333,0.022395,0.92708,0.725,1.0833,0.52818,3.3878,5.6986,-0.041667,1.86701,Triangle,learning,21,4,3.0,
964,3.0,0.005,0.2,0.02,1.1665,0.8,1.2222,0.5,4.6667,11.667,0.0,1.78183,Triangle,learning,21,5,3.0,
965,4.0571,0.0019062,0.1798,0.019834,1.0,0.74999,0.67541,0.67774,4.0212,65.455,0.058127,2.01059,Triangle,learning,21,1,4.0,
966,3.9691,0.00267,0.17875,0.018663,0.98684,0.68244,0.82613,0.33635,3.658,14.375,-0.012662,1.8892100000000003,Triangle,learning,21,2,4.0,
967,3.0,0.005,0.2,0.015,1.0,0.62445,1.0,0.6,3.5,127.24,0.0,1.9861999999999997,Triangle,learning,21,3,4.0,
968,3.0,0.001,0.2,0.022264,0.99999,0.5806,0.82798,0.5,3.5,15.0,0.0,1.8445600000000002,Triangle,learning,21,4,4.0,
969,9.9999,0.0050002,0.3,0.02,0.99997,0.66062,0.99998,0.39999,5.3139,15.0,1.1529e-05,2.1191000000000004,Triangle,learning,21,5,4.0,
970,5.0,0.0034552,0.2,0.02,1.0,0.8,0.37811,0.4,3.3333,15.0,0.42763,1.76414,Triangle,learning,21,1,5.0,
971,4.8916,0.002,0.18936,0.018333,1.0555,0.80002,0.64722,0.29999,3.4999,140.0,0.1111,1.9095599999999997,Triangle,learning,21,2,5.0,
972,6.035,0.0087468,0.2,0.01,1.4983,1.0667,0.78751,0.6,4.6666,15.0,1.0,2.11093,Triangle,learning,21,3,5.0,
973,8.0,0.001,0.22832,0.04,1.0,0.88889,1.0,0.3,2.5,15.0,0.33333,2.1755500000000003,Triangle,learning,21,4,5.0,
974,7.0,0.0058333,0.2,0.02,1.0,0.8,1.0,0.22779,3.7986,11.203,0.33333,1.9790699999999997,Triangle,learning,21,5,5.0,
975,1.5792,0.001,0.083333,0.018929,0.44,0.41481,0.8,0.96255,3.8427,17.286,0.12156,1.8134899999999998,Triangle,learning,22,1,1.0,
976,2.6471,0.001,0.19929,0.0268,0.70249,0.49398,1.1482,0.52101,4.405,108.64,-0.17001,1.7651899999999998,Triangle,learning,22,2,1.0,
977,1.55,0.0041093,0.0,0.02178,0.5,0.28889,1.1423,0.43554,4.8096,30.0,0.0,2.0688,Triangle,learning,22,3,1.0,
978,4.1077,0.001,0.094874,0.01,0.25,0.38206,0.97437,0.31666,3.5577,15.205,0.27428,1.77133,Triangle,learning,22,4,1.0,
979,10.0,0.001,0.35985,0.017325,0.27373,0.26269,1.4525,0.56797,3.292,11.38,0.22627,1.87527,Triangle,learning,22,5,1.0,
980,8.4878,0.005,0.11783,0.02,1.0,0.29755,0.8,0.5,4.9994,15.0,0.0,1.9526999999999997,Triangle,learning,22,1,2.0,
981,5.3727,0.0079231,0.16978,0.01,0.5798,0.62096,1.2322,1.6621,5.6696,49.308,0.093222,1.5748700000000002,Triangle,learning,22,2,2.0,
982,1.4899,0.005,0.079305,0.01,0.5,0.53333,1.0,1.3958,3.7037,15.0,-0.35913,1.60868,Triangle,learning,22,3,2.0,
983,2.9215,0.005,0.091952,0.02839,0.46808,0.53488,0.74153,0.27384,3.5905,15.322,0.037256,1.8670200000000001,Triangle,learning,22,4,2.0,
984,2.5713,0.006771,0.11187,0.014669,0.65793,0.42913,0.94889,0.66488,4.172,16.771,0.11053,1.7486900000000003,Triangle,learning,22,5,2.0,
985,6.0,0.005,0.1,0.017992,0.5,0.52273,0.8,0.33333,5.3154,15.0,-0.40585,1.45841,Triangle,learning,22,1,3.0,
986,2.5167,0.005,0.064124,0.022397,1.0,0.8,0.85964,0.3,3.5,10.0,0.0,1.6652,Triangle,learning,22,2,3.0,
987,4.5695,0.0022143,0.090606,0.022186,0.69937,0.80163,0.96859,0.27012,6.2277,35.584,-0.00090771,1.3328099999999998,Triangle,learning,22,3,3.0,
988,7.0,0.0044435,0.1,0.01,0.62817,0.8,1.0,0.3,7.0,20.0,0.0,1.15122,Triangle,learning,22,4,3.0,
989,7.0,0.0044703,0.022453,0.02,0.5,0.66598,1.0,0.3,7.0,21.157,0.0,1.6881,Triangle,learning,22,5,3.0,
990,3.3066,0.001,0.1,0.0166,0.5,0.4,1.0,0.3,3.586,13.333,0.0,1.77973,Triangle,learning,22,1,4.0,
991,5.0,0.001,0.19025,0.01,1.0,0.8,0.537,0.3,3.6842,20.028,0.0,1.75336,Triangle,learning,22,2,4.0,
992,10.0,0.0057927,0.21968,0.019645,0.98533,0.77657,0.99911,0.34025,5.3039,18.718,-0.32194,1.54095,Triangle,learning,22,3,4.0,
993,10.0,0.0011118,0.1,0.01,0.91667,0.61633,0.90668,0.4,2.8636,15.0,-0.066487,1.9041900000000003,Triangle,learning,22,4,4.0,
994,6.9657,0.0019101,0.2,0.015,1.0,0.5346,0.8,0.66667,3.7527,10.0,0.0,1.8581400000000001,Triangle,learning,22,5,4.0,
995,3.0181,0.0016894,0.090579,0.016771,1.0751,0.65425,0.9844,0.5,2.8334,16.643,0.074074,1.3615499999999998,Triangle,learning,22,1,5.0,
996,6.6487,0.001,0.2,0.01,0.55822,0.6371,1.0,0.3,5.9309,20.0,0.11111,1.6874500000000001,Triangle,learning,22,2,5.0,
