,stopping probability,feature drop rate,lapse rate,exploration constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1252,0.009686,0.17697,0.016667,0.71994,0.64016,1.0377,1.1372,0.3,2.5,30.0,1.5133200000000002,MCTS,time pressure,4,3,,10.0
1253,0.01,0.3,0.03,0.47222,0.5,1.2465,1.3333,0.3,3.5,15.0,1.7584700000000002,MCTS,time pressure,4,4,,10.0
1254,0.0077748,0.37912,0.019987,0.59576,1.0006,0.8,1.3859,0.33507,2.5,14.994,1.80458,MCTS,time pressure,4,5,,10.0
1255,0.02,0.19416,0.015,1.0,1.0556,1.0552,1.0,0.3,2.5,15.0,1.4482399999999997,MCTS,time pressure,4,1,,20.0
1256,0.047068,0.1,0.04,0.5,0.8191,1.6,1.0,0.6,3.3183,20.0,1.8929099999999999,MCTS,time pressure,4,2,,20.0
1257,0.031748,0.030873,0.02,1.0,0.5,1.0,1.0,0.4,3.5,20.0,1.64202,MCTS,time pressure,4,3,,20.0
1258,0.044611,0.2,0.02,0.99999,0.4991,1.3834,1.0,0.3,2.7141,15.0,1.77563,MCTS,time pressure,4,4,,20.0
1259,0.010443,0.2,0.020432,1.4005,0.7017,0.79999,1.019,0.4,3.3333,36.667,1.6087599999999997,MCTS,time pressure,4,5,,20.0
1260,0.0058244,0.19542,0.03168,0.50202,0.75436,0.41679,1.0853,0.29564,2.4549,24.899,2.0029100000000004,MCTS,time pressure,5,1,,5.0
1261,0.0049706,0.26423,0.020074,0.49965,0.85624,0.50055,1.0037,0.57566,2.2961,15.03,2.58282,MCTS,time pressure,5,2,,5.0
1262,0.0088519,0.19098,0.03,0.87501,0.5625,0.27342,1.5436,0.0,3.375,11.0,2.0639600000000002,MCTS,time pressure,5,3,,5.0
1263,0.041687,0.2,0.01,0.65963,0.82404,0.63445,1.0057,0.25878,2.5,14.259,1.71794,MCTS,time pressure,5,4,,5.0
1264,0.009,0.080964,0.01,0.84226,0.5625,0.05,1.5,0.87501,3.375,19.0,2.00493,MCTS,time pressure,5,5,,5.0
1265,0.31326,0.13373,0.030002,0.68904,0.49994,0.40009,1.3332,0.50009,3.4997,19.999,1.8457800000000002,MCTS,time pressure,5,1,,10.0
1266,0.014845,0.16303,0.01,1.1545,0.91756,0.36766,0.96627,0.31716,2.5647,34.73,2.2590700000000004,MCTS,time pressure,5,2,,10.0
1267,0.0055617,0.28757,0.02,1.051,0.78179,0.44288,1.1049,0.3,2.5,15.0,2.02981,MCTS,time pressure,5,3,,10.0
1268,0.026886,0.1797,0.022368,0.5,0.77329,0.4,1.0424,0.3,2.5,15.0,2.23664,MCTS,time pressure,5,4,,10.0
1269,0.79962,0.069529,0.02772,0.49979,0.49971,0.4004,1.0006,0.30029,3.1655,15.005,2.0075600000000002,MCTS,time pressure,5,5,,10.0
1270,0.013667,0.14641,0.0223,1.0451,1.0587,0.45199,0.99999,0.25807,2.5,15.0,2.45867,MCTS,time pressure,5,1,,20.0
1271,0.0073865,0.2,0.02,0.5,1.0,0.38442,1.0,0.17018,2.5,8.3507,1.81843,MCTS,time pressure,5,2,,20.0
1272,0.276,0.26307,0.012042,0.63566,0.6812,0.47209,1.3643,0.30593,3.1376,17.915,2.36141,MCTS,time pressure,5,3,,20.0
1273,0.02,0.099999,0.021427,0.3348,0.95881,0.42092,0.7357,0.3,2.5,15.0,1.99401,MCTS,time pressure,5,4,,20.0
1274,0.01,0.2,0.016261,0.25,1.0,-0.5823,1.3333,0.13606,2.5,15.0,2.5111800000000004,MCTS,time pressure,5,5,,20.0
1275,0.014557,0.19157,0.02,1.0,0.625,0.88889,1.3014,0.3,5.0,30.0,1.6835799999999999,MCTS,time pressure,6,1,,5.0
1276,0.0099926,0.14301,0.02,0.99959,0.3751,0.80037,2.0004,0.60027,4.6657,20.003,1.91182,MCTS,time pressure,6,2,,5.0
1277,0.001,0.3,0.02,0.52216,0.98055,0.8,1.0,0.24666,3.5,15.0,1.9753699999999998,MCTS,time pressure,6,3,,5.0
1278,0.011545,0.23899,0.01537,0.53806,0.9677,0.80009,1.0001,0.23446,2.5002,9.9994,1.7258600000000002,MCTS,time pressure,6,4,,5.0
1279,0.02,0.2,0.01342,0.69206,0.63391,0.71111,1.2395,0.3,3.7885,15.0,1.6343599999999998,MCTS,time pressure,6,5,,5.0
1280,0.025571,0.083333,0.02,0.83333,0.5,0.8,1.1118,0.3,3.5,15.0,1.55729,MCTS,time pressure,6,1,,10.0
1281,0.013638,0.17268,0.01,0.92485,0.56955,0.56614,0.89098,0.49722,4.1117,22.249,1.9334099999999999,MCTS,time pressure,6,2,,10.0
1282,0.019522,0.2898,0.023661,0.65654,0.66228,0.74766,1.0125,0.30788,4.9791,20.1,1.5133299999999998,MCTS,time pressure,6,3,,10.0
1283,1.0,0.15863,0.04,0.50001,0.5,0.8,1.3333,0.3,5.0,20.0,1.7516500000000002,MCTS,time pressure,6,4,,10.0
1284,0.0075,0.2,0.02,1.0,1.0,0.8,0.8,0.3,2.5,20.0,1.75657,MCTS,time pressure,6,5,,10.0
1285,0.015,0.2,0.019458,0.55785,1.0,0.4,1.0,0.3,2.6704,15.0,1.9948800000000002,MCTS,time pressure,6,1,,20.0
1286,0.005,0.3,0.020735,0.5,0.875,0.8,1.0,0.3,3.5,15.0,2.13205,MCTS,time pressure,6,2,,20.0
1287,0.022392,0.2,0.021696,0.5,1.0,0.4,0.59471,0.20796,2.5,15.0,2.16059,MCTS,time pressure,6,3,,20.0
1288,0.01,0.18889,0.03,1.0,1.0,0.61074,0.8,0.3,2.5,15.0,2.01966,MCTS,time pressure,6,4,,20.0
1289,0.0080424,0.29444,0.025653,0.5,1.1983,0.8,0.39598,0.4,2.5,13.278,1.8046399999999998,MCTS,time pressure,6,5,,20.0
1290,0.0042222,0.14069,0.017539,10.0,0.25,0.39289,0.95555,0.33333,2.5,15.0,2.26704,MCTS,time pressure,7,1,,5.0
1291,0.02318,0.021367,0.01,2.8168,0.30242,0.3924,1.3713,1.2356,3.4,14.605,2.14877,MCTS,time pressure,7,2,,5.0
1292,1.0,0.13333,0.01,0.73302,0.412,0.2625,0.93333,0.78337,3.7037,15.0,2.1915400000000007,MCTS,time pressure,7,3,,5.0
1293,0.005,0.3,0.010833,0.41667,0.37295,0.4,0.8,0.3,2.5,15.0,2.2850500000000005,MCTS,time pressure,7,4,,5.0
1294,0.005391,0.13684,0.019993,6.0555e-06,0.41667,0.39986,0.79996,0.40028,3.1661,14.998,2.4248000000000003,MCTS,time pressure,7,5,,5.0
1295,0.041027,0.24643,0.018214,0.56696,0.39732,0.4625,1.0893,0.56696,2.6563,19.063,2.57034,MCTS,time pressure,7,1,,10.0
1296,0.010185,0.3,0.03,0.5,0.25,0.71093,1.0,0.3,2.5,15.0,2.4028099999999997,MCTS,time pressure,7,2,,10.0
1297,0.0045947,0.22803,0.016501,6.7344,0.43384,0.41589,0.75946,1.0338,3.3987,15.027,1.9333000000000002,MCTS,time pressure,7,3,,10.0
1298,0.1495,0.1,0.01,0.39818,0.25,0.575,1.25,0.6875,2.9375,13.0,2.2040999999999995,MCTS,time pressure,7,4,,10.0
1299,0.26908,0.36593,0.021473,0.42813,0.25,0.37566,1.9299,0.27565,4.5473,15.0,2.4663199999999996,MCTS,time pressure,7,5,,10.0
1300,0.001,0.17012,0.014986,2.461,0.51488,0.5022,0.94735,0.41401,3.3169,19.828,2.32014,MCTS,time pressure,7,1,,20.0
1301,0.027422,0.068184,0.024596,0.38442,0.43049,0.36166,1.2579,0.86496,3.8128,31.112,2.56061,MCTS,time pressure,7,2,,20.0
1302,0.02,0.19041,0.02,0.41667,1.0,0.50064,0.49117,0.38762,1.3699,69.273,2.25348,MCTS,time pressure,7,3,,20.0
1303,0.01,0.3,0.022523,0.72502,0.45341,0.38656,0.70911,0.21603,2.5,15.0,2.27714,MCTS,time pressure,7,4,,20.0
1304,0.006616,0.15615,0.029949,0.50639,0.42973,0.40596,1.0679,0.50639,2.5149,26.756,2.24314,MCTS,time pressure,7,5,,20.0
1305,0.010007,0.30027,0.020047,0.35898,0.25,0.59126,0.99764,0.30153,2.5041,30.019,2.2824199999999997,MCTS,time pressure,8,1,,5.0
1306,0.010573,0.28898,0.017625,1.9484,0.43461,0.43647,0.96834,0.44135,2.7926,19.954,2.75683,MCTS,time pressure,8,2,,5.0
1307,0.013892,0.1832,0.020142,0.50666,0.46228,0.79379,0.77655,0.40577,2.5155,18.248,2.50178,MCTS,time pressure,8,3,,5.0
1308,0.02,0.26009,0.024918,1.0,0.43885,0.69684,0.52839,0.3,2.5,15.0,2.2488300000000003,MCTS,time pressure,8,4,,5.0
1309,0.0045068,0.30506,0.06,0.55318,0.33333,0.69747,1.3333,0.6,4.6667,20.0,2.3083599999999995,MCTS,time pressure,8,5,,5.0
1310,0.001,0.30857,0.087382,0.25008,0.39815,0.4443,0.8604,0.099867,2.4996,15.002,2.5092600000000003,MCTS,time pressure,8,1,,10.0
1311,0.0044515,0.3,0.02119,0.33257,0.27062,0.25592,1.3333,0.23333,2.5,15.0,2.4936700000000003,MCTS,time pressure,8,2,,10.0
1312,0.0066924,0.37254,0.023189,0.5017,0.34187,0.31154,0.95227,0.16562,3.5583,15.003,2.68108,MCTS,time pressure,8,3,,10.0
1313,0.0047778,0.3,0.03,0.5,0.25,0.4,0.8,-0.42563,2.0,20.0,2.8227599999999997,MCTS,time pressure,8,4,,10.0
1314,0.13137,0.1,0.022701,0.5,0.29504,0.30246,0.58322,0.36667,2.5,30.0,2.7353400000000003,MCTS,time pressure,8,5,,10.0
1315,0.004,0.29549,0.01,0.58333,1.0185,0.30666,0.3154,0.26288,2.7778,14.021,2.7946,MCTS,time pressure,8,1,,20.0
1316,0.021814,0.16667,0.02,0.5,0.5,0.21249,1.0,0.3,3.3207,26.667,2.5456,MCTS,time pressure,8,2,,20.0
1317,0.017209,0.23554,0.019635,3.5352,0.25,0.49314,1.0032,0.2,4.2469,15.708,2.5022,MCTS,time pressure,8,3,,20.0
1318,0.054444,0.31397,0.026667,0.33333,0.5,0.4,1.0,0.5,4.0,15.0,2.2937700000000003,MCTS,time pressure,8,4,,20.0
1319,0.0095849,0.36507,0.019778,0.63937,0.53789,0.29539,0.88531,0.32366,2.8743,17.396,2.4503899999999996,MCTS,time pressure,8,5,,20.0
1320,0.045,0.07482,0.02,0.5,0.58333,0.8,0.8699,0.3,3.3333,15.0,2.69831,MCTS,time pressure,9,1,,5.0
1321,0.01,0.3,0.02,1.0,0.5,1.0,0.48186,1.0,2.5,15.0,2.0117199999999995,MCTS,time pressure,9,2,,5.0
1322,0.02,0.2,0.01,0.6348,0.51436,0.4,0.53384,0.4,2.5,15.0,2.08943,MCTS,time pressure,9,3,,5.0
1323,0.011667,0.05,0.02,0.53979,0.5,0.8,0.52216,0.3,5.0,15.0,2.9404899999999996,MCTS,time pressure,9,4,,5.0
1324,0.01,0.4,0.015,0.25,1.0,0.62511,0.40903,0.6,2.5,7.3531,1.6954999999999998,MCTS,time pressure,9,5,,5.0
1325,0.002935,0.2815,0.056663,0.44094,0.52086,0.85598,0.89545,0.22086,2.8508,14.666,2.3356000000000003,MCTS,time pressure,9,1,,10.0
1326,0.0074202,0.31123,0.028074,0.4847,0.50767,0.67202,1.1132,0.46859,3.7872,27.925,2.2620400000000003,MCTS,time pressure,9,2,,10.0
1327,0.001,0.3309,0.01,0.61717,1.0,0.8,0.8,0.3,2.5,20.0,2.5278099999999997,MCTS,time pressure,9,3,,10.0
1328,0.0075,0.29942,0.01,1.0,0.5,1.0,0.61801,0.3,3.5,20.0,2.31952,MCTS,time pressure,9,4,,10.0
1329,0.01,0.3,0.043588,0.5,0.48611,0.8,0.82565,0.3,3.3333,15.0,1.7669900000000003,MCTS,time pressure,9,5,,10.0
1330,0.007943,0.2,0.01,1.0,0.5,0.8,1.0,0.3,2.5,15.0,2.11669,MCTS,time pressure,9,1,,20.0
1331,0.016256,0.21164,0.02,1.0,0.7889,0.8,1.0,0.3,2.5,15.0,1.8262600000000002,MCTS,time pressure,9,2,,20.0
1332,0.01,0.28333,0.01,0.47375,0.5,0.8,1.0,1.0,3.3333,15.0,2.07631,MCTS,time pressure,9,3,,20.0
1333,0.0056131,0.2,0.015,0.41667,0.5,0.71285,0.8,0.4,2.5,30.0,2.06646,MCTS,time pressure,9,4,,20.0
1334,0.005,0.2,0.02,0.5,1.0,0.8,1.0,0.3,2.5,15.0,2.5670999999999995,MCTS,time pressure,9,5,,20.0
1335,0.0043047,0.1833,0.02016,0.0,0.50399,1.008,0.67554,-0.0039923,3.3194,30.064,2.8209300000000006,MCTS,time pressure,10,1,,5.0
1336,0.012366,0.34708,0.022061,0.5,1.0917,0.8,0.64506,0.3,2.5,15.0,2.1497699999999997,MCTS,time pressure,10,2,,5.0
1337,0.050184,0.31557,0.011793,0.47243,1.0485,0.45825,1.0536,0.27401,3.3483,20.081,2.18935,MCTS,time pressure,10,3,,5.0
1338,0.04,0.32656,0.02,1.0,1.0,0.8,0.8,0.6,3.5,20.0,1.61017,MCTS,time pressure,10,4,,5.0
1339,0.0057448,0.082013,0.03056,1.9997,0.61941,0.71997,1.0095,0.40541,3.2016,14.927,2.07423,MCTS,time pressure,10,5,,5.0
1340,0.0050001,0.32761,0.03,0.5,0.94245,0.56282,0.50866,0.3,2.5,15.0,2.4958599999999995,MCTS,time pressure,10,1,,10.0
1341,0.014047,0.2,0.01,0.5,0.50122,0.54784,1.0,1.14,2.5,15.0,2.26207,MCTS,time pressure,10,2,,10.0
1342,0.001,0.2,0.03,0.5,0.93441,0.49798,0.48739,0.24803,2.5,20.0,2.23468,MCTS,time pressure,10,3,,10.0
1343,0.011667,0.2,0.01,0.5,0.5,0.53333,1.0,0.3,2.5,15.0,2.49797,MCTS,time pressure,10,4,,10.0
1344,0.0072366,0.3,0.01,0.49692,0.92192,0.88889,0.46359,0.3,3.4785,16.667,1.96981,MCTS,time pressure,10,5,,10.0
1345,0.005,0.3,0.01,0.3226,0.80993,0.57149,0.48668,0.0,2.5,15.0,2.25256,MCTS,time pressure,10,1,,20.0
1346,0.012595,0.32452,0.015,7.0,0.4985,0.66415,1.0,0.74458,4.6667,774.72,2.3052900000000003,MCTS,time pressure,10,2,,20.0
1347,0.37415,0.26035,0.016226,0.56619,0.53988,0.39986,1.0865,0.29987,4.4688,18.932,1.8898300000000003,MCTS,time pressure,10,3,,20.0
1348,0.12461,0.1947,0.030487,0.23908,0.48921,0.67167,0.87092,0.28581,3.8333,20.175,2.0566699999999996,MCTS,time pressure,10,4,,20.0
1349,0.12215,0.21512,0.014606,0.61639,0.46879,0.43466,0.77396,0.36336,4.5744,19.887,2.32497,MCTS,time pressure,10,5,,20.0
1350,0.022753,0.045664,0.016667,0.0,0.51052,0.8,0.66291,0.6,2.5,15.0,2.03204,MCTS,time pressure,11,1,,5.0
1351,0.12754,0.066669,0.018889,0.0,0.49162,0.51676,0.80001,2.2046,5.0,180.0,1.1890399999999999,MCTS,time pressure,11,2,,5.0
1352,0.0065818,0.19152,0.020737,0.49403,0.50398,0.7666,0.5916,0.343,3.9068,18.27,2.35541,MCTS,time pressure,11,3,,5.0
1353,0.02,0.2,0.01643,0.5,0.5,0.61244,0.8,0.3,3.5,15.0,1.4800900000000001,MCTS,time pressure,11,4,,5.0
1354,0.015589,0.10623,0.015605,0.41476,0.34972,0.68949,1.3006,0.60183,3.8593,19.135,2.25496,MCTS,time pressure,11,5,,5.0
1355,0.015317,0.16498,0.012556,0.21224,0.59638,0.43276,0.64412,0.0,2.4162,15.748,2.0043099999999994,MCTS,time pressure,11,1,,10.0
1356,0.010557,0.0,0.031647,0.47482,0.48373,0.82928,0.50549,0.62115,3.3903,15.268,1.5535599999999998,MCTS,time pressure,11,2,,10.0
1357,0.0081482,0.16061,0.033641,0.0,0.51156,0.8,0.94543,0.99999,3.5,13.704,1.9544500000000002,MCTS,time pressure,11,3,,10.0
1358,0.027164,0.18544,0.035165,0.49738,0.6837,0.85525,0.81711,0.76788,3.7336,13.967,2.14677,MCTS,time pressure,11,4,,10.0
1359,0.016463,0.028178,0.01,0.5,0.53485,0.8,0.8,0.3,3.5,15.0,1.9857999999999998,MCTS,time pressure,11,5,,10.0
1360,0.001,0.14054,0.015,0.38188,0.5,0.63217,0.92862,0.9617,3.3333,20.0,1.87203,MCTS,time pressure,11,1,,20.0
1361,0.012941,0.0,0.019707,0.42648,0.5049,0.40902,0.73811,0.43793,2.4752,20.07,1.8591000000000002,MCTS,time pressure,11,2,,20.0
1362,0.042786,0.0,0.040193,0.50241,0.50024,0.77481,0.76136,1.2399,3.4928,15.026,1.98721,MCTS,time pressure,11,3,,20.0
1363,0.021173,0.2,0.02,0.63148,0.5,0.4,1.1171,1.2288,4.6667,15.0,1.43766,MCTS,time pressure,11,4,,20.0
1364,0.0089983,0.14283,0.023324,1.2059,0.52239,0.88855,1.067,1.3643,3.703,17.04,1.38476,MCTS,time pressure,11,5,,20.0
1365,0.005,0.38083,0.04,0.5,0.25,0.8,1.0,0.3,2.5,15.0,2.4353899999999995,MCTS,time pressure,12,1,,5.0
1366,0.011878,0.19832,0.029588,0.0,0.33831,0.40253,0.86231,0.2552,2.4934,14.97,2.70063,MCTS,time pressure,12,2,,5.0
1367,0.001,0.33682,0.049315,1.0073,0.25,0.40115,1.2726,0.52487,3.4579,13.803,2.58099,MCTS,time pressure,12,3,,5.0
1368,0.006219,0.31638,0.13115,3.8276,0.34895,0.47451,0.95599,1.0913,2.7767,39.082,2.65911,MCTS,time pressure,12,4,,5.0
1369,0.99999,0.2,0.02,0.5,0.25,0.44626,0.85259,0.4,2.5,7.8958,2.34097,MCTS,time pressure,12,5,,5.0
1370,0.0068176,0.20404,0.020237,0.49112,0.58671,0.15839,0.33092,0.39231,2.4793,15.095,2.67741,MCTS,time pressure,12,1,,10.0
1371,0.001,0.34679,0.03,1.2642,0.53426,0.33781,0.20027,0.16385,2.086,15.0,2.64108,MCTS,time pressure,12,2,,10.0
1372,0.001,0.28922,0.015,0.5,0.45479,0.4,-0.38669,0.3,2.5,10.0,2.28782,MCTS,time pressure,12,3,,10.0
1373,0.001,0.26337,0.01,1.7537,0.25,0.42499,0.46453,0.29976,2.4986,15.003,2.93795,MCTS,time pressure,12,4,,10.0
1374,0.010387,0.2026,0.021466,0.49643,0.25,0.26843,0.8666,1.3841,2.7221,14.999,2.88999,MCTS,time pressure,12,5,,10.0
1375,0.036279,0.23247,0.021946,0.0,0.25,0.26125,0.85421,0.40833,3.2083,13.667,2.1914100000000003,MCTS,time pressure,12,1,,20.0
1376,0.005,0.30955,0.030707,1.2111e-05,0.65772,0.28896,0.89399,0.3,1.5895,14.267,2.61064,MCTS,time pressure,12,2,,20.0
1377,0.023333,0.37012,0.046944,0.48181,0.43653,0.4,1.0,0.86667,2.5,15.0,2.40948,MCTS,time pressure,12,3,,20.0
1378,0.12,0.18057,0.02072,0.5,0.5,0.4,0.86304,0.3,2.5,-53.907,2.5363100000000003,MCTS,time pressure,12,4,,20.0
1379,0.01,0.27512,0.02,2.2632,0.51344,0.25785,1.0,0.5,2.5,4.7891,2.85299,MCTS,time pressure,12,5,,20.0
1380,0.020088,0.26805,0.01,0.49555,0.48892,0.60327,0.99406,0.69288,3.764,19.953,2.31731,MCTS,time pressure,13,1,,5.0
1381,0.025744,0.2955,0.01,0.98148,0.33333,0.8,1.0,0.3,5.0,40.0,2.24852,MCTS,time pressure,13,2,,5.0
1382,0.10031,0.26089,0.01,0.47725,0.51828,0.47097,0.78495,0.66477,2.4456,16.68,2.2457899999999995,MCTS,time pressure,13,3,,5.0
1383,0.0095092,0.28665,0.010836,0.49969,0.41105,0.76977,1.0006,0.43352,4.443,19.995,2.6483499999999998,MCTS,time pressure,13,4,,5.0
1384,0.0083749,0.3,0.011635,0.0,0.86762,0.75225,0.39294,0.27777,2.7778,15.0,2.54343,MCTS,time pressure,13,5,,5.0
1385,0.019977,0.30167,0.01,10.0,0.49967,0.80252,1.0028,0.60145,3.5451,15.004,2.49049,MCTS,time pressure,13,1,,10.0
1386,0.028007,0.15,0.030387,0.91918,0.52812,0.54361,0.93712,0.41228,2.9986,12.721,2.2278,MCTS,time pressure,13,2,,10.0
1387,0.001,0.61805,0.023935,0.64352,1.0027,0.825,1.3056,0.28194,3.7149,33.579,2.5484699999999996,MCTS,time pressure,13,3,,10.0
1388,0.32993,0.20016,0.016667,1.279e-07,0.47304,0.59446,0.80187,0.40713,3.4903,13.329,2.32342,MCTS,time pressure,13,4,,10.0
1389,0.02,0.44716,0.016164,6.0555e-06,0.6126,0.8,1.0,0.3,3.5,15.0,2.2027200000000002,MCTS,time pressure,13,5,,10.0
1390,0.017521,0.25904,0.021818,0.33345,0.57765,0.44432,0.80015,0.71967,3.333,12.777,2.0388800000000002,MCTS,time pressure,13,1,,20.0
1391,0.023333,0.3,0.01,0.5,0.45833,0.4,0.8,0.4,3.3333,15.0,2.4371600000000004,MCTS,time pressure,13,2,,20.0
1392,0.024445,0.24992,0.030551,0.91652,0.54161,0.45822,0.72124,0.15842,2.3544,17.54,2.54894,MCTS,time pressure,13,3,,20.0
1393,1.0,0.31288,0.01,0.59375,0.4375,0.50522,0.73833,0.38125,5.2188,16.0,2.42561,MCTS,time pressure,13,4,,20.0
1394,0.020942,0.32903,0.026667,0.4375,0.50053,0.34167,1.1973,0.35417,3.4792,10.727,2.47926,MCTS,time pressure,13,5,,20.0
1395,0.1008,0.38537,0.023333,0.5,1.0,1.0,1.0,0.3,2.8638,15.0,2.1417999999999995,MCTS,time pressure,14,1,,5.0
1396,0.99999,0.19286,0.03,0.66667,0.5,0.75709,1.0,0.3,5.0,6.8823,2.0597499999999997,MCTS,time pressure,14,2,,5.0
1397,0.31216,0.50539,0.031918,0.96577,0.82424,0.96964,1.2071,0.43462,4.6375,16.657,2.2430999999999996,MCTS,time pressure,14,3,,5.0
1398,0.72707,0.3,0.032098,0.87963,0.65823,0.75066,1.0,0.3,5.0,15.0,2.2613700000000003,MCTS,time pressure,14,4,,5.0
1399,0.015759,0.19403,0.019973,3.4184,0.52852,0.8012,0.99849,0.30047,4.6626,15.011,2.018,MCTS,time pressure,14,5,,5.0
1400,0.0054778,0.34435,0.02,0.5,0.79378,0.8,0.83867,0.3,2.5,15.0,1.732,MCTS,time pressure,14,1,,10.0
1401,0.017118,0.29774,0.024866,0.39007,0.625,0.7716,0.88889,0.4,5.0,15.0,2.07127,MCTS,time pressure,14,2,,10.0
1402,0.02,0.3,0.02,0.5,0.79023,0.8196,1.0,0.10397,3.6181,15.0,2.23128,MCTS,time pressure,14,3,,10.0
1403,0.14935,0.3,0.02,0.0,0.5,0.53333,1.2255,-0.31841,5.0,87.913,1.9258599999999997,MCTS,time pressure,14,4,,10.0
1404,0.005,0.3,0.016667,0.39528,0.875,0.8,0.99999,0.25047,5.0,20.0,2.34091,MCTS,time pressure,14,5,,10.0
1405,0.019787,0.31008,0.016499,0.5,1.0,0.72753,1.0,0.2633,2.5,10.0,2.0913500000000003,MCTS,time pressure,14,1,,20.0
1406,0.023071,0.21645,0.016663,0.76937,0.95542,0.69649,0.80321,0.29478,2.793,39.863,2.03296,MCTS,time pressure,14,2,,20.0
1407,0.0090611,0.30179,0.032086,0.96088,0.82936,1.0197,1.0522,-1.0473,2.5913,9.7131,2.0362500000000003,MCTS,time pressure,14,3,,20.0
1408,0.06,0.2,0.02,0.5,1.0,0.8,1.0,0.3,2.5,30.0,2.29572,MCTS,time pressure,14,4,,20.0
1409,0.013667,0.31099,0.03,1.0,0.98107,0.93333,1.0,0.3,2.8333,12.528,2.19146,MCTS,time pressure,14,5,,20.0
1410,0.0046705,0.21459,0.01,0.99999,0.5,0.85974,1.0,0.3,2.5,16.667,2.03658,MCTS,time pressure,15,1,,5.0
1411,0.01558,0.199,0.01,0.66608,0.47943,0.77609,1.0735,0.49948,3.446,17.784,1.95075,MCTS,time pressure,15,2,,5.0
1412,0.005,0.3,0.01,0.99022,0.41705,0.89191,1.0458,0.3,4.4444,15.0,2.32571,MCTS,time pressure,15,3,,5.0
1413,0.0070196,0.30947,0.031231,0.80997,0.42285,0.69363,1.0321,0.32202,3.7659,15.318,1.9732299999999998,MCTS,time pressure,15,4,,5.0
1414,0.005,0.16505,0.01,10.0,0.25,0.8,1.3333,0.3,3.6622,15.0,2.27693,MCTS,time pressure,15,5,,5.0
1415,0.51408,0.17143,0.01,0.65705,0.38612,0.33622,1.4583,0.89868,5.2188,29.386,2.07702,MCTS,time pressure,15,1,,10.0
1416,0.0025282,0.19081,0.020012,0.49863,0.48697,0.4142,0.99818,0.49956,3.5041,19.994,2.20625,MCTS,time pressure,15,2,,10.0
1417,0.003962,0.2,0.016186,1.0,0.5,0.41466,1.0,0.6,2.5,15.0,1.8369399999999998,MCTS,time pressure,15,3,,10.0
1418,0.0041042,0.18729,0.021248,0.50169,0.37226,0.72191,1.3627,1.5098,3.512,19.837,2.06818,MCTS,time pressure,15,4,,10.0
1419,0.001,0.14885,0.032222,0.48096,0.44337,0.35,1.7179,0.625,3.7714,19.0,2.1907400000000004,MCTS,time pressure,15,5,,10.0
1420,0.0068742,0.24534,0.021663,0.77768,0.38883,0.30303,1.0284,0.54803,4.9995,20.001,1.8545500000000001,MCTS,time pressure,15,1,,20.0
1421,0.0059729,0.14978,0.032389,0.42424,0.35797,0.41071,1.1556,0.36289,2.8371,15.689,1.8604699999999998,MCTS,time pressure,15,2,,20.0
1422,0.23468,0.1,0.015,0.46935,0.32992,0.225,0.75,0.1375,2.8958,18.0,2.3449400000000002,MCTS,time pressure,15,3,,20.0
1423,0.01046,0.21151,0.01,0.59507,0.44781,-0.10591,1.3416,0.21761,3.2951,16.014,2.08967,MCTS,time pressure,15,4,,20.0
1424,0.13523,0.0,0.047086,0.33469,0.39848,-0.028814,0.95362,0.69818,3.572,18.256,1.96592,MCTS,time pressure,15,5,,20.0
1425,0.019944,0.0,0.013952,2.0148e-05,0.25,0.8154,1.9021,0.43126,3.0629,17.742,2.00179,MCTS,time pressure,16,1,,5.0
1426,0.0034444,0.28816,0.036439,3.5846,0.25,1.1944,2.2161,0.57673,3.6379,20.092,1.6891700000000003,MCTS,time pressure,16,2,,5.0
1427,0.0053619,0.1454,0.025153,0.69325,0.33356,0.77226,1.6999,-0.28251,3.7843,17.939,1.94222,MCTS,time pressure,16,3,,5.0
1428,0.0062248,0.22284,0.021579,1.4558,0.25,0.90119,2.5222,0.38204,5.5359,21.633,2.02488,MCTS,time pressure,16,4,,5.0
1429,0.010026,0.19477,0.01,1.0014,0.25,0.79938,2.5746,0.50108,2.4975,29.989,1.8203500000000001,MCTS,time pressure,16,5,,5.0
1430,0.0066759,0.0,0.02,0.5,0.25,0.8,1.0,0.3,3.5,15.0,2.1104500000000006,MCTS,time pressure,16,1,,10.0
1431,1.0,0.2,0.023221,0.5,0.25,0.64388,1.0489,0.6,3.5,15.0,1.9560400000000002,MCTS,time pressure,16,2,,10.0
1432,0.0050488,0.0,0.016758,9.9999,0.25,0.61727,0.99485,0.30196,2.5107,14.951,1.64603,MCTS,time pressure,16,3,,10.0
1433,0.0080158,0.055541,0.030204,6.0555e-06,0.36834,0.55268,0.996,0.041667,3.5139,72.958,2.63295,MCTS,time pressure,16,4,,10.0
1434,0.014615,0.12125,0.01,0.46575,0.32811,0.65979,1.5126,0.27916,4.6997,9.3215,2.20293,MCTS,time pressure,16,5,,10.0
1435,0.0050397,0.33913,0.01,0.99678,0.33333,0.80568,1.0825,0.25399,4.1452,15.09,2.00778,MCTS,time pressure,16,1,,20.0
