,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
409,8.283,0.0084409,0.020128,1.0185,0.72973,0.74598,0.28323,2.4933,-1.5036,2.18973,No feature drop,eye tracking,2,5,,
410,1.2201,0.0029088,0.019225,0.31378,0.77885,1.0467,0.42259,4.0471,15.123,1.99163,No feature drop,eye tracking,3,1,,
411,7.002,0.001,0.01,0.99988,0.4828,1.0005,0.39967,2.6948,15.004,1.85334,No feature drop,eye tracking,3,2,,
412,5.004,0.005847,0.014986,0.66204,0.80127,0.79873,0.29908,2.4975,2.4887,2.38775,No feature drop,eye tracking,3,3,,
413,8.1093,0.007,0.01,0.39583,0.8,2.0593,2.0694,2.5,14.346,2.3574100000000002,No feature drop,eye tracking,3,4,,
414,7.738,0.0068793,0.021063,0.25,0.80216,1.0408,0.59926,2.4958,20.024,1.3715899999999999,No feature drop,eye tracking,3,5,,
415,5.3945,0.0044621,0.030556,1.0122,0.6369,1.0139,0.30903,2.5243,15.111,1.8494400000000002,No feature drop,eye tracking,4,1,,
416,3.8316,0.0026865,0.019869,0.64069,0.60523,1.2892,-0.046673,3.8394,21.591,1.7472699999999999,No feature drop,eye tracking,4,2,,
417,2.7307,0.005295,0.023756,0.59823,0.51394,1.0217,0.29954,4.9968,14.993,1.69528,No feature drop,eye tracking,4,3,,
418,3.0,0.01,0.02,1.0,0.61403,0.8,0.3,2.5,15.0,1.7467700000000002,No feature drop,eye tracking,4,4,,
419,3.0955,0.001,0.04,0.74278,0.60679,0.87627,0.3,2.5,15.0,2.2190800000000004,No feature drop,eye tracking,4,5,,
420,7.0,0.0035571,0.03,0.40323,-0.21045,1.0,0.5,3.5,15.0,2.1653200000000004,No feature drop,eye tracking,5,1,,
421,8.0,0.001,0.04,0.25,0.30137,0.93359,0.4,2.5,104.99,1.94041,No feature drop,eye tracking,5,2,,
422,5.0,0.0059168,0.02,0.53181,0.4,0.49012,0.3,2.5945,30.0,1.98201,No feature drop,eye tracking,5,3,,
423,4.9476,0.001,0.020574,0.29166,0.37918,0.80022,0.29984,2.7254,11.754,2.18851,No feature drop,eye tracking,5,4,,
424,6.3788,0.0031765,0.019673,0.56752,-0.077476,0.27048,0.3089,2.5041,17.136,2.32044,No feature drop,eye tracking,5,5,,
425,3.0,0.001,0.01,1.0,1.1111,1.0,-0.13362,4.6667,30.0,0.992839,No feature drop,eye tracking,6,1,,
426,3.1958,0.0014201,0.047608,1.0188,0.94062,0.79559,0.38777,3.3218,15.296,0.9461660000000001,No feature drop,eye tracking,6,2,,
427,3.0,0.001,0.012222,0.32621,1.1888,1.0,0.3,3.5,15.0,1.42207,No feature drop,eye tracking,6,3,,
428,4.9095,0.001,0.017464,0.98257,0.69441,0.96996,0.28005,3.7415,113.76,1.5809199999999999,No feature drop,eye tracking,6,4,,
429,3.4664,0.0055156,0.012571,1.0963,1.5246,0.84424,0.11898,3.498,18.388,1.70943,No feature drop,eye tracking,6,5,,
430,3.2441,0.01291,0.02,0.25,0.79567,1.2891,0.60001,5.0,15.0,2.4759700000000002,No feature drop,eye tracking,7,1,,
431,0.1,0.0029063,0.018333,0.32769,0.76383,0.91667,0.4203,5.6511,14.333,2.4713800000000004,No feature drop,eye tracking,7,2,,
432,5.0,0.001,0.04,1.0,0.8,1.0,0.3,2.5,15.0,2.25138,No feature drop,eye tracking,7,3,,
433,7.11,0.001,0.034315,0.95441,0.73985,1.1079,0.33567,2.3112,1.1421,1.80319,No feature drop,eye tracking,7,4,,
434,7.2191,0.010002,0.014444,1.0009,0.74104,0.99943,0.39629,2.5006,0.42759,1.5096599999999998,No feature drop,eye tracking,7,5,,
435,3.525,0.022506,0.01,0.25,0.35,1.1473,0.725,3.375,20.024,2.7560000000000002,No feature drop,eye tracking,8,1,,
436,10.0,0.040089,0.02567,1.0,0.8,1.0,0.3,5.0,30.0,2.86795,No feature drop,eye tracking,8,2,,
437,5.3124,0.04,0.04,1.0,0.4,1.0,0.5,3.5,15.0,2.76505,No feature drop,eye tracking,8,3,,
438,2.55,0.023333,0.021149,0.25,0.61014,0.52125,0.90882,1.618,15.0,2.0704899999999995,No feature drop,eye tracking,8,4,,
439,10.0,0.58686,0.04461,0.49311,0.33074,0.875,0.47519,2.296,31.0,2.0670100000000002,No feature drop,eye tracking,8,5,,
440,5.0,0.005,0.02,0.5,0.4,1.0,0.3,2.5,15.0,1.91115,No feature drop,eye tracking,9,1,,
441,0.87135,0.001,0.016638,0.82337,0.71808,0.73367,0.49847,2.5119,13.651,1.8159699999999996,No feature drop,eye tracking,9,2,,
442,2.9737,0.0045037,0.022926,0.41345,0.92625,1.0083,0.20586,2.6215,16.171,2.1191899999999997,No feature drop,eye tracking,9,3,,
443,2.0333,0.02,0.02,1.0,0.8,0.8,0.3,2.5,15.0,1.74276,No feature drop,eye tracking,9,4,,
444,2.1896,0.0039254,0.020121,0.9919,0.79167,1.0093,0.23989,2.4838,15.074,1.8897100000000002,No feature drop,eye tracking,9,5,,
445,1.3029,0.001,0.022655,0.42485,0.4204,0.80708,0.27718,5.0069,179.79,1.88266,No feature drop,eye tracking,10,1,,
446,3.5105,0.001,0.01,0.47943,0.40052,1.6013,0.099516,2.6002,30.012,1.59304,No feature drop,eye tracking,10,2,,
447,4.6049,0.0042772,0.01,0.73338,0.52163,0.79722,0.40201,3.3474,14.975,2.0589500000000003,No feature drop,eye tracking,10,3,,
448,3.0595,0.0032017,0.022023,0.3876,0.55735,1.2699,0.30696,2.8953,13.193,1.4319600000000001,No feature drop,eye tracking,10,4,,
449,3.2826,0.0038306,0.01,0.51045,0.4,0.8,0.3,2.6289,6.4598,1.59883,No feature drop,eye tracking,10,5,,
450,0.98076,0.011661,0.01,0.31753,0.38585,0.61882,0.49825,4.3336,11.718,2.3486499999999997,No feature drop,learning,1,1,1.0,
451,10.0,0.032448,0.12336,0.25,-0.56853,1.2336,0.41669,4.6564,19.202,2.43943,No feature drop,learning,1,2,1.0,
452,3.9044,0.021583,0.025572,0.32844,-0.052892,0.91667,0.35417,3.3125,14.847,2.6376,No feature drop,learning,1,3,1.0,
453,0.1,0.01793,0.020965,0.25,0.24054,0.85036,0.58927,3.3732,11.016,2.07472,No feature drop,learning,1,4,1.0,
454,2.4882,0.005,0.03,0.25,0.32215,1.0,0.66667,5.0,8.8009,2.2761500000000003,No feature drop,learning,1,5,1.0,
455,4.995,0.040186,0.019969,0.25,0.3995,0.79786,0.50095,2.5024,14.981,2.7932599999999996,No feature drop,learning,1,1,2.0,
456,5.9984,0.019371,0.01,1.1111,0.4,0.2224,0.36666,2.0896,15.0,2.7737100000000003,No feature drop,learning,1,2,2.0,
457,0.1,0.020025,0.024216,0.25,0.22788,0.80058,0.39958,2.4988,15.005,2.3156399999999997,No feature drop,learning,1,3,2.0,
458,5.7018,0.02,0.02,1.0,0.4,0.042201,0.34374,2.5,15.0,2.9498500000000005,No feature drop,learning,1,4,2.0,
459,10.0,0.021337,0.023197,0.98482,0.21118,0.31992,0.39859,2.4739,14.881,2.5633899999999996,No feature drop,learning,1,5,2.0,
460,5.8572,0.033772,0.06,0.97501,-0.012493,0.62036,0.4,5.0,15.0,2.63773,No feature drop,learning,1,1,3.0,
461,5.0,0.019858,0.018797,1.0556,0.20489,0.12073,0.131,2.7434,21.892,2.45502,No feature drop,learning,1,2,3.0,
462,5.0,0.02,0.02,1.0,0.4,-0.15164,0.0,3.3333,15.0,2.48057,No feature drop,learning,1,3,3.0,
463,6.9997,0.56201,0.01,0.40799,0.13775,1.0003,0.62555,2.4995,15.002,2.8232100000000004,No feature drop,learning,1,4,3.0,
464,10.0,0.34519,0.01,0.25,-0.062259,0.82433,0.32251,2.5,20.0,2.45135,No feature drop,learning,1,5,3.0,
465,7.0,0.02,0.015,1.0,0.4,0.030502,0.0,5.0,7.802,2.49793,No feature drop,learning,1,1,4.0,
466,8.2963,0.02,0.021805,1.0,0.28841,0.57435,0.18005,3.5,10.435,2.39156,No feature drop,learning,1,2,4.0,
467,0.1,0.024052,0.019733,0.35562,0.34976,0.82164,0.053319,2.3134,14.147,2.1340600000000003,No feature drop,learning,1,3,4.0,
468,0.1,0.001,0.020278,0.28233,0.40048,0.79332,0.29562,2.4757,14.889,2.7218,No feature drop,learning,1,4,4.0,
469,4.1833,0.019506,0.026938,1.0,0.4,0.24265,0.3,3.6346,8.4153,2.62319,No feature drop,learning,1,5,4.0,
470,0.1,0.03343,0.02,0.25,0.4,0.66438,0.4,2.5,15.0,2.41486,No feature drop,learning,1,1,5.0,
471,0.1,0.010042,0.023528,0.25,0.44237,0.63881,0.30288,2.5071,15.033,2.38733,No feature drop,learning,1,2,5.0,
472,0.1,0.001,0.01,0.38057,0.20444,0.8645,0.26979,2.5,14.714,2.63874,No feature drop,learning,1,3,5.0,
473,9.9998,0.018237,0.022611,0.33715,-0.041765,0.87126,0.59793,2.7285,1.4554,2.158,No feature drop,learning,1,4,5.0,
474,0.60543,0.01532,0.030006,0.25,0.48733,0.88874,0.40378,2.0209,16.665,2.56966,No feature drop,learning,1,5,5.0,
475,1.0209,0.001,0.01,0.25,0.7056,0.99132,0.27189,3.0255,15.624,1.6757000000000002,No feature drop,learning,2,1,1.0,
476,2.9004,0.001,0.026479,0.40848,0.27091,1.604,0.052086,3.067,9.5918,1.79658,No feature drop,learning,2,2,1.0,
477,0.1,0.02,0.02,0.38424,0.50528,1.6,1.0,4.5971,15.0,1.60335,No feature drop,learning,2,3,1.0,
478,3.4509,0.001,0.024048,0.25,0.65387,1.3988,0.6,2.5,15.0,2.0167900000000003,No feature drop,learning,2,4,1.0,
479,0.1,0.0050343,0.016609,0.47897,0.35989,1.0944,0.59657,3.3258,14.984,1.60656,No feature drop,learning,2,5,1.0,
480,9.9999,0.0047823,0.035,0.375,1.0,1.0022,0.66666,2.5,21.443,1.43971,No feature drop,learning,2,1,2.0,
481,1.0667,0.001,0.01,0.49309,1.0,1.0,0.5,2.5,15.0,1.6430600000000002,No feature drop,learning,2,2,2.0,
482,0.1,0.0105,0.01,0.46991,0.96748,1.0278,0.52083,3.4686,30.744,1.4288399999999997,No feature drop,learning,2,3,2.0,
483,1.1128,0.0027348,0.022455,0.41239,1.0028,0.88806,0.49475,2.8058,16.398,1.61568,No feature drop,learning,2,4,2.0,
484,10.0,0.005,0.011111,0.5,1.0577,1.0,0.4,2.5,15.0,1.65517,No feature drop,learning,2,5,2.0,
485,1.6071,0.001,0.01,0.34307,0.92467,1.2876,0.37637,3.0034,23.022,1.34066,No feature drop,learning,2,1,3.0,
486,3.9985,0.01,0.02,0.34471,1.2567,1.3759,2.503,2.5,20.0,1.65598,No feature drop,learning,2,2,3.0,
487,9.9999,0.001,0.02,0.25,1.0,1.0,0.3,2.5,15.0,1.6279800000000002,No feature drop,learning,2,3,3.0,
488,3.3363,0.004,0.038058,0.42768,1.1237,1.2539,0.47368,2.5,20.0,1.4101599999999999,No feature drop,learning,2,4,3.0,
489,2.2339,0.0029285,0.027857,0.33779,1.1536,1.3929,0.79465,3.1875,11.857,1.91751,No feature drop,learning,2,5,3.0,
490,1.8964,0.0056228,0.015568,0.38921,0.99942,1.2216,0.44403,4.0141,8.7813,1.46465,No feature drop,learning,2,1,4.0,
491,1.5351,0.0041169,0.018853,0.49903,1.1618,1.2299,0.40133,3.4956,15.012,1.34774,No feature drop,learning,2,2,4.0,
492,1.3004,0.001,0.019719,0.47672,1.0645,1.004,0.34191,3.6451,15.516,1.58911,No feature drop,learning,2,3,4.0,
493,1.0958,0.001,0.02096,0.44676,0.97222,1.0278,0.28449,3.5625,15.222,1.30131,No feature drop,learning,2,4,4.0,
494,1.55,0.005,0.02,0.375,1.0,1.0,0.0,3.5,20.0,1.54348,No feature drop,learning,2,5,4.0,
495,3.0,0.0085069,0.01,0.68043,1.1905,0.96609,0.6308,2.5,30.0,1.6162299999999998,No feature drop,learning,2,1,5.0,
496,0.58333,0.01,0.01,0.44476,0.8,1.5,0.5,3.5,15.0,1.19871,No feature drop,learning,2,2,5.0,
497,6.0,0.001,0.01,0.81701,1.0,1.0,0.5,2.2028,15.0,1.5999899999999998,No feature drop,learning,2,3,5.0,
498,0.93101,0.001,0.019444,0.29523,1.0,1.4424,0.5,5.0,20.0,1.4017699999999997,No feature drop,learning,2,4,5.0,
499,1.8378,0.001,0.017737,0.41667,0.99999,1.1796,0.65623,2.5,15.0,1.6078300000000003,No feature drop,learning,2,5,5.0,
500,8.2815,0.017125,0.019267,1.0113,-0.49787,0.60445,0.52845,1.3642,16.23,2.10392,No feature drop,learning,3,1,1.0,
501,10.0,0.0031315,0.037653,0.25,0.021222,0.73655,0.95767,1.487,12.063,2.25317,No feature drop,learning,3,2,1.0,
502,1.721,0.019761,0.027994,0.48185,-0.20026,1.0734,1.3809,2.9255,14.914,1.9753399999999997,No feature drop,learning,3,3,1.0,
503,1.3889,0.01304,0.027529,0.41667,-0.37965,0.92869,0.3,2.5,15.0,2.34607,No feature drop,learning,3,4,1.0,
504,7.4876,0.013613,0.01,0.625,-0.32101,0.68414,0.3,2.2061,15.0,2.21415,No feature drop,learning,3,5,1.0,
505,10.0,0.010383,0.021376,0.54448,0.30495,0.18113,0.93328,3.7277,18.086,2.3928800000000003,No feature drop,learning,3,1,2.0,
506,7.7911,0.018146,0.029225,0.47145,0.30143,0.77669,0.91928,3.5,15.498,1.97044,No feature drop,learning,3,2,2.0,
507,5.28,0.016955,0.016766,0.44719,-0.050056,0.6954,1.2128,3.5305,14.524,2.31606,No feature drop,learning,3,3,2.0,
508,5.3593,0.024629,0.015063,0.4391,0.31473,0.69037,1.3837,5.2132,14.026,2.43531,No feature drop,learning,3,4,2.0,
509,2.5167,0.01,0.02,0.5,0.21505,0.34954,0.5,2.5,15.0,1.9136700000000002,No feature drop,learning,3,5,2.0,
510,0.1,0.024995,0.014999,0.59059,0.032047,0.69206,0.68033,2.937,12.998,2.2066,No feature drop,learning,3,1,3.0,
511,1.036,0.001,0.02034,0.73591,0.069732,0.60327,0.85386,2.0898,11.226,2.0124500000000003,No feature drop,learning,3,2,3.0,
512,2.1745,0.012231,0.02035,0.98946,0.37112,0.96785,0.9497,3.4735,30.072,2.42867,No feature drop,learning,3,3,3.0,
513,4.9184,0.01,0.02,1.0,-0.19128,0.75278,0.6,3.3333,15.0,2.2947300000000004,No feature drop,learning,3,4,3.0,
514,2.8389,0.01,0.03,1.0,-0.51192,0.62658,0.6022,2.5,15.0,2.1549199999999997,No feature drop,learning,3,5,3.0,
515,2.5167,0.011667,0.034046,1.0,0.8,1.0,0.5,2.5,15.0,2.1385300000000003,No feature drop,learning,3,1,4.0,
516,3.0,0.01,0.01,0.83922,0.8,1.0,0.3,2.5,15.0,1.6734799999999996,No feature drop,learning,3,2,4.0,
517,1.977,0.0094801,0.029922,0.80825,0.66295,0.97112,0.47834,2.4495,29.769,2.12772,No feature drop,learning,3,3,4.0,
518,2.8791,0.023475,0.016879,0.98567,0.8,0.99999,0.74403,2.9562,15.0,2.17342,No feature drop,learning,3,4,4.0,
519,2.5915,0.005399,0.021409,1.0,0.67851,0.8,0.5,2.5,18.333,1.65295,No feature drop,learning,3,5,4.0,
520,6.6372,0.0087847,0.023224,0.49519,0.36403,0.97956,0.49561,2.5196,-3.957,1.8735899999999996,No feature drop,learning,3,1,5.0,
521,6.9948,0.015583,0.019953,1.0021,0.5353,1.0024,0.60154,2.5041,14.981,1.8698300000000003,No feature drop,learning,3,2,5.0,
522,2.8389,0.040008,0.020001,1.0724,0.80009,1.0001,0.44436,2.7777,9.4874,2.49713,No feature drop,learning,3,3,5.0,
523,4.9835,0.010101,0.018389,0.70406,0.37657,0.99439,0.51139,2.4902,26.784,2.5233299999999996,No feature drop,learning,3,4,5.0,
524,8.9509,0.0036749,0.023287,0.99436,0.084633,0.97079,0.2961,2.4887,15.999,2.2831300000000003,No feature drop,learning,3,5,5.0,
525,5.0,0.0033117,0.02,0.5,1.0,0.8,0.66667,2.5,15.0,1.4269900000000002,No feature drop,learning,4,1,1.0,
526,7.3333,0.001,0.020518,0.99999,0.4995,1.0,0.85169,2.5,15.0,1.5718299999999998,No feature drop,learning,4,2,1.0,
527,7.6187,0.001,0.02,0.78011,0.88428,0.8,0.63704,3.5,15.0,1.4329399999999999,No feature drop,learning,4,3,1.0,
528,3.4687,0.001,0.014285,0.48074,0.78433,0.98037,0.3108,2.5328,13.214,1.60096,No feature drop,learning,4,4,1.0,
529,5.123,0.0047707,0.01122,0.25,0.99764,1.0488,0.47454,2.5854,15.39,1.83804,No feature drop,learning,4,5,1.0,
530,1.4195,0.001,0.026667,0.45833,0.8,0.93333,0.3,2.5985,15.0,1.69355,No feature drop,learning,4,1,2.0,
531,2.4681,0.001,0.01,0.45833,0.4,0.90587,0.23744,2.7642,13.93,1.2787099999999998,No feature drop,learning,4,2,2.0,
532,1.6157,0.001,0.018807,0.49814,0.55678,1.0022,0.29821,4.2158,16.689,1.7207700000000004,No feature drop,learning,4,3,2.0,
533,4.7834,0.0037054,0.01,0.55012,0.4,1.1115,0.3,5.0,15.0,1.75672,No feature drop,learning,4,4,2.0,
534,3.1698,0.001,0.034777,0.94347,0.57904,0.87834,0.35359,2.8123,10.479,1.6175899999999999,No feature drop,learning,4,5,2.0,
535,3.4181,0.0019994,0.012501,0.99976,0.48118,1.0003,0.10859,2.5909,29.998,1.4936399999999999,No feature drop,learning,4,1,3.0,
536,3.4718,0.0028727,0.019289,1.0195,0.46381,0.82864,-0.015912,3.4284,89.935,1.37917,No feature drop,learning,4,2,3.0,
537,4.2988,0.001,0.019647,0.80441,0.16841,1.0172,0.046672,3.5666,15.141,1.4840399999999998,No feature drop,learning,4,3,3.0,
538,3.0,0.005,0.01,1.0,0.4,1.0,0.5,3.5,10.0,2.1151799999999996,No feature drop,learning,4,4,3.0,
539,3.6813,0.001,0.026681,0.91285,0.50962,0.91821,0.19722,3.2803,35.346,1.66681,No feature drop,learning,4,5,3.0,
540,5.9793,0.001,0.010833,0.44831,0.42942,1.471,0.30796,3.4427,20.129,1.52936,No feature drop,learning,4,1,4.0,
541,5.1408,0.001,0.022445,0.65515,0.4,1.0553,0.6,3.6572,15.0,1.49926,No feature drop,learning,4,2,4.0,
542,2.3414,0.0028706,0.01,0.58333,0.44444,1.1242,0.3,3.5185,15.0,1.75064,No feature drop,learning,4,3,4.0,
543,2.2892,0.001,0.01,0.375,0.53333,1.1836,0.5,2.5,15.0,1.61952,No feature drop,learning,4,4,4.0,
544,4.8838,0.001,0.029937,0.25,0.27625,1.1681,0.4512,6.9996,20.013,1.5630600000000001,No feature drop,learning,4,5,4.0,
545,3.439,0.001,0.01,0.93158,0.8,0.77726,0.92695,2.9979,1093.9,1.7213800000000004,No feature drop,learning,4,1,5.0,
546,3.0983,0.001,0.03,0.72022,0.53794,0.95157,0.3,3.1901,13.089,1.4911800000000002,No feature drop,learning,4,2,5.0,
547,3.0374,0.001,0.03,0.59887,0.4,0.72827,1.3249,2.5,12.043,1.61432,No feature drop,learning,4,3,5.0,
548,2.8715,0.001,0.023639,0.84079,0.63624,0.63624,0.39823,2.8184,12.429,1.85579,No feature drop,learning,4,4,5.0,
549,3.0066,0.005408,0.01,0.51312,0.43135,0.97286,0.56685,4.6693,9.3965,1.29193,No feature drop,learning,4,5,5.0,
550,6.0,0.005,0.04,0.375,0.8,0.8,0.3,3.217,15.0,1.4113799999999999,No feature drop,learning,5,1,1.0,
551,5.5579,0.01,0.021911,0.5,0.86818,1.3333,1.2311,5.5556,40.0,2.0892299999999997,No feature drop,learning,5,2,1.0,
552,3.0,0.005,0.02,0.5,0.8,0.83444,0.3,3.9589,15.0,1.6937000000000002,No feature drop,learning,5,3,1.0,
553,2.9458,0.0040226,0.041667,0.51389,0.47942,1.0278,0.28194,3.9304,14.778,1.5617800000000002,No feature drop,learning,5,4,1.0,
554,3.1487,0.0053132,0.02,0.49311,0.39982,1.018,0.30017,3.0623,30.004,1.5651199999999998,No feature drop,learning,5,5,1.0,
555,5.9994,0.001,0.055358,0.41021,0.87371,0.75764,0.6829,4.6994,3.5757,1.72011,No feature drop,learning,5,1,2.0,
556,3.8845,0.001,0.018514,0.72964,1.1533,0.73314,0.18663,2.5507,17.332,1.86433,No feature drop,learning,5,2,2.0,
557,1.8125,0.001,0.03,0.39117,1.025,0.575,0.37853,2.6049,13.0,1.21869,No feature drop,learning,5,3,2.0,
558,1.204,0.001,0.068926,0.48959,0.99999,0.79999,0.48606,3.463,11.113,1.4701499999999998,No feature drop,learning,5,4,2.0,
559,2.1791,0.0016667,0.01,0.5,1.0,1.0,0.0,2.8434,15.0,1.78829,No feature drop,learning,5,5,2.0,
560,2.8142,0.001,0.02,1.0,0.73931,1.0,0.42084,3.5,22.222,1.75003,No feature drop,learning,5,1,3.0,
561,1.4142,0.001,0.018647,0.46617,0.73911,0.73911,0.25602,3.3477,12.835,1.4993799999999997,No feature drop,learning,5,2,3.0,
562,1.55,0.001,0.015938,0.52815,1.0024,0.64571,0.21065,4.9999,40.001,1.2594299999999998,No feature drop,learning,5,3,3.0,
563,2.0548,0.0028422,0.030944,0.57407,0.78631,0.94879,0.68125,3.8276,21.465,1.72088,No feature drop,learning,5,4,3.0,
564,4.096,0.001,0.01,0.25,1.0034,0.9966,0.29896,5.006,13.206,1.8960700000000004,No feature drop,learning,5,5,3.0,
565,4.4758,0.001,0.01,0.59092,0.85751,1.1113,0.3044,2.8334,15.073,1.7732199999999998,No feature drop,learning,5,1,4.0,
566,6.0,0.001,0.04,0.59356,1.0,1.0,0.3,2.5,15.0,1.36321,No feature drop,learning,5,2,4.0,
567,2.3785,0.001,0.0183,0.43885,1.0379,0.94274,0.47367,2.7982,13.563,1.37015,No feature drop,learning,5,3,4.0,
568,10.0,0.005,0.02,0.5,1.0,1.0,0.3,2.5,15.0,1.3437199999999998,No feature drop,learning,5,4,4.0,
569,3.0,0.001,0.01,0.5,1.0,1.6,1.35,3.5,15.0,1.31427,No feature drop,learning,5,5,4.0,
570,9.9999,0.005,0.02,0.5,0.8,1.0,0.3,3.3407,15.0,1.9557100000000003,No feature drop,learning,5,1,5.0,
571,4.9167,0.0043549,0.010786,0.50883,0.97178,0.95688,0.48736,2.7365,15.153,1.8294799999999998,No feature drop,learning,5,2,5.0,
572,5.8568,0.0047778,0.01,0.50145,0.8,0.8,0.3,2.5,10.0,1.33579,No feature drop,learning,5,3,5.0,
573,7.0,0.0042499,0.03,0.48611,1.0667,1.0,0.3,2.5,15.0,1.50137,No feature drop,learning,5,4,5.0,
574,7.0,0.01,0.02,0.5101,0.85793,1.0,1.3964,3.927,15.0,1.57712,No feature drop,learning,5,5,5.0,
575,0.59262,0.02,0.02,0.25,0.52026,1.0683,0.21667,3.4133,15.0,2.13457,No feature drop,learning,6,1,1.0,
576,10.0,0.28018,0.11667,0.76332,1.0081,0.85445,0.65894,2.7547,17.058,2.46711,No feature drop,learning,6,2,1.0,
577,1.3212,0.29471,0.12864,0.32408,0.58008,1.0354,0.48056,4.4166,7.6665,2.2541800000000003,No feature drop,learning,6,3,1.0,
578,7.0,0.011099,0.03,1.0,0.8,0.32976,0.3,1.1725,15.0,2.61492,No feature drop,learning,6,4,1.0,
579,1.7333,0.01,0.034558,0.25,0.8,0.91306,0.3,3.5,8.2223,2.4626400000000004,No feature drop,learning,6,5,1.0,
580,0.1,0.011468,0.01,0.38889,0.58125,0.86377,0.73571,3.0518,14.592,2.2836,No feature drop,learning,6,1,2.0,
581,2.9411,0.01728,0.01,0.27191,0.96782,0.80137,1.1325,3.0698,13.692,1.88739,No feature drop,learning,6,2,2.0,
582,4.9824,0.0063836,0.04,0.87766,0.48613,0.7732,0.61334,3.2625,15.0,2.15951,No feature drop,learning,6,3,2.0,
583,2.1873,0.001,0.027478,0.25,0.51383,0.811,0.36452,3.0638,16.309,2.01905,No feature drop,learning,6,4,2.0,
584,1.515,0.0073967,0.01,0.25,0.79766,0.80328,0.47795,3.3426,15.034,2.0833,No feature drop,learning,6,5,2.0,
585,1.4835,0.001,0.02,0.45233,0.72593,1.0,0.25588,2.4814,12.103,1.63116,No feature drop,learning,6,1,3.0,
586,2.9144,0.013333,0.04,0.97926,0.90687,1.0323,0.25313,3.3333,12.808,2.00096,No feature drop,learning,6,2,3.0,
587,0.92697,0.001,0.02,0.45833,0.99999,1.2896,0.4,2.5,30.0,1.32871,No feature drop,learning,6,3,3.0,
588,1.7827,0.003294,0.045,0.56814,0.8,1.0,0.3,2.5,30.0,1.72676,No feature drop,learning,6,4,3.0,
589,0.59093,0.012424,0.019998,0.50441,0.80096,1.3072,0.75561,2.8759,19.974,1.7311299999999998,No feature drop,learning,6,5,3.0,
590,2.9951,0.010037,0.0263,0.92738,0.99748,0.76008,0.55809,2.5044,20.026,1.9761099999999996,No feature drop,learning,6,1,4.0,
591,5.0,0.0071759,0.018231,0.76869,1.0,0.8,0.5,2.5,2.5,1.8284299999999998,No feature drop,learning,6,2,4.0,
592,7.3687,0.005,0.06,0.375,1.1747,1.0397,0.3,2.5,5.8316,1.82381,No feature drop,learning,6,3,4.0,
593,5.0,0.005,0.03,0.25,1.2501,0.90277,0.5,5.0,5.0256,2.0670800000000003,No feature drop,learning,6,4,4.0,
594,2.5647,0.0093972,0.023399,0.25,0.99718,1.4965,0.54156,3.3383,11.689,2.0994800000000002,No feature drop,learning,6,5,4.0,
595,9.9999,0.001,0.15125,0.46532,1.0676,1.001,0.66743,2.4982,15.008,1.40645,No feature drop,learning,6,1,5.0,
596,3.0,0.0014729,0.01,0.68018,1.1203,1.1289,0.43333,2.5,7.8376,2.2379599999999997,No feature drop,learning,6,2,5.0,
597,6.4832,0.001,0.023059,0.45988,0.75226,0.97717,0.43335,2.7778,14.803,1.89605,No feature drop,learning,6,3,5.0,
598,10.0,0.0050711,0.039467,0.50444,1.0089,0.80799,0.0044409,2.5155,14.929,1.9069300000000002,No feature drop,learning,6,4,5.0,
599,6.8485,0.001,0.019233,0.44538,0.83452,1.0915,0.32471,2.5671,15.307,2.02424,No feature drop,learning,6,5,5.0,
600,1.188,0.001,0.027816,0.36212,0.56627,1.0135,0.67801,2.0848,12.794,1.61892,No feature drop,learning,7,1,1.0,
601,0.825,0.005,0.03,0.25,0.4,1.0038,0.77556,2.5,15.0,2.07743,No feature drop,learning,7,2,1.0,
602,1.1996,0.010095,0.015105,0.39903,0.50975,1.0518,0.68355,2.5092,12.744,2.02448,No feature drop,learning,7,3,1.0,
603,6.4796,0.0030458,0.022254,0.28241,0.34174,0.875,0.45833,3.1148,-5.9982,2.05869,No feature drop,learning,7,4,1.0,
604,7.0,0.001,0.014708,0.25,0.53333,0.99999,1.0,2.5,-8.2552,2.2245299999999997,No feature drop,learning,7,5,1.0,
605,1.002,0.0053509,0.01,0.47754,0.84043,0.40904,0.83878,3.6843,10.487,2.0500099999999994,No feature drop,learning,7,1,2.0,
606,0.11111,0.0057832,0.01,0.46302,0.50432,0.83205,0.77699,3.4081,16.563,1.55308,No feature drop,learning,7,2,2.0,
607,1.3632,0.0045206,0.029992,0.64588,0.6732,0.68031,0.83224,2.4996,14.813,1.8121900000000004,No feature drop,learning,7,3,2.0,
608,1.1182,0.0031617,0.016981,0.60271,0.51539,0.68946,0.7386,2.8466,8.9106,1.9882800000000003,No feature drop,learning,7,4,2.0,
609,3.736,0.89101,0.016152,0.53847,0.80003,0.75564,0.79997,3.889,5.7057,1.85193,No feature drop,learning,7,5,2.0,
610,10.0,0.005,0.03,1.0,0.8,0.71906,0.3,2.5,15.0,2.1781,No feature drop,learning,7,1,3.0,
