,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
199,2.5167,0.01978,0.01,1.0054,0.44219,1.0,0.3,2.5,15.0,1.42379,No feature drop,human-vs-human,40,5,,
200,2.8485,0.005,0.02,0.97442,1.0667,0.74848,0.4,2.5877,15.0,1.51967,No feature drop,generalization,1,1,,
201,1.5964,0.010248,0.02028,1.0121,0.78761,0.81239,0.30895,2.5245,15.112,1.30368,No feature drop,generalization,1,2,,
202,1.9336,0.0044566,0.01,0.48472,0.95363,0.8293,-0.030619,2.7987,16.366,1.7315200000000002,No feature drop,generalization,1,3,,
203,2.3048,0.0056667,0.026667,1.0729,1.0212,0.725,0.24583,3.1155,7.8849,2.10344,No feature drop,generalization,1,4,,
204,1.1817,0.004913,0.029941,0.51656,0.90677,0.82428,0.44256,2.5266,16.192,1.7842099999999999,No feature drop,generalization,1,5,,
205,1.55,0.001,0.020548,0.5,1.6,1.5,0.3,2.5,13.34,1.38673,No feature drop,generalization,2,1,,
206,3.2413,0.001,0.02,1.0,1.3365,1.0,0.6,2.5,15.0,1.6408999999999998,No feature drop,generalization,2,2,,
207,5.0419,0.001,0.019728,0.91778,1.6127,0.989,0.59156,2.5247,56.014,1.078423,No feature drop,generalization,2,3,,
208,9.9999,0.0040389,0.019933,0.93003,1.9962,0.99625,0.29892,3.3283,14.97,1.38966,No feature drop,generalization,2,4,,
209,4.7701,0.0041649,0.01,0.93182,1.2813,1.0035,0.42204,2.6364,7.7684,1.2921,No feature drop,generalization,2,5,,
210,2.5167,0.02,0.023333,0.68858,0.53333,0.4782,0.15116,2.5,10.0,2.1383,No feature drop,generalization,3,1,,
211,0.1,0.0077918,0.01,0.37395,-0.15093,0.87381,0.5,2.8985,15.0,2.1381699999999997,No feature drop,generalization,3,2,,
212,3.8236,0.013289,0.02,1.0,0.29983,0.57644,0.4,2.5,15.0,2.18659,No feature drop,generalization,3,3,,
213,0.78225,0.0069625,0.024698,0.40311,0.0095812,0.94979,0.64359,2.7319,14.004,2.20385,No feature drop,generalization,3,4,,
214,0.1,0.010926,0.025282,0.27083,-0.15633,1.3173,0.70624,4.1052,18.0,1.9197,No feature drop,generalization,3,5,,
215,1.1203,0.02287,0.06049,0.71751,0.80827,0.77452,0.3177,1.9915,-16.023,2.7631500000000004,No feature drop,generalization,4,1,,
216,8.4851,0.26596,0.044641,0.78623,0.98663,0.63318,0.0066514,2.1371,-133.34,2.37664,No feature drop,generalization,4,2,,
217,3.7316,0.0043867,0.027503,0.43407,0.46235,0.62484,0.54386,1.8435,-111.52,2.89227,No feature drop,generalization,4,3,,
218,8.2736,0.012463,0.30295,0.93975,0.67684,0.86316,0.21105,2.2605,-10.269,2.7359999999999998,No feature drop,generalization,4,4,,
219,8.9165,0.01053,0.031739,0.50748,0.96334,0.76522,0.27709,2.4337,-40.81,2.7630600000000003,No feature drop,generalization,4,5,,
220,5.6229,0.52246,0.030297,0.25,0.44608,0.78886,0.43724,3.1927,16.689,2.6755199999999997,No feature drop,generalization,5,1,,
221,6.0682,0.001,0.19417,0.25,0.44228,1.067,0.39963,2.5007,5.0114,2.37329,No feature drop,generalization,5,2,,
222,4.1833,0.48385,0.14,0.25,0.8,1.0,0.3,2.5,0.77314,2.7191099999999997,No feature drop,generalization,5,3,,
223,8.0762,0.012786,0.034132,0.25,0.35528,0.85313,0.4462,2.4191,14.658,2.06805,No feature drop,generalization,5,4,,
224,0.1,0.047107,0.019996,0.33785,0.42052,0.73442,0.27783,2.4995,16.664,2.4287400000000003,No feature drop,generalization,5,5,,
225,5.2867,0.001,0.019084,0.66307,0.78237,0.84331,0.45867,2.4657,14.623,1.7269499999999998,No feature drop,generalization,6,1,,
226,1.55,0.001,0.02,0.31679,0.8,1.0,0.3,2.5,15.0,1.70544,No feature drop,generalization,6,2,,
227,8.3557,0.005837,0.01,0.5,0.72635,1.0,0.45407,2.5,20.0,2.02613,No feature drop,generalization,6,3,,
228,1.2627,0.0099516,0.027488,0.25,0.83534,1.0189,0.44933,2.3943,16.845,1.5942899999999998,No feature drop,generalization,6,4,,
229,6.44,0.0050303,0.019938,0.93015,0.80341,1.0038,0.99811,2.4934,9.0454,1.56328,No feature drop,generalization,6,5,,
230,7.249,0.0044416,0.01,0.25,0.70235,0.9992,0.66973,2.6633,16.681,2.0544399999999996,No feature drop,generalization,7,1,,
231,10.0,0.0033607,0.037319,0.39755,0.98442,0.79509,0.43319,2.086,13.361,2.08229,No feature drop,generalization,7,2,,
232,10.0,0.001,0.025435,0.51742,0.77559,0.9394,1.0024,2.091,15.026,1.8098400000000001,No feature drop,generalization,7,3,,
233,6.1215,0.005,0.01,0.96547,0.8,0.77138,0.95,2.5,19.943,1.7719,No feature drop,generalization,7,4,,
234,0.1,0.004111,0.01,0.3857,1.025,0.81959,0.4375,5.8466,28.0,1.9718699999999998,No feature drop,generalization,7,5,,
235,7.4265,0.0036032,0.090249,0.99917,0.39936,0.79817,0.45781,4.5118,14.993,2.4062099999999993,No feature drop,generalization,8,1,,
236,6.0472,0.0082719,0.030927,1.01,0.4,0.64673,0.4963,2.5,18.333,2.12245,No feature drop,generalization,8,2,,
237,7.0,0.01,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.20014,No feature drop,generalization,8,3,,
238,8.9732,0.001,0.030011,1.4371,0.35024,0.31821,0.62556,3.5821,18.989,1.9574500000000001,No feature drop,generalization,8,4,,
239,8.5262,0.010058,0.24881,1.0926,0.62296,0.44145,0.55555,3.5,26.667,1.5550000000000002,No feature drop,generalization,8,5,,
240,3.373,0.0047948,0.019073,0.25,0.45436,0.89631,0.38511,3.1359,9.2021,2.0084,No feature drop,generalization,9,1,,
241,5.0005,0.013378,0.019996,0.25,0.52487,0.99978,0.29986,7.0005,14.998,2.02267,No feature drop,generalization,9,2,,
242,7.18,0.0079785,0.026667,0.25,0.51323,0.17101,0.543,4.125,19.0,2.3317500000000004,No feature drop,generalization,9,3,,
243,1.2921,0.011581,0.021726,0.25,0.41452,0.82719,0.3136,5.6994,17.125,1.85823,No feature drop,generalization,9,4,,
244,7.0324,0.0073913,0.027887,0.25,0.085192,0.68497,0.28905,2.639,-7.2278,2.0037399999999996,No feature drop,generalization,9,5,,
245,1.3078,0.0034442,0.025205,0.2831,0.5466,1.1692,-0.0047731,2.6477,138.65,2.26068,No feature drop,generalization,10,1,,
246,1.5968,0.001,0.01,0.40709,0.32935,0.675,0.1755,2.7885,18.049,2.2358700000000002,No feature drop,generalization,10,2,,
247,6.2817,0.0048223,0.03,0.25,0.8,0.8,0.38516,2.5,4.2477,1.72282,No feature drop,generalization,10,3,,
248,7.0,0.005,0.03,0.5,0.8,0.54914,0.0,2.5,15.0,2.12807,No feature drop,generalization,10,4,,
249,4.9761,0.004979,0.028719,0.50164,0.83015,1.005,0.28194,2.4514,14.077,1.9344999999999999,No feature drop,generalization,10,5,,
250,0.1,0.01,0.02,0.9807,0.8,0.55119,0.20465,1.9671,15.0,2.0234300000000003,No feature drop,generalization,11,1,,
251,2.7085,0.46069,0.026667,1.1626,0.8,0.86974,0.3,2.5,12.504,1.70211,No feature drop,generalization,11,2,,
252,2.3722,0.62989,0.020249,1.1354,0.80002,0.80002,0.29999,2.9053,15.0,1.9273399999999998,No feature drop,generalization,11,3,,
253,0.1,0.001,0.020116,0.99808,0.69835,0.71996,0.2069,2.4096,24.933,2.4214899999999995,No feature drop,generalization,11,4,,
254,0.1325,0.667,0.02,1.0487,0.8,0.56561,0.27095,2.5,15.0,1.9609200000000002,No feature drop,generalization,11,5,,
255,2.9401,0.001,0.022453,0.25,0.2711,1.0,0.33333,2.7595,15.0,2.21491,No feature drop,generalization,12,1,,
256,1.7002,0.0078317,0.01,0.36054,0.56698,0.82963,0.57154,3.2222,13.889,1.83691,No feature drop,generalization,12,2,,
257,0.76057,0.008,0.01,0.54299,0.40399,0.80513,0.19643,2.51,29.529,1.9520000000000004,No feature drop,generalization,12,3,,
258,10.0,0.0058334,0.031694,0.25,0.38384,1.0,0.6,2.4613,12.799,2.04717,No feature drop,generalization,12,4,,
259,2.2108,0.0099234,0.01,0.25,0.44183,0.83061,0.53894,2.4293,19.824,2.1974299999999998,No feature drop,generalization,12,5,,
260,2.0249,0.001,0.036296,0.25,0.8,0.79304,0.34342,3.5,30.0,1.44074,No feature drop,generalization,13,1,,
261,4.5,0.001,0.022956,0.25,0.8,0.8,0.3,2.5,15.659,2.01526,No feature drop,generalization,13,2,,
262,5.3274,0.002125,0.023406,0.45659,0.9375,0.66509,0.54688,2.6094,14.5,1.92059,No feature drop,generalization,13,3,,
263,7.5371,0.0025,0.04,0.59626,0.8,0.77782,0.3,2.5,15.0,2.03857,No feature drop,generalization,13,4,,
264,10.0,0.0095049,0.01,0.75,0.86395,0.38741,0.3434,3.4608,26.667,1.65165,No feature drop,generalization,13,5,,
265,0.1,0.018417,0.028333,0.59829,0.31941,0.7625,0.32708,4.9271,119.77,2.6512800000000003,No feature drop,generalization,14,1,,
266,3.0,0.0099999,0.02,0.25,0.53333,1.0,0.20307,3.5,10.0,2.01927,No feature drop,generalization,14,2,,
267,2.8609,0.70567,0.01,0.49249,0.33156,0.95895,-0.015904,6.9613,20.14,2.2089299999999996,No feature drop,generalization,14,3,,
268,0.65789,0.0099079,0.019999,0.49301,0.40002,0.90083,0.26582,3.3566,15.556,1.8559800000000002,No feature drop,generalization,14,4,,
269,3.3667,0.01,0.02,0.33788,0.4,1.0,-0.46273,2.5,10.0,1.9730199999999996,No feature drop,generalization,14,5,,
270,5.3274,0.0078031,0.019997,1.0001,0.55626,0.99985,0.4001,2.5003,19.998,2.2152400000000005,No feature drop,generalization,15,1,,
271,6.0741,0.0078333,0.016654,1.0,0.68692,0.98519,0.34847,2.5741,17.407,2.0200400000000003,No feature drop,generalization,15,2,,
272,10.0,0.005,0.03,1.0,0.8,1.0,0.3,2.5,15.0,2.0551399999999997,No feature drop,generalization,15,3,,
273,7.0,0.0067707,0.015,1.0,0.4,1.0,0.3,2.5,15.0,2.4615299999999998,No feature drop,generalization,15,4,,
274,10.0,0.01,0.017679,1.0,0.69131,1.0,0.3,2.0824,15.0,1.98538,No feature drop,generalization,15,5,,
275,5.0,0.0041492,0.03,1.0086,0.8,0.8,1.0,2.5,8.1086,1.7206499999999998,No feature drop,generalization,16,1,,
276,3.623,0.0043277,0.01,0.4057,0.81139,1.1382,0.89865,2.7038,8.9627,1.46472,No feature drop,generalization,16,2,,
277,3.0,0.01,0.03,0.5,0.8,1.0,0.3,2.5,15.0,1.8707,No feature drop,generalization,16,3,,
278,1.55,0.011847,0.02,0.75217,0.8,1.0,1.0,3.4594,15.0,2.0214099999999995,No feature drop,generalization,16,4,,
279,3.55,0.0091992,0.016667,0.37424,0.8,1.0943,1.3038,3.3333,15.015,2.00448,No feature drop,generalization,16,5,,
280,7.0542,0.0062299,0.030195,0.25,0.41978,0.98628,0.43435,2.476,14.89,1.4978500000000001,No feature drop,generalization,17,1,,
281,10.0,0.001,0.020007,0.25,0.40009,0.99966,0.29993,2.4994,15.003,2.2038300000000004,No feature drop,generalization,17,2,,
282,6.1515,0.001,0.018289,0.25,0.5804,0.96961,0.81931,2.8599,17.384,2.0203200000000003,No feature drop,generalization,17,3,,
283,5.0388,0.001,0.01,0.25,0.38952,0.94695,0.51193,2.4683,14.852,2.06156,No feature drop,generalization,17,4,,
284,3.3513,0.001,0.01,0.25,0.53334,0.8,1.3655,2.5,15.0,1.79968,No feature drop,generalization,17,5,,
285,5.0,0.005,0.023896,1.0,0.50586,1.0,0.3,2.5,15.0,1.4719399999999998,No feature drop,generalization,18,1,,
286,3.8789,0.005,0.03,0.83863,0.65882,0.99999,0.3,2.5,15.0,1.71507,No feature drop,generalization,18,2,,
287,4.7539,0.0046065,0.052731,0.80671,0.53333,1.0,0.0093655,3.3333,20.0,1.5615,No feature drop,generalization,18,3,,
288,3.0,0.0032609,0.06,1.0,0.8,0.8,0.14091,2.5,15.0,2.05622,No feature drop,generalization,18,4,,
289,4.2196,0.001,0.031577,0.90164,0.4,1.0,0.3,2.5,15.0,1.90838,No feature drop,generalization,18,5,,
290,0.1,0.02,0.02,0.25,1.0,0.26149,0.5,2.5,15.0,2.55099,No feature drop,generalization,19,1,,
291,4.362,0.0071264,0.02342,0.25,1.2454,0.13845,0.71115,6.376,10.901,2.49578,No feature drop,generalization,19,2,,
292,4.747,0.00975,0.029774,0.32828,0.52935,0.25797,0.32639,2.5243,19.854,2.22759,No feature drop,generalization,19,3,,
293,6.0031,0.0042197,0.12615,0.78236,1.0234,-0.07264,0.30886,2.5147,12.647,1.9073699999999998,No feature drop,generalization,19,4,,
294,9.6816,0.01,0.082576,0.75,1.0173,0.13536,0.31111,3.7778,14.438,2.03916,No feature drop,generalization,19,5,,
295,1.48,0.0071421,0.02006,0.55984,0.76516,0.76086,0.47863,3.4449,14.69,2.0601599999999998,No feature drop,generalization,20,1,,
296,7.3639,0.76998,0.04008,0.625,0.6802,0.82869,0.97196,3.7819,15.0,1.8971899999999997,No feature drop,generalization,20,2,,
297,5.0833,0.0047741,0.015192,0.48588,0.85369,0.55866,0.64061,2.4664,14.788,1.9075700000000002,No feature drop,generalization,20,3,,
298,3.0281,0.0084108,0.019712,0.91427,0.83667,0.36869,0.59063,2.5252,15.115,1.8481400000000001,No feature drop,generalization,20,4,,
299,8.0066,0.001,0.018587,1.0271,0.70803,0.62841,0.32591,2.3234,15.565,1.9659900000000001,No feature drop,generalization,20,5,,
300,5.6031,0.014784,0.016667,0.25,0.92593,1.1667,0.6218,2.7917,11.474,2.72922,No feature drop,generalization,21,1,,
301,9.0,0.0080378,0.018702,0.94322,0.64923,0.93511,1.3343,2.6136,2.2495,2.4682899999999997,No feature drop,generalization,21,2,,
302,7.0,0.01,0.02,0.25,0.4,1.0,0.3,2.5,15.0,1.85667,No feature drop,generalization,21,3,,
303,3.3216,0.021651,0.01,0.72955,0.5062,0.63133,1.537,2.9658,14.089,2.17692,No feature drop,generalization,21,4,,
304,5.0,0.01,0.025992,0.27778,0.4,1.0,0.6,1.5,15.0,1.9633800000000001,No feature drop,generalization,21,5,,
305,7.0,0.005,0.02,0.42077,0.4,0.81147,0.3,3.3333,26.893,1.74878,No feature drop,generalization,22,1,,
306,1.6591,0.001,0.060348,0.4753,0.69216,0.4915,0.35686,3.648,17.866,1.96883,No feature drop,generalization,22,2,,
307,4.05,0.01,0.019929,0.375,0.8,0.97902,0.3,3.5,15.0,2.0886799999999996,No feature drop,generalization,22,3,,
308,2.6225,0.01,0.03,0.5,0.4,0.8,0.5,3.5,30.0,1.9809999999999999,No feature drop,generalization,22,4,,
309,9.9999,0.001,0.01,0.25,0.8,0.72306,0.3,2.5,15.0,1.7837500000000002,No feature drop,generalization,22,5,,
310,7.8082,0.0027778,0.018726,0.4934,0.92429,0.97086,0.32526,2.9954,14.767,1.67712,No feature drop,generalization,23,1,,
311,2.838,0.0099915,0.018846,1.0004,0.79957,0.58661,0.29976,2.7704,14.996,1.8437000000000001,No feature drop,generalization,23,2,,
312,2.8088,0.0045713,0.025702,0.6032,0.88889,0.83573,0.4,3.5,15.0,1.66279,No feature drop,generalization,23,3,,
313,4.7144,0.005,0.01,0.5,0.8,0.93136,0.3,7.0,15.0,1.54474,No feature drop,generalization,23,4,,
314,2.5325,0.0071586,0.026906,0.5,0.70874,1.0,0.6,3.5,15.0,1.72258,No feature drop,generalization,23,5,,
315,8.9991,0.004715,0.019903,0.88909,0.80695,0.99343,0.30506,3.6318,13.376,2.0830699999999998,No feature drop,generalization,24,1,,
316,4.2488,0.0055,0.029445,0.32523,0.84182,1.0,0.3,2.5,15.0,1.85856,No feature drop,generalization,24,2,,
317,2.8389,0.0037026,0.02,1.0,0.53492,0.86601,0.3,2.5,7.9413,1.7313800000000001,No feature drop,generalization,24,3,,
318,5.0,0.0044968,0.02,0.68559,0.82708,1.0,0.33333,2.5,14.647,1.70724,No feature drop,generalization,24,4,,
319,7.0,0.01,0.01,0.5,0.8,1.0,0.3,2.5,15.0,1.39688,No feature drop,generalization,24,5,,
320,10.0,0.01,0.03,1.0,0.4,1.0,0.3,2.5,15.0,1.84923,No feature drop,generalization,25,1,,
321,6.2097,0.010932,0.019439,0.25,0.79978,1.9998,0.29989,2.5005,15.001,1.83829,No feature drop,generalization,25,2,,
322,3.5776,0.023338,0.019998,0.25,0.7999,1.1947,0.30007,2.4998,14.999,2.0610600000000003,No feature drop,generalization,25,3,,
323,3.0,0.01,0.023333,1.0,-0.028788,1.0,0.47476,2.5,7.3527,1.78472,No feature drop,generalization,25,4,,
324,3.0804,0.0046347,0.029263,0.75259,0.39758,0.99655,0.50259,1.9495,12.987,1.9934599999999996,No feature drop,generalization,25,5,,
325,3.3272,0.0090656,0.026667,0.98374,0.67758,1.0833,1.0625,3.6875,19.125,1.61538,No feature drop,generalization,26,1,,
326,0.1,0.001,0.026666,0.54433,0.72309,1.0,0.55096,2.9615,15.0,2.0058399999999996,No feature drop,generalization,26,2,,
327,2.8955,0.0038705,0.020911,1.0411,0.76754,0.80042,0.84423,2.5534,14.404,1.6543499999999998,No feature drop,generalization,26,3,,
328,2.1144,0.012777,0.01,1.0309,0.59959,0.86194,0.89519,2.5386,44.769,1.7959200000000002,No feature drop,generalization,26,4,,
329,2.8918,0.002,0.010278,0.98508,0.63989,0.82941,0.71503,2.5,11.667,1.7105799999999998,No feature drop,generalization,26,5,,
330,7.0,0.0047535,0.02,0.5,0.76061,1.3333,0.16667,2.5,15.0,1.8811699999999998,No feature drop,generalization,27,1,,
331,1.3507,0.024223,0.023452,0.69116,0.81008,1.0,0.3,2.8133,15.0,1.72269,No feature drop,generalization,27,2,,
332,1.3463,0.001,0.01,0.5,1.0,1.1111,0.6,2.5,15.0,1.9036499999999996,No feature drop,generalization,27,3,,
333,2.8259,0.001,0.019978,0.41923,0.7462,0.99329,-1.0217,2.1435,20.07,2.07622,No feature drop,generalization,27,4,,
334,1.0667,0.01,0.013333,0.66667,0.8,1.0,0.2,2.5,15.0,1.92759,No feature drop,generalization,27,5,,
335,1.0667,0.005,0.018567,0.77864,0.8,0.49558,0.44307,2.5,15.0,2.3837900000000003,No feature drop,generalization,28,1,,
336,4.7003,0.011865,0.022549,0.5026,0.79669,0.7998,0.24942,3.9342,8.3201,2.11958,No feature drop,generalization,28,2,,
337,4.7399,0.0051655,0.01,0.77767,0.28998,0.59724,0.25376,2.6859,15.421,2.17904,No feature drop,generalization,28,3,,
338,2.6987,0.0058333,0.016667,0.37836,0.67874,0.99999,0.33333,3.5976,15.0,2.0247300000000004,No feature drop,generalization,28,4,,
339,2.55,0.0055,0.023333,1.0,0.8,0.59544,0.1013,2.7681,15.0,1.87106,No feature drop,generalization,28,5,,
340,2.5934,0.010603,0.04,1.0,0.8,1.0,0.24784,2.5,15.0,1.74329,No feature drop,generalization,29,1,,
341,1.5269,0.0043053,0.021969,0.25,1.1079,0.99979,-0.02067,2.6983,12.289,1.94786,No feature drop,generalization,29,2,,
342,2.7191,0.005,0.04,1.0,0.8,1.0,0.3,2.5,15.0,1.9295199999999997,No feature drop,generalization,29,3,,
343,1.2475,0.013367,0.021232,0.40853,0.80126,1.2351,0.056964,2.7006,10.008,1.63027,No feature drop,generalization,29,4,,
344,3.0,0.005,0.03,1.0,0.8,0.8,0.3,2.5,4.9532,2.13189,No feature drop,generalization,29,5,,
345,1.0624,0.017889,0.01,0.47222,0.30017,0.62623,0.77712,2.4028,9.6944,2.0799499999999997,No feature drop,generalization,30,1,,
346,0.1,0.0056454,0.026304,0.41024,0.32096,0.78626,1.5909,5.3758,604.0,2.1865099999999997,No feature drop,generalization,30,2,,
347,0.1,0.017195,0.026091,0.55457,0.34233,0.51734,0.77546,3.3146,20.865,2.3243699999999996,No feature drop,generalization,30,3,,
348,3.7887,0.013753,0.018248,0.5,-0.24382,1.0,0.98064,2.5,15.0,2.11286,No feature drop,generalization,30,4,,
349,1.4869,0.010203,0.012434,0.6214,0.39079,0.30631,0.73531,2.477,20.031,2.44037,No feature drop,generalization,30,5,,
350,10.0,0.005,0.02,0.45833,0.8,1.0,0.3,2.5,15.0,1.8810000000000002,No feature drop,generalization,31,1,,
351,6.9916,0.001,0.015693,0.56084,0.81966,1.0021,0.59862,2.4963,8.8387,2.02361,No feature drop,generalization,31,2,,
352,7.1138,0.001,0.023778,0.46282,0.72559,0.99999,0.3,2.5486,12.709,1.92139,No feature drop,generalization,31,3,,
353,5.275,0.003,0.020895,0.78652,0.8,1.0,0.4,2.6437,15.0,2.00645,No feature drop,generalization,31,4,,
354,1.3083,0.001,0.02,0.45306,0.4,1.0,0.43333,2.5,15.0,1.7733,No feature drop,generalization,31,5,,
355,5.8459,0.0023333,0.01,0.80658,0.70887,0.58324,0.54439,2.3228,18.993,1.86663,No feature drop,generalization,32,1,,
356,5.5556,0.001,0.03,0.25,0.32512,0.8,0.3,2.7745,15.0,1.46447,No feature drop,generalization,32,2,,
357,2.5494,0.002607,0.019996,0.37495,0.59723,0.92835,0.29987,2.4997,15.002,2.01411,No feature drop,generalization,32,3,,
358,5.0,0.01,0.035,1.0,0.60979,0.4214,0.3,3.0214,13.333,1.59861,No feature drop,generalization,32,4,,
359,4.2551,0.0026143,0.027477,0.33925,0.5693,1.3215,0.60898,3.896,13.572,1.4054200000000001,No feature drop,generalization,32,5,,
360,9.9999,0.010015,0.021296,0.3752,0.40599,0.93254,-0.16,2.5014,14.993,2.20421,No feature drop,generalization,33,1,,
361,2.5167,0.48708,0.02,0.66667,0.43593,0.56848,0.3,4.7245,11.741,2.3347700000000002,No feature drop,generalization,33,2,,
362,2.9551,0.34276,0.01,0.80079,0.39902,0.9973,0.33158,5.0094,8.9727,2.4429299999999996,No feature drop,generalization,33,3,,
363,4.1833,0.012993,0.020412,0.25,0.45544,1.4388,0.6,2.5,15.0,2.32328,No feature drop,generalization,33,4,,
364,10.0,0.010423,0.019745,0.38855,-0.18142,0.90793,-0.93868,2.7377,5.9166,1.72261,No feature drop,generalization,33,5,,
365,3.5743,0.0091618,0.0175,0.31188,0.16615,0.9125,0.35326,3.2188,8.2351,2.0604400000000003,No feature drop,generalization,34,1,,
366,1.6658,0.0053688,0.01,0.25,0.24779,0.97328,0.65773,4.2431,14.928,1.7946999999999995,No feature drop,generalization,34,2,,
367,5.3389,0.0059434,0.020481,0.53771,0.2201,1.1689,0.44115,2.88,14.572,2.1702899999999996,No feature drop,generalization,34,3,,
368,10.0,0.001,0.03,0.25,0.02833,1.1637,1.0417,1.8593,7.25,1.92192,No feature drop,generalization,34,4,,
369,4.5386,0.0096313,0.01795,0.25,0.027347,1.2791,-0.046035,4.9443,7.072,1.76645,No feature drop,generalization,34,5,,
370,10.0,0.019225,0.025844,2.5293,0.50706,0.45548,0.31991,1.5383,-87.513,2.74222,No feature drop,generalization,35,1,,
371,0.1,0.030309,0.021963,0.25,0.42767,0.69183,0.31806,1.229,6.5715,2.43197,No feature drop,generalization,35,2,,
372,5.4351,0.028122,0.021111,1.1212,0.56241,0.79999,0.4,2.0,-59.746,2.73374,No feature drop,generalization,35,3,,
373,7.0288,0.001,0.49355,1.4932,0.99225,0.90257,0.29826,2.4864,14.938,2.63592,No feature drop,generalization,35,4,,
374,9.0813,0.001,0.2726,2.6435,0.92076,0.49369,0.62463,1.6242,-5.9348,2.9477900000000004,No feature drop,generalization,35,5,,
375,3.0,0.01,0.01,1.0,0.4,0.8,0.5,2.5,15.0,2.03789,No feature drop,generalization,36,1,,
376,3.695,0.015,0.02,0.5,0.61574,0.84914,0.6,2.5,15.0,2.1713,No feature drop,generalization,36,2,,
377,1.526,0.0020756,0.03,0.25,0.62399,1.0,0.3,1.9663,20.0,2.00603,No feature drop,generalization,36,3,,
378,1.4396,0.014571,0.01,0.5,0.4,1.0,1.0,2.5932,15.0,1.62847,No feature drop,generalization,36,4,,
379,5.0,0.005,0.01727,0.3646,0.4,1.6,1.4895,2.225,8.7382,2.10713,No feature drop,generalization,36,5,,
380,3.4391,0.001,0.01,0.49874,1.0032,1.5014,0.29605,3.985,15.042,1.6657999999999997,No feature drop,generalization,37,1,,
381,2.1632,0.003184,0.03,0.40741,0.8,1.1667,0.4,2.8334,15.0,1.3941199999999998,No feature drop,generalization,37,2,,
382,1.7085,0.001,0.018585,0.46987,0.32806,1.1282,0.64083,3.4173,18.465,1.7307299999999999,No feature drop,generalization,37,3,,
383,4.4331,0.001,0.01,0.77261,0.76645,1.1448,0.35866,3.924,20.155,1.3171300000000001,No feature drop,generalization,37,4,,
384,5.0,0.001,0.01,0.76925,0.8,1.3333,0.66667,3.5,15.0,1.3092600000000003,No feature drop,generalization,37,5,,
385,5.229,0.0090849,0.022154,1.0,0.4,0.63414,0.31797,3.6959,30.0,1.99327,No feature drop,generalization,38,1,,
