,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
618,0.0023333,0.32887,0.04,1.0,0.8,1.0,0.9229,2.9539,15.0,1.85074,No pruning,learning,7,4,4.0,
619,0.001,0.15527,0.020795,1.0,0.8,0.75279,1.0,2.5,-38.333,2.2376899999999997,No pruning,learning,7,5,4.0,
620,0.0039463,0.17529,0.03,1.0,0.62555,0.6168,0.3,3.1667,15.0,2.1737900000000003,No pruning,learning,7,1,5.0,
621,0.001,0.27981,0.01,0.99999,0.8,0.46131,0.4,3.0721,3.4366,1.8694100000000002,No pruning,learning,7,2,5.0,
622,0.0037755,0.18112,0.01,0.9203,0.49059,0.8706,1.0971,3.2089,16.035,1.94301,No pruning,learning,7,3,5.0,
623,0.005,0.076791,0.02,1.0,0.8,0.51833,0.3,3.3333,15.0,2.3249500000000003,No pruning,learning,7,4,5.0,
624,0.001,0.17488,0.016381,1.0312,0.66771,0.76241,0.77425,2.565,-135.3,1.83748,No pruning,learning,7,5,5.0,
625,0.0091868,0.38222,0.093941,0.99503,0.39222,0.79608,0.19925,2.7725,17.708,2.4681299999999995,No pruning,learning,8,1,1.0,
626,0.01,0.25756,0.02,0.25,0.4672,1.0,0.3,2.5,15.0,2.48496,No pruning,learning,8,2,1.0,
627,0.020791,0.32073,0.02,0.72222,0.69895,1.0,0.3,3.3333,15.0,2.62626,No pruning,learning,8,3,1.0,
628,0.0055,0.7,0.10697,1.0226,0.60435,0.8,0.5,2.5,15.0,2.69876,No pruning,learning,8,4,1.0,
629,0.01091,0.2,0.02,0.25,0.38033,0.99999,1.0,2.5,15.0,2.51558,No pruning,learning,8,5,1.0,
630,0.0076677,0.1,0.02,0.25,0.4,0.88889,1.0,2.5,15.0,2.05403,No pruning,learning,8,1,2.0,
631,0.0037395,0.21524,0.030031,0.49983,0.39978,0.94641,0.57355,3.1654,14.995,2.638,No pruning,learning,8,2,2.0,
632,0.003303,0.2061,0.019993,0.25,0.56444,1.0682,1.1097,3.4086,15.014,2.22334,No pruning,learning,8,3,2.0,
633,0.0039327,0.23373,0.010635,0.45432,0.39765,0.73982,1.1003,3.6505,11.132,2.01953,No pruning,learning,8,4,2.0,
634,0.018255,0.2266,0.033415,0.52185,0.73128,0.9563,1.2875,3.4017,15.35,2.1684200000000002,No pruning,learning,8,5,2.0,
635,0.013086,0.13333,0.02,0.41667,1.1852,0.3219,1.1462,2.5,15.0,2.1488199999999997,No pruning,learning,8,1,3.0,
636,0.001,0.28333,0.10134,0.30556,0.88889,0.48872,1.3333,3.3333,15.0,2.03795,No pruning,learning,8,2,3.0,
637,0.010842,0.2,0.02,0.5,0.90447,0.67329,1.0,3.5,15.0,2.36368,No pruning,learning,8,3,3.0,
638,0.0043965,0.3,0.03,1.0996,0.79999,0.33705,0.6,2.5,15.0,1.9636099999999999,No pruning,learning,8,4,3.0,
639,0.0060464,0.30064,0.030019,0.51412,0.75687,0.67344,1.2241,2.8319,8.9611,1.8185600000000002,No pruning,learning,8,5,3.0,
640,0.01,0.15,0.02,0.44238,0.99999,0.93718,2.7038,4.1186,4.098,1.8227399999999996,No pruning,learning,8,1,4.0,
641,0.005,0.3,0.028488,0.5,0.8,0.16206,1.2754,5.0,6.0975,2.14025,No pruning,learning,8,2,4.0,
642,0.00538,0.32448,0.016311,0.80079,0.87488,0.75724,2.524,4.7271,-805.59,2.0210700000000004,No pruning,learning,8,3,4.0,
643,0.0035639,0.45,0.029395,0.5,0.8,0.84615,2.4847,5.0,15.0,2.2120400000000005,No pruning,learning,8,4,4.0,
644,0.0092645,0.2,0.019444,0.48401,1.1644,0.77613,2.5731,3.3333,18.333,1.98441,No pruning,learning,8,5,4.0,
645,0.0060008,0.22083,0.018215,0.45385,0.80639,0.28133,0.76453,3.2071,30.057,2.1898500000000003,No pruning,learning,8,1,5.0,
646,0.001,0.3,0.023773,0.5,1.0,0.40845,1.6177,5.0,149.45,2.078,No pruning,learning,8,2,5.0,
647,0.0058303,0.18441,0.01,0.42123,0.57691,0.74684,0.67372,3.33,13.335,1.89724,No pruning,learning,8,3,5.0,
648,0.0058648,0.13168,0.020013,0.49924,0.57875,0.65132,1.5301,4.674,14.974,1.8188000000000002,No pruning,learning,8,4,5.0,
649,0.0037711,0.18341,0.019634,0.46992,1.0001,0.65724,1.203,3.3335,4.8238,2.08263,No pruning,learning,8,5,5.0,
650,0.0050984,0.23072,0.2788,0.91049,0.6988,1.0503,0.31226,3.3772,20.2,2.46331,No pruning,learning,9,1,1.0,
651,0.0098472,0.16662,0.26457,1.0007,0.79988,0.82274,0.31995,10.022,14.472,2.5578700000000003,No pruning,learning,9,2,1.0,
652,0.0058333,0.18312,0.36,0.51929,1.0124,0.84718,0.27949,7.0,10.0,2.2769199999999996,No pruning,learning,9,3,1.0,
653,0.0099999,0.2,0.23762,0.5,0.76278,1.0,0.5,3.5,30.0,2.5770600000000004,No pruning,learning,9,4,1.0,
654,0.0052267,0.24162,0.35017,0.9238,0.92521,0.79006,0.35661,2.6532,14.3,2.33997,No pruning,learning,9,5,1.0,
655,0.0052737,0.16659,0.093109,0.49976,0.99951,0.93377,0.60063,5.0017,14.996,2.17241,No pruning,learning,9,1,2.0,
656,0.001,0.169,0.15236,0.93922,1.0524,0.80183,0.25485,3.7575,16.053,2.17946,No pruning,learning,9,2,2.0,
657,0.004618,0.16766,0.27284,0.93004,1.0514,1.2441,0.3333,6.6665,22.222,1.8935600000000001,No pruning,learning,9,3,2.0,
658,0.0022472,0.24178,0.091291,0.78132,0.96196,0.83202,0.25491,3.3333,15.0,2.08437,No pruning,learning,9,4,2.0,
659,0.0039227,0.2,0.20052,1.0,1.032,0.83363,0.21667,5.0,5.7702,1.9047699999999999,No pruning,learning,9,5,2.0,
660,0.005,0.1906,0.13966,0.25,1.0822,0.60576,0.3,3.3333,7.6919,2.1624,No pruning,learning,9,1,3.0,
661,0.0028305,0.21312,0.21976,0.5023,1.2422,1.1155,0.33087,3.304,15.38,2.0326200000000005,No pruning,learning,9,2,3.0,
662,0.0050038,0.27469,0.11353,0.50024,0.9338,0.8591,0.1224,5.5565,11.599,2.1414199999999997,No pruning,learning,9,3,3.0,
663,0.005,0.2,0.24337,0.25,1.199,1.0,0.6,5.0,15.0,2.04604,No pruning,learning,9,4,3.0,
664,0.0085661,0.31275,0.077884,0.53378,0.99999,0.99999,0.3,3.3333,30.0,2.07756,No pruning,learning,9,5,3.0,
665,0.0050069,0.10023,0.18233,0.50108,0.69552,0.99785,0.26263,3.338,15.017,1.7814699999999999,No pruning,learning,9,1,4.0,
666,0.001,0.2,0.24,0.5,1.1805,1.0,0.10408,5.0,15.0,1.8926100000000001,No pruning,learning,9,2,4.0,
667,0.005,0.2,0.23852,0.39206,1.0667,3.2935,-0.11963,12.108,6.1826,1.73187,No pruning,learning,9,3,4.0,
668,0.001,0.099599,0.19943,0.49887,0.70054,1.0714,0.50358,4.5593,19.945,2.14238,No pruning,learning,9,4,4.0,
669,0.0017237,0.18931,0.1592,0.53958,0.9064,1.1659,0.19234,3.2129,41.163,1.9858699999999998,No pruning,learning,9,5,4.0,
670,0.0038483,0.10002,0.2398,0.50021,0.79962,0.80038,0.29972,3.3341,1.6989,2.3317300000000003,No pruning,learning,9,1,5.0,
671,0.005,0.19934,0.31162,0.94221,0.66667,1.2222,0.3,3.1976,15.0,2.12133,No pruning,learning,9,2,5.0,
672,0.0045048,0.1,0.47648,0.36113,0.22598,0.8,0.0,2.5,15.0,2.04597,No pruning,learning,9,3,5.0,
673,0.001,0.1936,0.35157,0.37087,0.55191,1.3498,0.31074,4.9711,15.132,2.0337499999999995,No pruning,learning,9,4,5.0,
674,0.004,0.16905,0.36,0.5,0.8,1.3333,0.3,3.3334,15.0,2.40758,No pruning,learning,9,5,5.0,
675,0.011667,0.0,0.02,1.0,0.70409,0.8312,0.047208,3.2498,15.0,1.6587500000000002,No pruning,learning,10,1,1.0,
676,0.001,0.31975,0.01,0.97209,0.82859,1.2142,0.29901,3.4285,15.254,2.5690299999999997,No pruning,learning,10,2,1.0,
677,0.0049989,0.20002,0.01979,0.49993,0.77683,0.99986,0.4334,3.3331,-72.462,1.6526,No pruning,learning,10,3,1.0,
678,0.005,0.1,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.70885,No pruning,learning,10,4,1.0,
679,0.0024579,0.19999,0.019999,0.99998,0.73807,1.1666,0.091588,2.5,30.0,2.08125,No pruning,learning,10,5,1.0,
680,0.0049246,0.099895,0.040032,0.25,0.99947,1.3973,0.42639,2.5009,31.512,1.76747,No pruning,learning,10,1,2.0,
681,0.0036667,0.4,0.022442,1.0556,0.89411,1.0,0.3,2.5,15.0,1.76738,No pruning,learning,10,2,2.0,
682,0.001,0.11814,0.028102,1.0295,1.0442,1.0,0.3,2.5,15.0,1.98977,No pruning,learning,10,3,2.0,
683,0.005,0.15117,0.021803,0.99999,0.8,1.0,0.3,2.5,15.0,1.9073499999999999,No pruning,learning,10,4,2.0,
684,0.0088255,0.2,0.02,1.0,1.1276,1.0,0.3,2.5,15.0,1.60536,No pruning,learning,10,5,2.0,
685,0.0033315,0.35408,0.028278,2.0187,0.99779,0.92347,0.5574,2.6339,7.366,1.69324,No pruning,learning,10,1,3.0,
686,0.005,0.1,0.02,1.362,1.0,1.0,0.3,2.5,15.0,1.6564900000000002,No pruning,learning,10,2,3.0,
687,0.0067331,0.3,0.04,2.0,0.92777,0.8,0.33333,2.6404,16.667,1.5502599999999997,No pruning,learning,10,3,3.0,
688,0.003,0.15,0.028527,2.0,0.8,0.84903,0.5,2.5,30.0,1.8876199999999996,No pruning,learning,10,4,3.0,
689,0.0050372,0.1,0.01,1.7414,1.0915,0.81927,0.3,2.5,15.0,1.7752199999999998,No pruning,learning,10,5,3.0,
690,0.001,0.17184,0.01,0.98399,0.85098,0.99884,-0.43818,3.3308,6.2654,1.3828099999999999,No pruning,learning,10,1,4.0,
691,0.0046666,0.1,0.02,1.0777,0.70328,1.1828,0.3,3.5,20.0,1.5122900000000001,No pruning,learning,10,2,4.0,
692,0.001,0.016667,0.038942,1.224,0.8,0.8,0.0,2.5,15.0,1.6795000000000002,No pruning,learning,10,3,4.0,
693,0.001,0.049736,0.026627,1.0547,0.8834,1.0007,-0.12985,3.1678,29.989,1.56016,No pruning,learning,10,4,4.0,
694,0.001,0.13234,0.0175,1.112,0.8022,1.3352,0.29729,3.174,14.967,1.68622,No pruning,learning,10,5,4.0,
695,0.0038697,0.15169,0.01,0.98365,0.7894,1.0474,0.33174,7.5941,8.5493,1.54908,No pruning,learning,10,1,5.0,
696,0.0041488,0.16728,0.020641,1.0226,0.56542,1.0,0.13688,4.148,11.667,1.47231,No pruning,learning,10,2,5.0,
697,0.0040153,0.0,0.015,0.95833,0.90074,1.0,0.3,3.5,10.0,1.6314200000000003,No pruning,learning,10,3,5.0,
698,0.0037866,0.1,0.02,0.99999,0.8,0.99999,0.3,5.0,30.0,1.5807499999999999,No pruning,learning,10,4,5.0,
699,0.0081537,0.16087,0.016344,0.74477,1.0181,1.025,0.27891,6.4857,17.0,1.7395000000000003,No pruning,learning,10,5,5.0,
700,0.012659,0.33472,0.018324,0.83746,0.1136,1.2305,0.60612,2.3094,-70.581,2.8709000000000002,No pruning,learning,11,1,1.0,
701,0.014249,0.28407,0.024779,0.81331,0.1232,0.56689,0.89055,1.605,11.556,2.4208999999999996,No pruning,learning,11,2,1.0,
702,0.47964,0.29995,0.01,0.53423,-0.0043132,1.0667,0.65417,3.3332,2.9292,2.9926899999999996,No pruning,learning,11,3,1.0,
703,0.016683,0.39358,0.20954,0.82888,-0.39013,0.99513,1.2609,2.4915,10.368,2.5180999999999996,No pruning,learning,11,4,1.0,
704,0.024595,0.30662,0.019779,0.78031,0.39228,0.99092,1.3122,2.4807,29.912,2.35328,No pruning,learning,11,5,1.0,
705,0.003,0.25482,0.01,0.95631,0.8,0.69015,1.0,2.5,20.0,2.1680699999999997,No pruning,learning,11,1,2.0,
706,0.0091921,0.19169,0.029439,0.47078,0.80476,1.0535,1.623,3.8656,-180.06,2.2851600000000003,No pruning,learning,11,2,2.0,
707,0.0043325,0.34501,0.039172,0.69129,0.87865,1.1974,1.9122,6.8034,14.31,1.9220699999999997,No pruning,learning,11,3,2.0,
708,0.01,0.29027,0.02,0.5,0.8,0.8758,1.8882,5.7343,7.3463,2.00012,No pruning,learning,11,4,2.0,
709,0.0040176,0.30052,0.042305,0.99879,0.68659,0.59313,0.3929,2.8277,14.977,2.03779,No pruning,learning,11,5,2.0,
710,0.0039114,0.19359,0.020002,0.56401,0.79991,0.9999,1.3735,2.9014,18.332,2.19448,No pruning,learning,11,1,3.0,
711,0.019099,0.0,0.02,0.9813,1.0667,0.8,0.48148,2.9482,15.0,2.14007,No pruning,learning,11,2,3.0,
712,0.0060354,0.2003,0.02997,1.0007,1.066,0.39259,0.40049,2.4987,4.7168,2.10743,No pruning,learning,11,3,3.0,
713,0.0084875,0.22998,0.020006,0.74192,1.1251,0.97588,1.073,3.502,4.9845,2.14425,No pruning,learning,11,4,3.0,
714,0.0050061,0.27427,0.019985,1.0001,0.80069,0.96562,0.29976,3.332,15.006,2.25094,No pruning,learning,11,5,3.0,
715,0.0049954,0.30034,0.021936,0.9995,1.0932,1.0006,0.30011,2.501,14.995,1.73366,No pruning,learning,11,1,4.0,
716,0.0035648,0.28208,0.02,0.97976,1.0,1.0,0.66667,3.3806,19.561,2.0559799999999995,No pruning,learning,11,2,4.0,
717,0.0035185,0.20349,0.01963,0.93153,1.0,0.92998,0.33703,2.4369,15.0,1.9282299999999999,No pruning,learning,11,3,4.0,
718,0.0043333,0.3,0.01,0.99281,1.1785,0.8,0.3,3.3333,15.0,2.0186,No pruning,learning,11,4,4.0,
719,0.0054811,0.1,0.01,0.98786,0.8,0.86115,0.2782,2.5,-57.075,1.80274,No pruning,learning,11,5,4.0,
720,0.0043829,0.2,0.01,0.5,1.1982,0.97107,0.4,2.5,5.8977,1.7756699999999999,No pruning,learning,11,1,5.0,
721,0.005,0.21603,0.022922,0.84112,1.0,0.97358,0.3,2.5,30.0,2.0218700000000003,No pruning,learning,11,2,5.0,
722,0.001,0.16667,0.01,0.72827,1.1286,1.0,0.3,2.5,30.0,1.5938599999999998,No pruning,learning,11,3,5.0,
723,0.0070753,0.1,0.01,0.6624,1.3333,1.3333,0.3,2.5,15.0,1.58148,No pruning,learning,11,4,5.0,
724,0.0050129,0.08583,0.015927,0.71779,1.278,0.84155,0.3221,2.5,-40.722,1.5988200000000001,No pruning,learning,11,5,5.0,
725,0.005,0.10938,0.024859,0.73691,0.8,0.84286,0.3,3.5,30.0,1.7487199999999998,No pruning,learning,12,1,1.0,
726,0.0035876,0.15,0.029802,1.1667,0.53333,0.8,0.3,3.5,10.0,2.0693799999999998,No pruning,learning,12,2,1.0,
727,0.0096667,0.33829,0.067973,1.022,1.0,0.83698,0.3,7.1309,19.727,1.92105,No pruning,learning,12,3,1.0,
728,0.001,0.3,0.02,0.74915,0.64865,0.76674,0.4,5.0,4.8344,2.2353499999999995,No pruning,learning,12,4,1.0,
729,0.005,0.3,0.018694,1.0,0.8,1.0,0.3,5.0,30.0,2.2653499999999998,No pruning,learning,12,5,1.0,
730,0.010336,0.062963,0.01,0.73457,0.83888,0.54672,0.40833,3.625,12.722,2.4083300000000003,No pruning,learning,12,1,2.0,
731,0.0039264,0.2,0.021884,0.81812,0.67311,0.85562,0.6,2.5,15.0,2.18889,No pruning,learning,12,2,2.0,
732,0.0050003,0.19999,0.019999,0.93265,0.79996,0.91323,0.40003,3.5226,15.0,2.3303000000000003,No pruning,learning,12,3,2.0,
733,0.011684,0.31616,0.020016,0.51336,0.77484,1.0358,0.44514,4.6643,13.338,2.4599300000000004,No pruning,learning,12,4,2.0,
734,0.0041305,0.25102,0.019383,0.94597,0.80099,0.61645,0.60322,3.2719,18.863,1.8587100000000003,No pruning,learning,12,5,2.0,
735,0.55587,0.16556,0.026752,0.50184,1.3328,0.88421,1.3182,27.334,6.246,1.91825,No pruning,learning,12,1,3.0,
736,0.019971,0.2001,0.039891,0.45806,0.99891,0.80099,0.49918,4.0019,14.991,2.6760900000000003,No pruning,learning,12,2,3.0,
737,0.013925,0.25021,0.016535,0.49979,0.62553,0.70625,0.59987,2.5008,29.997,2.30828,No pruning,learning,12,3,3.0,
738,0.0016667,0.25,0.02,0.9739,0.8,0.45393,0.66667,2.5,20.0,2.34692,No pruning,learning,12,4,3.0,
739,0.010169,0.21137,0.01,0.70332,0.8,0.56274,0.5,5.0,40.0,2.3243400000000003,No pruning,learning,12,5,3.0,
740,0.001,0.30736,0.019484,0.9571,0.7981,0.71494,0.40136,2.5037,14.983,2.0419500000000004,No pruning,learning,12,1,4.0,
741,0.0032765,0.16171,0.01,0.95362,0.75244,0.70947,0.51791,3.6358,-36.58,2.1672300000000004,No pruning,learning,12,2,4.0,
742,0.007,0.23271,0.021677,0.53081,0.8,0.8,1.0,3.4419,16.667,1.93813,No pruning,learning,12,3,4.0,
743,0.005,0.0,0.027196,0.5,0.69993,0.53578,0.40324,2.5,20.0,2.0907500000000003,No pruning,learning,12,4,4.0,
744,0.001,0.19993,0.039984,0.73979,0.7541,0.79059,0.59983,2.4996,29.998,1.9416300000000004,No pruning,learning,12,5,4.0,
745,0.0099329,0.20154,0.019923,0.68077,0.7933,1.0038,0.29928,5.0067,9.8986,2.40759,No pruning,learning,12,1,5.0,
746,0.010083,0.20052,0.023036,0.89413,0.84231,0.60955,0.60298,2.492,14.963,2.25174,No pruning,learning,12,2,5.0,
747,1.0,0.30402,0.019423,1.0,0.8,0.91683,0.3,3.361,15.0,1.8872,No pruning,learning,12,3,5.0,
748,0.0097427,0.2,0.02,0.79466,0.69531,1.0,0.4,3.9321,15.0,2.3412699999999997,No pruning,learning,12,4,5.0,
749,0.66591,0.28227,0.018497,1.0,0.8,1.0,0.3,3.3333,15.0,2.04366,No pruning,learning,12,5,5.0,
750,0.010556,0.2,0.02,0.5,0.8,1.0667,0.3,4.7722,15.0,2.29895,No pruning,learning,13,1,1.0,
751,0.0060313,0.16668,0.022211,0.51005,0.39994,1.0521,0.33924,2.4999,14.999,2.08724,No pruning,learning,13,2,1.0,
752,0.0056799,0.2,0.022596,0.5,0.3085,1.0408,0.12005,2.5,11.434,1.7310100000000002,No pruning,learning,13,3,1.0,
753,0.005,0.3,0.01,0.78079,0.63758,1.0,0.3,3.2514,30.0,1.9166700000000003,No pruning,learning,13,4,1.0,
754,0.0060325,0.10288,0.026559,0.52176,0.40259,1.1366,0.37118,2.5805,16.022,2.0189999999999997,No pruning,learning,13,5,1.0,
755,0.0073069,0.09186,0.022047,0.25159,0.60124,1.4713,0.18794,4.1751,13.648,2.10088,No pruning,learning,13,1,2.0,
756,0.0068212,0.30004,0.0125,0.43805,0.4765,0.99876,0.31106,3.5002,19.999,2.1503799999999997,No pruning,learning,13,2,2.0,
757,0.005,0.2,0.021603,0.5,0.8,1.0,0.3,3.5,10.0,2.09509,No pruning,learning,13,3,2.0,
758,0.001,0.25,0.016667,0.5,0.4,1.1919,0.3,2.5,10.0,2.09877,No pruning,learning,13,4,2.0,
759,0.80029,0.20868,0.02,0.47811,0.65766,1.2642,0.4,7.7778,-1000.8,2.00115,No pruning,learning,13,5,2.0,
760,0.005,0.3,0.027133,0.625,0.8,1.1445,0.3,3.7404,-13.478,1.82406,No pruning,learning,13,1,3.0,
761,1.0,0.2,0.02,0.49999,0.8,1.3333,0.2282,5.0,30.0,1.76043,No pruning,learning,13,2,3.0,
762,0.001,0.1,0.020461,0.25,0.66648,1.0,0.22058,2.5,15.0,2.09211,No pruning,learning,13,3,3.0,
763,0.0023333,0.2,0.018699,0.6425,0.8,1.5,0.3,3.7593,13.333,2.1456500000000003,No pruning,learning,13,4,3.0,
764,0.0015413,0.18605,0.01775,0.99999,0.8,1.0461,0.3,2.5,15.0,1.9784099999999998,No pruning,learning,13,5,3.0,
765,0.00479,0.10828,0.019274,0.49234,0.98234,1.0353,0.013125,4.5013,20.202,1.72998,No pruning,learning,13,1,4.0,
766,0.001,0.3,0.02,1.0,0.8,1.0,0.032862,2.5,15.0,1.6080599999999996,No pruning,learning,13,2,4.0,
767,0.005,0.1,0.03,1.0,1.0,1.0,0.3,2.5,15.0,1.86621,No pruning,learning,13,3,4.0,
768,0.0020341,0.09996,0.019885,0.92815,0.84714,0.96848,0.30033,2.9554,15.003,1.6695,No pruning,learning,13,4,4.0,
769,0.001,0.2,0.02,1.0,0.87214,0.85284,0.4,2.5,40.85,1.7435200000000002,No pruning,learning,13,5,4.0,
770,0.001,0.18274,0.02,0.45164,1.0667,1.2544,0.3,3.5069,-9.7208,1.2227000000000001,No pruning,learning,13,1,5.0,
771,0.003753,0.1,0.016489,0.44161,1.4321,1.0,0.3,3.3333,15.0,1.5508099999999998,No pruning,learning,13,2,5.0,
772,0.001,0.18702,0.021815,0.97078,0.82934,0.95294,0.32211,2.737,14.624,1.2497099999999999,No pruning,learning,13,3,5.0,
773,0.005,0.2,0.01,1.0,1.6,1.0,0.3,5.0,13.333,1.50799,No pruning,learning,13,4,5.0,
774,0.0030531,0.11298,0.01,0.59651,1.3878,0.7941,0.30426,4.6007,10.036,1.38395,No pruning,learning,13,5,5.0,
775,0.0026451,0.2,0.017955,0.93282,1.1122,0.90985,0.4,3.3333,20.0,1.6790399999999999,No pruning,learning,14,1,1.0,
776,0.001,0.2,0.021766,1.0,0.7286,0.84145,0.3,2.5,15.0,1.6112300000000002,No pruning,learning,14,2,1.0,
777,0.0019982,0.14718,0.01,0.76555,0.92509,0.98225,0.31154,3.849,9.9024,1.9333900000000004,No pruning,learning,14,3,1.0,
778,0.001,0.19926,0.01,0.77077,1.0371,0.99785,0.66829,3.1812,8.0338,1.36828,No pruning,learning,14,4,1.0,
779,0.001,0.1355,0.018333,0.25,1.0667,1.0851,0.3,3.5,15.0,1.7077200000000001,No pruning,learning,14,5,1.0,
780,0.001,0.35319,0.01,0.71987,0.84075,1.4024,0.24238,16.577,14.291,2.0263099999999996,No pruning,learning,14,1,2.0,
781,0.001,0.2,0.02,0.88096,0.8,0.97924,0.65474,3.3971,6.8028,1.9246299999999998,No pruning,learning,14,2,2.0,
782,0.001,0.19335,0.019818,0.25,0.80818,1.0547,0.30542,4.6409,15.073,1.54243,No pruning,learning,14,3,2.0,
783,0.001,0.17086,0.018634,0.32126,0.76667,1.215,0.26243,5.3762,-4.6441,1.46787,No pruning,learning,14,4,2.0,
784,0.0050023,0.30008,0.023341,0.87476,0.90065,0.99971,0.49979,7.0004,10.002,1.7888300000000001,No pruning,learning,14,5,2.0,
785,0.001,0.29822,0.01,0.58421,0.80276,0.87829,0.22089,4.9354,13.038,1.4374500000000001,No pruning,learning,14,1,3.0,
786,0.001,0.34371,0.03,0.83994,0.70086,0.89263,0.625,4.625,11.0,1.68808,No pruning,learning,14,2,3.0,
787,0.0012448,0.24303,0.024681,0.77268,0.85728,1.1174,0.28955,6.6957,18.335,1.70256,No pruning,learning,14,3,3.0,
788,0.0049425,0.19833,0.01,0.37407,0.73525,1.4019,1.0049,6.9779,14.922,1.75077,No pruning,learning,14,4,3.0,
789,0.001,0.19933,0.019368,0.49902,0.82125,0.81594,0.47222,6.9167,15.296,1.6108800000000003,No pruning,learning,14,5,3.0,
790,0.001,0.20007,0.020001,0.99985,0.80014,0.83031,0.39995,2.7536,15.001,1.56285,No pruning,learning,14,1,4.0,
791,0.001,0.20012,0.02,0.5,1.0,1.0854,0.3,3.6541,10.0,1.6063200000000002,No pruning,learning,14,2,4.0,
792,0.001,0.23312,0.022105,0.61281,0.8,1.0,0.23272,5.0,15.0,1.5275400000000001,No pruning,learning,14,3,4.0,
793,0.0052222,0.094444,0.019444,0.53301,0.79779,0.97222,0.52083,5.0486,15.222,1.68899,No pruning,learning,14,4,4.0,
794,0.0041137,0.30979,0.022881,0.59814,1.0322,1.3106,0.42223,4.4877,-43.482,1.75651,No pruning,learning,14,5,4.0,
795,0.0010864,0.1037,0.024545,0.98383,0.84287,0.98152,0.18788,3.5757,14.852,1.73655,No pruning,learning,14,1,5.0,
796,0.005,0.2,0.01,1.0,0.8,1.0,0.3,3.5,10.0,1.17571,No pruning,learning,14,2,5.0,
797,0.001,0.2,0.02,1.0,0.8,1.0,0.5,2.5,15.0,1.45351,No pruning,learning,14,3,5.0,
798,0.001,0.13617,0.01,1.0,1.1789,1.0873,0.31357,3.0926,12.778,1.7081,No pruning,learning,14,4,5.0,
799,0.0049996,0.20006,0.020362,0.99995,1.0667,1.0001,0.2999,305.0,-3.9037,1.6375200000000003,No pruning,learning,14,5,5.0,
800,0.0031111,0.2,0.02,1.0,0.55028,0.82445,0.3,2.9088,15.0,2.1255300000000004,No pruning,learning,15,1,1.0,
801,0.0020731,0.33845,0.023333,0.25,0.56101,2.1667,0.40833,6.625,-1241.1,2.06353,No pruning,learning,15,2,1.0,
802,0.011667,0.3,0.01,0.25,0.53333,2.6028,0.3,3.5,-18.801,1.58613,No pruning,learning,15,3,1.0,
803,0.005,0.3,0.02,1.0,0.4,0.8,0.0,2.728,15.0,2.03901,No pruning,learning,15,4,1.0,
804,0.0036952,0.2,0.01,0.44983,0.4,2.0096,0.5,3.4672,15.0,1.7426400000000002,No pruning,learning,15,5,1.0,
805,0.0035507,0.19048,0.021111,0.99537,0.22564,0.77053,0.3,6.5254,10.0,2.2298099999999996,No pruning,learning,15,1,2.0,
806,0.001,0.3,0.03,1.0,0.13368,0.8,0.3,3.5,4.1375,1.7366699999999997,No pruning,learning,15,2,2.0,
807,0.0026615,0.31117,0.030026,1.0625,0.20741,0.94362,0.39958,3.4985,146.72,2.26424,No pruning,learning,15,3,2.0,
808,0.005,0.36714,0.02,1.0,0.29402,0.8,0.0,103.33,5.7782,1.99021,No pruning,learning,15,4,2.0,
809,0.001,0.14357,0.016277,0.25,0.3448,1.2986,0.55915,3.1953,15.631,2.10681,No pruning,learning,15,5,2.0,
810,0.0050013,0.1,0.019444,1.0,0.34981,0.99984,0.43716,3.4996,19.998,1.91384,No pruning,learning,15,1,3.0,
811,0.0047926,0.2,0.012218,1.0206,0.4,1.0667,0.33333,4.8477,20.0,2.0321399999999996,No pruning,learning,15,2,3.0,
812,0.004998,0.2542,0.019995,1.0002,0.39993,1.2189,0.29999,6.9994,-100.01,1.8006499999999999,No pruning,learning,15,3,3.0,
813,0.0047652,0.2,0.02,1.0,0.30756,0.8,0.0,5.0,20.0,1.6496199999999999,No pruning,learning,15,4,3.0,
814,0.0071068,0.14906,0.01121,1.0423,0.056178,1.1401,0.17301,5.7602,-6.6495,1.7281099999999998,No pruning,learning,15,5,3.0,
815,0.006002,0.15405,0.024338,0.95956,0.58474,1.0755,0.28952,5.8986,-439.59,1.78161,No pruning,learning,15,1,4.0,
816,0.001,0.1,0.015883,0.39016,0.43607,2.4996,0.3,7.0,20.0,1.9428600000000003,No pruning,learning,15,2,4.0,
817,0.0066406,0.2,0.01,1.0788,0.8,1.2043,0.3,7.0,-100.0,1.64341,No pruning,learning,15,3,4.0,
818,0.0049787,0.097041,0.027936,0.51883,0.72592,1.2426,0.32888,4.3959,-52.891,2.0497500000000004,No pruning,learning,15,4,4.0,
819,0.0087303,0.16164,0.019986,0.50033,0.66407,1.4601,0.40044,9.5253,8.8467,1.5714299999999999,No pruning,learning,15,5,4.0,
820,0.001,0.3,0.02,0.25,0.8,1.0,0.5,3.3333,30.0,1.71162,No pruning,learning,15,1,5.0,
821,0.0053743,0.1,0.02,0.52778,0.93333,1.0,0.3,4.4436,6.4265,1.51199,No pruning,learning,15,2,5.0,
