,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
414,0.001,0.3,0.02,0.84556,0.85646,1.2109,0.5,3.5,15.0,1.2090400000000001,No pruning,eye tracking,3,5,,
415,0.0057965,0.19912,0.019997,0.51806,0.35436,1.7282,0.1279,3.0485,14.988,1.9240300000000001,No pruning,eye tracking,4,1,,
416,0.0058333,0.16667,0.028594,1.0,0.71015,1.2667,0.3,3.3333,5.4428,1.78126,No pruning,eye tracking,4,2,,
417,0.0052778,0.050976,0.02,0.5,0.8,1.04,0.14576,3.4214,11.667,1.6142800000000002,No pruning,eye tracking,4,3,,
418,0.005,0.083333,0.02,0.94227,0.88889,1.0,0.3,5.0,15.0,1.8716899999999999,No pruning,eye tracking,4,4,,
419,0.0022542,0.058754,0.01,0.99948,0.46101,1.1089,0.6287,4.2723,-20.711,2.39487,No pruning,eye tracking,4,5,,
420,0.0075595,0.15319,0.023278,0.34337,0.36183,0.5482,0.30297,3.3413,15.037,2.1259499999999996,No pruning,eye tracking,5,1,,
421,0.001,0.4,0.02,0.75,0.68175,0.48558,0.3,2.5,10.0,2.13572,No pruning,eye tracking,5,2,,
422,0.0065175,0.13333,0.020021,0.4729,0.40072,0.98296,0.099331,4.0018,14.992,2.05455,No pruning,eye tracking,5,3,,
423,0.0067426,0.29233,0.024645,0.79679,0.72256,0.76776,0.45003,2.9039,13.153,2.3078399999999997,No pruning,eye tracking,5,4,,
424,0.0015093,0.1696,0.012046,0.28183,-0.0059949,0.087827,0.01638,4.2364,-131.51,2.36643,No pruning,eye tracking,5,5,,
425,0.001,0.32745,0.019165,1.0009,1.0676,0.99895,-0.00052716,5.9268,79.397,1.048754,No pruning,eye tracking,6,1,,
426,0.001,0.0,0.01,1.0637,0.87514,0.90848,0.34478,2.6807,2.4379,0.972478,No pruning,eye tracking,6,2,,
427,0.001,0.083333,0.01,1.0,1.6,1.1111,0.3,3.9377,15.0,1.4769299999999999,No pruning,eye tracking,6,3,,
428,0.001,0.10085,0.020085,1.035,0.80383,0.99575,0.30276,5.0074,29.966,1.5509799999999998,No pruning,eye tracking,6,4,,
429,0.001,0.0,0.01,0.95366,0.90479,1.0277,0.31711,3.4751,11.666,1.5452400000000002,No pruning,eye tracking,6,5,,
430,0.005,0.3,0.02,1.4625,0.82527,1.0,0.3,3.3333,15.0,2.5414199999999996,No pruning,eye tracking,7,1,,
431,0.0043537,0.30759,0.03642,1.0786,1.0494,1.222,0.22516,4.5615,8.5011,2.13254,No pruning,eye tracking,7,2,,
432,0.001,0.23796,0.046204,1.9095,0.89306,1.0475,0.36721,2.3191,15.827,2.35949,No pruning,eye tracking,7,3,,
433,0.001,0.2,0.04,1.3016,0.8,1.226,0.52883,2.5,15.0,2.0110099999999997,No pruning,eye tracking,7,4,,
434,0.001,0.10123,0.019815,1.1908,0.80833,0.99074,0.29398,1.8001,40.097,1.6709600000000002,No pruning,eye tracking,7,5,,
435,0.019929,0.38702,0.04,0.5,0.6308,1.3333,0.6,2.5,30.0,2.78216,No pruning,eye tracking,8,1,,
436,0.014493,0.28323,0.02,0.75,0.8,1.0,0.41784,7.9901,-8.8596,2.81546,No pruning,eye tracking,8,2,,
437,0.0050474,0.40063,0.020597,0.97388,0.4209,0.82687,0.82876,3.5672,29.794,2.7149000000000005,No pruning,eye tracking,8,3,,
438,0.02316,0.4,0.03,1.0,0.56416,0.77795,0.3,3.4606,15.0,2.22366,No pruning,eye tracking,8,4,,
439,0.027118,0.24294,0.01,0.83611,0.44868,0.63142,0.64048,5.3278,-133.5,2.10593,No pruning,eye tracking,8,5,,
440,0.0075776,0.19872,0.020182,0.68889,0.81992,1.1503,0.31439,3.5498,15.177,1.87135,No pruning,eye tracking,9,1,,
441,0.0069016,0.12983,0.02558,0.97013,0.70054,0.94576,0.37183,3.5267,41.16,1.8346100000000003,No pruning,eye tracking,9,2,,
442,0.0094114,0.11135,0.01,0.69968,0.8,0.84336,0.3,5.0,15.0,2.04195,No pruning,eye tracking,9,3,,
443,0.0040274,0.067272,0.020282,0.74696,0.75906,1.048,0.31871,2.7527,5.0455,1.7465199999999999,No pruning,eye tracking,9,4,,
444,0.013189,0.19992,0.020014,0.64719,1.066,1.0007,-0.15045,4.9999,-135.01,1.9702199999999999,No pruning,eye tracking,9,5,,
445,0.0041605,0.15642,0.020281,0.49153,0.5425,1.4245,0.28189,7.4523,12.935,1.84211,No pruning,eye tracking,10,1,,
446,0.001,0.27717,0.019989,0.62295,0.30367,1.5389,0.31447,6.2869,5.6127,1.60976,No pruning,eye tracking,10,2,,
447,0.001,0.19913,0.020835,1.0008,0.40124,1.3362,0.10014,2.8741,9.5039,2.08889,No pruning,eye tracking,10,3,,
448,0.001,0.28903,0.01,0.50012,0.87169,1.0665,0.30015,3.3337,4.8624,1.52707,No pruning,eye tracking,10,4,,
449,0.0029944,0.26077,0.01,0.6038,0.54328,0.8968,0.2301,5.3633,17.82,1.60927,No pruning,eye tracking,10,5,,
450,0.011299,0.35556,0.059361,2.1289,0.4,-0.23111,2.0185e-06,3.5,15.0,2.32952,No pruning,learning,1,1,1.0,
451,0.01,0.3,0.059091,1.1768,0.4,0.24921,0.5,3.3333,15.0,2.22943,No pruning,learning,1,2,1.0,
452,0.0047463,0.36139,0.026939,1.4346,0.17527,0.050545,0.4031,3.3004,-137.42,2.66844,No pruning,learning,1,3,1.0,
453,0.0030183,0.50765,0.021833,1.3655,0.4,0.66638,0.3,3.3333,15.0,2.1218599999999994,No pruning,learning,1,4,1.0,
454,0.009905,0.15297,0.023395,1.1051,0.427,0.7361,0.12699,2.8331,3.3839,2.3331600000000003,No pruning,learning,1,5,1.0,
455,0.017684,0.2,0.025366,0.81335,0.4,-0.1483,0.4,5.0,15.0,2.7774399999999995,No pruning,learning,1,1,2.0,
456,0.030606,0.4244,0.067675,0.93285,0.54079,-0.4677,0.25012,30.134,15.614,2.67376,No pruning,learning,1,2,2.0,
457,0.5114,0.3,0.02,0.41509,0.26759,0.53912,0.6,2.5,15.0,2.54652,No pruning,learning,1,3,2.0,
458,0.02,0.6,0.020413,1.0,-0.15028,0.36359,0.0,5.0,38.547,2.7750700000000004,No pruning,learning,1,4,2.0,
459,0.96204,0.33614,0.19519,0.35685,0.31951,1.1905,0.21694,4.7173,10.627,2.42179,No pruning,learning,1,5,2.0,
460,0.014532,0.63765,0.031255,2.6585,0.0060758,0.29353,-0.065787,3.4848,19.502,2.45695,No pruning,learning,1,1,3.0,
461,0.0057252,0.7,0.01,4.0,0.4,-0.83108,-0.70836,2.5,8.2807,2.57917,No pruning,learning,1,2,3.0,
462,0.8732,0.13302,0.016998,0.27397,-0.13096,0.68872,0.53739,3.0428,21.328,2.3293399999999997,No pruning,learning,1,3,3.0,
463,0.50635,0.24473,0.038782,0.25,0.041434,1.9862,0.33736,5.0172,4.7539,2.92026,No pruning,learning,1,4,3.0,
464,0.01,0.26289,0.03,1.0,0.4,0.39395,0.32604,3.3333,30.0,2.5102699999999993,No pruning,learning,1,5,3.0,
465,0.48836,0.22566,0.03,0.375,0.67405,1.3333,0.4,5.0,30.0,2.43317,No pruning,learning,1,1,4.0,
466,0.43059,0.30011,0.026673,0.25,0.62209,1.1854,0.33909,7.5548,15.001,2.27347,No pruning,learning,1,2,4.0,
467,0.015001,0.39969,0.015005,1.0002,0.27031,0.79954,-0.00025722,5.0009,14.996,2.1740199999999996,No pruning,learning,1,3,4.0,
468,0.0051387,0.42684,0.01,0.99999,0.30483,0.5581,-0.53969,5.0,-62.285,2.84232,No pruning,learning,1,4,4.0,
469,0.0057243,0.7,0.017496,1.0,0.4,0.8,-0.64621,18.413,20.0,2.5135700000000005,No pruning,learning,1,5,4.0,
470,0.024429,0.56606,0.014635,0.81338,0.59143,0.74801,0.4999,6.0854,13.276,2.60698,No pruning,learning,1,1,5.0,
471,0.3479,0.36355,0.020905,0.52101,0.37078,1.0389,0.33068,2.7257,16.289,2.5083499999999996,No pruning,learning,1,2,5.0,
472,0.0068384,0.36512,0.022874,1.2011,0.22848,0.57323,0.15063,2.9021,16.838,2.8604600000000002,No pruning,learning,1,3,5.0,
473,0.014074,0.36667,0.028109,0.8105,0.4,0.36363,0.3,6.6667,-14.202,2.0654,No pruning,learning,1,4,5.0,
474,0.0035878,0.24825,0.029935,1.0001,0.26103,0.44226,0.33322,2.1669,15.001,2.59261,No pruning,learning,1,5,5.0,
475,0.001,0.40065,0.019978,0.99979,0.68282,0.99892,0.2993,3.5844,14.991,1.77121,No pruning,learning,2,1,1.0,
476,0.001,0.2,0.02,1.0,0.4,1.0,0.3,2.5,4.5613,1.76631,No pruning,learning,2,2,1.0,
477,0.005,0.14686,0.01,0.82008,0.4,1.0,0.3,2.5,15.0,1.56883,No pruning,learning,2,3,1.0,
478,0.001,0.18922,0.015,0.89487,0.72766,1.0,0.66667,2.5,15.0,1.91919,No pruning,learning,2,4,1.0,
479,0.001,0.58074,0.01,1.028,0.9623,1.4822,0.59787,7.6539,23.144,1.6724700000000001,No pruning,learning,2,5,1.0,
480,0.005,0.3,0.01853,0.74271,1.245,0.9077,0.2064,7.0,-1100.0,1.44283,No pruning,learning,2,1,2.0,
481,0.001,0.2,0.01,0.5,1.1833,1.5,0.13295,5.0,15.0,1.74864,No pruning,learning,2,2,2.0,
482,0.0025293,0.125,0.019815,0.70766,1.1642,0.8939,0.44373,3.5,-58.16,1.3767,No pruning,learning,2,3,2.0,
483,0.0045151,0.2325,0.017383,0.5,1.144,1.5444,0.4,7.0,40.0,1.6755900000000001,No pruning,learning,2,4,2.0,
484,0.0020905,0.22294,0.01,0.50066,1.057,1.502,0.29895,3.3305,15.013,1.65187,No pruning,learning,2,5,2.0,
485,0.001,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.5324,No pruning,learning,2,1,3.0,
486,0.0028564,0.17785,0.014975,0.25,1.6023,1.4519,0.25679,5.0013,30.02,1.6102599999999998,No pruning,learning,2,2,3.0,
487,0.005,0.3,0.033473,0.25,1.6,1.0,0.3,2.5,15.0,1.72945,No pruning,learning,2,3,3.0,
488,0.0048595,0.032249,0.017167,0.41087,1.0,1.4997,1.0403,2.8333,30.0,1.38883,No pruning,learning,2,4,3.0,
489,0.0019401,0.30743,0.012471,1.0505,1.4804,1.0226,0.74526,3.5131,25.837,1.88962,No pruning,learning,2,5,3.0,
490,0.0031581,0.19611,0.019808,0.59195,1.4541,1.5488,0.30183,4.9169,14.466,1.32345,No pruning,learning,2,1,4.0,
491,0.001,0.1,0.01,1.0,1.1504,1.0,0.27185,2.9978,15.0,1.39463,No pruning,learning,2,2,4.0,
492,0.001,0.1,0.025313,0.5,1.4411,1.0,0.6,3.5,15.0,1.7435500000000002,No pruning,learning,2,3,4.0,
493,0.001,0.23963,0.027233,0.97646,1.323,0.9635,0.3011,3.3297,4.2097,1.3461199999999998,No pruning,learning,2,4,4.0,
494,0.001,0.088897,0.02,0.54244,1.1315,1.2484,0.30778,3.5,10.0,1.5926899999999997,No pruning,learning,2,5,4.0,
495,0.0028603,0.093023,0.025348,0.76596,1.0407,1.485,1.2006,2.9681,-106.36,1.6897599999999997,No pruning,learning,2,1,5.0,
496,0.001,0.21949,0.01,1.0005,0.94872,1.1447,0.5044,2.8523,31.616,1.21708,No pruning,learning,2,2,5.0,
497,0.001,0.12895,0.024632,1.1025,1.2837,0.88281,0.74479,2.7051,-119.16,1.5844,No pruning,learning,2,3,5.0,
498,0.001,0.28262,0.017807,0.90552,1.1167,1.0608,0.43923,3.3175,11.018,1.45838,No pruning,learning,2,4,5.0,
499,0.001,0.22377,0.019995,1.0002,1.6,1.0,0.28517,2.5004,4.4772,1.73733,No pruning,learning,2,5,5.0,
500,0.02,0.31973,0.013216,0.82448,-0.21783,0.74308,0.72632,2.9794,20.0,2.03453,No pruning,learning,3,1,1.0,
501,0.010331,0.3566,0.019944,0.25,-0.079221,0.80029,1.9582,2.8326,4.0361,2.22092,No pruning,learning,3,2,1.0,
502,0.001,0.22392,0.01,0.25,-0.16823,1.0999,0.625,2.375,25.25,2.16937,No pruning,learning,3,3,1.0,
503,0.0076882,0.13219,0.019687,0.29419,-0.054444,1.4653,1.3455,2.4514,15.222,2.21829,No pruning,learning,3,4,1.0,
504,0.02,0.2,0.022942,0.94508,-0.71719,1.0667,0.3,3.5,15.0,2.26404,No pruning,learning,3,5,1.0,
505,0.0058333,0.2,0.02,1.0,0.17214,0.30502,0.54794,2.5,15.0,2.3624599999999996,No pruning,learning,3,1,2.0,
506,0.0031428,0.21419,0.019291,0.96065,-0.2333,0.38349,0.5266,2.5621,-19.497,2.09541,No pruning,learning,3,2,2.0,
507,0.55525,0.20367,0.019714,0.51863,0.40006,0.62675,1.4484,16.646,11.481,2.28722,No pruning,learning,3,3,2.0,
508,0.0074574,0.30002,0.01,0.49994,0.39991,0.81524,1.7033,5.0002,6.4935,2.34213,No pruning,learning,3,4,2.0,
509,0.011892,0.18283,0.016508,0.42317,-0.15476,0.5654,0.61177,3.6647,19.597,1.92444,No pruning,learning,3,5,2.0,
510,0.0099981,0.10039,0.02,0.7247,0.32815,0.74086,1.1371,2.8909,7.4654,2.15043,No pruning,learning,3,1,3.0,
511,1.0,0.21302,0.056533,0.46261,0.47404,1.9989,1.7343,4.867,-123.11,2.2309499999999995,No pruning,learning,3,2,3.0,
512,0.0049358,0.30534,0.021766,0.98448,0.25031,0.8597,1.0638,3.9692,-60.384,2.2116800000000003,No pruning,learning,3,3,3.0,
513,0.01,0.3,0.03,1.0,0.50747,1.3333,0.4,5.0,15.0,2.4878500000000003,No pruning,learning,3,4,3.0,
514,0.0071182,0.20603,0.031582,0.80895,0.31204,1.0614,0.84512,3.7949,-120.6,2.00663,No pruning,learning,3,5,3.0,
515,0.005,0.2,0.01,1.0,0.8,1.5,0.3,5.0,6.2029,2.1451900000000004,No pruning,learning,3,1,4.0,
516,0.0023333,0.21111,0.02,1.0,0.65761,0.87128,0.3,2.5,15.0,1.74412,No pruning,learning,3,2,4.0,
517,0.005,0.1,0.01,0.9523,0.59064,1.0,0.3,3.5,15.0,2.22443,No pruning,learning,3,3,4.0,
518,0.0057399,0.098243,0.022101,1.001,0.80791,0.99122,0.30571,3.5198,119.61,2.20695,No pruning,learning,3,4,4.0,
519,0.0094549,0.16176,0.026588,1.0,0.8,1.0,1.0,2.5,15.0,1.70438,No pruning,learning,3,5,4.0,
520,0.01,0.1,0.03,1.0,0.8,0.8,0.3,2.5,15.0,1.84559,No pruning,learning,3,1,5.0,
521,0.001,0.33077,0.021634,1.0215,0.45978,0.84209,0.48276,2.7673,-7.6233,1.8916099999999996,No pruning,learning,3,2,5.0,
522,0.0051118,0.083333,0.015,0.99999,0.4,1.0,0.5,2.5,20.0,2.35312,No pruning,learning,3,3,5.0,
523,0.007842,0.0,0.019342,0.95811,0.48294,1.0373,0.4002,2.5004,15.558,2.5338000000000003,No pruning,learning,3,4,5.0,
524,0.0055384,0.067923,0.038347,1.0175,0.51802,1.028,0.47934,3.437,14.912,2.26035,No pruning,learning,3,5,5.0,
525,0.001,0.18896,0.016897,0.88757,1.0915,1.1537,0.61795,3.6012,2.4076,1.29779,No pruning,learning,4,1,1.0,
526,0.0046856,0.036133,0.016678,0.36036,0.75753,1.0145,2.1916,3.8618,16.277,1.5038699999999998,No pruning,learning,4,2,1.0,
527,0.001,0.20701,0.022222,0.8941,0.7389,1.121,0.58838,2.7118,15.968,1.40989,No pruning,learning,4,3,1.0,
528,0.001,0.28333,0.01,1.0243,0.82631,1.0278,0.41806,2.5486,4.9587,1.5136,No pruning,learning,4,4,1.0,
529,0.001,0.25056,0.01,1.0,0.8,1.0,0.3,2.5,15.0,1.7895299999999998,No pruning,learning,4,5,1.0,
530,0.001,0.16958,0.018516,0.99307,0.44437,0.75996,0.33325,2.5327,17.779,1.6575100000000003,No pruning,learning,4,1,2.0,
531,0.001,0.1,0.01,0.79882,0.59112,1.0,0.33333,3.3333,20.0,1.28944,No pruning,learning,4,2,2.0,
532,0.001,0.04528,0.027391,0.60308,0.68323,1.3695,0.54021,3.98,12.044,1.7090400000000003,No pruning,learning,4,3,2.0,
533,0.001,0.23333,0.021149,1.0,0.56169,1.0,0.34827,4.0,20.0,1.7299599999999997,No pruning,learning,4,4,2.0,
534,0.001,0.2,0.02,0.99999,0.62339,1.0,0.4,3.2825,2.7818,1.5916099999999997,No pruning,learning,4,5,2.0,
535,0.001,0.09886,0.019049,0.99702,0.66518,1.2276,0.13162,4.8269,15.022,1.3931900000000002,No pruning,learning,4,1,3.0,
536,0.0054699,0.14755,0.031328,1.2062,0.020696,1.3333,0.13104,6.3663,10.0,1.35237,No pruning,learning,4,2,3.0,
537,0.0028727,0.0,0.01669,1.023,0.38347,0.95042,0.31765,3.4468,54.841,1.47651,No pruning,learning,4,3,3.0,
538,0.001,0.30521,0.031276,1.9561,0.77128,0.82872,0.27926,3.5718,14.745,2.18391,No pruning,learning,4,4,3.0,
539,0.0045304,0.13322,0.024418,1.2578,0.52908,1.0,0.29395,7.2806,7.8658,1.76599,No pruning,learning,4,5,3.0,
540,0.001,0.25562,0.021914,0.66614,0.73193,1.404,0.56261,7.2042,8.1,1.4669100000000002,No pruning,learning,4,1,4.0,
541,0.001,0.11784,0.01947,0.97681,0.77615,0.9735,0.28277,7.0596,20.146,1.53905,No pruning,learning,4,2,4.0,
542,0.001,0.083333,0.01,1.1208,0.67622,0.8,0.6,3.7963,20.0,1.76847,No pruning,learning,4,3,4.0,
543,0.0020553,0.0,0.02,0.65508,0.15837,0.86725,0.19914,5.0,-135.0,1.5937,No pruning,learning,4,4,4.0,
544,0.0036542,0.17485,0.019072,0.5,0.53799,1.9509,1.2703,12.802,34.291,1.6430599999999997,No pruning,learning,4,5,4.0,
545,0.001,0.10014,0.020014,1.0006,0.6384,0.38575,0.60045,2.4988,15.006,1.59253,No pruning,learning,4,1,5.0,
546,0.003764,0.12166,0.03,0.5,0.8,1.0,0.5,4.0195,-43.053,1.4514200000000002,No pruning,learning,4,2,5.0,
547,0.001,0.2,0.052294,1.0,0.72247,0.8,0.4,3.8889,15.0,1.5722200000000002,No pruning,learning,4,3,5.0,
548,0.001,0.1,0.01,1.0,0.64867,0.75413,0.35694,3.5,7.1975,1.76184,No pruning,learning,4,4,5.0,
549,0.001,0.099999,0.025236,0.86332,0.8,1.0,0.3,5.0,4.8104,1.3828,No pruning,learning,4,5,5.0,
550,0.003681,0.10357,0.01,0.53443,0.8628,0.73835,0.30525,7.1602,-190.86,1.45343,No pruning,learning,5,1,1.0,
551,0.0029259,0.13333,0.021512,0.41667,0.87848,1.2105,0.38889,5.1273,12.222,1.9326,No pruning,learning,5,2,1.0,
552,0.001,0.0,0.020018,0.25,0.80136,1.1479,0.29952,5.0034,19.989,1.62952,No pruning,learning,5,3,1.0,
553,0.0050285,0.097925,0.044927,0.43818,1.0497,1.234,-0.35808,7.4983,-31.734,1.55627,No pruning,learning,5,4,1.0,
554,0.01025,0.097225,0.020278,0.41074,1.0459,1.5398,-0.0069441,6.9688,5.9423,1.49331,No pruning,learning,5,5,1.0,
555,0.0026773,0.21313,0.024209,0.64341,1.1202,0.94229,0.32134,5.7654,19.655,1.50023,No pruning,learning,5,1,2.0,
556,0.0028886,0.062006,0.018071,0.4618,1.0375,1.0375,0.30493,2.9619,17.111,1.86022,No pruning,learning,5,2,2.0,
557,0.0028817,0.24286,0.019721,0.50061,1.1438,1.0302,0.18877,3.2127,18.015,1.27075,No pruning,learning,5,3,2.0,
558,0.01,0.20362,0.02089,0.33333,1.1245,1.0282,0.27304,4.6667,15.0,1.3985100000000001,No pruning,learning,5,4,2.0,
559,0.005544,0.337,0.022001,0.48953,0.99391,1.2085,-0.125,5.4375,37.375,1.82686,No pruning,learning,5,5,2.0,
560,0.001,0.11285,0.02046,1.0,0.8,1.0,0.3,2.5,-46.368,1.50187,No pruning,learning,5,1,3.0,
561,0.0019383,0.2,0.0125,0.76443,0.93651,1.0,0.3,5.0,15.0,1.46792,No pruning,learning,5,2,3.0,
562,0.001,0.12195,0.050505,0.65011,1.0971,0.8333,0.20234,3.8421,19.307,1.2573,No pruning,learning,5,3,3.0,
563,0.0016713,0.10003,0.02772,0.70119,0.8,0.84433,0.3,3.3333,40.0,1.75229,No pruning,learning,5,4,3.0,
564,0.0011693,0.099469,0.018862,0.97371,0.79761,1.0027,0.67012,3.7382,14.979,1.9873400000000003,No pruning,learning,5,5,3.0,
565,0.001,0.14762,0.030108,0.5172,0.90276,1.1364,0.33805,3.5159,13.283,1.7183499999999998,No pruning,learning,5,1,4.0,
566,0.005,0.2,0.01,0.51798,1.0,1.3333,0.3,7.0,10.0,1.36802,No pruning,learning,5,2,4.0,
567,0.001,0.11816,0.02052,0.36851,1.0587,1.3593,0.31688,3.2879,14.792,1.35413,No pruning,learning,5,3,4.0,
568,0.0048595,0.20374,0.01,0.52868,1.151,1.0094,0.29392,4.9893,15.075,1.3862199999999998,No pruning,learning,5,4,4.0,
569,0.001,0.083218,0.019103,0.7488,0.99929,1.0007,0.3338,3.179,15.27,1.3006600000000001,No pruning,learning,5,5,4.0,
570,0.001,0.2054,0.01,0.63379,0.8,0.8,0.3,3.5,15.0,1.9359899999999999,No pruning,learning,5,1,5.0,
571,0.0045357,0.20602,0.033333,0.77181,0.79072,0.97827,0.1895,3.8026,14.95,1.8698500000000002,No pruning,learning,5,2,5.0,
572,0.001,0.2,0.01,0.82195,1.0667,1.0,0.3,5.0,30.0,1.36645,No pruning,learning,5,3,5.0,
573,0.001,0.2,0.028682,0.5,1.0667,0.90401,0.3,2.5,15.0,1.49198,No pruning,learning,5,4,5.0,
574,0.0023367,0.20202,0.01,0.99558,0.79546,0.80455,0.29671,3.4886,0.016333,1.60376,No pruning,learning,5,5,5.0,
575,0.001,0.34392,0.16086,1.0,0.58798,1.1111,0.6,2.5,15.0,2.23695,No pruning,learning,6,1,1.0,
576,0.01,0.29109,0.06,1.0,0.32962,0.8,0.5,2.5,10.0,2.13628,No pruning,learning,6,2,1.0,
577,0.0094675,0.20602,0.095189,1.0259,0.51715,0.97041,0.59917,2.5518,20.311,2.22444,No pruning,learning,6,3,1.0,
578,0.01,0.28893,0.083134,0.25,0.8,1.3333,0.66667,2.5,15.0,2.49674,No pruning,learning,6,4,1.0,
579,0.012856,0.20176,0.082065,0.8567,0.62267,0.58036,0.27055,5.0154,30.06,2.7901499999999997,No pruning,learning,6,5,1.0,
580,0.006675,0.15937,0.026494,1.0003,0.91355,0.64149,0.53638,3.4976,15.012,2.31309,No pruning,learning,6,1,2.0,
581,0.005,0.3,0.023333,0.83333,0.8,1.0,0.4,5.0,-135.0,1.9132200000000001,No pruning,learning,6,2,2.0,
582,0.0023333,0.35364,0.022409,0.92708,0.72673,0.91667,0.32741,5.2917,17.458,2.15252,No pruning,learning,6,3,2.0,
583,0.0084879,0.2028,0.01,0.78789,0.86104,0.75632,0.44913,5.1187,10.373,2.0696199999999996,No pruning,learning,6,4,2.0,
584,0.0052778,0.18889,0.01,0.96056,0.8,0.96882,0.94028,3.5,-12.763,2.19625,No pruning,learning,6,5,2.0,
585,0.0055179,0.16085,0.01,0.74647,0.98254,0.98251,0.54475,3.3637,14.86,1.77879,No pruning,learning,6,1,3.0,
586,0.0049689,0.19859,0.022345,0.95494,1.0039,1.0039,0.30253,3.4913,-19.426,1.8058799999999997,No pruning,learning,6,2,3.0,
587,0.0055271,0.2,0.02042,0.5,1.0,2.0,1.0,4.6667,15.0,1.57542,No pruning,learning,6,3,3.0,
588,0.0075521,0.10838,0.017417,0.37501,0.80001,1.1026,0.23703,3.3334,15.0,1.8117899999999998,No pruning,learning,6,4,3.0,
589,0.01,0.0,0.02,0.81681,0.8,1.1159,0.3,2.5,13.496,1.8892400000000003,No pruning,learning,6,5,3.0,
590,0.0099065,0.22375,0.021667,1.0211,1.213,0.84988,0.875,3.6875,-13.681,1.78463,No pruning,learning,6,1,4.0,
591,0.0038783,0.32047,0.021574,0.50332,1.2679,1.4998,1.4004,4.209,-32.249,1.7798699999999996,No pruning,learning,6,2,4.0,
592,0.0028456,0.30324,0.019832,1.0138,1.1874,0.86117,0.31013,2.5275,-135.11,1.8185299999999998,No pruning,learning,6,3,4.0,
593,0.0058222,0.099768,0.030544,0.25,1.1192,0.99884,0.29925,3.5026,65.516,2.0423,No pruning,learning,6,4,4.0,
594,0.005,0.2955,0.02,1.0357,1.1047,1.0,0.4316,3.3334,4.2981,2.1013899999999994,No pruning,learning,6,5,4.0,
595,0.001,0.12416,0.041648,0.80665,0.80995,0.98893,0.44726,2.6278,26.843,1.37107,No pruning,learning,6,1,5.0,
596,0.001,0.099818,0.020023,0.54838,0.89667,0.99887,0.30059,2.498,3.9736,2.0340800000000003,No pruning,learning,6,2,5.0,
597,0.001,0.19965,0.020233,1.0036,0.81048,0.98836,0.30757,2.5204,14.907,1.9987,No pruning,learning,6,3,5.0,
598,0.0044956,0.0,0.018333,0.5,0.84733,1.0,0.3,2.5,-5.3013,1.8534300000000001,No pruning,learning,6,4,5.0,
599,0.001,0.0,0.030679,0.45833,1.1485,1.0931,0.42119,2.8473,20.0,1.99403,No pruning,learning,6,5,5.0,
600,0.005,0.3,0.02,1.0556,0.60206,0.70389,0.72295,2.5,15.0,1.6031399999999998,No pruning,learning,7,1,1.0,
601,0.0044631,0.28407,0.029487,0.82236,0.53033,0.80289,1.4964,4.9887,3.4577,2.1140100000000004,No pruning,learning,7,2,1.0,
602,0.0085945,0.20363,0.020389,0.85184,0.42799,0.78645,0.54924,3.6453,43.047,2.12939,No pruning,learning,7,3,1.0,
603,0.001,0.33658,0.031378,1.0,0.43811,0.75536,0.66667,3.5,-3.1633,2.15205,No pruning,learning,7,4,1.0,
604,0.0014528,0.17519,0.020816,1.0241,0.50738,0.52172,0.52063,3.5619,14.78,2.3604200000000004,No pruning,learning,7,5,1.0,
605,0.0033342,0.21998,0.018135,0.62309,0.94299,1.0119,0.7423,2.475,27.893,2.20059,No pruning,learning,7,1,2.0,
606,0.001,0.16561,0.049826,0.97461,0.79117,0.67769,1.0035,2.6665,20.033,1.7517600000000002,No pruning,learning,7,2,2.0,
607,0.001,0.29278,0.029924,0.90666,0.79857,0.94728,0.96127,3.3368,20.058,1.9200199999999998,No pruning,learning,7,3,2.0,
608,0.001,0.27051,0.056154,0.86627,0.90926,0.82308,0.37778,3.3241,-8.9863,2.18903,No pruning,learning,7,4,2.0,
609,0.0053298,0.19973,0.019971,0.49973,0.7112,0.83865,0.79813,4.3723,255.25,2.00582,No pruning,learning,7,5,2.0,
610,0.001,0.096825,0.02,1.0271,1.0667,1.0,0.3,3.5,10.0,2.1749400000000003,No pruning,learning,7,1,3.0,
611,0.001,0.2,0.03,0.81586,0.81813,0.67761,0.3,2.5,18.333,1.6307000000000003,No pruning,learning,7,2,3.0,
612,0.001,0.2,0.03,1.0,0.8,0.80292,0.4,2.5,15.0,1.67522,No pruning,learning,7,3,3.0,
613,0.0013161,0.3,0.016667,1.0627,0.79053,0.54306,0.3,2.5,30.0,2.00075,No pruning,learning,7,4,3.0,
614,0.001,0.2,0.031693,1.0,0.98683,0.76558,0.3,3.3589,6.4635,1.4581899999999999,No pruning,learning,7,5,3.0,
615,0.0027963,0.29516,0.015593,0.99023,0.78085,0.91369,0.99649,2.5114,30.042,1.9614499999999997,No pruning,learning,7,1,4.0,
616,0.001,0.27568,0.037302,0.90344,0.81853,0.94625,0.46014,2.6795,12.342,2.0524,No pruning,learning,7,2,4.0,
617,0.0046441,0.30921,0.022353,0.96784,0.82475,0.79403,0.32389,3.4176,14.706,1.94013,No pruning,learning,7,3,4.0,
