,pruning threshold,stopping probability,feature drop rate,lapse rate,opponent scaling constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
855,4.391,0.0023906,0.20301,0.02,1.0,0.66666,0.4,1.1137,0.036833,3.4811,30.0,1.8318,Opponent scaling,learning,17,1,2.0,
856,3.5316,0.0013375,0.17788,0.025188,0.92499,0.89474,0.69173,1.153,0.25514,2.8607,15.962,1.73387,Opponent scaling,learning,17,2,2.0,
857,3.0687,0.001,0.15,0.02,1.0,0.95737,0.8,0.99999,0.0,2.5,15.0,1.7520299999999995,Opponent scaling,learning,17,3,2.0,
858,2.5167,0.0014444,0.16949,0.02,1.0,1.0,0.69843,1.1444,0.5,2.5,15.0,2.00189,Opponent scaling,learning,17,4,2.0,
859,3.0015,0.001,0.14978,0.01,0.99934,0.99934,0.79932,1.0008,0.29951,2.4989,15.006,1.7098299999999997,Opponent scaling,learning,17,5,2.0,
860,2.9991,0.0043548,0.20229,0.01,1.1017,0.49977,0.79958,0.99954,0.3003,4.9992,29.997,1.4190400000000003,Opponent scaling,learning,17,1,3.0,
861,5.0,0.001,0.19933,0.01,1.0034,0.49993,0.68094,1.3561,0.040674,5.0068,15.031,1.33296,Opponent scaling,learning,17,2,3.0,
862,6.6861,0.001,0.29771,0.025534,1.0206,0.97105,0.7924,1.0743,0.30549,3.3481,15.265,1.7161899999999999,Opponent scaling,learning,17,3,3.0,
863,10.0,0.001,0.088889,0.010139,0.94775,0.35417,0.52542,1.7535,0.096284,4.5625,17.28,1.9086199999999998,Opponent scaling,learning,17,4,3.0,
864,4.7167,0.001,0.10137,0.01,0.881,0.50349,0.64838,1.491,0.19998,4.6829,30.055,1.54666,Opponent scaling,learning,17,5,3.0,
865,4.5943,0.001,0.097945,0.03,1.0549,1.0,0.8,1.0,0.3,3.5,15.0,1.53037,Opponent scaling,learning,17,1,4.0,
866,7.0,0.001,0.24204,0.022076,1.0,1.0,0.8,1.3333,0.5,3.9091,18.333,1.3887399999999999,Opponent scaling,learning,17,2,4.0,
867,10.0,0.001,0.089765,0.01,1.0,0.79719,0.8,1.3842,0.26406,3.5,20.0,1.7290500000000002,Opponent scaling,learning,17,3,4.0,
868,10.0,0.001,0.20008,0.040012,1.0703,0.95549,0.80018,1.3335,0.30012,3.1712,14.998,1.4189,Opponent scaling,learning,17,4,4.0,
869,5.85,0.001,0.096501,0.018333,1.0108,1.0,0.79999,1.0,0.4,2.7464,15.0,1.43412,Opponent scaling,learning,17,5,4.0,
870,4.4623,0.001,0.11371,0.016756,1.143,0.59113,1.3691,1.6282,0.26741,2.7957,18.743,1.49578,Opponent scaling,learning,17,1,5.0,
871,3.975,0.001,0.2,0.01,1.0223,0.5625,1.6159,1.3722,0.49982,4.2083,34.0,1.5222000000000002,Opponent scaling,learning,17,2,5.0,
872,3.2966,0.001,0.1,0.01,0.75,0.95096,1.0687,1.0,0.0,2.5,15.0,1.43343,Opponent scaling,learning,17,3,5.0,
873,2.9131,0.0022876,0.077849,0.01,0.97976,0.87416,1.4706,0.96729,0.22539,3.0699,13.849,1.5674300000000003,Opponent scaling,learning,17,4,5.0,
874,3.1169,0.001,0.05,0.02,1.1549,0.96474,1.0,1.0,0.3,2.5,15.0,1.19608,Opponent scaling,learning,17,5,5.0,
875,5.0,0.02,0.2,0.02,1.5286,1.0,0.2166,0.34037,0.34174,3.5,20.0,2.4902499999999996,Opponent scaling,learning,18,1,1.0,
876,3.9023,0.001,0.34885,0.012558,1.6959,1.3256,0.34172,0.093404,0.54187,3.1512,17.977,2.07201,Opponent scaling,learning,18,2,1.0,
877,5.751,0.010385,0.2373,0.019989,2.1474,0.87075,0.71021,0.80049,0.29532,4.9991,18.459,2.40149,Opponent scaling,learning,18,3,1.0,
878,6.425,0.018918,0.26667,0.010833,1.519,1.0,0.60506,0.60887,0.23266,4.7113,30.0,2.1308099999999994,Opponent scaling,learning,18,4,1.0,
879,7.7532,0.0081853,0.6738,0.022373,1.3031,0.97956,0.43156,0.80036,0.42394,5.3337,7.8524,2.2970800000000002,Opponent scaling,learning,18,5,1.0,
880,4.2016,0.0054445,0.2963,0.020051,0.99461,0.71571,0.79445,1.0062,0.49537,3.5139,14.951,2.15998,Opponent scaling,learning,18,1,2.0,
881,3.8163,0.0058333,0.2,0.02,1.1315,0.65859,0.61437,1.0,0.4,2.5,40.0,2.20672,Opponent scaling,learning,18,2,2.0,
882,7.0,0.01,0.2,0.02,1.0,1.0,0.68708,1.0,0.3,2.5,15.0,2.27832,Opponent scaling,learning,18,3,2.0,
883,10.0,0.01,0.097265,0.02,1.0169,0.37128,0.47957,1.3156,0.3,2.5,10.0,1.9123999999999999,Opponent scaling,learning,18,4,2.0,
884,3.2045,0.001,0.19286,0.026556,1.4372,0.5453,0.049916,1.4776,0.090978,3.3737,19.004,2.36276,Opponent scaling,learning,18,5,2.0,
885,5.4572,0.001,0.20262,0.051111,1.4231,1.0,0.4034,1.0,0.30331,2.7796,20.0,1.84356,Opponent scaling,learning,18,1,3.0,
886,5.3073,0.0091108,0.14451,0.024451,1.687,0.7636,0.39333,1.2226,0.44466,4.0188,28.22,2.0792400000000004,Opponent scaling,learning,18,2,3.0,
887,5.0273,0.010167,0.24211,0.019815,0.9919,0.9919,0.80833,1.0093,0.30602,3.3171,14.926,2.3808599999999998,Opponent scaling,learning,18,3,3.0,
888,4.2006,0.005,0.2,0.02,1.4416,1.0555,0.71188,1.0,0.3,2.5,15.0,2.36398,Opponent scaling,learning,18,4,3.0,
889,10.0,0.001,0.2,0.02,1.0,1.0,0.61151,1.0,0.3,2.5,15.0,2.0077,Opponent scaling,learning,18,5,3.0,
890,5.6581,0.0040147,0.48536,0.014661,1.2975,0.64209,0.31695,1.9249,0.52081,4.2649,12.28,1.83133,Opponent scaling,learning,18,1,4.0,
891,5.3917,0.0013847,0.30007,0.016626,0.99836,0.94877,0.40216,1.1691,0.22997,3.3279,16.639,2.1367800000000003,Opponent scaling,learning,18,2,4.0,
892,5.1687,0.0037255,0.20191,0.019905,1.1472,1.0042,0.4523,0.99523,0.3031,2.5083,14.962,1.65366,Opponent scaling,learning,18,3,4.0,
893,4.2736,0.0047817,0.07617,0.022515,1.2744,0.94434,0.38625,1.3136,0.47491,2.8438,21.051,1.9709100000000004,Opponent scaling,learning,18,4,4.0,
894,2.1333,0.0047718,0.1,0.043412,2.124,0.55553,0.4,1.0,0.3,3.0282,20.0,2.0805000000000002,Opponent scaling,learning,18,5,4.0,
895,4.2682,0.001,0.18741,0.01,0.99999,1.099,0.4651,1.0,0.33333,2.5,15.0,2.02534,Opponent scaling,learning,18,1,5.0,
896,7.5006,0.001,0.14583,0.040452,1.0,1.0,0.6917,0.99977,0.44444,3.9841,12.4,1.74837,Opponent scaling,learning,18,2,5.0,
897,4.9513,0.0023333,0.20209,0.030269,1.0582,0.99411,0.70367,0.99327,0.49496,3.3121,19.946,1.68369,Opponent scaling,learning,18,3,5.0,
898,5.275,0.0045203,0.2,0.02,1.0,1.0,0.8,1.0,0.3,3.5,13.333,1.6870699999999998,Opponent scaling,learning,18,4,5.0,
899,7.0031,0.0049976,0.29124,0.018346,1.0516,1.042,0.68489,1.0008,0.18144,3.3983,14.994,2.0326599999999995,Opponent scaling,learning,18,5,5.0,
900,3.5268,0.001,0.13333,0.017757,1.0947,0.25,1.0667,0.99999,0.3,3.7543,10.833,1.73997,Opponent scaling,learning,19,1,1.0,
901,0.1,0.01,0.10556,0.01,1.7385,0.45833,0.8,1.1679,0.38829,3.5,15.0,1.4865499999999998,Opponent scaling,learning,19,2,1.0,
902,1.4985,0.001,0.12471,0.017964,2.2656,0.58602,0.91641,1.4408,0.34075,3.7873,15.002,1.38446,Opponent scaling,learning,19,3,1.0,
903,2.55,0.002,0.06547,0.02,2.588,0.53886,1.0667,1.4891,0.084972,2.5,15.0,1.6579599999999999,Opponent scaling,learning,19,4,1.0,
904,5.0,0.001,0.28346,0.017853,1.1655,1.0,0.8,0.86177,0.4,2.5,15.0,1.43717,Opponent scaling,learning,19,5,1.0,
905,5.2771,0.0018066,0.3215,0.01,1.2041,0.95833,1.0,1.0,0.3,3.8889,11.667,1.82091,Opponent scaling,learning,19,1,2.0,
906,5.2852,0.001,0.2,0.027148,1.1676,1.1551,1.1759,0.64966,0.3,3.5,9.9999,1.7700399999999998,Opponent scaling,learning,19,2,2.0,
907,8.5,0.0025,0.14373,0.02,1.5624,1.0256,1.125,0.54451,0.3,2.5,4.9712,1.9256100000000003,Opponent scaling,learning,19,3,2.0,
908,3.009,0.004963,0.1096,0.029815,1.7529,1.0041,0.99895,0.99536,0.30301,2.5081,15.037,1.71556,Opponent scaling,learning,19,4,2.0,
909,5.1453,0.001,0.2,0.021524,1.4331,1.2045,1.0,1.0,0.39094,2.5,15.0,1.5249000000000001,Opponent scaling,learning,19,5,2.0,
910,5.0,0.001,0.083333,0.019463,2.0,1.0498,1.0,0.87463,0.0,2.5,15.0,1.7978099999999997,Opponent scaling,learning,19,1,3.0,
911,5.0,0.001,0.2,0.02,1.0,1.0,1.0667,0.9439,0.6,3.4226,15.0,1.44218,Opponent scaling,learning,19,2,3.0,
912,7.4584,0.001,0.1,0.02,1.1437,1.0,1.0,0.52738,0.3,2.5,15.0,1.80947,Opponent scaling,learning,19,3,3.0,
913,5.0,0.001,0.16667,0.018905,1.4419,0.89398,0.8,0.93895,0.3,2.5,15.0,1.32867,Opponent scaling,learning,19,4,3.0,
914,4.3452,0.001,0.16667,0.01,1.4058,1.0,1.0931,0.62286,0.3,2.7449,15.0,1.4676999999999998,Opponent scaling,learning,19,5,3.0,
915,5.85,0.001,0.2,0.03,1.1005,1.0,1.1588,1.0,0.21667,3.3333,15.0,1.77865,Opponent scaling,learning,19,1,4.0,
916,7.0,0.0023333,0.1497,0.01,1.0,1.0,1.1834,0.62579,0.3,2.5,15.0,2.03774,Opponent scaling,learning,19,2,4.0,
917,3.6566,0.001,0.16376,0.0125,1.0162,0.72465,1.021,0.82992,0.3,2.9009,19.913,1.42029,Opponent scaling,learning,19,3,4.0,
918,7.0,0.0063598,0.2,0.015,1.0,1.0,1.1933,0.64414,0.3,3.388,15.0,1.4138600000000001,Opponent scaling,learning,19,4,4.0,
919,6.2816,0.001,0.31413,0.015226,1.1813,0.68415,1.5,1.5,0.59122,3.5312,11.0,1.5333900000000003,Opponent scaling,learning,19,5,4.0,
920,7.0,0.001,0.1,0.03,1.0,1.0,1.209,1.0,0.3,3.1869,30.0,1.61016,Opponent scaling,learning,19,1,5.0,
921,9.1751,0.001,0.084912,0.011481,1.0627,0.72396,1.0667,0.88368,0.3,2.5,15.0,1.55509,Opponent scaling,learning,19,2,5.0,
922,7.1037,0.001,0.16066,0.019107,1.0186,0.73912,1.0854,1.1337,0.32292,2.7171,2.4245,1.33497,Opponent scaling,learning,19,3,5.0,
923,4.9485,0.001,0.17819,0.023165,0.99999,1.0,0.8,1.0,0.43333,2.7778,15.0,1.3598,Opponent scaling,learning,19,4,5.0,
924,8.9713,0.001,0.24703,0.01,1.3129,0.37559,1.2509,1.499,-0.02505,4.2067,25.992,1.3494000000000002,Opponent scaling,learning,19,5,5.0,
925,3.0542,0.0014211,0.17666,0.019444,0.97569,0.50281,0.56434,0.90196,0.38667,3.554,14.778,1.56582,Opponent scaling,learning,20,1,1.0,
926,3.5416,0.005,0.2,0.031608,1.442,0.37069,0.8,0.86622,0.3,3.3333,15.0,1.66468,Opponent scaling,learning,20,2,1.0,
927,4.2345,0.0017779,0.1,0.01,1.0,1.0,0.8,0.69969,0.4,2.7662,15.0,2.32811,Opponent scaling,learning,20,3,1.0,
928,4.2625,0.001,0.375,0.035,1.2188,0.35417,0.575,0.74999,0.7625,4.0436,13.0,1.5967699999999998,Opponent scaling,learning,20,4,1.0,
929,3.1872,0.001,0.27534,0.01,1.3443,0.90533,0.62381,0.97334,0.43054,3.6749,12.635,2.00244,Opponent scaling,learning,20,5,1.0,
930,3.67,0.001,0.21979,0.011115,0.82763,0.49923,0.79936,1.1661,0.2998,3.2822,20.012,1.5293,Opponent scaling,learning,20,1,2.0,
931,3.0,0.001,0.20238,0.01,1.0,0.94954,0.53082,1.0,0.3,2.7778,11.667,1.83229,Opponent scaling,learning,20,2,2.0,
932,3.1667,0.005,0.05,0.01,1.0,0.45833,0.8,1.3066,0.3,3.5,10.0,1.9606,Opponent scaling,learning,20,3,2.0,
933,4.0,0.001,0.20367,0.01825,0.86343,0.89328,0.8,1.0,0.13333,2.7778,7.7901,1.6062400000000001,Opponent scaling,learning,20,4,2.0,
934,7.1381,0.0031096,0.2,0.03,0.95833,1.0,0.8,1.0,0.3,3.5,4.4903,1.79813,Opponent scaling,learning,20,5,2.0,
935,5.0,0.0025885,0.2,0.01,0.99511,0.62678,0.37643,1.2163,0.4,4.9383,15.0,2.1382000000000003,Opponent scaling,learning,20,1,3.0,
936,3.0,0.0099999,0.022222,0.02,0.99999,0.48611,0.5169,1.0,0.3,3.5,15.0,1.7542200000000001,Opponent scaling,learning,20,2,3.0,
937,8.0,0.01,0.1889,0.016667,0.96601,0.47959,0.50234,1.2553,0.30001,5.6602,8.4826,2.3285899999999997,Opponent scaling,learning,20,3,3.0,
938,7.0,0.0050001,0.21577,0.020741,0.98657,0.5055,0.42996,1.0457,0.40001,3.5,17.778,1.91359,Opponent scaling,learning,20,4,3.0,
939,4.2936,0.001,0.12245,0.026585,1.5028,0.53723,0.31534,0.89172,0.93093,3.4741,10.642,1.9762899999999999,Opponent scaling,learning,20,5,3.0,
940,4.7327,0.0033498,0.2,0.01,0.98611,1.1024,0.58765,0.8,0.23663,3.4309,10.0,2.02245,Opponent scaling,learning,20,1,4.0,
941,8.0304,0.0038081,0.14135,0.012104,0.98698,0.99109,0.50372,0.85608,0.30141,3.2022,15.017,1.7244,Opponent scaling,learning,20,2,4.0,
942,9.9999,0.001,0.20058,0.019967,0.99874,0.99874,0.39885,0.80148,0.49892,2.9868,20.017,1.68625,Opponent scaling,learning,20,3,4.0,
943,5.3925,0.0039355,0.18369,0.01,0.98806,0.50537,0.49315,1.3387,0.38649,7.2994,21.397,1.8930500000000001,Opponent scaling,learning,20,4,4.0,
944,7.2408,0.001,0.2,0.03,0.99999,1.0,0.4,0.8,0.3,2.5,20.0,2.0140399999999996,Opponent scaling,learning,20,5,4.0,
945,2.3379,0.0050054,0.085536,0.020012,0.9991,0.25,0.48528,0.99896,0.39995,3.4977,9.9943,1.69326,Opponent scaling,learning,20,1,5.0,
946,3.1205,0.001,0.19814,0.025405,1.0275,0.95568,0.79271,0.97925,0.50507,3.6821,17.087,2.0507999999999997,Opponent scaling,learning,20,2,5.0,
947,2.9007,0.001,0.19667,0.035,1.0981,0.52267,0.54974,1.125,0.40233,3.5521,8.2307,1.8753,Opponent scaling,learning,20,3,5.0,
948,3.3908,0.0035625,0.28016,0.021984,0.89885,0.82465,0.45074,0.7996,0.43026,5.3507,13.397,1.9486900000000003,Opponent scaling,learning,20,4,5.0,
949,0.90556,0.005,0.3,0.023333,3.0,2.0,0.8,1.0,0.43844,3.5,16.667,2.17861,Opponent scaling,learning,20,5,5.0,
950,9.0845,0.0026236,0.45979,0.014093,1.6044,1.2485,0.51723,0.94755,0.64301,4.8706,10.499,2.10093,Opponent scaling,learning,21,1,1.0,
951,5.0454,0.0062453,0.37871,0.016539,1.6868,1.3073,0.95575,0.62521,0.63191,5.2233,13.616,2.08667,Opponent scaling,learning,21,2,1.0,
952,3.0,0.0090538,0.28333,0.02,4.0,1.0,0.32746,1.0,0.3,5.5035,20.0,2.4400800000000005,Opponent scaling,learning,21,3,1.0,
953,0.60993,0.001,0.24183,0.01,1.6615,0.50612,0.42646,1.1217,0.6178,4.9893,30.381,2.06224,Opponent scaling,learning,21,4,1.0,
954,3.7011,0.017857,0.16046,0.01,1.5254,1.0372,0.35806,0.56352,0.68372,4.3195,12.542,2.10809,Opponent scaling,learning,21,5,1.0,
955,6.4728,0.01,0.1,0.02,1.0,0.80402,0.53556,0.84501,0.20746,3.7923,15.0,2.0309299999999997,Opponent scaling,learning,21,1,2.0,
956,7.0,0.005,0.2,0.023015,1.0,0.94444,0.61651,1.0,0.4,4.8429,20.07,1.9988199999999998,Opponent scaling,learning,21,2,2.0,
957,9.9999,0.0039884,0.25853,0.04,1.0,1.0556,0.64538,1.0,0.3,7.0,15.0,2.1655599999999997,Opponent scaling,learning,21,3,2.0,
958,2.9396,0.001,0.21111,0.02,1.0,1.0,0.4,1.0,0.3,3.4421,15.0,1.75269,Opponent scaling,learning,21,4,2.0,
959,5.1507,0.001,0.18614,0.024077,1.1487,0.98901,0.7952,0.80677,0.67101,3.9485,16.696,2.15946,Opponent scaling,learning,21,5,2.0,
960,2.912,0.0047635,0.19748,0.033775,0.93369,1.0442,0.7778,1.4769,0.48563,4.6544,25.498,1.85567,Opponent scaling,learning,21,1,3.0,
961,5.9995,0.001,0.20361,0.016699,0.8752,1.0002,0.40016,1.3331,0.29985,3.8809,8.6754,2.2314499999999997,Opponent scaling,learning,21,2,3.0,
962,2.5167,0.01,0.092116,0.02,1.0,1.2071,0.8,1.0,0.5,3.5,10.0,1.51038,Opponent scaling,learning,21,3,3.0,
963,3.0,0.005,0.1,0.023333,0.97445,1.0555,0.8,1.0,0.3,3.8676,6.7915,1.79177,Opponent scaling,learning,21,4,3.0,
964,3.8147,0.0030111,0.19889,0.01,1.0024,1.3598,0.59574,1.0028,0.39819,3.3285,52.036,1.80533,Opponent scaling,learning,21,5,3.0,
965,4.6499,0.001,0.23289,0.023333,1.0,1.0,0.67362,0.82963,0.54905,3.8889,11.667,1.9454700000000003,Opponent scaling,learning,21,1,4.0,
966,3.0,0.005,0.20186,0.01,1.0091,0.98826,0.77745,1.0226,0.3,4.2438,16.667,1.9682899999999997,Opponent scaling,learning,21,2,4.0,
967,5.0,0.0025,0.2,0.02,0.95833,1.0,0.65582,0.82152,0.3,3.5,105.68,1.9558600000000002,Opponent scaling,learning,21,3,4.0,
968,3.0,0.001,0.088798,0.02477,1.0627,1.0,0.4,0.83324,0.3,2.8333,15.0,1.87215,Opponent scaling,learning,21,4,4.0,
969,7.4903,0.005,0.1,0.017772,1.0,0.97795,0.6917,0.8,0.66667,3.6903,40.0,2.16898,Opponent scaling,learning,21,5,4.0,
970,3.7727,0.001,0.25761,0.031459,1.0129,1.0804,0.67665,0.83036,0.74074,3.5,13.011,1.72552,Opponent scaling,learning,21,1,5.0,
971,6.285,0.001,0.2,0.06,1.0,1.6958,0.82963,0.55748,0.32176,2.5,13.156,1.93168,Opponent scaling,learning,21,2,5.0,
972,7.0072,0.0039552,0.20073,0.012491,1.0016,1.0016,0.79837,0.99818,0.59882,4.3952,15.015,2.07207,Opponent scaling,learning,21,3,5.0,
973,3.4515,0.001,0.22255,0.02,1.0,1.0,0.8,0.8,0.34308,3.5,15.0,2.00384,Opponent scaling,learning,21,4,5.0,
974,6.6064,0.001,0.4,0.02,1.1225,1.0354,0.8,1.0,0.3,3.5,15.0,1.9846399999999995,Opponent scaling,learning,21,5,5.0,
975,2.0333,0.001,0.2,0.02,1.0,0.5,0.62723,0.85719,0.5,7.0,30.0,1.7713700000000003,Opponent scaling,learning,22,1,1.0,
976,7.3333,0.001,0.2,0.02,1.0795,0.25,0.80552,1.1111,0.6,4.0902,15.0,1.73358,Opponent scaling,learning,22,2,1.0,
977,4.016,0.0062529,0.096743,0.020134,1.0002,0.36815,0.73898,1.1116,0.28879,4.0796,15.138,2.0330500000000002,Opponent scaling,learning,22,3,1.0,
978,4.9195,0.0050196,0.20096,0.019454,0.99993,0.65436,0.82457,0.77543,0.61774,3.4801,10.15,1.81633,Opponent scaling,learning,22,4,1.0,
979,3.0,0.005,0.0936,0.021546,1.0,0.375,0.53333,1.0,0.4,4.0768,20.0,1.8666699999999998,Opponent scaling,learning,22,5,1.0,
980,10.0,0.0044167,0.16667,0.01,1.0729,1.0827,0.43938,0.725,0.60975,5.2849,15.667,1.9463300000000001,Opponent scaling,learning,22,1,2.0,
981,7.4789,0.001,0.3,0.013333,1.0837,0.875,0.55327,0.8,0.4,3.5,10.0,1.65184,Opponent scaling,learning,22,2,2.0,
982,3.6086,0.005,0.093593,0.02,1.0,1.0,0.50305,0.75277,0.41358,3.4183,20.313,1.6601399999999997,Opponent scaling,learning,22,3,2.0,
983,7.0,0.005,0.1,0.023333,1.0,1.0186,0.55551,0.51727,0.3,4.1884,7.4699,1.8014300000000003,Opponent scaling,learning,22,4,2.0,
984,6.1172,0.0023632,0.2,0.01,1.0,1.0109,0.53333,0.8,0.3,4.6667,13.945,1.7446599999999997,Opponent scaling,learning,22,5,2.0,
985,8.8083,0.005,0.1,0.02,1.0,0.5,0.4,1.0,0.3,5.895,15.0,1.4489500000000002,Opponent scaling,learning,22,1,3.0,
986,3.0941,0.0044154,0.087442,0.031655,1.1767,0.5977,0.56043,0.83181,0.32297,4.5871,15.283,1.53403,Opponent scaling,learning,22,2,3.0,
987,4.2161,0.001,0.087217,0.023333,1.044,1.0069,0.4,0.8,0.3,3.1237,13.333,1.4521900000000003,Opponent scaling,learning,22,3,3.0,
988,4.4212,0.001,0.17761,0.020484,1.0,1.0,0.4,0.87921,0.3,3.5,15.0,1.2419000000000002,Opponent scaling,learning,22,4,3.0,
989,9.9999,0.001,0.22817,0.030449,1.0252,0.93317,0.73661,0.93574,0.3813,4.9497,15.564,1.7618199999999997,Opponent scaling,learning,22,5,3.0,
990,3.0,0.003,0.1,0.01,1.2048,0.99102,0.30985,0.78158,0.54406,2.771,30.0,1.73536,Opponent scaling,learning,22,1,4.0,
991,7.1863,0.001,0.20776,0.012655,1.2523,0.74716,0.70774,0.99784,0.21667,3.7302,104.72,1.74659,Opponent scaling,learning,22,2,4.0,
992,3.0,0.003,0.2,0.022121,1.0,0.5,0.4,1.2544,0.5,7.0,20.0,1.5821399999999999,Opponent scaling,learning,22,3,4.0,
993,4.8194,0.001,0.19993,0.019997,1.0001,1.0181,0.53889,0.92036,0.50012,3.4996,19.998,1.77861,Opponent scaling,learning,22,4,4.0,
994,5.0,0.001,0.1,0.03,1.0225,1.0,0.61148,0.76127,0.3,3.5,15.0,1.8913000000000004,Opponent scaling,learning,22,5,4.0,
995,7.4639,0.001,0.2,0.026204,1.0,0.99999,0.8,0.85377,0.3,3.5,10.0,1.40747,Opponent scaling,learning,22,1,5.0,
996,3.963,0.001,0.13464,0.01,1.0911,0.94474,0.77487,0.98457,0.61111,3.6222,17.102,1.66343,Opponent scaling,learning,22,2,5.0,
997,4.1833,0.001,0.2,0.02,1.0,0.5,0.8668,1.0,0.17542,4.1946,15.0,1.8342399999999999,Opponent scaling,learning,22,3,5.0,
998,3.0,0.001,0.2,0.01,1.0,1.0,0.8,1.0,0.5,3.5,15.0,1.7063400000000002,Opponent scaling,learning,22,4,5.0,
999,3.0,0.001,0.10275,0.02,1.0,1.003,0.8,1.0,0.4,2.8262,15.0,1.5250700000000001,Opponent scaling,learning,22,5,5.0,
1000,2.7206,0.001,0.11734,0.020545,1.0915,0.4477,0.47321,0.89541,0.36798,3.2647,10.575,2.21623,Opponent scaling,learning,23,1,1.0,
1001,3.525,0.001,0.4,0.01,1.4375,1.1026,0.75,0.49999,0.62499,3.375,19.0,1.8764600000000002,Opponent scaling,learning,23,2,1.0,
1002,8.0421,0.0021365,0.26181,0.019295,1.0365,0.38226,0.57929,1.2023,1.0024,3.8613,35.762,1.81461,Opponent scaling,learning,23,3,1.0,
1003,3.0,0.0036667,0.22852,0.018333,1.05,0.47528,0.82963,0.84883,1.2568,5.0,15.0,1.5474,Opponent scaling,learning,23,4,1.0,
1004,4.1833,0.001,0.29697,0.02,1.1788,0.99999,0.8,1.0,0.3,2.5,30.0,1.6853599999999997,Opponent scaling,learning,23,5,1.0,
1005,3.0,0.001,0.1,0.03,1.0457,0.94261,0.4,1.0,0.3,2.5,15.0,1.6650300000000002,Opponent scaling,learning,23,1,2.0,
1006,4.9089,0.001,0.1866,0.01,1.0125,0.99912,0.79909,0.99899,0.33308,3.4977,14.992,1.63692,Opponent scaling,learning,23,2,2.0,
1007,3.0,0.001,0.1,0.019789,1.0,0.87018,0.54931,1.0,0.3,2.6513,15.0,1.70621,Opponent scaling,learning,23,3,2.0,
1008,5.0,0.001,0.2,0.02,1.0,0.99999,0.8,1.0,0.1981,2.5,30.0,1.6000899999999998,Opponent scaling,learning,23,4,2.0,
1009,3.1949,0.001,0.1,0.02,1.1486,0.5,0.8,1.5,0.0,3.5,10.0,1.4758400000000003,Opponent scaling,learning,23,5,2.0,
1010,4.9851,0.0014957,0.19848,0.020101,1.0044,0.99558,0.79856,0.82939,0.30329,2.7951,14.96,1.46049,Opponent scaling,learning,23,1,3.0,
1011,5.0949,0.0014296,0.20151,0.016888,0.99959,0.99957,0.78378,0.98398,0.29982,3.9514,15.63,1.8845900000000004,Opponent scaling,learning,23,2,3.0,
1012,3.4103,0.001,0.16667,0.01,0.99704,0.99078,0.7867,1.0,0.28026,3.0556,15.556,1.7884999999999998,Opponent scaling,learning,23,3,3.0,
1013,9.251,0.004504,0.14149,0.018321,1.0337,0.63104,0.89829,1.0339,0.27903,2.4407,12.364,2.08393,Opponent scaling,learning,23,4,3.0,
1014,5.0643,0.0051755,0.28769,0.01,1.0191,0.64145,0.68294,0.97807,0.29182,4.9779,402.19,1.90336,Opponent scaling,learning,23,5,3.0,
1015,3.0176,0.001,0.19639,0.020181,1.2113,0.72293,0.79187,1.009,0.29852,2.7724,14.928,1.60076,Opponent scaling,learning,23,1,4.0,
1016,3.0,0.005563,0.18258,0.01,1.2991,1.0,0.58073,1.0431,0.66667,3.3333,15.0,1.68024,Opponent scaling,learning,23,2,4.0,
1017,2.4662,0.0027778,0.11344,0.030031,1.4608,0.95898,0.8007,0.97219,0.37898,2.6516,15.006,1.71933,Opponent scaling,learning,23,3,4.0,
1018,6.665,0.0039821,0.1047,0.02,1.0417,1.0367,0.6749,1.0367,0.3,3.5,66.296,1.8061599999999998,Opponent scaling,learning,23,4,4.0,
1019,4.1833,0.0088458,0.15211,0.02,1.1583,1.0,0.8,1.1417,0.66667,3.7983,46.06,1.9180700000000002,Opponent scaling,learning,23,5,4.0,
1020,3.2253,0.007,0.047222,0.01,1.0485,0.69205,0.38875,0.86667,0.3,3.7037,20.926,1.8872399999999998,Opponent scaling,learning,23,1,5.0,
1021,5.9315,0.001536,0.16667,0.03,0.97096,1.0507,0.12837,1.0,0.33333,3.3333,6.2598,1.83616,Opponent scaling,learning,23,2,5.0,
1022,3.0,0.001,0.0,0.03,1.1164,1.0,-0.075566,1.0,0.3,2.5,15.0,1.78155,Opponent scaling,learning,23,3,5.0,
1023,7.0,0.005,0.1,0.02,1.0,0.95833,0.8,1.0,0.6,3.415,5.9404,1.6614200000000001,Opponent scaling,learning,23,4,5.0,
1024,3.4006,0.0032883,0.058068,0.01,0.77112,0.88996,0.44443,1.214,0.32485,2.8669,13.288,1.3449600000000002,Opponent scaling,learning,23,5,5.0,
1025,1.4877,0.001,0.20373,0.019361,1.471,1.0279,0.77125,0.77126,0.27924,3.4635,20.256,1.7326799999999998,Opponent scaling,learning,24,1,1.0,
1026,2.9553,0.010413,0.18535,0.020016,1.0201,1.0201,0.79326,0.97947,0.2851,3.4975,14.817,1.5680899999999998,Opponent scaling,learning,24,2,1.0,
1027,0.1,0.016884,0.2,0.030675,2.0,0.99999,1.0112,0.8,0.3,3.5,15.0,1.8248399999999996,Opponent scaling,learning,24,3,1.0,
1028,7.2529,0.0019088,0.2,0.03,1.0,0.68404,0.8,1.0,0.3,3.6841,15.0,1.55492,Opponent scaling,learning,24,4,1.0,
