,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,horizontal feature drop rate,vertical feature drop rate,diagonal feature drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1256,3.0928,0.001,0.015,1.0,0.8,1.0,0.3,3.3333,15.0,0.2,0.2,0.25247,1.78571,Orientation-dependent dropping,time pressure,4,2,,20.0
1257,2.0264,0.0057994,0.01993,0.55954,0.94605,1.5295,0.35852,2.5787,15.527,0.2014,0.1801,0.20447,1.75719,Orientation-dependent dropping,time pressure,4,3,,20.0
1258,3.1667,0.0073626,0.01,1.0,1.1843,0.88677,0.3,2.5,15.0,0.2,0.2,0.1,1.8038599999999998,Orientation-dependent dropping,time pressure,4,4,,20.0
1259,2.2603,0.010095,0.01,0.96335,0.91166,0.98338,0.34524,2.7738,12.648,0.19972,0.20756,0.19244,1.58382,Orientation-dependent dropping,time pressure,4,5,,20.0
1260,3.9585,0.001,0.023608,0.93899,0.34453,1.037,0.59103,3.0295,11.111,0.21003,0.20283,0.29445,1.8872,Orientation-dependent dropping,time pressure,5,1,,5.0
1261,3.4974,0.0015282,0.023584,0.375,0.53184,1.0,0.3,3.5,6.9906,0.0,0.2,0.2,2.6681700000000004,Orientation-dependent dropping,time pressure,5,2,,5.0
1262,3.2941,0.0086498,0.01829,1.0,0.49674,0.8,0.3,2.9183,10.925,0.2,0.23189,0.2,2.20714,Orientation-dependent dropping,time pressure,5,3,,5.0
1263,5.3827,0.0074294,0.02,1.049,0.52318,1.0,0.31151,3.3333,15.0,0.19074,0.2,0.2,1.64863,Orientation-dependent dropping,time pressure,5,4,,5.0
1264,3.9007,0.0072494,0.018022,1.0403,0.49318,1.0,0.59997,3.0589,15.0,0.19732,0.1889,0.19999,2.07076,Orientation-dependent dropping,time pressure,5,5,,5.0
1265,4.4662,0.0076575,0.031005,0.51512,0.015953,1.6919,0.27601,5.9048,13.512,0.26397,0.26615,0.35859,1.9044999999999999,Orientation-dependent dropping,time pressure,5,1,,10.0
1266,3.6634,0.001,0.018333,1.0,0.25249,1.5,0.3,3.5,20.0,0.2,0.11981,0.25295,2.2579800000000008,Orientation-dependent dropping,time pressure,5,2,,10.0
1267,2.9295,0.001,0.035207,0.51958,0.11479,1.8706,0.4781,4.3702,21.179,0.26002,0.17643,0.15574,2.04423,Orientation-dependent dropping,time pressure,5,3,,10.0
1268,3.3151,0.001,0.012108,1.0,-0.23195,1.0,0.33333,2.5,15.0,0.2,0.2,0.2,2.1505900000000002,Orientation-dependent dropping,time pressure,5,4,,10.0
1269,2.8389,0.0038691,0.02,0.66666,0.49919,0.95055,0.3,2.5,15.0,0.2,0.2,0.2,2.0149,Orientation-dependent dropping,time pressure,5,5,,10.0
1270,3.3877,0.0084277,0.015556,1.0631,-0.20696,1.3977,0.30451,2.8177,19.889,0.15995,0.19722,0.2041,2.4159200000000003,Orientation-dependent dropping,time pressure,5,1,,20.0
1271,3.58,0.001,0.020701,1.0274,0.083925,1.9167,0.625,3.0669,25.25,0.24445,0.11663,0.19479,1.5197399999999999,Orientation-dependent dropping,time pressure,5,2,,20.0
1272,2.8313,0.001,0.042722,1.1134,0.4,1.5747,0.00058251,2.7778,40.0,0.2,0.2,0.2,2.9972299999999996,Orientation-dependent dropping,time pressure,5,3,,20.0
1273,1.5735,0.010903,0.04,1.0,0.27153,1.0,0.6,2.1608,24.94,0.2,0.16667,0.2,2.01679,Orientation-dependent dropping,time pressure,5,4,,20.0
1274,3.8779,0.01,0.024179,0.74405,-0.13856,1.0,0.5,2.2337,15.0,0.0,0.19207,0.0,2.6296600000000003,Orientation-dependent dropping,time pressure,5,5,,20.0
1275,4.7027,0.001,0.02,0.95719,0.8,1.0,0.4,2.5,15.0,0.2,0.2,0.2,1.8001,Orientation-dependent dropping,time pressure,6,1,,5.0
1276,4.378,0.0041172,0.01,1.0,0.8,1.0,0.3,4.0356,16.295,0.2,0.1,0.2,2.18753,Orientation-dependent dropping,time pressure,6,2,,5.0
1277,2.7239,0.001,0.011426,0.28983,0.99923,1.6001,-0.23581,5.823,28.867,0.14337,0.20937,0.19116,2.05068,Orientation-dependent dropping,time pressure,6,3,,5.0
1278,2.5167,0.0057825,0.020629,0.57889,0.74205,2.0633,0.2,5.0,20.981,0.23333,0.17445,0.16667,1.6380199999999998,Orientation-dependent dropping,time pressure,6,4,,5.0
1279,1.8741,0.0025555,0.014858,0.93419,0.74138,1.0,0.036951,2.8069,15.0,0.18889,0.077778,0.2,1.81347,Orientation-dependent dropping,time pressure,6,5,,5.0
1280,3.803,0.001,0.02,0.99999,1.0,1.057,0.3,3.3333,30.0,0.21111,0.2,0.15727,1.5258699999999998,Orientation-dependent dropping,time pressure,6,1,,10.0
1281,3.0,0.01,0.019631,0.96412,0.52555,1.0,0.3,5.0,30.0,0.25403,0.2,0.2,2.1201499999999998,Orientation-dependent dropping,time pressure,6,2,,10.0
1282,3.0001,0.0050004,0.01,0.65922,0.83665,1.1158,0.29996,3.5001,15.0,0.19998,0.23375,0.20001,1.50243,Orientation-dependent dropping,time pressure,6,3,,10.0
1283,10.0,0.005459,0.02679,0.50397,0.80864,0.99383,0.031891,9.5806,78.276,0.1952,0.21502,0.22345,1.7390700000000003,Orientation-dependent dropping,time pressure,6,4,,10.0
1284,2.4719,0.005,0.02407,0.25,0.8,1.0351,0.26659,6.5849,15.0,0.21111,0.2,0.28265,1.5204099999999998,Orientation-dependent dropping,time pressure,6,5,,10.0
1285,2.0333,0.014188,0.02,0.68991,0.50851,1.0,0.3,4.6667,6.1594,0.25693,0.2,0.2,1.8411899999999999,Orientation-dependent dropping,time pressure,6,1,,20.0
1286,5.4726,0.01,0.02,1.3972,0.63166,0.68209,0.32859,3.4912,5.3961,0.1,0.2,0.2,2.32037,Orientation-dependent dropping,time pressure,6,2,,20.0
1287,6.686,0.010355,0.01,0.97569,0.72672,1.0278,0.28194,4.9514,5.0184,0.18889,0.41667,0.21111,2.0867,Orientation-dependent dropping,time pressure,6,3,,20.0
1288,8.1047,0.0077025,0.019921,1.0035,0.75736,1.1183,0.40257,5.0069,20.042,0.20122,0.19842,0.20158,2.23231,Orientation-dependent dropping,time pressure,6,4,,20.0
1289,3.0,0.017556,0.032267,1.1557,0.32996,0.71966,0.3,3.5185,67.504,0.2,0.20435,0.23617,1.93866,Orientation-dependent dropping,time pressure,6,5,,20.0
1290,5.2,0.01,0.03,1.0922,0.4,0.83549,0.21667,2.5,15.0,0.16667,0.2,0.2,2.2903100000000003,Orientation-dependent dropping,time pressure,7,1,,5.0
1291,7.0,0.0094686,0.022739,2.0,0.45191,0.38268,0.39433,2.5,15.0,0.2,0.2,0.3,2.10491,Orientation-dependent dropping,time pressure,7,2,,5.0
1292,6.0294,0.013692,0.024173,1.3048,0.53342,0.54106,0.2828,2.5017,10.146,0.2004,0.21571,0.16634,2.14295,Orientation-dependent dropping,time pressure,7,3,,5.0
1293,3.35,0.01104,0.0275,1.0,0.45124,0.74098,0.36667,2.5,15.0,0.16667,0.4,0.2,2.3085799999999996,Orientation-dependent dropping,time pressure,7,4,,5.0
1294,5.0,0.01,0.026667,1.0,0.8,-0.36489,0.20968,2.8063,8.1943,0.2,0.2,0.2,2.6043399999999997,Orientation-dependent dropping,time pressure,7,5,,5.0
1295,6.0,0.001,0.02,1.0,0.4,0.8,1.3277,3.5,15.0,0.2,0.24345,0.2,2.7234900000000004,Orientation-dependent dropping,time pressure,7,1,,10.0
1296,5.5645,0.02,0.01,1.2419,0.49324,0.69578,0.5,3.5,15.0,0.2,0.2,0.2,2.51469,Orientation-dependent dropping,time pressure,7,2,,10.0
1297,4.9139,0.005,0.018333,1.1855,0.4,0.63802,0.41344,2.5,6.3413,0.31534,0.16667,0.19197,1.8924400000000001,Orientation-dependent dropping,time pressure,7,3,,10.0
1298,3.2633,0.01,0.02,1.0,0.4,0.59321,0.6,2.5,15.0,0.2,0.2,0.2,2.07776,Orientation-dependent dropping,time pressure,7,4,,10.0
1299,4.75,0.005,0.02,1.0,0.69576,0.62294,0.6,3.3333,10.101,0.26212,0.21027,0.1,2.15684,Orientation-dependent dropping,time pressure,7,5,,10.0
1300,5.0,0.005,0.02,1.0,0.4,1.0,0.3,2.5,15.0,0.2,0.2,0.2,2.5336000000000003,Orientation-dependent dropping,time pressure,7,1,,20.0
1301,3.6709,0.0047778,0.02,1.0555,0.53333,0.8,1.0,2.5,15.0,0.18046,0.2,0.2,2.50111,Orientation-dependent dropping,time pressure,7,2,,20.0
1302,3.8113,0.01,0.03,0.95179,0.4,1.0,0.3,2.5,15.0,0.2,0.2,0.2,1.89765,Orientation-dependent dropping,time pressure,7,3,,20.0
1303,4.4369,0.01,0.023735,1.0,0.8,0.49851,0.5,2.5,10.833,0.2,0.2,0.29999,2.1902700000000004,Orientation-dependent dropping,time pressure,7,4,,20.0
1304,3.0,0.0071725,0.01,0.375,0.4,1.0,1.1344,5.0,15.0,0.2,0.2,0.2,2.1047400000000005,Orientation-dependent dropping,time pressure,7,5,,20.0
1305,6.3239,0.013081,0.018323,0.85021,0.64594,0.4366,0.41126,2.7996,16.37,0.13153,0.13153,0.13153,2.39823,Orientation-dependent dropping,time pressure,8,1,,5.0
1306,5.0,0.0074778,0.01,1.0,0.8,0.67442,0.5,2.5,15.0,0.33027,0.18889,0.18062,2.69925,Orientation-dependent dropping,time pressure,8,2,,5.0
1307,3.6809,0.0090001,0.01,0.88216,0.76326,0.71698,0.67501,2.8425,11.766,0.17778,0.2646,0.22223,2.61505,Orientation-dependent dropping,time pressure,8,3,,5.0
1308,7.0001,0.0056164,0.024982,0.99999,0.80001,0.6003,0.30001,2.5,9.9999,0.39999,0.099997,0.20001,2.33589,Orientation-dependent dropping,time pressure,8,4,,5.0
1309,6.6488,0.010661,0.02,1.0592,0.79551,0.58961,0.44444,2.5,7.8792,0.2,0.2,0.2,2.42394,Orientation-dependent dropping,time pressure,8,5,,5.0
1310,10.0,0.0105,0.4473,0.77139,0.8,-1.1961,0.4,5.0,5.38,0.2,0.2,0.2,2.52679,Orientation-dependent dropping,time pressure,8,1,,10.0
1311,5.0,0.021337,0.035881,1.2681,0.35823,0.17363,0.42394,2.5,7.0186,0.2,0.25372,0.2,2.39634,Orientation-dependent dropping,time pressure,8,2,,10.0
1312,4.7694,0.03549,0.01,1.1667,0.8,0.017716,0.4,2.5,15.0,0.19059,0.2,0.2,2.83128,Orientation-dependent dropping,time pressure,8,3,,10.0
1313,5.0003,0.020004,0.029996,1.1666,0.4514,0.38576,0.66674,3.3331,14.999,0.25242,0.35007,0.17815,2.66563,Orientation-dependent dropping,time pressure,8,4,,10.0
1314,3.0,0.02,0.03,1.0,0.38348,0.64619,0.5,2.5,5.5472,0.2,0.2,0.2,2.70559,Orientation-dependent dropping,time pressure,8,5,,10.0
1315,3.0,0.03069,0.02,1.0,0.15111,0.8,0.3,3.5,15.0,0.2,0.2,0.2,2.4547300000000005,Orientation-dependent dropping,time pressure,8,1,,20.0
1316,2.9809,0.01,0.018135,1.1667,0.47439,0.52603,0.046207,2.5,15.0,0.2,0.2,0.2,2.5336399999999997,Orientation-dependent dropping,time pressure,8,2,,20.0
1317,4.1833,0.012405,0.01,1.4923,0.53698,0.4191,0.4,3.3333,15.0,0.2,0.2,0.2,2.5503899999999993,Orientation-dependent dropping,time pressure,8,3,,20.0
1318,5.0,0.02,0.02,1.0,0.28536,0.17944,0.11016,5.0,20.0,0.2,0.14876,0.18889,2.0323399999999996,Orientation-dependent dropping,time pressure,8,4,,20.0
1319,5.0,0.005,0.02,1.5,0.45108,0.45496,0.3,3.3333,15.0,0.2,0.2,0.2,2.48408,Orientation-dependent dropping,time pressure,8,5,,20.0
1320,6.967,0.0098498,0.01993,0.95264,0.80751,0.99166,0.086913,4.9854,15.067,0.2241,0.19666,0.20334,2.58415,Orientation-dependent dropping,time pressure,9,1,,5.0
1321,3.7413,0.005,0.01,1.0556,0.8,0.6556,1.3599,3.3333,20.0,0.2,0.2,0.2,2.0482400000000007,Orientation-dependent dropping,time pressure,9,2,,5.0
1322,8.0,0.001,0.044275,0.95777,0.8,0.85935,0.4,4.5248,15.0,0.2,0.2,0.2,2.1480699999999997,Orientation-dependent dropping,time pressure,9,3,,5.0
1323,3.5,0.001,0.06,0.95626,1.0,0.8,0.36667,2.1667,15.0,0.2,0.2,0.2,3.06539,Orientation-dependent dropping,time pressure,9,4,,5.0
1324,7.0,0.005,0.02,1.0,0.8,0.14574,0.4,2.5,15.0,0.2,0.2,0.1,1.56207,Orientation-dependent dropping,time pressure,9,5,,5.0
1325,5.0,0.0047778,0.02,1.0,0.74541,0.8,0.4,2.5,15.0,0.2,0.2,0.2,2.67271,Orientation-dependent dropping,time pressure,9,1,,10.0
1326,6.425,0.01,0.017211,0.625,0.88889,1.0,0.4,4.6667,16.667,0.18889,0.2,0.2,2.42157,Orientation-dependent dropping,time pressure,9,2,,10.0
1327,2.726,0.001,0.019517,0.47251,0.67353,0.85947,0.20866,3.1838,13.876,0.18853,0.20094,0.19969,2.1366000000000005,Orientation-dependent dropping,time pressure,9,3,,10.0
1328,6.5855,0.01,0.02,0.95833,0.8,0.73089,0.3,2.5,15.0,0.2,0.2,0.2,2.2106100000000004,Orientation-dependent dropping,time pressure,9,4,,10.0
1329,3.1667,0.001,0.036944,0.5,0.8,1.0,0.33333,2.5,10.46,0.2,0.22722,0.2,1.62109,Orientation-dependent dropping,time pressure,9,5,,10.0
1330,2.924,0.001,0.01,0.95619,0.46738,0.9142,0.30004,2.4999,19.999,0.2,0.13336,0.19999,2.06412,Orientation-dependent dropping,time pressure,9,1,,20.0
1331,7.6569,0.0065091,0.020545,0.47222,0.8,0.90741,0.31111,2.6473,15.0,0.2176,0.2,0.12852,1.65823,Orientation-dependent dropping,time pressure,9,2,,20.0
1332,5.0,0.001,0.02,0.71012,0.8,1.0,0.3,1.5141,15.0,0.29765,0.2,0.2,2.14408,Orientation-dependent dropping,time pressure,9,3,,20.0
1333,8.4096,0.0047831,0.017493,0.58971,0.70222,1.1526,0.37062,2.6901,15.869,0.46519,0.23482,0.13661,2.03052,Orientation-dependent dropping,time pressure,9,4,,20.0
1334,8.8602,0.011344,0.017983,0.5,0.8,1.5,0.4,2.8103,20.0,0.24273,0.2,0.2,2.55999,Orientation-dependent dropping,time pressure,9,5,,20.0
1335,2.3215,0.0099067,0.02,1.0,0.53333,1.3333,0.3,5.3219,30.0,0.3,0.10393,0.16667,2.54086,Orientation-dependent dropping,time pressure,10,1,,5.0
1336,3.0,0.0058333,0.02,0.25,0.4,0.99999,0.3,2.5,15.0,0.2,0.2,0.2,2.24338,Orientation-dependent dropping,time pressure,10,2,,5.0
1337,3.1609,0.0084607,0.019999,0.52631,0.35956,1.3616,0.55561,5.3051,22.223,0.25192,0.25627,0.20556,2.20105,Orientation-dependent dropping,time pressure,10,3,,5.0
1338,3.0,0.019791,0.015553,1.0,0.58799,0.8548,0.3,3.1594,20.0,0.2,0.2,0.15775,1.5607,Orientation-dependent dropping,time pressure,10,4,,5.0
1339,4.9357,0.007,0.024167,0.41003,0.56092,1.0152,0.54167,2.8193,17.028,0.23767,0.16524,0.15867,2.03438,Orientation-dependent dropping,time pressure,10,5,,5.0
1340,4.5939,0.0092281,0.03947,0.25,0.34827,1.2995,0.23514,3.4676,4.5279,0.1693,0.14108,0.18869,2.62243,Orientation-dependent dropping,time pressure,10,1,,10.0
1341,4.9327,0.010101,0.01,0.91525,0.5822,0.82497,0.23246,2.4901,7.575,0.20225,0.19775,0.19775,2.45169,Orientation-dependent dropping,time pressure,10,2,,10.0
1342,3.0,0.01,0.015,0.67849,0.8,0.85076,0.4,2.5,15.0,0.27514,0.19211,0.3,2.2443,Orientation-dependent dropping,time pressure,10,3,,10.0
1343,4.0349,0.013485,0.02,1.0556,0.56062,1.0,0.3,2.5,8.8762,0.4,0.2,0.2,2.4485799999999998,Orientation-dependent dropping,time pressure,10,4,,10.0
1344,2.0333,0.99999,0.02,0.556,0.53506,0.53885,0.3,2.5,15.0,0.2,0.2296,0.2,1.93037,Orientation-dependent dropping,time pressure,10,5,,10.0
1345,3.0,0.001,0.03,1.0,0.54376,0.19242,0.3,3.5,10.0,0.3,0.3,0.2,2.1258299999999997,Orientation-dependent dropping,time pressure,10,1,,20.0
1346,3.7589,0.0067262,0.01,0.5,0.64126,1.3333,0.3,5.0,20.0,0.26192,0.4,0.2,2.43117,Orientation-dependent dropping,time pressure,10,2,,20.0
1347,2.55,0.014371,0.021655,0.84216,0.70497,1.0,0.24405,5.2924,15.0,0.4,0.1,0.2,1.84104,Orientation-dependent dropping,time pressure,10,3,,20.0
1348,4.1264,0.018273,0.038069,0.54592,0.69748,0.88609,0.50021,10.62,32.638,0.22204,0.32093,0.24474,1.9913,Orientation-dependent dropping,time pressure,10,4,,20.0
1349,5.0989,0.0049259,0.039651,0.625,0.72192,0.67086,0.13629,8.1397,33.333,0.32136,0.18102,0.2,2.1657,Orientation-dependent dropping,time pressure,10,5,,20.0
1350,7.0,0.001,0.02,0.80449,0.4,0.84752,1.5857,3.3333,13.375,0.2,0.2,0.2626,1.88489,Orientation-dependent dropping,time pressure,11,1,,5.0
1351,7.9944,0.010051,0.020058,0.99747,0.65717,0.7537,1.5162,3.5065,14.977,0.12893,0.0,0.20116,1.38314,Orientation-dependent dropping,time pressure,11,2,,5.0
1352,10.0,0.0013584,0.01,0.43659,0.20045,0.057175,0.6009,4.1435,18.703,0.16659,0.19258,0.32663,2.6532500000000003,Orientation-dependent dropping,time pressure,11,3,,5.0
1353,2.7177,0.019997,0.030001,1.1666,0.79992,1.0001,1.6771,3.4648,29.999,0.15003,0.19997,0.18689,1.4642199999999999,Orientation-dependent dropping,time pressure,11,4,,5.0
1354,7.1057,0.0024002,0.06,1.0,0.69075,0.54437,0.63196,2.5,15.0,0.1,0.19173,0.1,2.0086199999999996,Orientation-dependent dropping,time pressure,11,5,,5.0
1355,6.8946,0.001,0.021515,0.97367,0.71737,1.0,0.38574,4.0715,13.333,0.25,0.21854,0.2,1.76678,Orientation-dependent dropping,time pressure,11,1,,10.0
1356,3.495,0.001,0.020677,0.61283,0.52271,0.81024,0.93891,2.4801,9.9374,0.19545,0.17046,0.20657,1.52597,Orientation-dependent dropping,time pressure,11,2,,10.0
1357,4.1347,0.0030889,0.02,0.5,0.4,1.0,0.66667,5.0,20.0,0.17235,0.2,0.2,1.9929200000000002,Orientation-dependent dropping,time pressure,11,3,,10.0
1358,3.5952,0.001,0.02369,0.25,0.52916,0.95628,0.63838,5.3229,16.476,0.076124,0.2738,0.1262,2.2859999999999996,Orientation-dependent dropping,time pressure,11,4,,10.0
1359,6.8595,0.0032078,0.028448,0.97983,0.53774,0.70406,0.77116,4.4134,15.769,0.16507,0.21323,0.18857,1.74736,Orientation-dependent dropping,time pressure,11,5,,10.0
1360,8.0,0.0045325,0.026086,1.0,0.70206,0.99999,2.3627,5.0,15.0,0.2,0.2,0.16667,1.7175999999999998,Orientation-dependent dropping,time pressure,11,1,,20.0
1361,1.328,0.01487,0.01,0.50136,0.067289,1.2717,0.77409,3.7745,17.147,0.0,0.1631,0.0,1.74588,Orientation-dependent dropping,time pressure,11,2,,20.0
1362,5.8611,0.013003,0.033727,0.62242,0.3043,0.37479,0.76058,4.0679,19.419,0.024789,0.489,0.53346,1.9971899999999998,Orientation-dependent dropping,time pressure,11,3,,20.0
1363,6.8575,0.0063891,0.029986,0.5211,0.64104,0.96262,1.3006,2.959,17.78,0.22961,0.20014,0.20014,1.45383,Orientation-dependent dropping,time pressure,11,4,,20.0
1364,4.6616,0.0050381,0.032589,0.56229,0.62501,0.79971,1.7763,7.7506,14.997,0.23349,0.20013,0.23318,1.3867999999999998,Orientation-dependent dropping,time pressure,11,5,,20.0
1365,7.8368,0.013307,0.023674,1.4063,0.48909,0.51814,0.41941,2.8215,-136.47,0.51023,0.12651,0.27348,2.37487,Orientation-dependent dropping,time pressure,12,1,,5.0
1366,0.1,0.019537,0.02,0.25,0.39637,0.94462,0.3,2.7764,15.0,0.11853,0.2,0.2,2.6252,Orientation-dependent dropping,time pressure,12,2,,5.0
1367,9.3286,0.02,0.30642,0.25,0.4,0.8,0.6,14.108,15.0,0.2,0.2,0.2,2.72559,Orientation-dependent dropping,time pressure,12,3,,5.0
1368,10.0,0.010092,0.033142,1.0,0.4,0.8,0.3,3.2009,-15.635,0.2,0.2,0.2,2.73919,Orientation-dependent dropping,time pressure,12,4,,5.0
1369,10.0,0.02,0.02,1.0,0.4,1.0,0.3,2.5,-56.08,0.48037,0.2,0.2,2.5255900000000002,Orientation-dependent dropping,time pressure,12,5,,5.0
1370,4.2862,0.021712,0.014764,1.1197,-0.24105,0.29249,0.54916,2.8437,16.359,0.28527,0.18605,0.21395,2.8740099999999997,Orientation-dependent dropping,time pressure,12,1,,10.0
1371,7.3647,0.020575,0.025676,2.0035,0.56879,0.29006,0.4471,3.342,11.62,0.19841,0.19855,0.2019,2.96868,Orientation-dependent dropping,time pressure,12,2,,10.0
1372,4.5464,0.0066246,0.022103,1.017,0.33403,-0.74649,0.5602,2.4935,15.03,0.19874,0.18181,0.19851,2.3954100000000005,Orientation-dependent dropping,time pressure,12,3,,10.0
1373,4.6796,0.011879,0.022244,0.89577,0.50772,-0.76148,0.12516,3.6122,13.725,0.33949,0.35615,0.2638,2.91777,Orientation-dependent dropping,time pressure,12,4,,10.0
1374,5.5427,0.018369,0.02,0.99999,0.80001,-0.53181,0.34253,3.7037,9.4472,0.20001,0.19999,0.22234,2.91617,Orientation-dependent dropping,time pressure,12,5,,10.0
1375,2.8402,0.01701,0.019964,1.068,-0.16234,0.85759,0.46435,1.7223,13.502,0.23263,0.20449,0.19999,2.2920900000000004,Orientation-dependent dropping,time pressure,12,1,,20.0
1376,5.5125,0.0145,0.025,0.78125,0.26182,1.1139,0.30068,4.0625,32.0,0.2904,0.28169,0.3,2.75041,Orientation-dependent dropping,time pressure,12,2,,20.0
1377,3.0,0.02,0.02,1.1068,0.30415,0.84456,0.4,2.5,15.0,0.2,0.2,0.20813,2.56295,Orientation-dependent dropping,time pressure,12,3,,20.0
1378,2.9416,0.017263,0.12931,0.87814,0.31293,0.91194,1.0682,3.551,21.485,0.12488,0.3562,0.14391,2.2404100000000002,Orientation-dependent dropping,time pressure,12,4,,20.0
1379,3.5231,0.0105,0.03,0.25,0.092238,1.0,0.17413,2.5,-82.634,0.25256,0.2,0.2,2.82822,Orientation-dependent dropping,time pressure,12,5,,20.0
1380,4.3669,0.0088018,0.022074,1.0038,0.79895,0.7712,0.21426,3.6323,15.009,0.41092,0.14755,0.21592,2.31856,Orientation-dependent dropping,time pressure,13,1,,5.0
1381,1.5642,0.0074552,0.019035,0.54603,0.81011,0.56142,0.037385,3.3987,40.033,0.34199,0.22137,0.20083,2.2730200000000003,Orientation-dependent dropping,time pressure,13,2,,5.0
1382,3.2379,0.011359,0.028394,1.0767,0.63292,0.80575,0.21924,2.6629,14.999,0.43531,0.19997,0.26992,2.19023,Orientation-dependent dropping,time pressure,13,3,,5.0
1383,2.8713,0.001,0.021111,0.64258,0.8,0.91111,0.3,2.5,6.5783,0.2,0.2,0.2,2.76698,Orientation-dependent dropping,time pressure,13,4,,5.0
1384,4.8734,0.01092,0.021727,0.52557,0.76113,0.68803,0.33323,2.5895,14.591,0.17955,0.22045,0.17955,2.4077300000000004,Orientation-dependent dropping,time pressure,13,5,,5.0
1385,2.8389,0.49701,0.03,0.8428,0.8,0.8,0.3,3.5,20.0,0.16667,0.24402,0.2,2.5318300000000002,Orientation-dependent dropping,time pressure,13,1,,10.0
1386,1.4813,0.001,0.036761,0.74466,0.58508,0.76831,0.28335,3.2742,10.944,0.18833,0.18591,0.21409,2.1579,Orientation-dependent dropping,time pressure,13,2,,10.0
1387,5.0,0.015184,0.020904,0.95163,0.87132,0.7476,0.011435,5.2428,16.109,0.24877,0.19815,0.21663,2.68073,Orientation-dependent dropping,time pressure,13,3,,10.0
1388,2.3024,0.01,0.02585,1.0,0.75858,0.66345,0.33333,2.5,15.0,0.21041,0.2,0.2,2.5128,Orientation-dependent dropping,time pressure,13,4,,10.0
1389,7.0,0.01,0.02,1.0,0.8,0.6177,0.3,5.0,30.0,0.2,0.4,0.2,2.45728,Orientation-dependent dropping,time pressure,13,5,,10.0
1390,0.1,0.01208,0.02,0.41667,0.8,0.70108,0.3,2.5,15.0,0.2,0.2,0.2,2.0151499999999998,Orientation-dependent dropping,time pressure,13,1,,20.0
1391,3.0164,0.0023131,0.014916,0.99262,0.80811,0.83426,0.40548,4.6477,14.933,0.44828,0.41412,0.1857,2.41364,Orientation-dependent dropping,time pressure,13,2,,20.0
1392,4.9999,0.0099999,0.02,1.0,0.8,0.87258,0.3,3.3333,30.0,0.6,0.2,0.2,2.55619,Orientation-dependent dropping,time pressure,13,3,,20.0
1393,2.7318,0.0096621,0.020736,0.88843,0.52484,0.87702,0.30048,4.6679,14.995,0.29745,0.1997,0.2003,2.38887,Orientation-dependent dropping,time pressure,13,4,,20.0
1394,3.4726,0.001,0.020269,1.0683,0.78798,0.66509,0.39125,3.3614,13.307,0.198,0.19686,0.20104,2.5225,Orientation-dependent dropping,time pressure,13,5,,20.0
1395,2.8138,0.0099704,0.020051,1.1111,0.45873,0.81909,0.30165,3.6989,14.98,0.19965,0.20101,0.20101,2.0705400000000003,Orientation-dependent dropping,time pressure,14,1,,5.0
1396,1.0385,0.014067,0.018597,0.67656,0.31582,1.0107,0.31779,3.5355,29.874,0.19947,0.20632,0.19368,2.08293,Orientation-dependent dropping,time pressure,14,2,,5.0
1397,2.1778,0.0047166,0.035345,1.0021,0.77985,0.99604,0.29998,3.5001,74.839,0.2207,0.24895,0.26666,2.2407100000000004,Orientation-dependent dropping,time pressure,14,3,,5.0
1398,2.948,0.010556,0.020001,1.0,0.67586,1.0,0.40002,2.7779,15.0,0.40002,0.21298,0.20149,2.44427,Orientation-dependent dropping,time pressure,14,4,,5.0
1399,1.8353,0.014198,0.018613,0.9148,0.68631,0.99232,0.22771,2.944,15.308,0.20442,0.1992,0.26257,2.10413,Orientation-dependent dropping,time pressure,14,5,,5.0
1400,2.8389,0.0039058,0.03,0.8902,0.8,1.0262,0.5,3.3333,15.0,0.18889,0.2,0.4,1.7475,Orientation-dependent dropping,time pressure,14,1,,10.0
1401,1.55,0.0082516,0.01,1.0,0.8,1.0,0.5,3.3333,15.0,0.2,0.2,0.27443,2.05074,Orientation-dependent dropping,time pressure,14,2,,10.0
1402,2.3897,0.001,0.022231,0.99227,0.7622,0.83284,0.5315,3.5945,17.003,0.2168,0.18416,0.2682,2.1798,Orientation-dependent dropping,time pressure,14,3,,10.0
1403,2.9598,0.010371,0.01,0.25,0.78146,1.0206,0.31339,4.964,39.784,0.19176,0.10412,0.19176,1.73835,Orientation-dependent dropping,time pressure,14,4,,10.0
1404,3.0,0.01,0.01,0.86015,0.4,0.8,0.3,3.5,15.0,0.2,0.2,0.2,2.55239,Orientation-dependent dropping,time pressure,14,5,,10.0
1405,1.0694,0.0036592,0.027107,0.49821,0.79693,0.99807,0.36542,3.5463,11.481,0.19923,0.19923,0.27859,2.00964,Orientation-dependent dropping,time pressure,14,1,,20.0
1406,1.55,0.01,0.01,0.468,0.89413,1.0,0.3,3.4521,9.8379,0.2,0.25728,0.2,2.0223899999999997,Orientation-dependent dropping,time pressure,14,2,,20.0
1407,3.0,0.01,0.020312,1.0,0.8,1.0,0.079474,3.3918,15.0,0.20922,0.0,0.2,2.0096999999999996,Orientation-dependent dropping,time pressure,14,3,,20.0
