,pruning threshold,stopping probability,feature drop rate,lapse rate,horizontal-vertical scaling,horizontal-diagonal scaling,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
393,4.9982,0.0099889,0.085565,0.019988,1.0915,1.0005,1.0005,0.5329,0.75467,0.30003,2.5011,14.995,1.1591666666666667,Orientation-dependent weights,generalization,39,4,,
394,6.8415,0.0052867,0.30588,0.017964,1.9686,1.198,1.198,0.76775,0.87147,0.27671,4.9373,30.287,1.4602333333333333,Orientation-dependent weights,generalization,39,5,,
395,5.2278,0.0099596,0.27769,0.014978,1.0046,2.0901,0.98208,0.76023,0.99108,0.33479,3.5275,15.018,1.1749,Orientation-dependent weights,generalization,40,1,,
396,3.0,0.001,0.21444,0.04,0.81905,1.5,0.85054,1.0,1.0,0.4,2.6974,15.0,1.3798333333333332,Orientation-dependent weights,generalization,40,2,,
397,3.0,0.001,0.2,0.02,1.0,1.0,0.5,0.8,1.0,0.6,6.6292,20.0,1.1023333333333334,Orientation-dependent weights,generalization,40,3,,
398,7.5519,0.001,0.29219,0.019704,0.723,1.0119,1.0,0.78759,0.98061,0.42222,5.9736,12.367,1.3052,Orientation-dependent weights,generalization,40,4,,
399,7.0,0.001,0.4,0.02,0.625,2.0,0.98105,0.8,0.73092,0.3,2.5,15.0,1.2923333333333333,Orientation-dependent weights,generalization,40,5,,
400,5.0,0.001,0.2,0.02,1.1535,1.0,1.0,0.54958,0.67354,0.3,3.3333,15.0,1.61017,Orientation-dependent weights,eye tracking,1,1,,
401,4.9196,0.001,0.18889,0.02,2.1808,1.0,1.0,0.58533,0.85608,0.3,3.3333,15.0,1.63113,Orientation-dependent weights,eye tracking,1,2,,
402,7.0,0.001,0.099999,0.02,1.0,1.0,0.75,0.51803,1.0,0.3,3.6327,20.432,2.0069600000000003,Orientation-dependent weights,eye tracking,1,3,,
403,5.8322,0.01,0.09459,0.02107,2.7298,1.0771,0.95833,0.67263,0.81472,0.36411,4.1975,28.761,1.36232,Orientation-dependent weights,eye tracking,1,4,,
404,4.2485,0.0082099,0.090426,0.019444,2.0,0.75,1.0,0.66744,1.0,0.5,3.5,15.0,1.3054400000000002,Orientation-dependent weights,eye tracking,1,5,,
405,2.9746,0.010137,0.31229,0.01,1.0236,0.93119,1.0351,0.69575,0.73999,0.046813,2.6376,14.371,2.34882,Orientation-dependent weights,eye tracking,2,1,,
406,2.8222,0.0077037,0.4,0.024238,0.98615,0.93401,1.0185,0.75025,1.0,0.3,2.5,15.0,1.9975200000000002,Orientation-dependent weights,eye tracking,2,2,,
407,4.9175,0.009382,0.20278,0.018522,0.99392,0.99392,0.99392,0.79375,0.7071,0.30452,2.4878,14.944,2.42891,Orientation-dependent weights,eye tracking,2,3,,
408,3.1226,0.0042567,0.21383,0.035756,0.96252,1.037,1.1588,0.81191,1.0,0.26246,2.5,15.0,2.6445999999999996,Orientation-dependent weights,eye tracking,2,4,,
409,4.6178,0.017157,0.34743,0.023704,0.98785,0.98785,0.98785,0.7875,1.0268,0.30903,3.3033,15.111,2.18022,Orientation-dependent weights,eye tracking,2,5,,
410,5.9467,0.001,0.25092,0.021308,0.75,1.0,0.99251,0.75416,0.8,0.5,3.5,15.0,2.0671,Orientation-dependent weights,eye tracking,3,1,,
411,3.0,0.001,0.2,0.024211,1.0,2.0,1.0556,0.8,1.0,0.3,2.5,12.068,1.82789,Orientation-dependent weights,eye tracking,3,2,,
412,5.0,0.001,0.1,0.04,1.0,1.0464,1.0,0.8,1.0,0.5,2.5,15.0,2.2963100000000005,Orientation-dependent weights,eye tracking,3,3,,
413,9.9999,0.007,0.17748,0.01,1.0556,2.0,0.97532,0.8,0.86667,0.3,2.5,15.0,1.66555,Orientation-dependent weights,eye tracking,3,4,,
414,2.8904,0.001,0.20578,0.01,1.5,1.0258,1.0,0.89627,1.0,0.3,2.5,15.0,1.3642100000000001,Orientation-dependent weights,eye tracking,3,5,,
415,5.989,0.001,0.125,0.023355,1.2439,1.1094,0.63949,0.6875,1.125,0.38125,3.4445,17.667,1.7630299999999999,Orientation-dependent weights,eye tracking,4,1,,
416,4.512,0.001,0.2,0.01983,2.0,1.4891,1.0,0.8,1.0,0.22139,3.8144,20.0,1.77622,Orientation-dependent weights,eye tracking,4,2,,
417,2.1045,0.011556,0.2,0.023333,1.0657,1.0,0.81481,0.62563,1.4599,0.18331,5.5555,15.0,1.62454,Orientation-dependent weights,eye tracking,4,3,,
418,7.2608,0.0047823,0.14715,0.02,1.4611,1.2038,0.625,0.8,0.99999,0.3,2.5,15.0,1.7264,Orientation-dependent weights,eye tracking,4,4,,
419,1.5595,0.001,0.10499,0.01,1.0922,1.2722,0.42899,0.76697,1.3828,0.39229,3.8195,27.727,2.2115799999999997,Orientation-dependent weights,eye tracking,4,5,,
420,5.98,0.001,0.22028,0.022278,1.0085,1.101,0.51017,0.33014,0.71099,0.37767,6.0729,20.363,1.8766199999999997,Orientation-dependent weights,eye tracking,5,1,,
421,4.6273,0.0052885,0.27836,0.020721,1.0316,0.96844,0.49653,0.32516,0.96394,0.35938,3.3964,77.298,1.97773,Orientation-dependent weights,eye tracking,5,2,,
422,3.2938,0.010012,0.20027,0.01,1.0006,1.0252,0.99942,0.5026,0.59088,0.29957,3.6517,14.995,2.17517,Orientation-dependent weights,eye tracking,5,3,,
423,5.7873,0.007135,0.30675,0.024383,1.2335,1.2335,0.76648,0.55981,0.73312,0.47347,2.967,17.135,2.1451300000000004,Orientation-dependent weights,eye tracking,5,4,,
424,6.0173,0.001,0.27317,0.01,2.1601,0.83994,0.79676,0.16324,0.31571,0.39992,2.4419,7.6711,2.3256300000000003,Orientation-dependent weights,eye tracking,5,5,,
425,7.0,0.0044058,0.1,0.02,2.0,0.97421,1.0,0.91221,0.88065,0.3,3.7903,20.0,1.075298,Orientation-dependent weights,eye tracking,6,1,,
426,7.9212,0.001,0.085684,0.021111,1.0,0.25,0.95833,0.72354,0.8,0.3,4.5805,20.0,1.078404,Orientation-dependent weights,eye tracking,6,2,,
427,4.0907,0.0036667,0.079095,0.01,2.1573,0.57914,1.028,1.1111,1.0255,0.20405,3.945,36.667,1.2270400000000001,Orientation-dependent weights,eye tracking,6,3,,
428,4.3192,0.0029487,0.053847,0.01,2.2989,0.55486,0.70217,0.82058,1.3419,0.15,5.4038,31.846,1.5586200000000001,Orientation-dependent weights,eye tracking,6,4,,
429,3.0,0.0041111,0.12894,0.01,1.9194,1.0123,1.0414,1.136,1.0,0.27653,3.3303,17.346,1.5911799999999998,Orientation-dependent weights,eye tracking,6,5,,
430,5.0,0.001,0.1,0.023182,0.99999,1.0,1.0,0.8,1.0,0.5,2.5,20.0,2.1918100000000003,Orientation-dependent weights,eye tracking,7,1,,
431,5.0,0.001,0.19342,0.04,1.9943,2.0,1.0,0.8,0.70955,0.4,3.3333,20.0,2.3620200000000002,Orientation-dependent weights,eye tracking,7,2,,
432,7.1587,0.001,0.23307,0.016667,1.1053,0.96355,1.5223,0.8,0.99999,0.3,2.5,15.0,2.42809,Orientation-dependent weights,eye tracking,7,3,,
433,3.733,0.001,0.21978,0.01,1.0,1.0,1.0,0.6848,1.0933,0.3,2.5,10.0,1.8050499999999996,Orientation-dependent weights,eye tracking,7,4,,
434,5.2777,0.001,0.29009,0.02,1.3334,0.99998,1.1873,0.76954,0.99998,0.040462,2.5,15.0,1.4929800000000002,Orientation-dependent weights,eye tracking,7,5,,
435,7.0,0.01,0.2,0.02,1.0,1.0,1.1667,0.8,1.0,0.3,2.5,15.0,2.7310499999999998,Orientation-dependent weights,eye tracking,8,1,,
436,3.4476,0.015225,0.29968,0.014737,1.158,1.0296,1.087,0.56927,0.60684,0.29993,2.4992,14.996,2.6498700000000004,Orientation-dependent weights,eye tracking,8,2,,
437,2.3612,0.013123,0.38266,0.01,0.8577,1.0,0.97335,0.4,0.89737,0.5,2.5,20.0,2.71585,Orientation-dependent weights,eye tracking,8,3,,
438,5.0,0.005,0.64268,0.02,0.89127,1.0,0.9178,0.6144,0.93374,0.6,5.0,15.0,2.07766,Orientation-dependent weights,eye tracking,8,4,,
439,5.0,0.010362,0.29793,0.04,1.0,1.0,1.0,0.8,1.0,0.4,2.5,15.0,2.0490400000000006,Orientation-dependent weights,eye tracking,8,5,,
440,0.88818,0.0052825,0.16975,0.031482,1.1199,0.98786,0.90139,0.73672,0.90185,0.13796,4.3131,13.282,1.9092399999999998,Orientation-dependent weights,eye tracking,9,1,,
441,1.1892,0.001,0.20009,0.015001,1.008,0.92736,0.95643,0.99235,0.98041,0.34351,4.4902,12.475,1.78546,Orientation-dependent weights,eye tracking,9,2,,
442,0.6954,0.00963,0.16919,0.033945,1.3863,0.98152,0.61134,0.78099,0.81849,0.41329,3.555,30.171,1.7778399999999999,Orientation-dependent weights,eye tracking,9,3,,
443,0.1,0.004059,0.27755,0.023202,1.1472,0.85991,0.8139,0.9441,1.1601,0.19593,4.7198,21.281,1.6225100000000001,Orientation-dependent weights,eye tracking,9,4,,
444,1.8861,0.005,0.2,0.024458,1.0397,1.0,0.95011,0.8,1.0,0.4,4.5967,26.667,1.8310100000000002,Orientation-dependent weights,eye tracking,9,5,,
445,2.6838,0.004,0.11865,0.01,1.0814,1.031,0.5,0.36225,1.0222,0.26667,4.4444,40.0,1.8088799999999998,Orientation-dependent weights,eye tracking,10,1,,
446,4.8343,0.001,0.12187,0.020259,0.95777,1.0026,0.90432,0.017401,0.89066,0.23993,3.3952,14.125,1.74023,Orientation-dependent weights,eye tracking,10,2,,
447,3.0,0.001,0.1,0.02,1.0,1.0,1.0,0.68864,1.0,0.4,2.7703,30.0,1.9731,Orientation-dependent weights,eye tracking,10,3,,
448,4.7278,0.001,0.2,0.021913,1.5,1.0,0.36636,0.8,0.91252,0.4,2.5,15.0,1.5725099999999999,Orientation-dependent weights,eye tracking,10,4,,
449,5.3127,0.001,0.18065,0.028313,1.3637,1.1428,0.73264,0.034173,1.749,0.57016,5.7273,23.11,1.53661,Orientation-dependent weights,eye tracking,10,5,,
450,3.2476,0.010478,0.16802,0.026538,0.98259,1.115,0.99645,0.55328,0.5964,0.29736,3.4909,8.3408,2.4505999999999997,Orientation-dependent weights,learning,1,1,1.0,
451,7.0,0.019112,0.29128,0.021111,0.99999,1.0637,1.1667,0.19103,0.57328,0.4,3.8408,15.0,2.20769,Orientation-dependent weights,learning,1,2,1.0,
452,10.0,0.01,0.27948,0.03,0.89498,1.0,1.3333,0.4,0.46345,0.5,3.3333,18.889,2.70904,Orientation-dependent weights,learning,1,3,1.0,
453,7.0017,0.011657,0.43131,0.015004,0.95872,1.0003,1.0004,-0.14529,0.54924,0.29972,3.7345,19.997,2.0955699999999995,Orientation-dependent weights,learning,1,4,1.0,
454,5.5064,0.010556,0.47614,0.021831,1.0,1.0,1.0,0.18721,0.66166,0.3,3.5,15.0,2.2809800000000005,Orientation-dependent weights,learning,1,5,1.0,
455,4.5208,0.025522,0.17288,0.18224,0.83333,1.0031,0.90649,0.38227,0.36115,0.41197,3.9131,21.222,2.72722,Orientation-dependent weights,learning,1,1,2.0,
456,6.1048,0.029475,0.41769,0.01,1.04,1.0647,1.0583,0.39469,0.44555,0.34188,4.0373,49.461,2.6855200000000004,Orientation-dependent weights,learning,1,2,2.0,
457,4.8379,0.02,0.48636,0.02,1.0,0.46295,1.0,0.4,0.37716,0.5,4.6667,20.0,2.44274,Orientation-dependent weights,learning,1,3,2.0,
458,7.0,0.014336,0.2701,0.015,1.0,1.1667,1.3303,0.4,-0.01367,0.3,2.5,15.0,2.82249,Orientation-dependent weights,learning,1,4,2.0,
459,5.6423,0.022826,0.61575,0.038519,1.1451,1.0075,1.5185,0.15458,0.43775,0.48606,3.5555,29.802,2.49538,Orientation-dependent weights,learning,1,5,2.0,
460,3.9449,0.019484,0.38723,0.01602,1.0039,1.0016,1.0217,0.37861,0.80555,0.64707,4.0887,14.413,2.60472,Orientation-dependent weights,learning,1,1,3.0,
461,5.1083,0.010019,0.43824,0.01,1.058,1.0009,1.3343,0.097277,0.40546,-0.052818,2.7121,20.011,2.35359,Orientation-dependent weights,learning,1,2,3.0,
462,0.69613,0.29274,0.10823,0.01,1.146,0.89947,0.40472,0.21862,0.67399,0.19018,2.8209,18.499,2.38494,Orientation-dependent weights,learning,1,3,3.0,
463,5.2867,0.01,0.4,0.02,1.0031,1.0,1.0,0.1638,0.44543,0.3,3.5,15.0,2.79122,Orientation-dependent weights,learning,1,4,3.0,
464,4.001,0.001,0.3995,0.01,1.4386,0.56141,0.56178,0.1164,-0.80566,-0.20599,4.5188,25.99,2.4742900000000003,Orientation-dependent weights,learning,1,5,3.0,
465,5.2589,0.012243,0.59878,0.013387,2.1411,1.1411,1.5627,0.84897,0.83872,0.50483,3.8629,13.71,2.64792,Orientation-dependent weights,learning,1,1,4.0,
466,7.4838,0.0097667,0.39157,0.019751,1.0109,1.0109,0.9877,0.52349,-0.2003,-0.61574,5.0218,40.146,2.1355600000000003,Orientation-dependent weights,learning,1,2,4.0,
467,8.1457,0.0061129,0.53082,0.025178,1.1737,1.066,2.2729,0.28556,0.53135,0.35112,3.9467,31.588,2.08757,Orientation-dependent weights,learning,1,3,4.0,
468,9.1851,0.020717,0.49854,0.022186,0.96419,0.95833,2.6678,0.80404,1.0476,0.2099,3.673,15.381,2.6884699999999997,Orientation-dependent weights,learning,1,4,4.0,
469,4.9445,0.0068487,0.26256,0.022855,1.0,0.875,1.0128,0.38996,0.29036,1.3457e-06,3.5,15.0,2.50553,Orientation-dependent weights,learning,1,5,4.0,
470,6.0,0.001,0.39541,0.018685,1.0,0.80135,1.0,0.8,0.54794,-0.012967,5.0,15.0,2.7410699999999997,Orientation-dependent weights,learning,1,1,5.0,
471,3.0,0.02,0.30696,0.027406,1.134,0.94273,0.375,0.69348,0.5965,0.3,5.0,15.0,2.3286399999999996,Orientation-dependent weights,learning,1,2,5.0,
472,5.4665,0.0090869,0.3889,0.01,1.059,1.1464,1.1743,0.39996,0.59613,0.17255,3.8137,14.416,2.59713,Orientation-dependent weights,learning,1,3,5.0,
473,4.3395,0.0042005,0.42826,0.01,1.3537,1.1991,0.79735,0.22641,0.24003,0.20604,3.7673,16.984,2.0502100000000003,Orientation-dependent weights,learning,1,4,5.0,
474,4.4761,0.0154,0.35178,0.021509,1.3232,0.99146,0.92366,0.54081,0.44841,0.29835,3.7591,11.605,2.60274,Orientation-dependent weights,learning,1,5,5.0,
475,4.7283,0.0016667,0.17639,0.020003,1.0207,1.0001,1.0001,0.79985,1.0505,0.29996,2.5003,12.057,1.79039,Orientation-dependent weights,learning,2,1,1.0,
476,3.0,0.001,0.19426,0.01,1.0323,1.0,0.95814,0.4,0.99999,0.66667,2.8333,13.333,1.8081699999999998,Orientation-dependent weights,learning,2,2,1.0,
477,3.0209,0.001,0.094312,0.021053,0.99954,1.0006,1.0004,0.40115,0.83879,0.59954,2.5012,29.994,1.57638,Orientation-dependent weights,learning,2,3,1.0,
478,5.8906,0.001,0.175,0.01,0.94531,0.94531,1.0547,0.61675,0.81823,0.55937,2.6094,9.6562,1.88881,Orientation-dependent weights,learning,2,4,1.0,
479,2.977,0.001,0.2,0.020053,1.2222,1.1074,0.44265,0.40988,1.3622,0.37561,2.5196,12.963,1.64405,Orientation-dependent weights,learning,2,5,1.0,
480,2.9796,0.001,0.19383,0.01,0.95048,0.99083,0.93137,1.0761,0.98952,0.30681,3.9483,15.084,1.4432800000000001,Orientation-dependent weights,learning,2,1,2.0,
481,1.1437,0.0041114,0.089949,0.021962,0.87503,0.99996,0.54164,1.0436,1.0,0.44352,3.9165,22.725,1.5784900000000002,Orientation-dependent weights,learning,2,2,2.0,
482,0.96837,0.0045193,0.14986,0.024126,0.89031,1.1097,0.43733,0.91281,1.3433,0.65439,3.782,20.69,1.3386999999999998,Orientation-dependent weights,learning,2,3,2.0,
483,1.2627,0.003409,0.27975,0.01,0.81157,1.0495,0.40031,1.1994,1.7492,0.50291,6.5145,17.594,1.5061000000000004,Orientation-dependent weights,learning,2,4,2.0,
484,1.2992,0.0042062,0.21111,0.01933,1.0,1.0142,0.5,1.0,1.4307,0.4537,4.6667,17.778,1.56189,Orientation-dependent weights,learning,2,5,2.0,
485,2.4899,0.0024815,0.05,0.015,1.3854,0.65625,0.32413,1.0269,1.25,0.34312,2.8958,22.625,1.32225,Orientation-dependent weights,learning,2,1,3.0,
486,1.5023,0.001,0.11667,0.019373,1.0,1.0,0.48611,1.1959,1.0,0.38889,2.5,17.037,1.48875,Orientation-dependent weights,learning,2,2,3.0,
487,5.0,0.001,0.18306,0.02,1.0,1.0,0.99999,1.2029,0.8511,0.3,3.3333,15.0,1.5740500000000002,Orientation-dependent weights,learning,2,3,3.0,
488,2.5131,0.001,0.19989,0.010818,1.3429,0.93106,0.72234,0.88796,1.0233,0.29405,2.516,15.073,1.49207,Orientation-dependent weights,learning,2,4,3.0,
489,3.0011,0.0037473,0.29987,0.020011,1.0001,0.99951,1.0005,1.1227,0.99943,0.40037,3.3323,15.005,1.77953,Orientation-dependent weights,learning,2,5,3.0,
490,1.0169,0.001,0.13734,0.02,1.0078,0.95833,0.49208,1.0375,1.5,0.3,4.2778,895.93,1.39132,Orientation-dependent weights,learning,2,1,4.0,
491,3.1667,0.001,0.15,0.01,1.0,0.95833,0.97998,1.1574,0.91999,0.3,2.8976,30.0,1.41115,Orientation-dependent weights,learning,2,2,4.0,
492,2.2864,0.001,0.094169,0.011106,1.0019,1.0019,0.49915,1.176,1.602,0.50166,4.6617,20.368,1.5226600000000001,Orientation-dependent weights,learning,2,3,4.0,
493,3.1447,0.001,0.1257,0.01,1.5,1.0,0.5,1.1371,1.0,0.0,3.6102,14.217,1.35583,Orientation-dependent weights,learning,2,4,4.0,
494,4.159,0.001,0.10353,0.01,0.98456,1.0857,0.83022,1.3999,1.0207,0.52098,3.932,33.54,1.57934,Orientation-dependent weights,learning,2,5,4.0,
495,5.0017,0.001,0.096112,0.020011,1.1661,1.0005,0.97643,0.96158,1.3341,0.30036,2.501,14.996,1.6192999999999997,Orientation-dependent weights,learning,2,1,5.0,
496,5.275,0.001,0.1,0.01,1.0,0.99999,0.81175,0.8,1.0821,0.6,2.5,15.0,1.2442199999999999,Orientation-dependent weights,learning,2,2,5.0,
497,5.0,0.001,2.0185e-06,0.01,1.0401,1.0,0.62696,0.8,1.0,0.3,2.5,8.1735,1.66554,Orientation-dependent weights,learning,2,3,5.0,
498,7.0,0.001,0.1,0.02,1.0,1.1667,0.5,0.89153,1.0,0.3,2.5,15.0,1.50301,Orientation-dependent weights,learning,2,4,5.0,
499,7.9865,0.001,0.0,0.02,1.1111,1.0343,0.99999,1.0,1.0,0.4,2.5,15.0,1.72016,Orientation-dependent weights,learning,2,5,5.0,
500,4.6977,0.010087,0.12576,0.01,0.25,1.0,0.58722,0.13993,0.70482,1.2426,2.7601,7.0398,2.00359,Orientation-dependent weights,learning,3,1,1.0,
501,1.575,0.001,0.28486,0.048043,0.5625,1.4375,1.0095,-0.21021,0.5,0.625,2.125,11.0,2.14529,Orientation-dependent weights,learning,3,2,1.0,
502,6.6576,0.001,0.23402,0.018118,1.0461,0.81172,0.92779,-0.24828,0.72198,0.45364,2.6511,8.4258,2.08771,Orientation-dependent weights,learning,3,3,1.0,
503,3.0,0.005,0.2,0.03,1.0349,0.95833,1.0,-0.1814,0.61908,0.92347,2.5,11.667,2.3138,Orientation-dependent weights,learning,3,4,1.0,
504,2.7882,0.010444,0.098148,0.020034,0.99614,1.0112,0.91667,-0.36852,0.85869,1.0642,2.5,7.1541,2.0942999999999996,Orientation-dependent weights,learning,3,5,1.0,
505,4.49,0.001,0.2507,0.020671,0.99552,1.0016,0.819,0.39016,0.40528,0.80071,3.5323,1326.4,2.35909,Orientation-dependent weights,learning,3,1,2.0,
506,3.7423,0.018757,0.2,0.019291,0.97862,0.75,0.53332,0.34049,0.65676,1.1194,4.6667,17.684,1.9854300000000003,Orientation-dependent weights,learning,3,2,2.0,
507,4.9404,0.001,0.27996,0.01,1.1635,1.005,0.62095,0.50143,-0.02748,0.29398,3.9298,15.074,2.4224699999999997,Orientation-dependent weights,learning,3,3,2.0,
508,6.2257,0.010401,0.10198,0.023179,1.0433,0.8888,0.47403,0.15957,0.57386,1.2057,4.7793,26.185,2.4063299999999996,Orientation-dependent weights,learning,3,4,2.0,
509,6.1541,0.006145,0.2912,0.01544,1.1964,0.80951,0.60857,0.25008,0.28555,0.4464,4.601,16.742,1.9130099999999999,Orientation-dependent weights,learning,3,5,2.0,
510,4.3312,0.0039095,0.31667,0.038241,1.037,1.0,0.95412,0.22851,0.94056,0.3,2.9444,13.235,2.1246400000000003,Orientation-dependent weights,learning,3,1,3.0,
511,3.086,0.012667,0.18236,0.01,1.0386,1.0763,1.0386,0.4713,0.95591,0.41557,2.5771,29.665,2.06481,Orientation-dependent weights,learning,3,2,3.0,
512,2.5778,0.013667,0.16667,0.021405,0.97892,1.0001,0.88924,0.36739,0.99986,1.1045,3.2224,14.999,2.0272699999999997,Orientation-dependent weights,learning,3,3,3.0,
513,3.0022,0.001,0.19976,0.01,0.99904,0.79919,1.001,0.25587,0.79899,0.39927,2.502,19.988,2.3268899999999997,Orientation-dependent weights,learning,3,4,3.0,
514,6.0,0.005,0.35,0.01,1.0,1.0,0.95833,0.33373,0.7424,0.5,3.5,20.0,2.1142700000000003,Orientation-dependent weights,learning,3,5,3.0,
515,4.0416,0.01,0.05,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.12163,Orientation-dependent weights,learning,3,1,4.0,
516,3.3739,0.001,0.2,0.04,1.1223,0.625,0.99999,0.70238,1.1278,0.4,2.5,15.0,1.6532700000000002,Orientation-dependent weights,learning,3,2,4.0,
517,3.3489,0.0039285,0.094878,0.020042,1.0006,0.98023,1.0006,0.72925,0.79935,0.40047,2.5013,30.006,2.14167,Orientation-dependent weights,learning,3,3,4.0,
518,3.0,0.0031897,0.1,0.02,1.0,0.99999,0.99999,0.8716,1.0,0.3,2.5,15.0,2.18847,Orientation-dependent weights,learning,3,4,4.0,
519,5.0,0.0037148,0.1,0.017698,1.0,0.92666,1.0,0.48912,1.0,0.3,2.921,15.0,1.6479599999999999,Orientation-dependent weights,learning,3,5,4.0,
520,6.0,0.0044238,0.13454,0.023314,1.0,1.0,0.95833,0.4,1.0,0.4,2.5,15.0,1.8232199999999998,Orientation-dependent weights,learning,3,1,5.0,
521,3.0008,0.010357,0.20602,0.024315,1.1115,1.0827,0.95799,0.63448,0.99959,0.72775,2.8403,14.997,1.7833099999999997,Orientation-dependent weights,learning,3,2,5.0,
522,5.0,0.0045699,0.2,0.02,1.0,1.0,1.0,0.64221,1.0,0.3,2.5,15.0,2.43072,Orientation-dependent weights,learning,3,3,5.0,
523,3.0,0.01,0.1,0.02,1.0,1.0,1.0,0.4,0.8,0.5,2.5,15.0,2.35579,Orientation-dependent weights,learning,3,4,5.0,
524,5.0552,0.007597,0.2,0.03,0.99999,0.97149,1.4406,0.4786,1.0,0.3,2.8333,8.2553,2.21455,Orientation-dependent weights,learning,3,5,5.0,
525,3.9965,0.001,0.066667,0.01,0.95833,1.1356,0.62373,0.8,1.0368,0.3,2.5,15.0,1.4181100000000002,Orientation-dependent weights,learning,4,1,1.0,
526,10.0,0.001,0.20032,0.020023,1.3277,1.001,0.999,0.80104,0.99885,0.29996,2.498,14.993,1.5760399999999999,Orientation-dependent weights,learning,4,2,1.0,
527,10.0,0.001,0.3,0.01,0.99999,0.99999,1.1667,0.8,1.0,0.3,2.5,15.0,1.49754,Orientation-dependent weights,learning,4,3,1.0,
528,4.8308,0.001,0.18156,0.031666,0.99999,1.4842,0.9052,0.8,0.6694,0.3,2.5,15.0,1.56291,Orientation-dependent weights,learning,4,4,1.0,
529,10.0,0.001,0.22841,0.01,1.2509,1.4073,1.056,0.86393,0.86791,0.42401,2.947,15.568,1.7464300000000001,Orientation-dependent weights,learning,4,5,1.0,
530,4.1983,0.003463,0.099692,0.020588,0.98176,0.94028,0.88105,0.7119,0.59997,0.41043,3.7498,8.7963,1.7352,Orientation-dependent weights,learning,4,1,2.0,
531,3.3957,0.001,0.14582,0.012462,0.97129,1.0931,0.83405,0.33098,1.0699,0.29581,3.6199,31.77,1.3064,Orientation-dependent weights,learning,4,2,2.0,
532,2.5167,0.001,0.034699,0.02,0.875,0.95833,0.5,0.4,1.0734,0.3,3.8168,55.181,1.6858799999999998,Orientation-dependent weights,learning,4,3,2.0,
533,4.9244,0.001,0.1277,0.022077,1.0,1.0,0.95659,0.56431,0.99406,0.3,3.7555,14.223,1.7250600000000003,Orientation-dependent weights,learning,4,4,2.0,
534,3.4508,0.001,0.17164,0.017566,1.2559,1.0885,0.94047,0.59995,1.0678,0.67743,3.531,50.729,1.6482300000000003,Orientation-dependent weights,learning,4,5,2.0,
535,2.9893,0.0034036,0.088121,0.01,1.3411,0.99986,1.0004,0.72748,0.99956,0.29971,3.501,14.996,1.37069,Orientation-dependent weights,learning,4,1,3.0,
536,2.816,0.001,0.051176,0.02212,1.8072,0.84675,0.83779,0.16346,1.0478,0.14132,4.9496,11.343,1.31223,Orientation-dependent weights,learning,4,2,3.0,
537,2.9606,0.0049592,0.20204,0.029796,1.9955,0.97237,1.0045,0.46602,1.0051,0.19227,3.3423,14.959,1.39179,Orientation-dependent weights,learning,4,3,3.0,
538,3.9819,0.0012222,0.15508,0.017608,1.7812,1.3079,1.1501,0.70833,0.8301,0.054167,4.0625,17.375,2.13342,Orientation-dependent weights,learning,4,4,3.0,
539,3.0172,0.0052377,0.094444,0.03,1.3333,0.98611,1.1116,0.17504,1.0452,0.21646,3.3333,20.0,1.58826,Orientation-dependent weights,learning,4,5,3.0,
540,5.1735,0.001,0.1909,0.017042,1.0,1.0,1.1658,0.56452,1.0,0.3,3.3333,20.0,1.5272800000000002,Orientation-dependent weights,learning,4,1,4.0,
541,6.5741,0.001,0.065148,0.01,1.0904,1.4422,0.96627,0.47288,1.2198,0.52732,3.6346,12.369,1.50017,Orientation-dependent weights,learning,4,2,4.0,
542,7.0,0.001,0.1,0.01,1.3207,1.1334,0.5777,0.54428,1.3121,0.4,6.9844,15.0,1.5990199999999999,Orientation-dependent weights,learning,4,3,4.0,
543,6.0144,0.001,0.10289,0.020147,0.99355,0.96101,0.98734,0.61034,0.99603,0.39493,5.1513,15.059,1.48941,Orientation-dependent weights,learning,4,4,4.0,
544,5.0,0.001,0.1,0.01,1.0,1.3193,1.0,0.8,1.0,0.6,4.6667,20.0,1.6245999999999998,Orientation-dependent weights,learning,4,5,4.0,
545,9.3639,0.001,0.2,0.01,1.0,1.0,1.0,0.8,0.80689,0.4145,3.5982,7.0233,1.5192299999999999,Orientation-dependent weights,learning,4,1,5.0,
546,9.9999,0.001,0.10019,0.01,0.99873,0.83724,1.1664,0.45925,0.70673,0.59983,2.4984,29.998,1.38065,Orientation-dependent weights,learning,4,2,5.0,
547,7.0,0.001,0.2,0.02,0.84052,1.0,1.1718,0.61783,0.99999,0.3,3.5437,20.0,1.5842299999999998,Orientation-dependent weights,learning,4,3,5.0,
548,3.6382,0.0013069,0.0076724,0.01,1.4039,0.59607,0.26918,0.53836,1.0566,-6.4609e-05,3.3079,15.634,2.11493,Orientation-dependent weights,learning,4,4,5.0,
549,5.3661,0.001,0.12948,0.018756,0.62514,0.92077,0.99965,0.66722,0.80354,0.29974,3.5009,16.67,1.4050699999999998,Orientation-dependent weights,learning,4,5,5.0,
550,2.2531,0.001,0.069444,0.032027,1.2165,0.99395,0.92963,1.0,1.0,0.27682,3.6921,22.162,1.33612,Orientation-dependent weights,learning,5,1,1.0,
