,pruning threshold,stopping probability,feature drop rate,lapse rate,horizontal-vertical scaling,horizontal-diagonal scaling,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
157,4.9386,0.0036701,0.12806,0.01,0.7747,1.0328,0.49996,1.3323,1.0011,0.30026,2.5019,14.991,1.35198,Orientation-dependent weights,human-vs-human,32,3,,
158,3.0181,0.0044397,0.065432,0.019815,0.85149,0.952,0.40933,1.374,1.4884,0.5376,5.1549,21.357,1.3096700000000001,Orientation-dependent weights,human-vs-human,32,4,,
159,3.0,0.0031752,0.011889,0.01,1.1046,0.99999,0.375,1.0,1.0,0.16667,3.3333,15.0,1.55899,Orientation-dependent weights,human-vs-human,32,5,,
160,3.2086,0.0047547,0.18776,0.032614,1.0883,0.99704,0.51358,0.52316,0.99662,-0.0016921,9.3486,34.609,1.71745,Orientation-dependent weights,human-vs-human,33,1,,
161,3.025,0.0048973,0.19556,0.020257,2.0057,1.1491,0.50642,0.40898,0.78845,0.93749,9.9834,30.103,1.9129699999999996,Orientation-dependent weights,human-vs-human,33,2,,
162,1.0236,0.01,0.2,0.01,1.0,2.5387,0.57855,0.4,1.0,0.3,4.6667,20.0,1.8321100000000001,Orientation-dependent weights,human-vs-human,33,3,,
163,2.8324,0.0041006,0.16411,0.028658,1.1439,1.2347,0.97666,0.71924,0.67748,0.45832,5.2414,131.74,1.90656,Orientation-dependent weights,human-vs-human,33,4,,
164,0.1,0.01,0.2,0.02,0.99999,1.0,0.5,0.8,1.0,0.5,7.0,15.0,2.03176,Orientation-dependent weights,human-vs-human,33,5,,
165,5.0,0.001,0.16445,0.03,0.875,1.0311,0.97485,0.9958,1.0,0.3,3.3333,13.817,1.2078200000000001,Orientation-dependent weights,human-vs-human,34,1,,
166,6.7282,0.001,0.20259,0.020279,1.9878,1.0122,0.9899,0.81256,0.98604,0.48953,3.5202,14.888,1.6855699999999998,Orientation-dependent weights,human-vs-human,34,2,,
167,3.0916,0.0031068,0.12347,0.014065,1.2459,1.1533,0.52702,1.0211,1.2882,0.1911,4.0801,13.106,1.52448,Orientation-dependent weights,human-vs-human,34,3,,
168,5.7121,0.0047515,0.095172,0.017677,1.759,1.501,0.95504,1.2037,0.89869,0.31988,3.2597,13.565,1.61582,Orientation-dependent weights,human-vs-human,34,4,,
169,4.5925,0.0050355,0.1,0.01,2.3235,1.7709,0.90232,0.96491,0.63024,0.059655,3.1471,12.042,1.57361,Orientation-dependent weights,human-vs-human,34,5,,
170,3.1029,0.0031337,0.16619,0.015382,0.92818,0.79636,0.7763,0.79857,1.3349,0.31215,3.54,15.013,1.4821,Orientation-dependent weights,human-vs-human,35,1,,
171,7.7778,0.001,0.14108,0.02,1.2648,0.99625,0.5,0.8,1.953,0.25579,3.6262,15.0,1.6925000000000001,Orientation-dependent weights,human-vs-human,35,2,,
172,5.3529,0.001,0.0,0.012732,1.1047,1.1047,0.89532,0.64233,1.1196,0.3834,2.2906,15.957,1.9277799999999998,Orientation-dependent weights,human-vs-human,35,3,,
173,1.3923,0.0057357,0.099989,0.01,0.98663,1.0001,1.0001,0.62678,0.98751,0.29996,2.5001,14.643,1.6800799999999998,Orientation-dependent weights,human-vs-human,35,4,,
174,6.5976,0.001,0.0,0.021243,1.0,1.0,0.99999,0.61879,1.0,0.3,2.5,15.0,2.1763600000000003,Orientation-dependent weights,human-vs-human,35,5,,
175,2.9884,0.001,0.15179,0.029761,1.2702,1.0052,1.0342,0.6904,0.99403,0.30388,2.4896,15.048,1.86491,Orientation-dependent weights,human-vs-human,36,1,,
176,6.8639,0.001,0.64053,0.017359,1.3131,1.0497,1.9869,0.8,0.62848,0.4,2.5,20.0,1.4644599999999999,Orientation-dependent weights,human-vs-human,36,2,,
177,3.5105,0.001,0.10354,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.6603,15.0,2.01002,Orientation-dependent weights,human-vs-human,36,3,,
178,3.7217,0.001,0.19128,0.01623,1.1712,0.92413,1.0556,0.82963,1.0,0.3,2.5,26.667,1.6951700000000003,Orientation-dependent weights,human-vs-human,36,4,,
179,3.1013,0.001,0.2,0.023333,0.69446,0.95833,0.81839,1.0667,0.99999,0.3,2.9106,15.0,1.90278,Orientation-dependent weights,human-vs-human,36,5,,
180,6.0222,0.019652,0.10287,0.037856,1.3224,1.0535,0.99005,0.038013,0.96973,0.40477,3.62,15.091,2.81547,Orientation-dependent weights,human-vs-human,37,1,,
181,3.0,0.020476,0.3,0.03,1.0,1.0069,1.0,0.061597,0.76696,0.3,3.3333,15.0,2.27469,Orientation-dependent weights,human-vs-human,37,2,,
182,4.5536,0.0094249,0.28404,0.01,1.006,0.9598,1.0256,0.021756,0.87449,0.48158,3.2176,12.66,1.9325300000000003,Orientation-dependent weights,human-vs-human,37,3,,
183,7.2139,0.0096993,0.36313,0.02,1.1042,1.0556,1.6963,0.14865,0.8,0.5,2.7778,12.343,2.10953,Orientation-dependent weights,human-vs-human,37,4,,
184,8.0951,0.010579,0.38555,0.020482,1.0211,1.0211,1.2621,0.1741,0.82166,0.51805,3.4458,3.8491,2.43359,Orientation-dependent weights,human-vs-human,37,5,,
185,5.2881,0.013827,0.31267,0.020906,1.0854,1.2429,0.91018,-0.20226,0.27336,1.8531,3.5256,21.31,1.95921,Orientation-dependent weights,human-vs-human,38,1,,
186,4.7541,0.01412,0.39682,0.01,1.0729,0.97166,0.92708,-0.48707,0.094881,1.0625,3.6875,10.165,2.18583,Orientation-dependent weights,human-vs-human,38,2,,
187,5.0,0.02,0.32603,0.01,1.0331,1.0419,1.0,-0.74977,0.39027,0.6,2.5,9.7664,2.77564,Orientation-dependent weights,human-vs-human,38,3,,
188,3.7156,0.023186,0.11101,0.020684,0.92664,1.0734,0.52769,0.26925,0.15566,1.1258,3.6886,20.88,2.7048300000000003,Orientation-dependent weights,human-vs-human,38,4,,
189,8.4211,0.010266,0.54431,0.020295,1.9871,1.0072,0.63607,0.81329,-1.065,2.2442,5.4087,19.845,1.97881,Orientation-dependent weights,human-vs-human,38,5,,
190,0.1,0.011025,0.21054,0.021146,1.4499,1.1471,0.73956,0.79126,1.0573,0.43724,2.6003,7.19,2.3699,Orientation-dependent weights,human-vs-human,39,1,,
191,4.7323,0.01,0.2,0.01,2.4731,1.0718,0.45843,0.36786,1.1144,0.52812,2.5,12.778,1.8358,Orientation-dependent weights,human-vs-human,39,2,,
192,3.5,0.0043333,0.2,0.02,1.0,1.0,1.0,0.4,1.0,0.5,2.2814,15.0,2.0101899999999997,Orientation-dependent weights,human-vs-human,39,3,,
193,4.4641,0.005,0.1,0.02,2.0,1.0,0.25,0.69153,1.0,0.3,2.2636,15.0,2.3972500000000005,Orientation-dependent weights,human-vs-human,39,4,,
194,4.0885,0.01,0.1,0.02,1.0,1.0,1.0,0.61624,1.0,1.0,1.0081,20.0,2.1355399999999998,Orientation-dependent weights,human-vs-human,39,5,,
195,3.8579,0.023501,0.13891,0.022205,0.92803,1.9862,0.99862,0.81422,1.0158,0.25063,3.3057,18.744,1.99262,Orientation-dependent weights,human-vs-human,40,1,,
196,7.0,0.01,0.2,0.018151,0.82178,1.0,1.07,0.8,1.0,0.4,2.5,15.0,1.95012,Orientation-dependent weights,human-vs-human,40,2,,
197,7.0,0.0099999,0.20525,0.023177,1.1213,1.2208,0.99999,0.60885,1.3333,0.3,3.197,15.0,2.4449099999999997,Orientation-dependent weights,human-vs-human,40,3,,
198,10.0,0.005,0.2,0.025222,0.94522,1.375,1.0118,0.55046,1.0,0.3,2.2835,10.0,2.30371,Orientation-dependent weights,human-vs-human,40,4,,
199,3.2253,0.010008,0.20792,0.020009,1.0004,1.0,0.95287,0.60677,1.0885,0.28153,2.5008,14.997,1.47248,Orientation-dependent weights,human-vs-human,40,5,,
200,2.2632,0.001,0.21111,0.01,0.97569,1.0243,1.0243,1.2192,1.1552,0.61806,4.6897,15.222,1.5167,Orientation-dependent weights,generalization,1,1,,
201,2.8389,0.001,0.21125,0.02,0.99999,2.0,0.99999,1.0,1.0,0.4,3.3333,15.0,1.1881666666666668,Orientation-dependent weights,generalization,1,2,,
202,2.0755,0.001,0.3,0.01,1.1667,1.0,0.94526,0.8,1.0,0.3,3.5,20.0,1.6527333333333332,Orientation-dependent weights,generalization,1,3,,
203,2.5771,0.001,0.1,0.020255,1.1667,1.0,1.0,0.8,0.99999,0.4,3.5,9.7282,1.8400666666666667,Orientation-dependent weights,generalization,1,4,,
204,3.0695,0.001,0.3,0.01,1.0,0.99463,1.0,1.0667,1.0,0.4,3.3333,15.0,1.6489333333333331,Orientation-dependent weights,generalization,1,5,,
205,5.0,0.001,0.1,0.023333,1.6905,1.0,1.0,1.4827,1.0,0.71591,3.3333,15.0,1.2034666666666667,Orientation-dependent weights,generalization,2,1,,
206,8.7818,0.0014263,0.0,0.039027,1.0556,1.0,1.0,1.4815,1.3549,0.46695,3.3333,12.372,1.7109333333333332,Orientation-dependent weights,generalization,2,2,,
207,9.5399,0.001,0.2,0.01,2.2601,1.0,1.0,1.1743,1.0,0.21819,2.5,15.0,1.1885000000000001,Orientation-dependent weights,generalization,2,3,,
208,7.0,0.0047422,0.1,0.02,3.0,1.3059,0.85252,1.6,0.91354,0.3,2.5,15.0,1.3882333333333332,Orientation-dependent weights,generalization,2,4,,
209,8.5193,0.0050518,0.10129,0.019871,0.99437,0.99437,0.99437,0.80579,0.99353,0.30359,3.3221,19.932,1.4813333333333334,Orientation-dependent weights,generalization,2,5,,
210,2.8545,0.024431,0.21202,0.02,1.0432,0.95833,1.0,0.318,0.70363,0.17774,2.7542,20.0,2.1595666666666666,Orientation-dependent weights,generalization,3,1,,
211,5.4375,0.014942,0.20909,0.038562,0.99738,1.0348,0.63089,0.2832,0.78514,0.2769,7.9112,39.627,2.296533333333333,Orientation-dependent weights,generalization,3,2,,
212,5.387,0.012902,0.18491,0.019245,1.033,1.033,0.76813,0.25596,1.0713,0.32451,3.8816,6.6986,2.141966666666667,Orientation-dependent weights,generalization,3,3,,
213,5.0121,0.0088951,0.2,0.02,1.0,1.0,0.67899,0.28468,1.0667,0.66667,5.0,15.0,2.3244333333333334,Orientation-dependent weights,generalization,3,4,,
214,7.7264,0.005,0.34382,0.018333,1.0445,1.0,0.75,-0.057116,0.57459,0.3,2.8333,15.0,2.1941333333333333,Orientation-dependent weights,generalization,3,5,,
215,3.496,0.32926,0.28765,0.02,1.0,1.0,0.80451,0.8,1.0,0.0,2.0998,-11.842,2.5009333333333332,Orientation-dependent weights,generalization,4,1,,
216,3.0106,0.49049,0.52002,0.03,1.0015,0.9492,0.9695,0.99898,1.0,6.0555e-06,2.5,-46.667,2.472466666666667,Orientation-dependent weights,generalization,4,2,,
217,3.0,0.010881,0.48967,0.03,1.0,1.0,1.0,0.8,1.0,0.3,2.5,-58.484,2.7699,Orientation-dependent weights,generalization,4,3,,
218,3.0,0.01,0.4523,0.02,1.1667,1.0,1.0,0.8,0.8,0.3,2.5,-74.736,2.5690666666666666,Orientation-dependent weights,generalization,4,4,,
219,3.6491,0.0086845,0.51402,0.017817,1.0955,0.70623,0.9045,1.1069,0.89085,0.32905,2.691,-62.875,2.6543666666666668,Orientation-dependent weights,generalization,4,5,,
220,7.9165,0.004,0.25,0.0175,1.1094,0.89062,1.2169,0.59249,0.91075,0.36066,3.3198,12.349,2.8480666666666665,Orientation-dependent weights,generalization,5,1,,
221,5.5737,0.011357,0.36039,0.021508,1.0243,0.93403,1.493,0.50652,0.92461,0.251,2.632,14.397,2.3817333333333335,Orientation-dependent weights,generalization,5,2,,
222,2.8389,0.001,0.24658,0.02,1.0,1.0,0.25,0.4,2.0,0.3,1.5,15.0,2.5032,Orientation-dependent weights,generalization,5,3,,
223,3.5032,0.0066914,0.42487,0.038325,1.1821,0.88418,0.9908,0.462,0.98731,0.16994,3.6201,13.941,2.0966666666666662,Orientation-dependent weights,generalization,5,4,,
224,3.067,0.015407,0.3,0.02,1.0,1.0,1.0,0.8,1.0,0.0,2.5,15.0,2.5990333333333333,Orientation-dependent weights,generalization,5,5,,
225,5.0,0.001,0.3,0.01,1.0,0.95833,1.0,1.1528,1.0,0.39995,2.5,20.0,1.593,Orientation-dependent weights,generalization,6,1,,
226,10.0,0.0015867,0.4969,0.015,1.3432,1.0,1.0,0.99999,1.0,0.3,3.25,15.0,1.7927666666666668,Orientation-dependent weights,generalization,6,2,,
227,8.8827,0.001528,0.19922,0.016616,1.0794,1.1188,1.0,1.0667,0.90532,0.3,3.5,20.0,1.8218333333333334,Orientation-dependent weights,generalization,6,3,,
228,4.9227,0.004963,0.18288,0.019907,0.96216,0.99595,1.0041,0.82578,0.79583,0.32864,2.5597,14.963,1.5134666666666667,Orientation-dependent weights,generalization,6,4,,
229,4.7594,0.001,0.34474,0.018852,1.1511,1.0,1.0,1.0667,0.86034,0.3,2.5,15.0,1.5796999999999999,Orientation-dependent weights,generalization,6,5,,
230,10.0,0.01,0.3,0.02,2.0,0.99999,0.5,1.0667,1.0,1.35,2.5,10.247,2.1072,Orientation-dependent weights,generalization,7,1,,
231,5.4705,0.001,0.14623,0.028727,1.3877,1.3818,0.28909,1.1927,0.56366,0.58362,3.2636,18.491,1.9953,Orientation-dependent weights,generalization,7,2,,
232,9.1111,0.0037021,0.22004,0.01,1.3155,1.6776,0.44811,0.81836,0.90879,0.59757,2.8494,20.436,1.7673333333333332,Orientation-dependent weights,generalization,7,3,,
233,7.8595,0.007,0.2,0.03,1.1667,2.6852,0.71469,0.52046,0.75569,0.35014,2.7778,12.793,1.6833333333333333,Orientation-dependent weights,generalization,7,4,,
234,7.0686,0.0082127,0.065059,0.045959,1.1998,1.2145,0.66215,1.0062,0.60961,0.61858,3.1476,13.167,1.6895,Orientation-dependent weights,generalization,7,5,,
235,8.0365,0.010206,0.29831,0.01,1.4519,1.0,1.9378,0.8,0.34802,0.3,2.5,16.667,2.1222666666666665,Orientation-dependent weights,generalization,8,1,,
236,4.0346,0.01,0.1,0.048389,1.1217,1.0,1.0,0.66706,1.0,0.3,3.3373,15.0,2.1155,Orientation-dependent weights,generalization,8,2,,
237,4.2908,0.0013511,0.4156,0.020382,,,,0.56043,0.0,0.26448,3.165,10.871,2.3346999999999998,Orientation-dependent weights,generalization,8,3,,
238,7.6508,0.0076356,0.40233,0.024241,1.2267,1.0275,1.0228,0.73694,0.98151,0.5173,5.7287,14.852,1.1516666666666666,Orientation-dependent weights,generalization,8,4,,
239,6.0,0.001,0.45713,0.01971,1.0,0.78317,1.0,0.44207,0.57815,0.3,5.0,30.0,0.9706,Orientation-dependent weights,generalization,8,5,,
240,5.0,0.0099999,0.18259,0.01,0.95833,2.0,0.99999,0.63554,0.99999,0.3,3.3333,30.0,1.4032333333333333,Orientation-dependent weights,generalization,9,1,,
241,4.5053,0.0013497,0.14625,0.021237,1.5971,1.5136,0.70281,-0.089315,0.97901,0.43325,3.3389,34.5,1.3284666666666667,Orientation-dependent weights,generalization,9,2,,
242,7.3333,0.0037775,0.42913,0.01,1.1157,1.1417,1.0,0.4,0.55002,0.33333,3.3333,15.0,1.3356333333333332,Orientation-dependent weights,generalization,9,3,,
243,2.8389,0.02,0.1,0.02,1.0283,1.629,1.0,0.47255,1.0,0.3,2.9206,15.0,1.3511333333333333,Orientation-dependent weights,generalization,9,4,,
244,2.0181,0.013298,0.20389,0.0175,1.2396,2.0449,0.49713,0.34778,0.93118,0.3875,5.6425,38.667,1.3816333333333333,Orientation-dependent weights,generalization,9,5,,
245,3.0687,0.001,0.19989,0.033897,0.79995,0.99282,0.25,0.79976,1.0792,0.2572,2.5005,15.002,1.4926666666666666,Orientation-dependent weights,generalization,10,1,,
246,7.9815,0.0050791,0.30031,0.019985,0.99944,0.9997,0.92541,0.7117,0.99935,0.25225,6.4471,29.988,1.3822666666666665,Orientation-dependent weights,generalization,10,2,,
247,6.2185,0.001,0.21343,0.02,0.99999,1.0187,0.52779,0.79999,1.0667,8.2632e-06,2.6543,15.0,1.1942666666666666,Orientation-dependent weights,generalization,10,3,,
248,10.0,0.001,0.26294,0.019648,0.97592,1.0,0.49846,0.41449,1.0269,0.3,3.5,16.667,1.3993333333333335,Orientation-dependent weights,generalization,10,4,,
249,4.9353,0.001,0.24755,0.013333,1.261,1.0,1.0,0.8,1.0747,0.3,2.5,15.0,1.2358,Orientation-dependent weights,generalization,10,5,,
250,3.4309,0.50512,0.26745,0.01,0.99886,0.78181,1.5274,0.97648,1.0013,0.29938,3.7739,13.326,1.4047,Orientation-dependent weights,generalization,11,1,,
251,3.7159,0.5478,0.21582,0.01285,1.0261,0.5656,1.7342,0.8489,1.1016,0.25497,2.5951,14.637,1.1748,Orientation-dependent weights,generalization,11,2,,
252,1.0827,0.0040014,0.41902,0.020476,0.97919,0.98048,1.9851,1.1786,0.97214,0.25222,2.5416,14.81,1.2742000000000002,Orientation-dependent weights,generalization,11,3,,
253,0.1,1.0,0.2,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.6057999999999997,Orientation-dependent weights,generalization,11,4,,
254,0.67939,0.01,0.4,0.02,1.0,1.0,1.0,0.8,1.0,0.095515,2.5,15.0,1.2826,Orientation-dependent weights,generalization,11,5,,
255,3.0992,0.009,0.19699,0.023765,2.0,1.0,0.98172,0.62144,0.93347,0.5,3.7592,20.0,1.4218,Orientation-dependent weights,generalization,12,1,,
256,6.0,0.0085663,0.28333,0.02,1.4353,1.1424,1.0,0.61244,1.0,0.3,7.0,19.708,1.2426666666666666,Orientation-dependent weights,generalization,12,2,,
257,2.8383,0.0070014,0.19995,0.01,2.0004,0.99959,0.97054,0.39967,0.77038,0.53359,3.4455,15.004,1.3091,Orientation-dependent weights,generalization,12,3,,
258,3.2763,0.005,0.3,0.02,2.1417,1.1252,0.9652,0.54864,1.0,0.4,3.5,266.67,1.2729,Orientation-dependent weights,generalization,12,4,,
259,1.7985,0.0072268,0.14012,0.01447,1.5303,1.332,0.75808,0.40312,0.82231,0.57972,4.1221,12.748,1.427266666666667,Orientation-dependent weights,generalization,12,5,,
260,4.1047,0.001,0.2604,0.028578,1.1138,1.3319,0.88621,0.91704,0.71793,0.45441,2.5321,18.635,1.0248666666666668,Orientation-dependent weights,generalization,13,1,,
261,7.3333,0.0048023,0.1,0.018925,1.0,1.0755,0.5,0.8,0.62384,0.3,3.8548,11.667,1.3335333333333335,Orientation-dependent weights,generalization,13,2,,
262,9.175,0.0035931,0.30196,0.016954,1.2962,1.0775,0.5069,0.98621,0.46401,0.36625,3.2483,18.402,1.3297999999999999,Orientation-dependent weights,generalization,13,3,,
263,6.3501,0.001,0.1,0.02,1.0,1.0,0.51063,1.0,0.6786,0.5,3.5,20.0,1.3513,Orientation-dependent weights,generalization,13,4,,
264,6.1398,0.0012509,0.25614,0.01505,1.1443,1.2165,0.70209,0.95449,0.64469,0.35304,2.4736,17.713,1.0801,Orientation-dependent weights,generalization,13,5,,
265,4.9748,0.0086107,0.39487,0.019829,1.0075,1.1984,1.0547,0.56483,0.99145,0.29444,7.8303,15.068,1.5591666666666668,Orientation-dependent weights,generalization,14,1,,
266,6.3743,0.0096373,0.19742,0.030806,1.0176,1.0202,0.94623,0.4937,0.93357,-2.1918,8.6956,15.161,1.3578999999999999,Orientation-dependent weights,generalization,14,2,,
267,2.0399,0.011001,0.18889,0.01,0.95833,1.0,0.41667,0.42237,1.0,0.3,4.0895,30.0,1.4171666666666667,Orientation-dependent weights,generalization,14,3,,
268,0.60867,0.0074467,0.4164,0.02,1.0,1.0218,1.0,0.4,1.037,0.6,2.7773,16.667,1.3760333333333332,Orientation-dependent weights,generalization,14,4,,
269,0.1,0.0052451,0.19832,0.020033,0.9732,0.99658,0.64797,0.32523,0.96937,0.28009,3.5689,15.245,1.2735333333333332,Orientation-dependent weights,generalization,14,5,,
270,4.1833,0.011667,0.13651,0.02,1.3886,1.0,1.0,0.66104,1.0,0.4,2.5,15.0,1.4545666666666666,Orientation-dependent weights,generalization,15,1,,
271,3.0,0.0097479,0.12226,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.4569,Orientation-dependent weights,generalization,15,2,,
272,3.0,0.005,0.2,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.2854666666666665,Orientation-dependent weights,generalization,15,3,,
273,3.0,0.001,0.2,0.02,1.0,1.0,1.0,0.60388,1.0,0.3,2.5,15.0,1.6565666666666665,Orientation-dependent weights,generalization,15,4,,
274,4.1093,0.0063968,0.26222,0.041805,1.2582,1.2305,1.5656,0.60139,0.79513,0.43317,1.9835,12.639,1.3,Orientation-dependent weights,generalization,15,5,,
275,3.1675,0.001,0.24473,0.03,1.0,1.062,1.0,0.8,1.0837,0.42279,3.3333,15.0,1.2494333333333334,Orientation-dependent weights,generalization,16,1,,
276,3.0,0.01,0.099999,0.018191,0.91,1.0,1.0,0.8,1.0,1.0,3.3333,10.0,0.9391999999999999,Orientation-dependent weights,generalization,16,2,,
277,4.8572,0.0054318,0.19275,0.024773,1.0472,0.95276,0.97145,0.75142,0.87847,0.85923,3.3786,15.432,1.1581333333333335,Orientation-dependent weights,generalization,16,3,,
278,2.944,0.0012905,0.1,0.027464,1.0,0.99999,1.0,0.8,0.68437,0.43785,2.5,13.746,1.3166,Orientation-dependent weights,generalization,16,4,,
279,1.7442,0.011228,0.17023,0.013296,0.98942,0.908,0.57171,0.94556,1.0323,1.6161,3.0487,29.142,1.3016333333333334,Orientation-dependent weights,generalization,16,5,,
280,7.0,0.005,0.2,0.03,1.0,1.3331,0.25,0.33049,1.0,0.6,3.3333,15.0,1.0320333333333334,Orientation-dependent weights,generalization,17,1,,
281,10.0,0.005,0.31218,0.025674,0.99999,0.95833,1.0,0.56345,0.67989,0.4,3.6445,15.0,1.506433333333333,Orientation-dependent weights,generalization,17,2,,
282,7.4232,0.0035992,0.2,0.01,1.0,1.3615,0.25,0.6542,0.8,1.183,3.5,15.0,1.3222666666666667,Orientation-dependent weights,generalization,17,3,,
283,7.7095,0.001,0.25587,0.02,0.875,1.2332,0.72089,0.46666,0.64831,0.28138,2.5,15.0,1.3991,Orientation-dependent weights,generalization,17,4,,
284,0.1,0.005,0.24429,0.022742,1.1088,1.1587,0.5,0.62646,1.0,1.0,4.6667,15.0,1.2727666666666666,Orientation-dependent weights,generalization,17,5,,
285,8.0,0.005,0.26667,0.012222,1.184,1.6256,1.0,0.52926,1.3333,0.3,2.5,5.015,1.0483,Orientation-dependent weights,generalization,18,1,,
286,3.366,0.001,0.20028,0.028042,0.86893,1.0031,1.0077,0.75836,1.0088,0.29433,3.5197,14.93,1.1822,Orientation-dependent weights,generalization,18,2,,
287,6.1241,0.001,0.2,0.02,1.3333,1.0,1.0,0.77091,0.9835,0.28779,2.5,15.0,1.0534,Orientation-dependent weights,generalization,18,3,,
288,9.9999,0.0028168,0.2,0.02,1.0,1.0,1.0642,0.65093,1.0,0.3,3.3333,15.0,1.3796,Orientation-dependent weights,generalization,18,4,,
289,7.5089,0.0030863,0.2,0.016667,1.0,1.0,1.0,0.54804,1.0,0.4,2.5,15.0,1.2358666666666667,Orientation-dependent weights,generalization,18,5,,
290,5.622,0.001,0.53295,0.022203,0.9993,0.95903,1.0856,0.9992,0.50975,0.33387,6.1947,16.236,1.6092333333333333,Orientation-dependent weights,generalization,19,1,,
291,5.0,0.005,0.61277,0.02,2.1297,1.0378,1.0,1.6,-0.9937,0.3,4.6667,6.7643,1.5368000000000002,Orientation-dependent weights,generalization,19,2,,
292,3.4378,0.01332,0.47382,0.018404,1.1444,0.97771,1.0223,1.0021,0.8405,0.51911,5.0446,40.268,1.3465333333333334,Orientation-dependent weights,generalization,19,3,,
293,3.1244,0.001,0.52816,0.04,1.3298,1.0297,1.0,0.85725,0.5146,0.3,2.5571,33.333,1.2984666666666667,Orientation-dependent weights,generalization,19,4,,
294,4.5723,0.0093822,0.33497,0.02,1.0379,0.97184,1.0,0.8,-0.0074671,0.53333,3.2675,15.0,1.3734666666666666,Orientation-dependent weights,generalization,19,5,,
295,5.2295,0.001,0.29297,0.01,0.98074,1.1474,1.0193,0.80305,0.69525,0.5857,3.4148,15.176,1.3040666666666665,Orientation-dependent weights,generalization,20,1,,
296,3.7129,0.001,0.2,0.01,1.0556,0.86134,1.0,0.8,0.8,1.0221,3.5,15.0,1.1470666666666667,Orientation-dependent weights,generalization,20,2,,
297,5.0,0.001,0.22424,0.02,0.91677,1.0,1.0,0.8,0.70652,0.4,4.6667,10.0,1.2286333333333335,Orientation-dependent weights,generalization,20,3,,
298,5.0863,0.001,0.19858,0.025691,1.457,1.0115,1.0291,0.82633,0.34046,0.28098,2.8894,14.766,1.1378000000000001,Orientation-dependent weights,generalization,20,4,,
299,4.8102,0.001,0.29601,0.019428,1.3402,0.95692,1.0411,0.79018,0.93236,0.3524,4.2818,15.229,1.0832,Orientation-dependent weights,generalization,20,5,,
300,5.0,0.001,0.3,0.02,0.87748,1.0,0.25,0.8,1.3333,2.1,2.5,30.0,1.7591999999999999,Orientation-dependent weights,generalization,21,1,,
