,pruning threshold,stopping probability,feature drop rate,lapse rate,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
845,10.0,0.001,0.2,0.02291,0.8,0.65038,-0.68646,2.5,15.0,1.62925,No active scaling,learning,16,1,5.0,
846,6.5573,0.001,0.2,0.02,0.91334,0.8,0.0,2.8333,15.0,1.70474,No active scaling,learning,16,2,5.0,
847,3.0,0.005,0.1,0.02,0.8,1.0,0.3,3.5,15.0,1.53929,No active scaling,learning,16,3,5.0,
848,2.9294,0.0090097,0.07954,0.01,0.75048,0.80995,0.12525,2.5963,14.56,1.7985400000000002,No active scaling,learning,16,4,5.0,
849,7.0,0.001,0.2,0.03,0.8,1.0,0.3,2.5,15.0,1.87453,No active scaling,learning,16,5,5.0,
850,9.3329,0.001,0.30011,0.016662,1.0248,1.0916,0.62202,3.8273,13.865,1.0024079999999997,No active scaling,learning,17,1,1.0,
851,4.4987,0.001,0.066725,0.022036,0.79941,0.99935,0.21486,2.4989,14.995,1.1890900000000002,No active scaling,learning,17,2,1.0,
852,5.9296,0.001,0.047866,0.030001,0.80049,1.3328,0.36261,3.5012,15.004,1.66725,No active scaling,learning,17,3,1.0,
853,10.0,0.001,0.16755,0.01,0.80201,0.99974,0.29947,4.9954,11.929,1.32113,No active scaling,learning,17,4,1.0,
854,6.3263,0.001,0.20786,0.01,0.87984,1.6389,0.72222,4.515,32.46,1.5956500000000002,No active scaling,learning,17,5,1.0,
855,3.0001,0.001,0.10413,0.023501,0.80011,0.99989,0.40008,2.6108,15.001,1.84294,No active scaling,learning,17,1,2.0,
856,3.4703,0.001,0.2,0.02,0.4,1.2637,0.3,3.3333,15.0,1.71813,No active scaling,learning,17,2,2.0,
857,2.6499,0.001,0.18946,0.020138,0.77342,1.1759,0.32118,2.8778,11.797,1.79531,No active scaling,learning,17,3,2.0,
858,2.9642,0.001,0.18018,0.016667,0.7827,1.0142,0.13806,2.9004,29.693,1.9797800000000003,No active scaling,learning,17,4,2.0,
859,3.6825,0.0017757,0.16667,0.023603,0.71341,1.1657,0.3,2.8004,7.0377,1.74116,No active scaling,learning,17,5,2.0,
860,3.0459,0.0033067,0.19833,0.01,0.80375,0.95991,0.17405,3.2859,14.967,1.49542,No active scaling,learning,17,1,3.0,
861,6.5095,0.001,0.19551,0.022038,0.80003,1.2099,0.13713,3.5639,9.9997,1.32633,No active scaling,learning,17,2,3.0,
862,4.9949,0.001,0.10084,0.019916,0.8038,1.0042,0.28458,2.58,14.966,1.7070200000000004,No active scaling,learning,17,3,3.0,
863,9.9999,0.001,0.2003,0.020102,0.55292,1.0036,0.33878,2.7718,2.2773,1.92862,No active scaling,learning,17,4,3.0,
864,5.7055,0.0010833,0.10443,0.016334,0.67325,0.99999,-0.020375,2.9594,5.9687,1.5751,No active scaling,learning,17,5,3.0,
865,8.0,0.001,0.1,0.03,0.4,1.0,0.3,3.4122,15.0,1.53984,No active scaling,learning,17,1,4.0,
866,6.3286,0.001,0.088093,0.01,0.52822,0.97773,0.25389,3.5616,20.288,1.3836,No active scaling,learning,17,2,4.0,
867,8.428,0.001,0.16887,0.016682,0.76504,1.0,0.1556,3.4617,100.0,1.75538,No active scaling,learning,17,3,4.0,
868,3.3224,0.001,0.046918,0.041713,0.80126,1.0292,0.24722,3.4496,21.472,1.37208,No active scaling,learning,17,4,4.0,
869,10.0,0.001,0.02799,0.030005,0.8001,0.88881,-0.25363,2.9312,7.3195,1.4029500000000001,No active scaling,learning,17,5,4.0,
870,2.877,0.0033655,0.092597,0.023465,1.1509,1.4362,0.45274,3.6597,12.659,1.6552799999999999,No active scaling,learning,17,1,5.0,
871,5.1078,0.001,0.095366,0.018632,1.2541,1.1665,0.17862,3.5625,19.708,1.5068300000000001,No active scaling,learning,17,2,5.0,
872,3.1261,0.001,0.1,0.016743,1.3944,1.0986,0.10857,2.8144,20.0,1.39258,No active scaling,learning,17,3,5.0,
873,3.5933,0.0015029,0.073697,0.02,1.3886,0.99999,0.1,2.5,20.0,1.5337299999999998,No active scaling,learning,17,4,5.0,
874,6.4662,0.0022933,0.2008,0.01,1.1057,1.0189,0.11465,2.8657,40.092,1.20173,No active scaling,learning,17,5,5.0,
875,6.7981,0.0090153,0.39229,0.01,0.60797,0.50899,0.28389,4.6025,15.0,2.45784,No active scaling,learning,18,1,1.0,
876,6.4242,0.01,0.6,0.01,0.4,0.8,0.5,5.0,10.0,2.11561,No active scaling,learning,18,2,1.0,
877,4.9159,0.011662,0.40448,0.020091,0.39575,0.48486,0.83324,5.0499,15.083,2.23914,No active scaling,learning,18,3,1.0,
878,3.7431,0.01,0.28467,0.023152,0.4,0.57418,0.66667,3.8445,20.0,2.27299,No active scaling,learning,18,4,1.0,
879,5.9707,0.0067564,0.32746,0.014128,0.47522,-0.014315,0.81389,4.312,16.545,2.40605,No active scaling,learning,18,5,1.0,
880,4.2667,0.010847,0.2201,0.02,0.51367,0.84373,0.3,3.2148,15.0,2.2077600000000004,No active scaling,learning,18,1,2.0,
881,4.2653,0.0023777,0.33267,0.030044,0.70478,1.0011,0.30072,3.3359,20.009,2.2032799999999995,No active scaling,learning,18,2,2.0,
882,3.8599,0.01,0.23599,0.02,0.64407,1.0,0.3,2.5,15.0,2.2200800000000003,No active scaling,learning,18,3,2.0,
883,3.3224,0.0077778,0.19376,0.015926,0.61707,0.83048,0.3489,2.4453,20.0,1.8145700000000002,No active scaling,learning,18,4,2.0,
884,3.3667,0.001,0.25111,0.06,0.53333,0.85628,0.3,2.6925,15.0,2.30277,No active scaling,learning,18,5,2.0,
885,2.8389,0.0036667,0.1,0.025228,0.27984,0.83503,0.55556,2.5,30.0,1.96534,No active scaling,learning,18,1,3.0,
886,7.5688,0.007654,0.202,0.019751,0.40807,1.0134,0.65662,3.5301,20.121,2.0470499999999996,No active scaling,learning,18,2,3.0,
887,3.7193,0.0075551,0.2,0.02,0.60666,1.0,0.4,2.5,15.0,2.35407,No active scaling,learning,18,3,3.0,
888,9.9999,0.005,0.23333,0.02,0.8,1.0,0.3,5.0,20.0,2.3472600000000003,No active scaling,learning,18,4,3.0,
889,6.9263,0.010199,0.20678,0.019627,0.64369,1.0187,0.514,4.6247,15.149,1.95316,No active scaling,learning,18,5,3.0,
890,5.0,0.004433,0.2,0.02,0.4,1.0,0.5,2.5,10.0,1.8366999999999998,No active scaling,learning,18,1,4.0,
891,7.8834,0.001,0.21564,0.016667,0.41703,1.1091,0.36826,2.5,15.0,2.1581200000000003,No active scaling,learning,18,2,4.0,
892,3.0,0.02,0.16774,0.02,0.62374,1.1929,0.6,2.5,15.0,1.7122800000000002,No active scaling,learning,18,3,4.0,
893,4.0061,0.001,0.09901,0.02,0.44444,1.0,0.5,2.5,20.0,2.02358,No active scaling,learning,18,4,4.0,
894,6.735,0.001,0.20003,0.022679,0.39995,1.0551,0.64994,3.4998,14.999,2.09371,No active scaling,learning,18,5,4.0,
895,6.5608,0.0048739,0.12224,0.017776,0.71271,1.1112,0.22772,3.2498,15.89,2.06817,No active scaling,learning,18,1,5.0,
896,9.6292,0.0011119,0.36104,0.011948,0.43767,1.2832,0.13204,5.0909,6.294,1.72343,No active scaling,learning,18,2,5.0,
897,2.55,0.001,0.1,0.02,0.8,0.82922,0.5,2.5,14.009,1.76398,No active scaling,learning,18,3,5.0,
898,6.7613,0.01,0.2,0.017849,0.73985,1.0,0.26284,4.6667,15.0,1.70699,No active scaling,learning,18,4,5.0,
899,6.6502,0.001,0.2,0.018626,0.8,1.0925,0.3,2.5,15.0,2.0854899999999996,No active scaling,learning,18,5,5.0,
900,6.9395,0.001,0.36882,0.017521,1.0715,1.0346,0.37667,3.6844,14.688,1.8386099999999999,No active scaling,learning,19,1,1.0,
901,9.6333,0.001,0.53224,0.020843,1.1346,0.95784,0.36074,7.1897,19.557,1.6375199999999999,No active scaling,learning,19,2,1.0,
902,5.0,0.001,0.2,0.03,1.0,0.90322,0.6,2.5,20.0,1.47343,No active scaling,learning,19,3,1.0,
903,10.0,0.0017166,0.47393,0.019812,1.1449,1.4171,0.12376,4.2283,22.477,1.6976,No active scaling,learning,19,4,1.0,
904,6.5608,0.001,0.31237,0.012222,0.76879,0.84815,0.34722,3.463,14.556,1.40926,No active scaling,learning,19,5,1.0,
905,3.0158,0.0010278,0.2,0.01,0.82961,0.86213,0.26617,2.5003,14.998,1.85925,No active scaling,learning,19,1,2.0,
906,5.0,0.001,0.1127,0.02,0.8,1.0,0.3,2.5,15.0,1.7959,No active scaling,learning,19,2,2.0,
907,4.3066,0.001,0.20001,0.020003,1.0916,0.83324,0.29987,3.4995,29.998,1.8047199999999997,No active scaling,learning,19,3,2.0,
908,3.0,0.001,0.14342,0.028995,0.99999,1.0,0.3,2.5,15.0,1.70154,No active scaling,learning,19,4,2.0,
909,3.1379,0.001,0.2,0.02,1.0667,0.86717,0.3,2.6729,15.0,1.58715,No active scaling,learning,19,5,2.0,
910,6.8587,0.001,0.10207,0.01904,1.0582,0.71611,0.32389,4.4569,14.254,1.85573,No active scaling,learning,19,1,3.0,
911,7.2397,0.001,0.47376,0.017861,1.0032,0.99388,0.36953,3.4636,8.4798,1.49604,No active scaling,learning,19,2,3.0,
912,9.9999,0.001,0.1,0.04,1.1358,0.92401,0.3,2.5,15.0,1.90278,No active scaling,learning,19,3,3.0,
913,5.85,0.0023129,0.10979,0.02,0.8,0.88515,0.62619,3.5,5.3398,1.38091,No active scaling,learning,19,4,3.0,
914,3.5273,0.001,0.1,0.02,0.88889,1.0,0.3,2.5,8.3033,1.48841,No active scaling,learning,19,5,3.0,
915,6.5796,0.001,0.10527,0.019502,1.0686,0.86438,0.31295,2.6548,15.251,1.80944,No active scaling,learning,19,1,4.0,
916,7.0,0.001,0.2,0.01,1.1515,1.0503,0.2053,2.5,20.0,2.0042799999999996,No active scaling,learning,19,2,4.0,
917,6.8373,0.001,0.32709,0.01,1.1628,1.1469,0.53088,2.5721,15.329,1.4140399999999997,No active scaling,learning,19,3,4.0,
918,3.5658,0.001,0.24153,0.02953,1.1663,0.98853,0.12563,2.5207,8.4322,1.38625,No active scaling,learning,19,4,4.0,
919,4.5938,0.0041247,0.097026,0.012222,1.178,0.86339,0.16618,2.4178,20.0,1.6092299999999997,No active scaling,learning,19,5,4.0,
920,10.0,0.001,0.24636,0.02,1.1696,1.0,0.25277,3.3333,15.0,1.58265,No active scaling,learning,19,1,5.0,
921,5.0127,0.001,0.10886,0.04,1.134,0.93846,0.5,3.3345,15.0,1.62403,No active scaling,learning,19,2,5.0,
922,6.7141,0.001,0.18399,0.018153,1.0601,1.0588,0.192,3.4099,20.42,1.32338,No active scaling,learning,19,3,5.0,
923,10.0,0.0029753,0.17593,0.021204,1.0335,0.7932,0.26088,2.3947,15.481,1.3988500000000001,No active scaling,learning,19,4,5.0,
924,5.3046,0.001,0.20224,0.017935,1.1033,0.77945,0.28059,3.7324,19.992,1.44269,No active scaling,learning,19,5,5.0,
925,6.7007,0.0023363,0.21765,0.019709,0.70061,0.62558,0.40313,4.2966,14.41,1.5176200000000002,No active scaling,learning,20,1,1.0,
926,7.0,0.001,0.25703,0.02,0.5362,1.0,0.6,2.5,15.0,1.7104999999999997,No active scaling,learning,20,2,1.0,
927,2.9078,0.0043318,0.12258,0.01,0.73025,0.78911,0.66661,3.5003,17.779,2.34379,No active scaling,learning,20,3,1.0,
928,3.1193,0.001,0.20388,0.020211,0.87941,0.54701,0.60685,3.2437,19.889,1.63556,No active scaling,learning,20,4,1.0,
929,4.8145,0.001,0.17361,0.019583,0.28787,0.54442,0.38229,3.3698,14.833,2.0305,No active scaling,learning,20,5,1.0,
930,7.9994,0.001,0.2,0.023342,1.0002,1.1481,0.31879,4.6674,19.997,1.5298200000000002,No active scaling,learning,20,1,2.0,
931,4.5597,0.001,0.2633,0.017519,0.85825,1.0312,0.30383,3.2738,15.272,1.8206900000000001,No active scaling,learning,20,2,2.0,
932,2.8499,0.0058333,0.20291,0.028161,0.80986,0.97482,0.30001,3.6551,17.2,1.9457799999999998,No active scaling,learning,20,3,2.0,
933,2.5936,0.001,0.19768,0.0209,0.6124,1.0401,0.43549,2.6872,16.668,1.6461999999999999,No active scaling,learning,20,4,2.0,
934,4.0023,0.001,0.24186,0.01,0.83206,0.90568,0.27582,3.5801,22.564,1.7512900000000002,No active scaling,learning,20,5,2.0,
935,6.6298,0.0014901,0.10112,0.01,0.40007,0.80053,0.55563,2.5012,14.995,2.1248500000000003,No active scaling,learning,20,1,3.0,
936,5.1745,0.0057778,0.12491,0.030238,0.62222,0.88943,0.3,2.748,15.0,1.96496,No active scaling,learning,20,2,3.0,
937,4.5,0.001,0.2,0.019195,0.5511,0.91498,0.3,3.5,15.0,2.36761,No active scaling,learning,20,3,3.0,
938,7.4793,0.0036667,0.21013,0.01,0.53333,1.0,0.3,2.8333,15.0,1.90514,No active scaling,learning,20,4,3.0,
939,6.029,0.005,0.2,0.02,0.30325,0.65501,0.5,2.5,10.0,2.05441,No active scaling,learning,20,5,3.0,
940,5.0177,0.0034668,0.084154,0.018451,0.48975,0.84477,0.060774,2.9634,16.481,1.9979799999999996,No active scaling,learning,20,1,4.0,
941,10.0,0.005,0.1,0.01,0.27267,0.83993,0.3,3.5,15.0,1.7328500000000002,No active scaling,learning,20,2,4.0,
942,3.3185,0.0065442,0.2,0.02,0.37585,1.0,0.20277,3.5,15.0,1.7685299999999997,No active scaling,learning,20,3,4.0,
943,3.1474,0.018418,0.1,0.02,0.4,0.98294,0.44444,4.6667,11.667,1.8750799999999999,No active scaling,learning,20,4,4.0,
944,9.175,0.001,0.24458,0.019624,0.76894,0.9996,0.29974,3.52,16.178,2.04935,No active scaling,learning,20,5,4.0,
945,2.5123,0.0029993,0.09998,0.015025,0.43727,0.74993,0.46256,2.9376,17.999,1.67195,No active scaling,learning,20,1,5.0,
946,7.3292,0.0026485,0.20722,0.019513,0.6664,0.91667,0.3482,6.375,8.4069,1.9736800000000003,No active scaling,learning,20,2,5.0,
947,3.9729,0.0034239,0.31862,0.01,0.63533,0.94075,0.34111,4.5507,13.346,1.8724300000000003,No active scaling,learning,20,3,5.0,
948,4.3815,0.0037307,0.33176,0.01,0.78912,1.0197,0.29599,4.8992,14.877,1.8854700000000002,No active scaling,learning,20,4,5.0,
949,2.6653,0.0067092,0.19111,0.015096,0.66083,0.9713,0.39722,3.2278,15.055,2.1988600000000003,No active scaling,learning,20,5,5.0,
950,5.5381,0.0075579,0.4,0.02,0.8,0.9031,0.3,5.0,8.7951,2.2125799999999995,No active scaling,learning,21,1,1.0,
951,4.3948,0.001,0.62196,0.01,0.8304,1.0338,0.64442,6.2187,9.8143,2.22669,No active scaling,learning,21,2,1.0,
952,5.417,0.0060061,0.35569,0.029659,0.33659,0.67036,0.48181,5.3182,16.455,2.3271100000000002,No active scaling,learning,21,3,1.0,
953,5.3859,0.0042327,0.2,0.02,0.63926,0.69372,1.101,3.0294,9.6565,2.25148,No active scaling,learning,21,4,1.0,
954,3.631,0.0090357,0.47076,0.02596,0.73389,1.1013,0.36565,4.8939,15.808,2.13699,No active scaling,learning,21,5,1.0,
955,9.5979,0.0050644,0.16144,0.030424,0.80638,0.86424,0.29581,4.5066,11.753,2.0309,No active scaling,learning,21,1,2.0,
956,5.082,0.005,0.23872,0.03,0.58257,1.0,0.22907,4.6667,15.0,1.97679,No active scaling,learning,21,2,2.0,
957,7.572,0.0023333,0.20463,0.020691,0.4,0.95672,0.3,5.353,15.0,2.14497,No active scaling,learning,21,3,2.0,
958,10.0,0.0047284,0.2,0.026667,0.62822,1.0,0.3,5.2572,18.261,1.7237200000000001,No active scaling,learning,21,4,2.0,
959,8.6036,0.009085,0.16838,0.015,0.74392,0.87286,0.3,5.1159,10.0,2.1807299999999996,No active scaling,learning,21,5,2.0,
960,2.9982,0.001,0.094617,0.020013,0.71989,1.0009,0.2994,3.3349,8.2209,1.8411499999999996,No active scaling,learning,21,1,3.0,
961,2.8375,0.0047575,0.11667,0.021111,0.875,1.0833,0.34687,4.8542,7.2536,2.2790600000000003,No active scaling,learning,21,2,3.0,
962,2.4088,0.005,0.1,0.02,0.38872,1.0,0.3,3.5,6.9957,1.5057800000000001,No active scaling,learning,21,3,3.0,
963,3.0,0.001,0.1,0.02,0.4,1.0,0.5,3.3334,15.0,1.77528,No active scaling,learning,21,4,3.0,
964,2.95,0.0054519,0.21716,0.020643,0.75669,1.2194,0.36011,4.2128,21.563,1.7626800000000002,No active scaling,learning,21,5,3.0,
965,5.9953,0.0079663,0.20435,0.017854,0.77363,1.0688,0.70262,6.9946,29.981,2.0072,No active scaling,learning,21,1,4.0,
966,3.4959,0.0069056,0.13481,0.020448,0.81968,0.93878,0.77919,3.7637,10.349,1.91524,No active scaling,learning,21,2,4.0,
967,3.0453,0.001,0.19101,0.020315,0.60338,0.84109,0.37203,3.9044,14.751,1.9349800000000001,No active scaling,learning,21,3,4.0,
968,4.3403,0.001,0.2,0.016667,0.5506,0.8,0.26969,3.5,15.0,1.84768,No active scaling,learning,21,4,4.0,
969,8.0,0.00125,0.1959,0.01,0.53333,0.85887,0.3,3.5,9.6271,2.21455,No active scaling,learning,21,5,4.0,
970,4.2653,0.001,0.18889,0.017441,0.72752,0.92895,0.61806,2.4957,15.222,1.74496,No active scaling,learning,21,1,5.0,
971,3.8398,0.001,0.21082,0.029071,0.60971,0.78946,0.58241,2.5474,15.216,1.91051,No active scaling,learning,21,2,5.0,
972,4.0591,0.0036667,0.2744,0.01,0.8,0.98577,0.34363,3.8889,15.0,2.1360799999999998,No active scaling,learning,21,3,5.0,
973,5.5702,0.001,0.31343,0.02,0.6906,1.0,0.3,3.5,7.2481,2.093,No active scaling,learning,21,4,5.0,
974,5.2717,0.0059177,0.2502,0.015807,0.74354,0.79783,0.99242,3.6549,17.853,1.99875,No active scaling,learning,21,5,5.0,
975,5.4598,0.001,0.26167,0.02767,0.64646,0.59058,0.41335,3.2625,14.757,1.8849600000000002,No active scaling,learning,22,1,1.0,
976,1.5496,0.0099967,0.20002,0.01,0.62856,0.79999,0.30009,3.4996,10.001,1.82315,No active scaling,learning,22,2,1.0,
977,2.6211,0.0051141,0.20571,0.019583,0.66688,0.81875,0.58647,5.7912,26.886,1.9953500000000002,No active scaling,learning,22,3,1.0,
978,5.0,0.001,0.25702,0.015,0.4,0.40653,0.35187,2.5,15.0,1.89238,No active scaling,learning,22,4,1.0,
979,7.0,0.0043928,0.3,0.01,0.8,0.8,0.5,5.0,15.0,1.8491900000000001,No active scaling,learning,22,5,1.0,
980,7.4624,0.0027832,0.18889,0.02,0.4,0.77244,0.55556,3.8889,116.29,1.9459799999999998,No active scaling,learning,22,1,2.0,
981,7.5993,0.0042105,0.19409,0.018428,0.59259,0.8,0.4,3.8889,15.0,1.61746,No active scaling,learning,22,2,2.0,
982,5.3121,0.007,0.16696,0.02,0.61083,0.99941,0.66551,4.8104,35.335,1.6582700000000004,No active scaling,learning,22,3,2.0,
983,8.4818,0.0049768,0.20116,0.019945,0.61692,0.58251,0.39812,5.1904,19.97,1.7953299999999999,No active scaling,learning,22,4,2.0,
984,5.5241,0.0024375,0.1259,0.03,0.4,0.74685,0.3,3.5,10.0,1.7496000000000003,No active scaling,learning,22,5,2.0,
985,9.9999,0.001,0.1402,0.019999,0.41809,0.77265,0.29915,3.4971,13.324,1.37528,No active scaling,learning,22,1,3.0,
986,2.9639,0.0036799,0.15108,0.016826,0.73981,0.94886,0.27495,4.7394,18.512,1.6511,No active scaling,learning,22,2,3.0,
987,9.9999,0.001,0.066667,0.02,0.8,1.0,0.3,3.5,20.0,1.4261899999999998,No active scaling,learning,22,3,3.0,
988,2.5203,0.001,0.098555,0.014928,0.36763,0.94163,0.2855,3.555,10.327,1.25009,No active scaling,learning,22,4,3.0,
989,4.5675,0.0032452,0.10095,0.01,0.7993,0.94284,0.49942,4.6645,18.341,1.7435599999999998,No active scaling,learning,22,5,3.0,
990,7.1281,0.003942,0.16495,0.030167,0.4,1.0,0.55556,4.0,17.13,1.7653400000000001,No active scaling,learning,22,1,4.0,
991,5.3313,0.001,0.20037,0.03037,0.80833,1.0093,0.29655,3.4792,19.903,1.76571,No active scaling,learning,22,2,4.0,
992,4.2191,0.001,0.2,0.033963,0.55629,0.38802,0.6,3.7733,7.3954,1.6315899999999999,No active scaling,learning,22,3,4.0,
993,7.9672,0.0045826,0.30337,0.015443,0.80026,0.76304,0.28196,4.9994,40.887,1.7847000000000002,No active scaling,learning,22,4,4.0,
994,8.5254,0.001,0.10628,0.019085,0.61856,0.76599,0.27637,3.5852,10.208,1.88276,No active scaling,learning,22,5,4.0,
995,5.0405,0.001,0.10046,0.039863,0.53494,1.0023,0.30067,2.892,12.923,1.43222,No active scaling,learning,22,1,5.0,
996,2.8465,0.001,0.10691,0.015787,0.73248,0.59265,0.27073,2.6377,14.37,1.6435399999999998,No active scaling,learning,22,2,5.0,
997,5.175,0.001,0.16519,0.019343,0.73071,0.96715,0.29556,2.6266,14.737,1.8063499999999997,No active scaling,learning,22,3,5.0,
998,7.0,0.001,0.26969,0.021102,0.8777,1.0309,0.5,3.6464,20.0,1.6756,No active scaling,learning,22,4,5.0,
999,5.2567,0.001,0.13807,0.022609,0.53617,1.0062,0.33168,3.3225,15.049,1.49931,No active scaling,learning,22,5,5.0,
1000,3.0,0.001,0.1,0.018734,0.63673,0.81732,0.71822,2.5,15.0,2.18171,No active scaling,learning,23,1,1.0,
1001,4.5531,0.001,0.20004,0.020066,0.80124,0.99653,0.43524,2.5002,80.348,1.9422400000000004,No active scaling,learning,23,2,1.0,
1002,3.1842,0.001,0.14259,0.020733,0.7999,0.77531,0.80492,3.3473,14.556,1.7864799999999998,No active scaling,learning,23,3,1.0,
1003,8.5055,0.001,0.25544,0.04,0.4204,1.0,0.25334,2.5,15.0,1.6299,No active scaling,learning,23,4,1.0,
1004,5.0,0.001,0.2,0.015,0.5868,1.0486,0.66667,2.5,15.0,1.6116499999999998,No active scaling,learning,23,5,1.0,
1005,6.0008,0.0012498,0.20017,0.019992,0.72205,1.0004,0.40027,3.665,15.003,1.671,No active scaling,learning,23,1,2.0,
1006,4.0543,0.001,0.20064,0.01,0.7324,0.96866,0.38781,3.331,15.601,1.6433900000000001,No active scaling,learning,23,2,2.0,
1007,6.6965,0.001,0.18708,0.030368,0.79172,0.9908,0.29402,3.4793,15.074,1.68767,No active scaling,learning,23,3,2.0,
1008,3.1326,0.001,0.11998,0.019468,0.77608,0.98791,0.28959,2.7687,15.213,1.62026,No active scaling,learning,23,4,2.0,
1009,4.5593,0.001,0.2016,0.02,0.7696,1.1202,0.3,3.5,15.0,1.5221,No active scaling,learning,23,5,2.0,
1010,5.0107,0.001,0.1,0.06,0.73215,1.0,0.3,2.5,15.0,1.45489,No active scaling,learning,23,1,3.0,
1011,10.0,0.0038175,0.27413,0.01,0.62393,0.99164,0.45417,5.1458,29.333,1.8422899999999998,No active scaling,learning,23,2,3.0,
1012,3.0,0.0052899,0.19316,0.02,0.77017,0.85926,0.3,3.5,75.221,1.8000999999999998,No active scaling,learning,23,3,3.0,
1013,6.0041,0.001,0.21006,0.02001,0.84184,0.88346,0.30137,3.337,29.983,1.8247399999999998,No active scaling,learning,23,4,3.0,
1014,4.6462,0.001,0.19362,0.02,0.64532,1.0,0.4,3.5,15.0,1.8601300000000003,No active scaling,learning,23,5,3.0,
1015,6.7393,0.001,0.066667,0.02,0.64221,1.0,0.3,2.7876,15.0,1.61299,No active scaling,learning,23,1,4.0,
1016,5.2728,0.0050045,0.083427,0.017121,0.68276,1.0006,0.30037,3.3343,15.005,1.69054,No active scaling,learning,23,2,4.0,
1017,6.0139,0.001,0.19449,0.015,0.75552,1.0,0.33333,3.5,15.0,1.6882900000000003,No active scaling,learning,23,3,4.0,
1018,6.0,0.0050585,0.083333,0.01,0.8,1.0706,0.3,3.5,15.0,1.8272499999999998,No active scaling,learning,23,4,4.0,
1019,4.9263,0.001,0.20503,0.031167,0.60437,1.2508,0.53618,3.3471,29.906,1.8991500000000001,No active scaling,learning,23,5,4.0,
1020,5.899,0.001,0.06077,0.047057,0.14133,1.5021,0.29928,3.5801,12.963,1.74546,No active scaling,learning,23,1,5.0,
1021,4.0124,0.001,0.1,0.02,0.53168,0.90966,0.3,2.5,15.0,1.7483800000000003,No active scaling,learning,23,2,5.0,
1022,3.0,0.005,0.1,0.01,0.4,1.0,0.3,2.5,15.0,1.7858800000000001,No active scaling,learning,23,3,5.0,
1023,3.0,0.01,0.11461,0.04,0.8,1.0,0.3,2.7166,15.0,1.74072,No active scaling,learning,23,4,5.0,
1024,7.0026,0.003852,0.18626,0.026707,0.69965,1.0007,0.35613,3.3355,15.007,1.3440400000000001,No active scaling,learning,23,5,5.0,
1025,2.422,0.0014444,0.24178,0.02,0.8,1.0034,0.3,3.5,15.0,1.6677700000000002,No active scaling,learning,24,1,1.0,
1026,5.262,0.001,0.23878,0.01805,0.75757,1.1666,0.32041,2.6453,14.331,1.62275,No active scaling,learning,24,2,1.0,
1027,2.2604,0.0017969,0.19552,0.01,0.97664,0.87354,0.266,3.199,19.142,1.7846800000000003,No active scaling,learning,24,3,1.0,
1028,3.0,0.0058333,0.21143,0.015,0.8,1.0991,0.3,4.6667,20.0,1.6835799999999999,No active scaling,learning,24,4,1.0,
1029,10.0,0.001,0.37385,0.025725,1.0402,1.1188,0.21356,2.9874,7.3264,2.2068199999999996,No active scaling,learning,24,5,1.0,
1030,6.0,0.001,0.2,0.02,0.8,1.0,0.5,2.5,15.0,1.8838599999999999,No active scaling,learning,24,1,2.0,
1031,5.9367,0.001,0.18889,0.01763,0.4,1.0,0.3,2.5,15.0,1.74373,No active scaling,learning,24,2,2.0,
1032,5.5389,0.001,0.2985,0.023482,0.57164,1.1741,0.51316,3.8917,13.3,1.9773900000000002,No active scaling,learning,24,3,2.0,
1033,5.0,0.001,0.083109,0.016753,0.73866,0.8,0.30388,2.5,15.0,1.8412,No active scaling,learning,24,4,2.0,
1034,5.7569,0.001,0.32503,0.021235,0.59553,1.0,0.41349,3.3334,15.0,2.07566,No active scaling,learning,24,5,2.0,
1035,4.341,0.001,0.16667,0.016152,0.8,0.85349,0.4,2.4126,30.0,1.7327400000000002,No active scaling,learning,24,1,3.0,
1036,4.237,0.005,0.1,0.03,0.67042,1.0,0.6854,2.5,15.0,1.6619200000000003,No active scaling,learning,24,2,3.0,
1037,5.3867,0.0033579,0.22662,0.02,0.7595,0.86001,0.3,2.6729,15.0,1.92025,No active scaling,learning,24,3,3.0,
1038,6.5257,0.001,0.099999,0.02,0.57953,0.8092,0.30002,2.5001,15.0,1.6731000000000003,No active scaling,learning,24,4,3.0,
1039,3.0,0.01,0.2,0.03,0.8,1.0,0.6,2.5,15.0,2.13467,No active scaling,learning,24,5,3.0,
1040,3.0,0.001,0.1,0.066082,0.7055,0.8,0.3,1.5,15.0,1.9345700000000001,No active scaling,learning,24,1,4.0,
1041,5.0,0.001,0.2,0.019444,0.8,1.0,0.3,2.5,9.5978,1.9260000000000002,No active scaling,learning,24,2,4.0,
1042,5.8562,0.001,0.2,0.02,0.86078,1.2008,0.3,2.311,20.0,2.08759,No active scaling,learning,24,3,4.0,
1043,5.902,0.001,0.34788,0.021289,0.8,1.1025,0.4,2.5,20.0,1.61402,No active scaling,learning,24,4,4.0,
1044,8.4775,0.0038112,0.31242,0.02,0.96653,1.0,0.4,2.5,15.0,1.6509800000000001,No active scaling,learning,24,5,4.0,
1045,5.2965,0.0052678,0.29916,0.01,1.2769,1.0054,0.40354,3.0068,30.044,1.3282399999999999,No active scaling,learning,24,1,5.0,
