,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
881,5.4459,0.0036589,0.25445,0.014733,0.63168,1.2634,1.1975,3.8612,17.107,2.2174799999999997,No center,learning,18,2,2.0,
882,4.9814,0.0023518,0.2652,0.017724,0.94897,0.99724,0.40904,3.0617,15.022,2.21418,No center,learning,18,3,2.0,
883,4.5454,0.0091754,0.20928,0.014542,0.92962,0.95376,0.27022,2.4198,19.633,1.9090500000000001,No center,learning,18,4,2.0,
884,5.0,0.001,0.2,0.025726,1.1422,1.0,0.3,2.5,15.0,2.40606,No center,learning,18,5,2.0,
885,3.0,0.001,0.11397,0.02,1.0,1.0,0.6,2.5,15.0,2.0084299999999997,No center,learning,18,1,3.0,
886,7.0,0.005,0.2,0.01,1.0,1.1418,0.3,3.5,15.0,2.11621,No center,learning,18,2,3.0,
887,6.5461,0.0043373,0.16687,0.020399,1.171,0.91716,0.37469,2.808,29.337,2.2063800000000002,No center,learning,18,3,3.0,
888,7.6831,0.0028377,0.19695,0.020119,1.0,1.1571,0.3,2.5679,20.0,2.2682200000000003,No center,learning,18,4,3.0,
889,5.0,0.001,0.3,0.02,1.0,1.0,0.3,2.5,15.0,1.9319199999999999,No center,learning,18,5,3.0,
890,3.0,0.003,0.22174,0.01,0.88349,1.0,0.3,2.5,15.0,1.8673499999999996,No center,learning,18,1,4.0,
891,5.3672,0.0019252,0.088398,0.018469,0.95057,1.1196,0.56172,2.5,11.088,2.1672400000000005,No center,learning,18,2,4.0,
892,5.1936,0.001,0.2,0.02,0.99999,1.2344,0.3,2.5,15.0,1.68289,No center,learning,18,3,4.0,
893,5.0415,0.001,0.21114,0.020125,0.99768,1.1199,0.66095,2.5246,14.888,1.9860400000000002,No center,learning,18,4,4.0,
894,3.2582,0.001,0.10518,0.017529,0.8919,1.1235,0.3803,2.5645,14.012,2.09833,No center,learning,18,5,4.0,
895,5.0,0.001,0.16667,0.02,1.0,1.2006,0.067002,2.5,15.0,2.11925,No center,learning,18,1,5.0,
896,6.8086,0.0025371,0.21108,0.0294,1.0,1.0001,0.29995,3.4186,14.999,1.76298,No center,learning,18,2,5.0,
897,5.0,0.001,0.19244,0.02,0.875,1.4014,0.3,4.6667,15.0,1.6707,No center,learning,18,3,5.0,
898,3.0,0.005,0.2,0.02,1.0,1.0,0.3,2.7811,15.0,1.8212700000000002,No center,learning,18,4,5.0,
899,9.2246,0.001,0.3,0.02,1.0,1.1826,0.3,2.5,10.0,2.18131,No center,learning,18,5,5.0,
900,5.4451,0.001,0.21598,0.01,1.0692,1.0,0.30001,2.5,10.0,1.7608899999999998,No center,learning,19,1,1.0,
901,5.2636,0.001,0.1,0.01,1.0,0.86674,0.3,2.5,15.0,1.7703600000000002,No center,learning,19,2,1.0,
902,3.7766,0.001,0.099996,0.02,0.75806,1.0862,0.29999,3.0745,15.0,1.6484200000000002,No center,learning,19,3,1.0,
903,8.7285,0.001,0.19661,0.020944,1.1179,1.1745,0.25513,2.6208,14.448,1.9262700000000001,No center,learning,19,4,1.0,
904,3.0,0.001,0.15,0.02,0.48038,1.1004,0.3,3.2898,13.333,1.65462,No center,learning,19,5,1.0,
905,4.2251,0.001,0.19072,0.023441,1.0224,1.0151,0.5101,3.4661,16.601,1.9915200000000002,No center,learning,19,1,2.0,
906,2.5167,0.001,0.1,0.023333,0.97762,1.0,0.4,2.5,15.0,1.9636299999999998,No center,learning,19,2,2.0,
907,3.4967,0.001,0.1,0.03,0.94445,1.0312,0.3,3.3333,15.0,1.88123,No center,learning,19,3,2.0,
908,5.2311,0.0010278,0.17984,0.020481,1.0,1.0521,0.20835,3.0259,15.0,2.01062,No center,learning,19,4,2.0,
909,3.0,0.001,0.2,0.017723,1.0,0.99999,0.33333,2.5,30.0,1.69007,No center,learning,19,5,2.0,
910,6.1698,0.001,0.099941,0.020009,1.0492,0.99992,0.19611,3.6135,15.001,2.0093799999999997,No center,learning,19,1,3.0,
911,2.9721,0.001,0.17359,0.042665,0.31079,1.3878,0.50161,4.4832,24.066,1.6201699999999999,No center,learning,19,2,3.0,
912,7.9789,0.001,0.1782,0.014623,0.91841,1.0932,0.39213,2.6146,8.6154,1.88212,No center,learning,19,3,3.0,
913,4.601,0.001,0.18835,0.02,1.0568,1.0,0.3,2.5,15.0,1.5909200000000001,No center,learning,19,4,3.0,
914,7.0,0.001,0.22734,0.017794,1.03,1.0,-0.03163,3.1442,15.0,1.74891,No center,learning,19,5,3.0,
915,5.7056,0.001,0.17562,0.03,0.87499,1.3333,0.4,2.5,15.0,2.04038,No center,learning,19,1,4.0,
916,5.8473,0.001,0.094581,0.01,0.7796,1.4667,0.30053,2.7664,15.006,2.16299,No center,learning,19,2,4.0,
917,4.4188,0.001,0.033569,0.022093,0.9581,1.029,0.37437,2.4479,19.687,1.75318,No center,learning,19,3,4.0,
918,5.0,0.001,0.1,0.02,1.0,1.0,0.3,2.5,15.0,1.45684,No center,learning,19,4,4.0,
919,5.85,0.001,0.1,0.02,1.1729,0.95164,0.3,2.3962,15.0,1.80395,No center,learning,19,5,4.0,
920,6.0349,0.001,0.22036,0.01,0.55481,1.8421,0.61047,2.708,19.07,1.6834900000000002,No center,learning,19,1,5.0,
921,6.5197,0.001,0.1,0.03,0.5,1.5,0.5,2.8807,13.839,1.7975999999999999,No center,learning,19,2,5.0,
922,6.9769,0.001,0.30294,0.019799,0.64473,2.4234,0.29817,3.7,20.798,1.6364100000000001,No center,learning,19,3,5.0,
923,8.2043,0.001,0.037913,0.016111,0.96381,0.96318,0.56783,2.5002,15.0,1.6032699999999998,No center,learning,19,4,5.0,
924,10.0,0.001,0.09624,0.018071,0.54234,1.0831,0.45417,3.6875,12.698,1.5238399999999999,No center,learning,19,5,5.0,
925,2.4414,0.001,0.077153,0.018931,0.5039,0.73246,0.66575,2.5137,16.598,1.5454199999999998,No center,learning,20,1,1.0,
926,3.1439,0.001,0.19167,0.01,1.0646,0.73133,0.69242,2.81,20.59,1.58541,No center,learning,20,2,1.0,
927,5.5978,0.001,0.2,0.02,0.66323,1.0,0.3475,3.5,9.6325,2.3905800000000004,No center,learning,20,3,1.0,
928,1.3776,0.001,0.15212,0.01,0.43665,0.94135,0.91578,3.2149,19.164,1.49961,No center,learning,20,4,1.0,
929,4.7656,0.005,0.1,0.02,0.53425,1.0,1.0,3.8193,87.617,2.06736,No center,learning,20,5,1.0,
930,6.1847,0.001,0.13696,0.01,1.0186,1.0113,0.31889,2.8009,15.232,1.53884,No center,learning,20,1,2.0,
931,2.9458,0.0035329,0.16111,0.019961,0.72747,0.97222,0.31806,3.5903,12.412,1.8775199999999999,No center,learning,20,2,2.0,
932,6.6681,0.001,0.26574,0.01,0.45124,1.5655,-0.020779,4.7723,14.063,2.03312,No center,learning,20,3,2.0,
933,3.9385,0.001,0.0,0.01,0.50155,1.5,0.58334,3.375,5.274,1.6842000000000001,No center,learning,20,4,2.0,
934,5.6177,0.001,0.11665,0.019525,0.90174,0.97222,0.52083,3.1327,16.056,1.8815899999999999,No center,learning,20,5,2.0,
935,4.3942,0.001,0.2,0.01,0.53665,1.1693,0.36311,3.8889,20.0,2.0256100000000004,No center,learning,20,1,3.0,
936,4.7013,0.010974,0.0,0.030591,0.47544,1.0372,0.27914,2.4864,15.062,1.84026,No center,learning,20,2,3.0,
937,3.4118,0.0023325,0.099941,0.01,0.53789,0.99971,0.00014775,3.5007,20.003,2.40784,No center,learning,20,3,3.0,
938,7.0,0.001,0.3,0.02,0.5,1.0,0.3,2.5,15.0,1.97455,No center,learning,20,4,3.0,
939,5.3969,0.0073204,0.0,0.055,0.625,0.75,0.45937,2.7428,13.0,2.07188,No center,learning,20,5,3.0,
940,3.4967,0.001,0.14176,0.025509,0.7892,1.0812,0.43597,3.8471,11.542,1.93284,No center,learning,20,1,4.0,
941,9.9999,0.001,0.36383,0.02,1.0,1.0,0.3,3.5,15.0,1.7757099999999997,No center,learning,20,2,4.0,
942,10.0,0.0033203,0.1,0.02,1.0,0.85005,0.3,2.5,15.0,1.7479600000000002,No center,learning,20,3,4.0,
943,5.2856,0.001,0.18515,0.01,1.0073,0.94519,0.4589,3.8741,29.562,1.8814899999999999,No center,learning,20,4,4.0,
944,7.0463,0.001,0.2,0.013333,0.99999,0.99999,0.3,3.499,20.0,1.9991599999999998,No center,learning,20,5,4.0,
945,3.0002,0.0049993,0.29998,0.030004,1.0,1.0001,0.79555,3.5002,15.001,1.77499,No center,learning,20,1,5.0,
946,1.9949,0.0088767,0.36421,0.01,0.57598,1.5154,0.91499,5.848,14.588,1.8550499999999999,No center,learning,20,2,5.0,
947,4.7524,0.001,0.28714,0.020033,1.0073,1.1128,0.443,3.6358,69.987,1.9979900000000002,No center,learning,20,3,5.0,
948,2.2618,0.001,0.23333,0.017861,0.85221,0.91667,0.26589,3.8611,13.631,1.82482,No center,learning,20,4,5.0,
949,3.1122,0.001,0.19996,0.027042,0.9077,0.85925,0.38032,2.7215,15.003,2.0890899999999997,No center,learning,20,5,5.0,
950,2.8732,0.0059002,0.37309,0.024935,1.0004,0.99958,0.30027,3.4991,15.003,2.19551,No center,learning,21,1,1.0,
951,4.3156,0.001,0.34532,0.01,0.95833,1.0222,0.37763,3.3333,15.0,2.14581,No center,learning,21,2,1.0,
952,3.1129,0.0029288,0.24756,0.02,1.0421,0.79905,0.3,2.5,12.116,2.49046,No center,learning,21,3,1.0,
953,4.6123,0.001,0.40001,0.01,0.95832,0.99999,0.29999,3.5072,15.0,2.1907699999999997,No center,learning,21,4,1.0,
954,4.5835,0.001,0.4,0.02,1.1439,0.96695,0.3,3.3334,30.0,2.12485,No center,learning,21,5,1.0,
955,4.7996,0.001,0.2,0.02,0.9548,0.8588,0.3,3.7037,20.0,1.95372,No center,learning,21,1,2.0,
956,5.5116,0.0033525,0.24463,0.01,1.0548,0.86576,0.3,3.5,10.0,2.0273899999999996,No center,learning,21,2,2.0,
957,7.6584,0.0023986,0.23645,0.01,1.1125,1.0322,0.23502,3.5551,15.947,2.1668200000000004,No center,learning,21,3,2.0,
958,6.9687,0.0019081,0.22855,0.020675,1.0254,0.9985,0.30115,3.6347,11.685,1.8291600000000003,No center,learning,21,4,2.0,
959,4.4119,0.001,0.20562,0.04078,0.97002,0.85802,0.3064,2.9732,20.137,2.1412900000000006,No center,learning,21,5,2.0,
960,2.9661,0.001,0.19453,0.01,1.0023,1.0025,0.29827,2.8831,15.139,1.9629400000000001,No center,learning,21,1,3.0,
961,6.4089,0.001,0.20606,0.02,1.0,1.0,0.3,5.0397,15.0,2.1910000000000003,No center,learning,21,2,3.0,
962,4.2657,0.007,0.13333,0.022059,0.95933,1.3362,0.65635,5.7587,9.8649,1.59187,No center,learning,21,3,3.0,
963,9.5649,0.0058333,0.1,0.04,1.0292,1.1998,0.3,3.5,8.3469,1.9628799999999997,No center,learning,21,4,3.0,
964,2.3447,0.0039514,0.16464,0.043441,1.2286,1.1024,0.51842,3.9214,12.312,1.9062600000000003,No center,learning,21,5,3.0,
965,4.2176,0.001,0.18248,0.017952,0.98102,0.84342,1.4444,4.7752,16.266,2.1875099999999996,No center,learning,21,1,4.0,
966,2.5558,0.001,0.14167,0.024085,0.99827,0.87639,0.43075,2.7767,17.152,1.94476,No center,learning,21,2,4.0,
967,5.9172,0.001,0.20624,0.020002,0.99998,0.80001,0.29997,3.4996,77.863,2.0635299999999996,No center,learning,21,3,4.0,
968,5.5363,0.0021371,0.097752,0.03,1.0,0.70177,0.39811,3.5,15.0,1.91229,No center,learning,21,4,4.0,
969,6.0,0.001,0.21648,0.01,1.0,0.8,0.38433,3.5,15.0,2.14002,No center,learning,21,5,4.0,
970,3.0,0.0015328,0.2,0.016538,0.95833,1.0,0.82164,2.5,9.6038,1.72763,No center,learning,21,1,5.0,
971,5.0142,0.001,0.20068,0.019904,0.99767,1.0363,0.54351,3.4961,14.986,2.06527,No center,learning,21,2,5.0,
972,2.33,0.001,0.20017,0.024692,1.2053,0.76541,0.42321,2.9105,13.123,2.14368,No center,learning,21,3,5.0,
973,3.0,0.001,0.14113,0.024067,0.88282,1.0,0.5,3.5,10.833,2.2811999999999997,No center,learning,21,4,5.0,
974,3.55,0.001,0.2,0.01,1.0,1.0,0.3,3.1653,15.0,2.0124400000000002,No center,learning,21,5,5.0,
975,2.669,0.001,0.17727,0.01,0.41906,0.95236,0.4015,4.6858,15.051,1.92895,No center,learning,22,1,1.0,
976,1.7288,0.001,0.21209,0.026722,0.5,1.0,0.5,5.0,30.0,1.7675600000000002,No center,learning,22,2,1.0,
977,1.55,0.001,0.23333,0.026311,1.0,1.0,0.40569,3.5,15.0,2.0704000000000002,No center,learning,22,3,1.0,
978,3.0,0.0087206,0.2,0.015,0.7331,1.0,0.6,5.9893,545.29,1.9235700000000002,No center,learning,22,4,1.0,
979,0.84698,0.0049546,0.0,0.019861,0.50346,0.79376,0.4948,3.2758,15.055,1.7946199999999997,No center,learning,22,5,1.0,
980,7.4874,0.0031976,0.20312,0.014212,0.80286,0.65289,0.66897,5.6743,17.634,1.9814,No center,learning,22,1,2.0,
981,3.1218,0.001,0.099999,0.02,0.53906,1.0,0.3,4.02,20.0,1.56366,No center,learning,22,2,2.0,
982,2.4469,0.001,0.1,0.015,0.4823,1.5,0.76521,4.6666,13.053,1.61722,No center,learning,22,3,2.0,
983,3.9073,0.0016761,0.11775,0.01,0.76011,0.79827,0.7421,4.4774,20.806,1.7948499999999998,No center,learning,22,4,2.0,
984,3.3555,0.001,0.20381,0.020917,0.50701,0.97792,0.74065,4.6667,35.556,1.76632,No center,learning,22,5,2.0,
985,2.7507,0.001,0.02729,0.01,0.45833,0.8,0.34788,7.0,26.667,1.52104,No center,learning,22,1,3.0,
986,3.625,0.001,0.090225,0.01,0.51407,0.57526,0.27101,6.2789,19.241,1.47989,No center,learning,22,2,3.0,
987,5.8898,0.001,0.055925,0.01,0.66095,0.90502,0.20483,4.2242,19.923,1.3703699999999999,No center,learning,22,3,3.0,
988,8.4808,0.001,0.035031,0.015608,0.90263,0.93634,0.33712,4.7535,30.509,1.20309,No center,learning,22,4,3.0,
989,2.9743,0.0031009,0.10813,0.01,0.50214,1.0821,0.49013,7.0296,201.33,1.6408299999999998,No center,learning,22,5,3.0,
990,9.9998,0.001,0.13401,0.01,1.0565,0.99809,1.0093,3.5029,29.852,1.7822,No center,learning,22,1,4.0,
991,3.0,0.001,0.15,0.035029,0.625,1.0,0.3,3.6947,15.0,1.8511199999999999,No center,learning,22,2,4.0,
992,6.6239,0.001,0.2,0.02,1.0,1.1111,0.3,4.0693,20.0,1.6230600000000002,No center,learning,22,3,4.0,
993,3.2051,0.001,0.131,0.01,0.43767,1.5555,0.50074,4.9016,18.373,1.6704800000000002,No center,learning,22,4,4.0,
994,6.8903,0.001,0.19547,0.01,0.89765,0.97222,0.21264,3.4955,14.778,1.97548,No center,learning,22,5,4.0,
995,7.0,0.001,0.2,0.016298,0.98386,1.1036,0.6,3.6941,15.0,1.48606,No center,learning,22,1,5.0,
996,3.8906,0.0014258,0.11191,0.01,0.90984,1.057,0.3,2.5,15.0,1.6922500000000003,No center,learning,22,2,5.0,
997,3.7259,0.001,0.093247,0.021234,1.0251,0.97212,0.35155,2.6378,7.9985,1.82875,No center,learning,22,3,5.0,
998,6.9911,0.001,0.20016,0.019963,0.9134,1.3819,0.30037,3.5128,6.7548,1.67275,No center,learning,22,4,5.0,
999,2.1085,0.001,0.1,0.01,0.4066,1.4996,0.3,3.7632,15.0,1.5965,No center,learning,22,5,5.0,
1000,3.0,0.001,0.2,0.02,1.0,1.0,0.3,2.9589,15.0,2.4194999999999998,No center,learning,23,1,1.0,
1001,4.7277,0.001,0.18679,0.020506,0.58952,0.80327,0.42223,3.5168,15.0,1.79465,No center,learning,23,2,1.0,
1002,3.0,0.001,0.08343,0.018735,0.80421,1.0,0.80007,2.7748,15.0,1.85886,No center,learning,23,3,1.0,
1003,5.0,0.005,0.3,0.01,1.0,0.77054,1.0,5.0,10.0,1.86912,No center,learning,23,4,1.0,
1004,2.55,0.0046536,0.21434,0.01,0.7359,1.0,0.68489,3.1957,220.0,1.69407,No center,learning,23,5,1.0,
1005,4.2398,0.0014444,0.083333,0.021334,1.0,1.1475,0.3,2.8825,15.0,1.7404699999999997,No center,learning,23,1,2.0,
1006,4.3164,0.001,0.085641,0.03,1.0,1.3333,0.3,3.0823,29.999,1.70186,No center,learning,23,2,2.0,
1007,5.2353,0.0013,0.10795,0.01,0.78702,1.3446,0.39165,3.6055,14.334,1.8279500000000002,No center,learning,23,3,2.0,
1008,5.42,0.001,0.17579,0.02,1.0,1.1229,0.3,3.3333,8.0429,1.6084,No center,learning,23,4,2.0,
1009,5.1449,0.001,0.11751,0.014774,0.8819,1.4615,0.21875,3.1165,21.444,1.49817,No center,learning,23,5,2.0,
1010,2.7846,0.001,0.096984,0.02,0.48704,1.1893,0.00054924,6.2222,11.56,1.7791199999999996,No center,learning,23,1,3.0,
1011,5.9506,0.001,0.12174,0.01,0.84611,0.94744,0.16074,4.0699,9.7167,1.8838900000000003,No center,learning,23,2,3.0,
1012,2.5167,0.01,0.16899,0.018333,0.5,1.3135,0.4,5.3535,20.797,1.88734,No center,learning,23,3,3.0,
1013,2.9953,0.001,0.2,0.016198,1.03,1.0,0.24818,2.8342,15.0,1.82983,No center,learning,23,4,3.0,
1014,3.56,0.001,0.2,0.02,1.0,1.0427,0.4,2.7454,15.0,1.9546299999999999,No center,learning,23,5,3.0,
1015,4.3668,0.001,0.099999,0.023333,1.0,0.99999,0.3,2.5,15.0,1.64303,No center,learning,23,1,4.0,
1016,3.7214,0.0012222,0.097066,0.01,1.0069,0.97334,0.7625,2.1485,32.0,1.7609,No center,learning,23,2,4.0,
1017,6.5809,0.001,0.15886,0.01,1.0,1.478,0.3,2.8197,20.0,1.7107299999999999,No center,learning,23,3,4.0,
1018,5.912,0.0051254,0.14529,0.01,1.3037,1.0157,0.30166,3.3608,14.875,1.94842,No center,learning,23,4,4.0,
1019,4.3441,0.001,0.20517,0.02,1.3649,1.0,0.6,2.5,15.0,1.9401800000000002,No center,learning,23,5,4.0,
1020,2.835,0.007197,0.048166,0.01,0.82005,0.99999,0.34074,2.3752,15.0,1.9377699999999998,No center,learning,23,1,5.0,
1021,4.0268,0.001,0.17109,0.01,0.56787,1.5266,0.36264,3.4215,11.212,1.7866399999999998,No center,learning,23,2,5.0,
1022,3.0053,0.001,0.19856,0.019758,0.56851,1.9589,1.0091,3.5114,39.873,1.7197799999999996,No center,learning,23,3,5.0,
1023,10.0,0.001,0.1,0.02,1.0,1.0,0.3,2.5,15.0,1.7082899999999999,No center,learning,23,4,5.0,
1024,8.0,0.001,0.2,0.030442,1.0147,1.5,0.4,2.6449,15.0,1.2952100000000002,No center,learning,23,5,5.0,
1025,8.2577,0.001,0.19833,0.01,0.49881,1.2019,0.27667,3.7827,19.417,1.82163,No center,learning,24,1,1.0,
1026,3.2664,0.001,0.19489,0.015409,0.5,1.4239,0.3,3.5,15.0,1.72335,No center,learning,24,2,1.0,
1027,9.9998,0.001,0.22068,0.019195,0.52585,1.5646,0.2837,4.9095,30.414,1.70866,No center,learning,24,3,1.0,
1028,1.9314,0.024842,0.24357,0.015022,0.45614,1.8478,-0.4046,6.3425,32.523,1.78277,No center,learning,24,4,1.0,
1029,6.0759,0.001,0.2,0.015,0.5,1.5,0.3,3.5,15.0,2.01738,No center,learning,24,5,1.0,
1030,4.5637,0.001,0.22237,0.01,0.98534,0.98324,0.28911,2.8094,19.866,1.8741500000000002,No center,learning,24,1,2.0,
1031,5.4629,0.0016418,0.14622,0.029486,0.98654,1.1569,0.50131,2.6223,10.324,1.79042,No center,learning,24,2,2.0,
1032,3.6154,0.001,0.2,0.02,0.97405,0.85621,0.3,2.5,15.0,2.0171099999999997,No center,learning,24,3,2.0,
1033,4.3724,0.001,0.2,0.034149,0.67564,1.4292,0.71143,3.6899,20.0,1.8684900000000002,No center,learning,24,4,2.0,
1034,6.9085,0.001,0.23252,0.019512,1.0211,1.0232,0.31557,2.5427,14.805,2.17767,No center,learning,24,5,2.0,
1035,2.5167,0.001,0.2,0.04,0.5,1.3296,0.66667,3.3333,21.758,1.7992299999999997,No center,learning,24,1,3.0,
1036,3.0,0.001,0.083333,0.02,0.62714,0.85786,0.26509,2.5,15.0,1.7575800000000001,No center,learning,24,2,3.0,
1037,4.8667,0.0025033,0.15083,0.01,1.0,1.0,0.29418,2.8333,13.128,1.9198800000000003,No center,learning,24,3,3.0,
1038,3.1367,0.001,0.15,0.02,1.0,0.89648,0.3,2.5,15.0,1.7991999999999997,No center,learning,24,4,3.0,
1039,3.4588,0.00413,0.29412,0.016186,0.81049,1.2353,0.45295,2.1585,28.118,2.22739,No center,learning,24,5,3.0,
1040,5.0956,0.0017293,0.21188,0.02,0.98779,1.2495,0.29439,2.5,15.0,1.99052,No center,learning,24,1,4.0,
1041,4.9895,0.0099357,0.19857,0.01,0.28693,1.6558,0.50268,2.4938,13.347,2.16773,No center,learning,24,2,4.0,
1042,5.0,0.005,0.097596,0.015,0.85017,0.95478,0.3,2.5,15.0,2.13646,No center,learning,24,3,4.0,
1043,5.2247,0.001,0.19493,0.020015,1.0006,1.0005,0.60031,2.4994,14.999,1.6902300000000001,No center,learning,24,4,4.0,
1044,5.0504,0.005,0.11258,0.01,0.9794,1.012,0.3,2.5,15.0,1.7145299999999999,No center,learning,24,5,4.0,
1045,2.4828,0.0012367,0.11837,0.010609,0.68933,1.5142,0.60453,3.3199,18.748,1.4420300000000001,No center,learning,24,1,5.0,
1046,5.56,0.001,0.26667,0.02,0.5625,1.5,0.725,4.377,14.75,1.59676,No center,learning,24,2,5.0,
1047,9.2022,0.001,0.2,0.016392,0.98462,1.0,0.18545,2.5,15.0,1.6630799999999997,No center,learning,24,3,5.0,
1048,7.9865,0.001,0.2,0.02778,1.0,1.0,0.3,2.5,15.0,1.87686,No center,learning,24,4,5.0,
1049,3.55,0.001,0.05,0.01,0.77097,1.0,0.3,2.6914,15.0,2.04454,No center,learning,24,5,5.0,
1050,8.975,0.001,0.14488,0.01,0.25,1.25,0.625,3.816,25.25,2.0875699999999995,No center,learning,25,1,1.0,
1051,5.3979,0.001,0.2,0.02,0.99999,0.804,0.4,2.5,15.0,2.0486999999999997,No center,learning,25,2,1.0,
1052,2.5167,0.001,0.11031,0.016667,0.9129,1.0,0.352,2.7789,20.0,1.7482199999999999,No center,learning,25,3,1.0,
1053,9.008,0.0026744,0.49987,0.020004,1.0001,1.2224,0.29992,7.996,45.068,1.95945,No center,learning,25,4,1.0,
1054,2.6324,0.001,0.11486,0.016502,0.5625,1.0341,0.68496,5.875,26.0,1.52854,No center,learning,25,5,1.0,
1055,4.8661,0.0038971,0.16591,0.024315,0.70413,0.54356,0.93575,7.2914,338.74,1.8198699999999999,No center,learning,25,1,2.0,
1056,10.0,0.0051041,0.23013,0.034349,0.50651,0.39882,0.60846,9.5435,20.137,1.8961100000000002,No center,learning,25,2,2.0,
1057,10.0,0.0076523,0.3,0.020001,0.89101,0.99996,0.99997,7.1471,15.0,1.6892399999999999,No center,learning,25,3,2.0,
1058,3.1195,0.001,0.15,0.02,0.66513,0.60924,0.4,4.6667,15.0,1.95464,No center,learning,25,4,2.0,
1059,3.1922,0.0014428,0.20223,0.01,0.93149,0.28119,0.68463,3.6762,20.822,1.9915300000000002,No center,learning,25,5,2.0,
1060,5.0,0.001,0.043785,0.035,0.375,1.0,0.73662,3.6741,19.569,1.5871499999999998,No center,learning,25,1,3.0,
1061,8.6883,0.001,0.26607,0.01,0.87598,0.79911,0.29984,5.2393,26.655,1.63355,No center,learning,25,2,3.0,
1062,5.0,0.001,0.18809,0.02,1.1839,0.99999,0.6,4.6667,20.0,1.8130300000000001,No center,learning,25,3,3.0,
1063,2.7516,0.001,0.098574,0.01,0.97077,0.7772,0.89688,4.5947,10.021,1.67378,No center,learning,25,4,3.0,
1064,6.1608,0.001,0.1041,0.0125,0.48149,1.011,0.79003,3.866,16.708,1.7348799999999998,No center,learning,25,5,3.0,
1065,4.7683,0.001,0.2272,0.017808,0.86199,0.66493,0.27693,3.546,15.077,1.83069,No center,learning,25,1,4.0,
1066,2.359,0.001,0.084744,0.018288,0.54274,0.72313,0.5694,3.3078,15.337,1.7370100000000002,No center,learning,25,2,4.0,
1067,3.46,0.0020929,0.099472,0.027469,0.37694,1.1446,0.37199,4.6491,18.258,2.19944,No center,learning,25,3,4.0,
1068,4.2369,0.001,0.070499,0.02,0.28592,1.1111,0.3,4.1005,15.0,1.60914,No center,learning,25,4,4.0,
1069,4.6127,0.001,0.10462,0.014434,0.39615,0.93435,0.41779,3.5827,22.794,1.60608,No center,learning,25,5,4.0,
1070,3.1115,0.001,0.096556,0.03,0.5,1.0,0.5,3.5324,10.0,1.9786299999999997,No center,learning,25,1,5.0,
1071,3.8245,0.001,0.27832,0.01,0.89062,1.064,0.41795,6.9494,18.687,1.6319399999999997,No center,learning,25,2,5.0,
1072,5.6878,0.0026941,0.2225,0.018757,0.99643,0.98564,0.33294,7.086,20.143,1.90639,No center,learning,25,3,5.0,
1073,5.0,0.0026192,0.15745,0.020756,0.5,0.72687,0.5,4.6667,14.065,1.81826,No center,learning,25,4,5.0,
1074,2.4028,0.001,0.095236,0.02,0.82727,0.8,0.89912,3.5,20.0,1.9196199999999997,No center,learning,25,5,5.0,
1075,2.3668,0.001,0.074262,0.013914,0.66236,0.96875,0.034042,3.9016,17.598,1.9886,No center,learning,26,1,1.0,
1076,2.8136,0.001,0.1211,0.020046,0.45833,1.5,0.3,3.5,131.25,1.9745300000000001,No center,learning,26,2,1.0,
1077,2.5808,0.001,0.1,0.01,1.0,1.0544,0.3,2.5,15.0,1.88343,No center,learning,26,3,1.0,
1078,5.1033,0.001,0.25054,0.020037,0.76242,1.4169,-0.92702,3.4958,15.015,1.7650700000000001,No center,learning,26,4,1.0,
1079,1.1667,0.001593,0.16178,0.016566,0.7379,0.97434,0.43023,3.8761,11.626,1.4189599999999998,No center,learning,26,5,1.0,
1080,1.8569,0.001,0.31944,0.021481,0.54237,1.5817,0.5223,6.1614,13.49,1.95932,No center,learning,26,1,2.0,
1081,2.2903,0.001,0.29311,0.031381,0.77844,1.6911,0.30538,6.529,85.525,1.8229,No center,learning,26,2,2.0,
1082,2.2552,0.001,0.22155,0.028685,0.60739,1.4343,0.17431,4.0933,11.526,1.7586199999999999,No center,learning,26,3,2.0,
1083,1.5253,0.00248,0.2,0.02,0.82139,1.3333,0.22312,3.1978,15.0,1.8486699999999998,No center,learning,26,4,2.0,
1084,1.592,0.001,0.30788,0.016911,0.80424,1.473,0.042792,3.6712,13.999,1.8816100000000002,No center,learning,26,5,2.0,
1085,3.0,0.001,0.1,0.017931,1.0,1.3333,0.19813,3.5465,15.0,1.77474,No center,learning,26,1,3.0,
1086,2.8307,0.001,0.19971,0.026527,0.9585,1.0868,0.24356,2.8362,15.695,2.3035,No center,learning,26,2,3.0,
1087,0.1,0.011333,0.16667,0.023333,0.87246,1.0,0.3,2.5,15.0,2.10205,No center,learning,26,3,3.0,
1088,2.4807,0.001,0.17848,0.01,0.99999,1.0,0.1488,2.5,15.0,2.1054,No center,learning,26,4,3.0,
1089,2.5198,0.001,0.12205,0.020693,0.25,1.0471,0.53354,2.9649,15.377,2.1700000000000004,No center,learning,26,5,3.0,
1090,6.4629,0.001,0.29082,0.023737,0.85417,1.1667,0.28506,3.9127,66.541,2.1319800000000004,No center,learning,26,1,4.0,
1091,2.3514,0.001,0.1,0.02,0.80911,1.0,0.3,3.5,9.9999,1.9804100000000002,No center,learning,26,2,4.0,
